table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_engineering,field_other_fields
10258,r034,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,174008,0,167488,5020,0,0,0,0,1500,0
10258,r035,All agencies -> Departments -> Department of the Interior -> Bureau of Land Management,All agencies,Departments,Department of the Interior,Bureau of Land Management,,4,2004,0,0,2004,0,0,0,0,0,0
10258,r036,All agencies -> Departments -> Department of the Interior -> Bureau of Safety and Environmental Enforcement,All agencies,Departments,Department of the Interior,Bureau of Safety and Environmental Enforcement,,4,1500,0,0,0,0,0,0,0,1500,0
10258,r037,All agencies -> Departments -> Department of the Interior -> Geological Survey,All agencies,Departments,Department of the Interior,Geological Survey,,4,170504,0,167488,3016,0,0,0,0,0,0
10258,r038,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,8265,0,0,0,0,0,0,8265,0,0
10258,r039,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,8265,0,0,0,0,0,0,8265,0,0
10258,r040,All agencies -> Departments -> Department of State,All agencies,Departments,Department of State,,,3,7000,0,0,7000,0,0,0,0,0,0
10258,r041,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,9016,0,0,0,0,4958,0,0,4058,0
10258,r042,All agencies -> Departments -> Department of Transportation -> Federal Motor Carrier Safety Administration,All agencies,Departments,Department of Transportation,Federal Motor Carrier Safety Administration,,4,900,0,0,0,0,900,0,0,0,0
10258,r043,All agencies -> Departments -> Department of Transportation -> Pipeline and Hazardous Materials Safety Administration,All agencies,Departments,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,,4,8116,0,0,0,0,4058,0,0,4058,0
10258,r044,All agencies -> Departments -> Department of the Treasury,All agencies,Departments,Department of the Treasury,,,3,5900,0,0,0,0,5900,0,0,0,0
10258,r045,All agencies -> Departments -> Department of the Treasury -> Bureau of Engraving and Printing,All agencies,Departments,Department of the Treasury,Bureau of Engraving and Printing,,4,5900,0,0,0,0,5900,0,0,0,0
10258,r046,All agencies -> Departments -> Department of Veterans Affairs,All agencies,Departments,Department of Veterans Affairs,,,3,670701,0,0,670701,0,0,0,0,0,0
10258,r047,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,,,,,,
10258,r048,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,4588766,0,1561526,29923,0,2979886,0,0,0,17431
10258,r049,All agencies -> Other agencies -> National Science Foundation,All agencies,Other agencies,National Science Foundation,,,3,6049547,855311,1081295,786329,268548,1341403,34400,213286,711529,757446
10258,r050,All agencies -> Other agencies -> Smithsonian Institution,All agencies,Other agencies,Smithsonian Institution,,,3,95000,0,17100,52250,0,10450,0,8200,0,7000
