table_id,row_id,time_period,value
9975,r001,World,88221.0
9975,r002,World,112229.0
9975,r003,World,141695.0
9975,r004,World,157855.0
9975,r005,World,170685.0
9975,r006,World,194214.0
9975,r007,World,217720.0
9975,r008,World,238211.0
9975,r009,World,228897.0
9975,r010,World,228911.0
9975,r011,World,216413.0
9975,r012,World,216083.0
9975,r013,World,223878.0
9975,r014,World,243618.0
9975,r015,World,255624.0
9975,r016,World,278928.0
9975,r017,World,321714.0
9975,r018,World,311746.0
9975,r019,World,344495.0
9975,r020,World,346515.0
9975,r021,World -> North America,28054.13
9975,r022,World -> North America,32506.23
9975,r023,World -> North America,39047.3
9975,r024,World -> North America,40254.53
9975,r025,World -> North America,40159.16
9975,r026,World -> North America,39523.04
9975,r027,World -> North America,39529.13
9975,r028,World -> North America,39736.49
9975,r029,World -> North America,39797.25
9975,r030,World -> North America,39662.78
9975,r031,World -> North America,39089.43
9975,r032,World -> North America,37352.64
9975,r033,World -> North America,39150.92
9975,r034,World -> North America,39478.17
9975,r035,World -> North America,40069.73
9975,r036,World -> North America,41804.91
9975,r037,World -> North America,45983.8
9975,r038,World -> North America,43182.82
9975,r039,World -> North America,42539.53
9975,r040,World -> North America,40747.51
9975,r041,World -> North America -> Canada,3507.84
9975,r042,World -> North America -> Canada,4443.86
9975,r043,World -> North America -> Canada,5651.85
9975,r044,World -> North America -> Canada,6291.85
9975,r045,World -> North America -> Canada,6380.23
9975,r046,World -> North America -> Canada,6223.03
9975,r047,World -> North America -> Canada,6603.52
9975,r048,World -> North America -> Canada,6373.4
9975,r049,World -> North America -> Canada,6071.4
9975,r050,World -> North America -> Canada,6317.41
9975,r051,World -> North America -> Canada,5916.05
9975,r052,World -> North America -> Canada,5742.85
9975,r053,World -> North America -> Canada,5750.99
9975,r054,World -> North America -> Canada,5917.18
9975,r055,World -> North America -> Canada,5624.61
9975,r056,World -> North America -> Canada,5899.69
9975,r057,World -> North America -> Canada,6219.35
9975,r058,World -> North America -> Canada,6401.27
9975,r059,World -> North America -> Canada,6173.7
9975,r060,World -> North America -> Canada,6033.34
9975,r061,World -> North America -> Greenland,0.0
9975,r062,World -> North America -> Greenland,0.0
9975,r063,World -> North America -> Greenland,0.0
9975,r064,World -> North America -> Greenland,0.0
9975,r065,World -> North America -> Greenland,0.0
9975,r066,World -> North America -> Greenland,0.0
9975,r067,World -> North America -> Greenland,0.0
9975,r068,World -> North America -> Greenland,0.0
9975,r069,World -> North America -> Greenland,0.0
9975,r070,World -> North America -> Greenland,0.08
9975,r071,World -> North America -> Greenland,0.0
9975,r072,World -> North America -> Greenland,0.0
9975,r073,World -> North America -> Greenland,0.0
9975,r074,World -> North America -> Greenland,0.5
9975,r075,World -> North America -> Greenland,0.0
9975,r076,World -> North America -> Greenland,0.0
9975,r077,World -> North America -> Greenland,0.0
9975,r078,World -> North America -> Greenland,0.0
9975,r079,World -> North America -> Greenland,0.14
9975,r080,World -> North America -> Greenland,0.06
9975,r081,World -> North America -> Mexico,352.87
9975,r082,World -> North America -> Mexico,606.91
9975,r083,World -> North America -> Mexico,732.86
9975,r084,World -> North America -> Mexico,791.52
9975,r085,World -> North America -> Mexico,773.98
9975,r086,World -> North America -> Mexico,808.98
9975,r087,World -> North America -> Mexico,877.77
9975,r088,World -> North America -> Mexico,841.99
9975,r089,World -> North America -> Mexico,864.51
9975,r090,World -> North America -> Mexico,842.36
9975,r091,World -> North America -> Mexico,1097.37
9975,r092,World -> North America -> Mexico,1097.98
9975,r093,World -> North America -> Mexico,1086.93
9975,r094,World -> North America -> Mexico,1080.65
9975,r095,World -> North America -> Mexico,1067.41
9975,r096,World -> North America -> Mexico,1186.96
9975,r097,World -> North America -> Mexico,1433.61
9975,r098,World -> North America -> Mexico,1444.39
9975,r099,World -> North America -> Mexico,1251.09
9975,r100,World -> North America -> Mexico,1309.12
9975,r101,World -> North America -> United States,24193.43
9975,r102,World -> North America -> United States,27455.46
9975,r103,World -> North America -> United States,32662.59
9975,r104,World -> North America -> United States,33171.17
9975,r105,World -> North America -> United States,33004.95
9975,r106,World -> North America -> United States,32491.03
9975,r107,World -> North America -> United States,32047.84
9975,r108,World -> North America -> United States,32521.1
9975,r109,World -> North America -> United States,32861.34
9975,r110,World -> North America -> United States,32502.91
9975,r111,World -> North America -> United States,32076.02
9975,r112,World -> North America -> United States,30511.81
9975,r113,World -> North America -> United States,32313.0
9975,r114,World -> North America -> United States,32479.85
9975,r115,World -> North America -> United States,33377.71
9975,r116,World -> North America -> United States,34718.26
9975,r117,World -> North America -> United States,38330.84
9975,r118,World -> North America -> United States,35337.16
9975,r119,World -> North America -> United States,35114.6
9975,r120,World -> North America -> United States,33404.99
9975,r121,World -> North America -> United States -> Puerto Rico,28.25
9975,r122,World -> North America -> United States -> Puerto Rico,27.38
9975,r123,World -> North America -> United States -> Puerto Rico,21.64
9975,r124,World -> North America -> United States -> Puerto Rico,29.67
9975,r125,World -> North America -> United States -> Puerto Rico,50.04
9975,r126,World -> North America -> United States -> Puerto Rico,26.71
9975,r127,World -> North America -> United States -> Puerto Rico,27.17
9975,r128,World -> North America -> United States -> Puerto Rico,29.74
9975,r129,World -> North America -> United States -> Puerto Rico,20.71
9975,r130,World -> North America -> United States -> Puerto Rico,24.19
9975,r131,World -> North America -> United States -> Puerto Rico,13.98
9975,r132,World -> North America -> United States -> Puerto Rico,19.23
9975,r133,World -> North America -> United States -> Puerto Rico,17.35
9975,r134,World -> North America -> United States -> Puerto Rico,19.7
9975,r135,World -> North America -> United States -> Puerto Rico,39.79
9975,r136,World -> North America -> United States -> Puerto Rico,25.89
9975,r137,World -> North America -> United States -> Puerto Rico,27.82
9975,r138,World -> North America -> United States -> Puerto Rico,25.25
9975,r139,World -> North America -> United States -> Puerto Rico,22.26
9975,r140,World -> North America -> United States -> Puerto Rico,19.59
9975,r141,World -> Central America and Caribbean,40.45
9975,r142,World -> Central America and Caribbean,40.21
9975,r143,World -> Central America and Caribbean,69.31
9975,r144,World -> Central America and Caribbean,65.44
9975,r145,World -> Central America and Caribbean,75.84
9975,r146,World -> Central America and Caribbean,96.71
9975,r147,World -> Central America and Caribbean,93.25
9975,r148,World -> Central America and Caribbean,109.16
9975,r149,World -> Central America and Caribbean,103.39
9975,r150,World -> Central America and Caribbean,119.91
9975,r151,World -> Central America and Caribbean,158.01
9975,r152,World -> Central America and Caribbean,160.67
9975,r153,World -> Central America and Caribbean,137.71
9975,r154,World -> Central America and Caribbean,125.88
9975,r155,World -> Central America and Caribbean,157.36
9975,r156,World -> Central America and Caribbean,236.84
9975,r157,World -> Central America and Caribbean,258.71
9975,r158,World -> Central America and Caribbean,200.39
9975,r159,World -> Central America and Caribbean,226.46
9975,r160,World -> Central America and Caribbean,304.33
9975,r161,World -> Central America and Caribbean -> Antigua and Barbuda,0.0
9975,r162,World -> Central America and Caribbean -> Antigua and Barbuda,0.0
9975,r163,World -> Central America and Caribbean -> Antigua and Barbuda,0.0
9975,r164,World -> Central America and Caribbean -> Antigua and Barbuda,0.0
9975,r165,World -> Central America and Caribbean -> Antigua and Barbuda,0.0
9975,r166,World -> Central America and Caribbean -> Antigua and Barbuda,0.0
9975,r167,World -> Central America and Caribbean -> Antigua and Barbuda,0.0
9975,r168,World -> Central America and Caribbean -> Antigua and Barbuda,0.0
9975,r169,World -> Central America and Caribbean -> Antigua and Barbuda,0.0
9975,r170,World -> Central America and Caribbean -> Antigua and Barbuda,0.0
9975,r171,World -> Central America and Caribbean -> Antigua and Barbuda,0.0
9975,r172,World -> Central America and Caribbean -> Antigua and Barbuda,0.0
9975,r173,World -> Central America and Caribbean -> Antigua and Barbuda,0.0
9975,r174,World -> Central America and Caribbean -> Antigua and Barbuda,1.0
9975,r175,World -> Central America and Caribbean -> Antigua and Barbuda,0.33
9975,r176,World -> Central America and Caribbean -> Antigua and Barbuda,0.0
9975,r177,World -> Central America and Caribbean -> Antigua and Barbuda,0.0
9975,r178,World -> Central America and Caribbean -> Antigua and Barbuda,0.0
9975,r179,World -> Central America and Caribbean -> Antigua and Barbuda,0.0
9975,r180,World -> Central America and Caribbean -> Antigua and Barbuda,0.5
9975,r181,"World -> Central America and Caribbean -> Bahamas, The",0.0
