table_id,row_id,sex_and_field_full_path,sex_and_field_level_1,sex_and_field_level_2,sex_and_field_level_3,sex_and_field_level_4,sex_and_field_level_5,sex_and_field_level_6,sex_and_field_level_7,sex_and_field_level_8,sex_and_field_hierarchy_depth,field_2000,field_2001,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017
1565,r110,Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Mathematics and computer sciences -> Computer sciences,Both sexes,Female,All fields,S&E,Science,Natural sciences,Mathematics and computer sciences,Computer sciences,8,9973,12029,12662,15567,13239,10554,8688,7188,7084,7442,7784,8560,8830,8229,7631,7564,6378,6304
1565,r111,Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Mathematics and computer sciences -> Mathematics and statistics,Both sexes,Female,All fields,S&E,Science,Natural sciences,Mathematics and computer sciences,Mathematics and statistics,8,267,246,240,269,299,278,270,279,280,295,326,620,479,559,648,782,869,1084
1565,r112,Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences,Both sexes,Female,All fields,S&E,Science,Natural sciences,Physical sciences,,7,718,587,645,543,690,655,680,841,803,891,920,1395,1559,1720,1836,2054,2224,2420
1565,r113,Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences -> Astronomy,Both sexes,Female,All fields,S&E,Science,Natural sciences,Physical sciences,Astronomy,8,0,0,1,1,0,0,0,1,0,1,0,1,2,1,2,0,2,3
1565,r114,Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences -> Chemistry,Both sexes,Female,All fields,S&E,Science,Natural sciences,Physical sciences,Chemistry,8,175,84,93,130,154,148,145,204,204,225,190,237,257,312,320,385,423,512
1565,r115,Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences -> Physics,Both sexes,Female,All fields,S&E,Science,Natural sciences,Physical sciences,Physics,8,77,60,68,59,59,64,26,33,33,39,59,66,66,88,127,179,209,245
1565,r116,Both sexes -> Female -> All fields -> S&E -> Science -> Natural sciences -> Physical sciences -> Other physical sciences,Both sexes,Female,All fields,S&E,Science,Natural sciences,Physical sciences,Other physical sciences,8,466,443,483,353,477,443,509,603,566,626,671,1091,1234,1319,1387,1490,1590,1660
1565,r117,Both sexes -> Female -> All fields -> S&E -> Science -> Social and behavioral sciences,Both sexes,Female,All fields,S&E,Science,Social and behavioral sciences,,,6,5310,5470,5878,5925,6593,6946,7116,7608,8113,10380,13588,18465,20918,22248,23330,24461,26059,26940
1565,r118,Both sexes -> Female -> All fields -> S&E -> Science -> Social and behavioral sciences -> Psychology,Both sexes,Female,All fields,S&E,Science,Social and behavioral sciences,Psychology,,7,1128,1193,1334,1344,1453,1497,1498,1696,1858,3205,5311,2970,3621,4622,5734,6686,8011,8610
1565,r119,Both sexes -> Female -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences,Both sexes,Female,All fields,S&E,Science,Social and behavioral sciences,Social sciences,,7,4182,4277,4544,4581,5140,5449,5618,5912,6255,7175,8277,15495,17297,17626,17596,17775,18048,18330
1565,r120,Both sexes -> Female -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Anthropology,Both sexes,Female,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Anthropology,8,31,50,55,41,69,80,88,84,109,99,130,164,212,211,258,290,461,493
1565,r121,Both sexes -> Female -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Area and ethnic studies,Both sexes,Female,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Area and ethnic studies,8,194,255,251,88,58,66,78,95,104,118,120,150,126,154,210,217,230,219
1565,r122,Both sexes -> Female -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Economics,Both sexes,Female,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Economics,8,94,95,131,109,127,140,138,127,146,141,154,148,162,200,171,250,355,565
1565,r123,Both sexes -> Female -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Linguistics,Both sexes,Female,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Linguistics,8,0,0,0,0,0,3,1,4,1,1,2,0,1,2,18,6,8,1
1565,r124,Both sexes -> Female -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Political science and public administration,Both sexes,Female,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Political science and public administration,8,782,709,701,888,1116,1194,1382,1427,1360,1394,1577,3781,4743,5363,5603,5478,5169,5145
1565,r125,Both sexes -> Female -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Sociology,Both sexes,Female,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Sociology,8,277,267,305,330,422,377,341,377,404,441,492,641,779,1170,1518,1872,2451,2904
1565,r126,Both sexes -> Female -> All fields -> S&E -> Science -> Social and behavioral sciences -> Social sciences -> Other social sciences,Both sexes,Female,All fields,S&E,Science,Social and behavioral sciences,Social sciences,Other social sciences,8,2804,2901,3101,3125,3348,3589,3590,3798,4131,4981,5802,10611,11274,10526,9818,9662,9374,9003
1565,r127,Both sexes -> Female -> All fields -> Non-S&E,Both sexes,Female,All fields,Non-S&E,,,,,4,326250,330722,338845,358641,385199,411665,427061,437729,452255,471235,505152,553434,595272,586204,580131,583731,581067,574304
1565,r128,Both sexes -> Female -> All fields -> Non-S&E -> S&E technologies,Both sexes,Female,All fields,Non-S&E,S&E technologies,,,,5,41402,41104,38282,42038,47916,54252,59121,62835,64975,68275,78730,95841,107364,102007,96988,92755,88729,85510
1565,r129,Both sexes -> Female -> All fields -> Non-S&E -> S&E technologies -> Engineering technologies,Both sexes,Female,All fields,Non-S&E,S&E technologies,Engineering technologies,,,6,5959,6151,5817,6454,5627,4856,4415,4309,4460,4738,4689,4921,4913,4776,4285,4363,4300,4366
1565,r130,Both sexes -> Female -> All fields -> Non-S&E -> S&E technologies -> Health technologies,Both sexes,Female,All fields,Non-S&E,S&E technologies,Health technologies,,,6,34964,34422,32019,35121,41785,48812,54098,57781,59748,62787,73229,90041,101383,96137,91531,87185,83126,79612
1565,r131,Both sexes -> Female -> All fields -> Non-S&E -> S&E technologies -> Science technologies,Both sexes,Female,All fields,Non-S&E,S&E technologies,Science technologies,,,6,468,507,438,450,451,532,508,605,610,592,675,716,852,865,986,993,1128,1318
1565,r132,Both sexes -> Female -> All fields -> Non-S&E -> S&E technologies -> Other S&E technologies,Both sexes,Female,All fields,Non-S&E,S&E technologies,Other S&E technologies,,,6,11,24,8,13,53,52,100,140,157,158,137,163,216,229,186,214,175,214
