table_id,row_id,business_activity_sup_a_sup_full_path,business_activity_sup_a_sup_level_1,business_activity_sup_a_sup_level_2,business_activity_sup_a_sup_hierarchy_depth,field_business_codeb,field_amount
1461,r075,All business activities -> Motion picture and sound recording (except Internet),All business activities,Motion picture and sound recording (except Internet),2,51200,"['20', '&nbsp;']"
1461,r076,All business activities -> Broadcasting (except Internet),All business activities,Broadcasting (except Internet),2,51500,"['347', '&nbsp;']"
1461,r077,All business activities -> Wired telecommunications carriers,All business activities,Wired telecommunications carriers,2,51710,"['1,180', '&nbsp;']"
1461,r078,All business activities -> Wireless telecommunications carriers (except satellite),All business activities,Wireless telecommunications carriers (except satellite),2,51720,"['1,458', 'i']"
1461,r079,All business activities -> Satellite telecommunications,All business activities,Satellite telecommunications,2,51740,"['746', '&nbsp;']"
1461,r080,All business activities -> Other telecommunications (not listed elsewhere),All business activities,Other telecommunications (not listed elsewhere),2,51790,"['362', '&nbsp;']"
1461,r081,"All business activities -> Data processing, hosting, and related services",All business activities,"Data processing, hosting, and related services",2,51800,"['6,865', '&nbsp;']"
1461,r082,All business activities -> Cloud computing applications and Internet-based software services,All business activities,Cloud computing applications and Internet-based software services,2,51801,"['11,690', '&nbsp;']"
1461,r083,"All business activities -> Other information services, including Internet publishing, broadcasting, and Web search portals",All business activities,"Other information services, including Internet publishing, broadcasting, and Web search portals",2,51910,"['27,567', '&nbsp;']"
1461,r084,All business activities -> Finance: banking and credit intermediation,All business activities,Finance: banking and credit intermediation,2,52200,"['5,171', '&nbsp;']"
1461,r085,"All business activities -> Securities, commodity contracts, and other financial investments and related activities, including funds and trusts",All business activities,"Securities, commodity contracts, and other financial investments and related activities, including funds and trusts",2,52310,"['1,683', '&nbsp;']"
1461,r086,All business activities -> Insurance carriers and related activities,All business activities,Insurance carriers and related activities,2,52400,"['1,444', '&nbsp;']"
1461,r087,All business activities -> Real estate,All business activities,Real estate,2,53100,"['440', '&nbsp;']"
1461,r088,All business activities -> Rental and leasing services,All business activities,Rental and leasing services,2,53200,"['31', '&nbsp;']"
1461,r089,"All business activities -> Lessors of nonfinancial intangible assets, including patent licensing",All business activities,"Lessors of nonfinancial intangible assets, including patent licensing",2,53300,"['45', '&nbsp;']"
1461,r090,"All business activities -> Legal, accounting, tax preparation, bookkeeping, and payroll services",All business activities,"Legal, accounting, tax preparation, bookkeeping, and payroll services",2,54111,"['1,051', '&nbsp;']"
1461,r091,"All business activities -> Architectural, engineering, and related services",All business activities,"Architectural, engineering, and related services",2,54130,"['1,968', '&nbsp;']"
1461,r092,All business activities -> Specialized design services,All business activities,Specialized design services,2,54140,"['26', '&nbsp;']"
1461,r093,All business activities -> Computer systems design and related services,All business activities,Computer systems design and related services,2,54150,"['15,240', '&nbsp;']"
1461,r094,"All business activities -> Management, scientific, and technical consulting services",All business activities,"Management, scientific, and technical consulting services",2,54160,"['1,668', '&nbsp;']"
1461,r095,All business activities -> Research and development services in social sciences and humanities,All business activities,Research and development services in social sciences and humanities,2,54172,"['D', '&nbsp;']"
1461,r096,All business activities -> Research and development services in biotechnology,All business activities,Research and development services in biotechnology,2,54173,"['1,275', '&nbsp;']"
1461,r097,"All business activities -> Research and development services in physical, engineering, and life sciences (except biotechnology)",All business activities,"Research and development services in physical, engineering, and life sciences (except biotechnology)",2,54174,"['2,839', '&nbsp;']"
1461,r098,All business activities -> Advertising and related services,All business activities,Advertising and related services,2,54180,"['372', '&nbsp;']"
1461,r099,"All business activities -> Professional, scientific, and technical services (not listed elsewhere)",All business activities,"Professional, scientific, and technical services (not listed elsewhere)",2,54190,"['621', '&nbsp;']"
1461,r100,All business activities -> Management of companies and enterprises,All business activities,Management of companies and enterprises,2,55100,"['21', '&nbsp;']"
1461,r101,All business activities -> Administrative and support services,All business activities,Administrative and support services,2,56100,"['588', '&nbsp;']"
1461,r102,All business activities -> Waste management and remediation services,All business activities,Waste management and remediation services,2,56200,"['8', '&nbsp;']"
1461,r103,All business activities -> Offices of physicians,All business activities,Offices of physicians,2,62110,"['70', '&nbsp;']"
1461,r104,All business activities -> Medical and diagnostic laboratories,All business activities,Medical and diagnostic laboratories,2,62150,"['904', '&nbsp;']"
1461,r105,"All business activities -> Other ambulatory health care services (ambulance, dental, home health care)",All business activities,"Other ambulatory health care services (ambulance, dental, home health care)",2,62199,"['23', '&nbsp;']"
1461,r106,All business activities -> Hospitals and nursing care facilities,All business activities,Hospitals and nursing care facilities,2,62200,"['6', '&nbsp;']"
1461,r107,All business activities -> Social assistance services,All business activities,Social assistance services,2,62400,"['2', '&nbsp;']"
1461,r108,"All business activities -> Arts, entertainment, and recreation",All business activities,"Arts, entertainment, and recreation",2,71000,"['45', '&nbsp;']"
1461,r109,All business activities -> Accommodation and food services,All business activities,Accommodation and food services,2,72000,"['76', '&nbsp;']"
1461,r110,All business activities -> Other services (not listed elsewhere),All business activities,Other services (not listed elsewhere),2,81000,"['D', '&nbsp;']"
1461,r111,All business activities -> Undistributed,All business activities,Undistributed,2,–,"['0', '&nbsp;']"
