table_id,row_id,budget_function_and_agency_full_path,budget_function_and_agency_level_1,budget_function_and_agency_level_2,budget_function_and_agency_level_3,budget_function_and_agency_level_4,budget_function_and_agency_level_5,budget_function_and_agency_hierarchy_depth,field_2018_actual,field_2019_preliminarya,field_2020_proposed,field_2018_19_change_,field_2019_20_change_
1711,r001,R&D and R&D plant,R&D and R&D plant,,,,,1,1594,1638,1624,2.8,-0.9
1711,r002,R&D and R&D plant -> Air transportation (402),R&D and R&D plant,Air transportation (402),,,,2,1013,1076,1099,6.2,2.1
1711,r003,R&D and R&D plant -> Air transportation (402) -> Federal Aviation Administration (DOT),R&D and R&D plant,Air transportation (402),Federal Aviation Administration (DOT),,,3,460,491,503,6.7,2.5
1711,r004,R&D and R&D plant -> Air transportation (402) -> National Aeronautics and Space Administration,R&D and R&D plant,Air transportation (402),National Aeronautics and Space Administration,,,3,,,,,
1711,r005,R&D and R&D plant -> Air transportation (402) -> National Aeronautics and Space Administration -> Aeronautics research<sup>b</sup>,R&D and R&D plant,Air transportation (402),National Aeronautics and Space Administration,Aeronautics research<sup>b</sup>,,4,533,565,575,5.9,1.8
1711,r006,R&D and R&D plant -> Air transportation (402) -> Transportation Security Administration (DHS),R&D and R&D plant,Air transportation (402),Transportation Security Administration (DHS),,,3,20,21,21,2.0,1.5
1711,r007,R&D and R&D plant -> Ground transportation (401) (DOT),R&D and R&D plant,Ground transportation (401) (DOT),,,,2,495,498,491,0.4,-1.4
1711,r008,R&D and R&D plant -> Ground transportation (401) (DOT) -> Federal Highway Administration,R&D and R&D plant,Ground transportation (401) (DOT),Federal Highway Administration,,,3,374,376,403,0.5,7.4
1711,r009,R&D and R&D plant -> Ground transportation (401) (DOT) -> Federal Motor Carrier Safety Administration,R&D and R&D plant,Ground transportation (401) (DOT),Federal Motor Carrier Safety Administration,,,3,9,9,9,0.0,0.0
1711,r010,R&D and R&D plant -> Ground transportation (401) (DOT) -> Federal Railroad Administration,R&D and R&D plant,Ground transportation (401) (DOT),Federal Railroad Administration,,,3,40,41,19,0.4,-53.6
1711,r011,R&D and R&D plant -> Ground transportation (401) (DOT) -> Federal Transit Administration,R&D and R&D plant,Ground transportation (401) (DOT),Federal Transit Administration,,,3,12,12,12,0.0,0.0
1711,r012,R&D and R&D plant -> Ground transportation (401) (DOT) -> National Highway Traffic Safety Administration,R&D and R&D plant,Ground transportation (401) (DOT),National Highway Traffic Safety Administration,,,3,60,60,47,0.2,-21.6
1711,r013,R&D and R&D plant -> Water transportation (403),R&D and R&D plant,Water transportation (403),,,,2,29,20,5,-30.6,-75.2
1711,r014,R&D and R&D plant -> Water transportation (403) -> Coast Guard (DHS),R&D and R&D plant,Water transportation (403),Coast Guard (DHS),,,3,29,20,5,-30.6,-75.2
1711,r015,R&D and R&D plant -> Other transportation (407) (DOT)<sup>c</sup>,R&D and R&D plant,Other transportation (407) (DOT)<sup>c</sup>,,,,2,56,44,29,-21.5,-33.2
1711,r016,R&D and R&D plant -> R&D,R&D and R&D plant,R&D,,,,2,1551,1600,1586,3.1,-0.9
1711,r017,R&D and R&D plant -> R&D -> Air transportation (402),R&D and R&D plant,R&D,Air transportation (402),,,3,974,1040,1064,6.7,2.3
1711,r018,R&D and R&D plant -> R&D -> Air transportation (402) -> Federal Aviation Administration (DOT),R&D and R&D plant,R&D,Air transportation (402),Federal Aviation Administration (DOT),,4,421,455,468,8.1,3.0
1711,r019,R&D and R&D plant -> R&D -> Air transportation (402) -> National Aeronautics and Space Administration,R&D and R&D plant,R&D,Air transportation (402),National Aeronautics and Space Administration,,4,,,,,
1711,r020,R&D and R&D plant -> R&D -> Air transportation (402) -> National Aeronautics and Space Administration -> Aeronautics research<sup>b</sup>,R&D and R&D plant,R&D,Air transportation (402),National Aeronautics and Space Administration,Aeronautics research<sup>b</sup>,5,533,565,575,5.9,1.8
1711,r021,R&D and R&D plant -> R&D -> Air transportation (402) -> Transportation Security Administration (DHS),R&D and R&D plant,R&D,Air transportation (402),Transportation Security Administration (DHS),,4,20,21,21,2.0,1.5
1711,r022,R&D and R&D plant -> R&D -> Ground transportation (401) (DOT),R&D and R&D plant,R&D,Ground transportation (401) (DOT),,,3,492,496,488,0.8,-1.6
1711,r023,R&D and R&D plant -> R&D -> Ground transportation (401) (DOT) -> Federal Highway Administration,R&D and R&D plant,R&D,Ground transportation (401) (DOT),Federal Highway Administration,,4,372,374,402,0.5,7.4
1711,r024,R&D and R&D plant -> R&D -> Ground transportation (401) (DOT) -> Federal Motor Carrier Safety Administration,R&D and R&D plant,R&D,Ground transportation (401) (DOT),Federal Motor Carrier Safety Administration,,4,9,9,9,0.0,0.0
1711,r025,R&D and R&D plant -> R&D -> Ground transportation (401) (DOT) -> Federal Railroad Administration,R&D and R&D plant,R&D,Ground transportation (401) (DOT),Federal Railroad Administration,,4,39,41,18,4.9,-55.8
1711,r026,R&D and R&D plant -> R&D -> Ground transportation (401) (DOT) -> Federal Transit Administration,R&D and R&D plant,R&D,Ground transportation (401) (DOT),Federal Transit Administration,,4,12,12,12,0.0,0.0
1711,r027,R&D and R&D plant -> R&D -> Ground transportation (401) (DOT) -> National Highway Traffic Safety Administration,R&D and R&D plant,R&D,Ground transportation (401) (DOT),National Highway Traffic Safety Administration,,4,60,60,47,0.2,-21.7
1711,r028,R&D and R&D plant -> R&D -> Water transportation (403),R&D and R&D plant,R&D,Water transportation (403),,,3,29,20,5,-30.6,-75.2
1711,r029,R&D and R&D plant -> R&D -> Water transportation (403) -> Coast Guard (DHS),R&D and R&D plant,R&D,Water transportation (403),Coast Guard (DHS),,4,29,20,5,-30.6,-75.2
1711,r030,R&D and R&D plant -> R&D -> Other transportation (407) (DOT)<sup>c</sup>,R&D and R&D plant,R&D,Other transportation (407) (DOT)<sup>c</sup>,,,3,56,44,29,-21.5,-33.2
