table_id,row_id,_b_state_or_location_b_full_path,_b_state_or_location_b_level_1,_b_state_or_location_b_level_2,_b_state_or_location_b_level_3,_b_state_or_location_b_hierarchy_depth,field_total,field_dhs,field_doc,field_dod,field_doe,field_doi,field_dot,field_epa,field_hhs,field_nasa,field_nsf,field_usda
3951,r001,All locations,All locations,,,1,4329453.9,1306.0,464332.3,609655.9,2245499.5,4646.5,39261.0,4695.0,243000.0,35925.4,652140.0,28992.4
3951,r002,All locations -> Alabama,All locations,Alabama,,2,125340.2,0.0,0.0,122721.8,0.0,0.0,529.4,0.0,0.0,0.0,2089.0,0.0
3951,r003,All locations -> Alaska,All locations,Alaska,,2,6648.3,0.0,6287.0,54.9,0.0,0.0,0.0,0.0,0.0,0.0,306.4,0.0
3951,r004,All locations -> Arizona,All locations,Arizona,,2,12537.1,0.0,0.0,262.3,0.0,0.0,8.8,0.0,5045.7,0.0,6445.1,775.2
3951,r005,All locations -> Arkansas,All locations,Arkansas,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3951,r006,All locations -> California,All locations,California,,2,676511.6,0.0,4062.0,67315.7,544473.1,0.0,1023.7,0.0,0.0,15377.1,38278.0,5982.0
3951,r007,All locations -> Colorado,All locations,Colorado,,2,365052.1,0.0,17195.1,34880.0,305460.0,0.0,1679.6,0.0,0.0,0.0,4115.1,1722.2
3951,r008,All locations -> Connecticut,All locations,Connecticut,,2,1481.4,1306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.4,0.0
3951,r009,All locations -> Delaware,All locations,Delaware,,2,9559.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9559.9,0.0
3951,r010,All locations -> District of Columbia,All locations,District of Columbia,,2,150500.7,0.0,0.0,37780.9,23000.0,0.0,4937.4,913.6,0.0,0.0,83755.3,113.5
3951,r011,All locations -> Florida,All locations,Florida,,2,33775.9,0.0,14211.0,4742.5,0.0,0.0,5.0,165.6,0.0,8026.6,5254.8,1370.5
