table_id,row_id,time_period,value
1716,r001,R&D and R&D plant<sup>b</sup> -> 2000,83581
1716,r002,R&D and R&D plant<sup>b</sup> -> 2000,43161
1716,r003,R&D and R&D plant<sup>b</sup> -> 2000,200
1716,r004,R&D and R&D plant<sup>b</sup> -> 2000,5593
1716,r005,R&D and R&D plant<sup>b</sup> -> 2000,8437
1716,r006,R&D and R&D plant<sup>b</sup> -> 2000,1000
1716,r007,R&D and R&D plant<sup>b</sup> -> 2000,2082
1716,r008,R&D and R&D plant<sup>b</sup> -> 2000,1561
1716,r009,R&D and R&D plant<sup>b</sup> -> 2000,530
1716,r010,R&D and R&D plant<sup>b</sup> -> 2000,1664
1716,r011,R&D and R&D plant<sup>b</sup> -> 2000,46
1716,r012,R&D and R&D plant<sup>b</sup> -> 2000,429
1716,r013,R&D and R&D plant<sup>b</sup> -> 2000,18121
1716,r014,R&D and R&D plant<sup>b</sup> -> 2000,na
1716,r015,R&D and R&D plant<sup>b</sup> -> 2000,25
1716,r016,R&D and R&D plant<sup>b</sup> -> 2000,645
1716,r017,R&D and R&D plant<sup>b</sup> -> 2000,73
1716,r018,R&D and R&D plant<sup>b</sup> -> 2000,14
1716,r019,R&D and R&D plant<sup>b</sup> -> 2000,na
1716,r020,R&D and R&D plant<sup>b</sup> -> 2001,91505
1716,r021,R&D and R&D plant<sup>b</sup> -> 2001,46202
1716,r022,R&D and R&D plant<sup>b</sup> -> 2001,252
1716,r023,R&D and R&D plant<sup>b</sup> -> 2001,6353
1716,r024,R&D and R&D plant<sup>b</sup> -> 2001,8951
1716,r025,R&D and R&D plant<sup>b</sup> -> 2001,1320
1716,r026,R&D and R&D plant<sup>b</sup> -> 2001,2138
1716,r027,R&D and R&D plant<sup>b</sup> -> 2001,1826
1716,r028,R&D and R&D plant<sup>b</sup> -> 2001,468
1716,r029,R&D and R&D plant<sup>b</sup> -> 2001,1654
1716,r030,R&D and R&D plant<sup>b</sup> -> 2001,54
1716,r031,R&D and R&D plant<sup>b</sup> -> 2001,424
1716,r032,R&D and R&D plant<sup>b</sup> -> 2001,21023
1716,r033,R&D and R&D plant<sup>b</sup> -> 2001,na
1716,r034,R&D and R&D plant<sup>b</sup> -> 2001,30
1716,r035,R&D and R&D plant<sup>b</sup> -> 2001,719
1716,r036,R&D and R&D plant<sup>b</sup> -> 2001,88
1716,r037,R&D and R&D plant<sup>b</sup> -> 2001,3
1716,r038,R&D and R&D plant<sup>b</sup> -> 2001,na
1716,r039,R&D and R&D plant<sup>b</sup> -> 2002,103057
1716,r040,R&D and R&D plant<sup>b</sup> -> 2002,53731
1716,r041,R&D and R&D plant<sup>b</sup> -> 2002,279
1716,r042,R&D and R&D plant<sup>b</sup> -> 2002,6605
1716,r043,R&D and R&D plant<sup>b</sup> -> 2002,9227
1716,r044,R&D and R&D plant<sup>b</sup> -> 2002,1332
1716,r045,R&D and R&D plant<sup>b</sup> -> 2002,2175
1716,r046,R&D and R&D plant<sup>b</sup> -> 2002,1909
1716,r047,R&D and R&D plant<sup>b</sup> -> 2002,549
1716,r048,R&D and R&D plant<sup>b</sup> -> 2002,1889
1716,r049,R&D and R&D plant<sup>b</sup> -> 2002,50
1716,r050,R&D and R&D plant<sup>b</sup> -> 2002,426
1716,r051,R&D and R&D plant<sup>b</sup> -> 2002,23998
1716,r052,R&D and R&D plant<sup>b</sup> -> 2002,na
1716,r053,R&D and R&D plant<sup>b</sup> -> 2002,37
1716,r054,R&D and R&D plant<sup>b</sup> -> 2002,756
1716,r055,R&D and R&D plant<sup>b</sup> -> 2002,91
1716,r056,R&D and R&D plant<sup>b</sup> -> 2002,3
1716,r057,R&D and R&D plant<sup>b</sup> -> 2002,na
1716,r058,R&D and R&D plant<sup>b</sup> -> 2003,118065
1716,r059,R&D and R&D plant<sup>b</sup> -> 2003,63708
1716,r060,R&D and R&D plant<sup>b</sup> -> 2003,269
1716,r061,R&D and R&D plant<sup>b</sup> -> 2003,6999
1716,r062,R&D and R&D plant<sup>b</sup> -> 2003,9677
1716,r063,R&D and R&D plant<sup>b</sup> -> 2003,1412
1716,r064,R&D and R&D plant<sup>b</sup> -> 2003,2198
1716,r065,R&D and R&D plant<sup>b</sup> -> 2003,2042
1716,r066,R&D and R&D plant<sup>b</sup> -> 2003,534
1716,r067,R&D and R&D plant<sup>b</sup> -> 2003,1888
1716,r068,R&D and R&D plant<sup>b</sup> -> 2003,48
1716,r069,R&D and R&D plant<sup>b</sup> -> 2003,444
1716,r070,R&D and R&D plant<sup>b</sup> -> 2003,27677
1716,r071,R&D and R&D plant<sup>b</sup> -> 2003,na
1716,r072,R&D and R&D plant<sup>b</sup> -> 2003,38
1716,r073,R&D and R&D plant<sup>b</sup> -> 2003,817
1716,r074,R&D and R&D plant<sup>b</sup> -> 2003,316
1716,r075,R&D and R&D plant<sup>b</sup> -> 2003,0
1716,r076,R&D and R&D plant<sup>b</sup> -> 2003,na
1716,r077,R&D and R&D plant<sup>b</sup> -> 2004,126270
1716,r078,R&D and R&D plant<sup>b</sup> -> 2004,70344
1716,r079,R&D and R&D plant<sup>b</sup> -> 2004,264
1716,r080,R&D and R&D plant<sup>b</sup> -> 2004,7352
1716,r081,R&D and R&D plant<sup>b</sup> -> 2004,9746
1716,r082,R&D and R&D plant<sup>b</sup> -> 2004,1369
1716,r083,R&D and R&D plant<sup>b</sup> -> 2004,2244
1716,r084,R&D and R&D plant<sup>b</sup> -> 2004,1910
1716,r085,R&D and R&D plant<sup>b</sup> -> 2004,499
1716,r086,R&D and R&D plant<sup>b</sup> -> 2004,1881
1716,r087,R&D and R&D plant<sup>b</sup> -> 2004,47
1716,r088,R&D and R&D plant<sup>b</sup> -> 2004,469
1716,r089,R&D and R&D plant<sup>b</sup> -> 2004,28480
1716,r090,R&D and R&D plant<sup>b</sup> -> 2004,na
1716,r091,R&D and R&D plant<sup>b</sup> -> 2004,47
1716,r092,R&D and R&D plant<sup>b</sup> -> 2004,866
1716,r093,R&D and R&D plant<sup>b</sup> -> 2004,752
1716,r094,R&D and R&D plant<sup>b</sup> -> 2004,0
1716,r095,R&D and R&D plant<sup>b</sup> -> 2004,na
1716,r096,R&D and R&D plant<sup>b</sup> -> 2005,131259
1716,r097,R&D and R&D plant<sup>b</sup> -> 2005,74641
1716,r098,R&D and R&D plant<sup>b</sup> -> 2005,255
1716,r099,R&D and R&D plant<sup>b</sup> -> 2005,7477
1716,r100,R&D and R&D plant<sup>b</sup> -> 2005,9656
1716,r101,R&D and R&D plant<sup>b</sup> -> 2005,1324
1716,r102,R&D and R&D plant<sup>b</sup> -> 2005,2245
1716,r103,R&D and R&D plant<sup>b</sup> -> 2005,2094
1716,r104,R&D and R&D plant<sup>b</sup> -> 2005,475
1716,r105,R&D and R&D plant<sup>b</sup> -> 2005,1866
1716,r106,R&D and R&D plant<sup>b</sup> -> 2005,45
