table_id,row_id,_b_state_b_full_path,_b_state_b_level_1,_b_state_b_level_2,_b_state_b_hierarchy_depth,field_all_r_d_expenditures,field_agriculture,field_energy,field_environment_and_natural_resources,field_health,field_transportation,field_othera
9935,r001,United States<sup>b</sup>,United States<sup>b</sup>,,1,2643991142,127263681,327115797,540876111,1100991524,290871093,256872936
9935,r002,United States<sup>b</sup> -> Alabama,United States<sup>b</sup>,Alabama,2,88219991,326726,667842,70126266,1751080,3692380,11655697
9935,r003,United States<sup>b</sup> -> Alaska,United States<sup>b</sup>,Alaska,2,17157228,0,731152,10015251,534187,4808710,1067928
9935,r004,United States<sup>b</sup> -> Arizona,United States<sup>b</sup>,Arizona,2,7946421,1311266,0,1140215,3518749,1414933,561258
9935,r005,United States<sup>b</sup> -> Arkansas,United States<sup>b</sup>,Arkansas,2,9759708,5336054,0,1558599,275000,1079240,1510815
9935,r006,United States<sup>b</sup> -> California,United States<sup>b</sup>,California,2,490081806,7753869,191774566,64903411,173274157,39260000,13115803
9935,r007,United States<sup>b</sup> -> Colorado,United States<sup>b</sup>,Colorado,2,38058349,1028351,2602115,7762275,8813647,3395841,14456120
9935,r008,United States<sup>b</sup> -> Connecticut,United States<sup>b</sup>,Connecticut,2,60578799,4321687,2919711,11877203,26085781,2971742,12402675
9935,r009,United States<sup>b</sup> -> Delaware,United States<sup>b</sup>,Delaware,2,3446375,0,10495,2229910,0,1205970,0
9935,r010,United States<sup>b</sup> -> District of Columbia,United States<sup>b</sup>,District of Columbia,2,10560754,0,0,1976600,8244141,245919,94094
9935,r011,United States<sup>b</sup> -> Florida,United States<sup>b</sup>,Florida,2,180145644,14851847,1012306,57744843,92302255,14134393,100000
9935,r012,United States<sup>b</sup> -> Georgia,United States<sup>b</sup>,Georgia,2,24988379,0,7759750,12722663,0,4505966,0
9935,r013,United States<sup>b</sup> -> Hawaii,United States<sup>b</sup>,Hawaii,2,6337851,932423,282042,632000,1033000,2793386,665000
9935,r014,United States<sup>b</sup> -> Idaho,United States<sup>b</sup>,Idaho,2,20444262,8109741,0,9482216,0,2852305,0
9935,r015,United States<sup>b</sup> -> Illinois,United States<sup>b</sup>,Illinois,2,16463839,1977021,0,1956250,400000,9782913,2347655
9935,r016,United States<sup>b</sup> -> Indiana,United States<sup>b</sup>,Indiana,2,12104856,500000,0,352281,0,9312575,1940000
9935,r017,United States<sup>b</sup> -> Iowa,United States<sup>b</sup>,Iowa,2,10636720,179657,0,3688099,0,6142926,626038
9935,r018,United States<sup>b</sup> -> Kansas,United States<sup>b</sup>,Kansas,2,17633236,4457312,132471,8280611,0,3765115,997727
9935,r019,United States<sup>b</sup> -> Kentucky,United States<sup>b</sup>,Kentucky,2,34881537,290727,140000,7261361,16829567,8781665,1578217
9935,r020,United States<sup>b</sup> -> Louisiana,United States<sup>b</sup>,Louisiana,2,31843839,289750,927353,10092683,1196008,10065406,9272639
9935,r021,United States<sup>b</sup> -> Maine,United States<sup>b</sup>,Maine,2,24812470,1542730,0,7605622,9873473,1558635,4232010
9935,r022,United States<sup>b</sup> -> Maryland,United States<sup>b</sup>,Maryland,2,31280581,0,2000000,410466,26227112,2643003,0
9935,r023,United States<sup>b</sup> -> Massachusetts,United States<sup>b</sup>,Massachusetts,2,26616423,0,8548706,3522905,9189115,4050000,1305697
9935,r024,United States<sup>b</sup> -> Michigan,United States<sup>b</sup>,Michigan,2,30525914,2756984,0,880828,20662258,6225844,0
9935,r025,United States<sup>b</sup> -> Minnesota,United States<sup>b</sup>,Minnesota,2,25093959,4545874,0,4929165,0,15618920,0
9935,r026,United States<sup>b</sup> -> Mississippi,United States<sup>b</sup>,Mississippi,2,9788541,114017,0,6374191,0,3300333,0
9935,r027,United States<sup>b</sup> -> Missouri,United States<sup>b</sup>,Missouri,2,12430684,2327790,0,7213438,242500,2646956,0
9935,r028,United States<sup>b</sup> -> Montana,United States<sup>b</sup>,Montana,2,9752216,3359243,0,4371611,0,1971362,50000
9935,r029,United States<sup>b</sup> -> Nebraska,United States<sup>b</sup>,Nebraska,2,32687157,3326551,157872,4079403,19918950,1270607,3933774
9935,r030,United States<sup>b</sup> -> Nevada,United States<sup>b</sup>,Nevada,2,3643395,208642,0,474700,0,1632800,1327253
9935,r031,United States<sup>b</sup> -> New Hampshire,United States<sup>b</sup>,New Hampshire,2,9222505,26047,0,1406171,0,734656,7055631
9935,r032,United States<sup>b</sup> -> New Jersey,United States<sup>b</sup>,New Jersey,2,65020915,0,0,5608633,46820754,7239506,5352022
9935,r033,United States<sup>b</sup> -> New Mexico,United States<sup>b</sup>,New Mexico,2,3456227,0,0,1950400,0,1400300,105527
9935,r034,United States<sup>b</sup> -> New York,United States<sup>b</sup>,New York,2,506283025,8293408,65172565,21860827,308203902,10073889,92678434
9935,r035,United States<sup>b</sup> -> North Carolina,United States<sup>b</sup>,North Carolina,2,38818576,14078340,1680920,6263664,5202825,9103250,2489577
9935,r036,United States<sup>b</sup> -> North Dakota,United States<sup>b</sup>,North Dakota,2,17874336,3145930,9398767,624754,3313396,1298374,93115
9935,r037,United States<sup>b</sup> -> Ohio,United States<sup>b</sup>,Ohio,2,70471571,0,9364131,49888407,0,6349868,4869165
9935,r038,United States<sup>b</sup> -> Oklahoma,United States<sup>b</sup>,Oklahoma,2,27646238,1514338,883335,3000003,16139607,4292220,1816735
9935,r039,United States<sup>b</sup> -> Oregon,United States<sup>b</sup>,Oregon,2,33801166,583164,1659775,18199863,3779289,7385549,2193526
9935,r040,United States<sup>b</sup> -> Pennsylvania,United States<sup>b</sup>,Pennsylvania,2,88557830,3446582,457337,13890852,61719253,4100235,4943571
9935,r041,United States<sup>b</sup> -> Rhode Island,United States<sup>b</sup>,Rhode Island,2,8361413,99985,136999,6658944,363485,900000,202000
9935,r042,United States<sup>b</sup> -> South Carolina,United States<sup>b</sup>,South Carolina,2,50056315,1770038,562345,29745041,13374650,2581949,2022292
