table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_total_2017,field_total_2018,field_total_2019,field_total_2020,field_federally_financed_2017,field_federally_financed_2018,field_federally_financed_2019,field_federally_financed_2020
5431,r001,All institutions,All institutions,,1,-,"['1,791,311', '']","['1,865,955', '']","['1,965,712', '']","['1,926,772', '']","['1,097,830', '']","['1,129,872', '']","['1,182,460', '']","['1,166,743', '']"
5431,r002,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,1,"['62,673', '']","['62,661', '']","['65,572', '']","['68,745', '']","['36,290', '']","['35,467', '']","['38,487', '']","['41,413', '']"
5431,r003,All institutions -> U. Houston,All institutions,U. Houston,2,2,"['21,216', '']","['25,126', '']","['34,730', '']","['40,835', '']","['2,457', '']","['2,511', '']","['2,298', '']","['2,981', '']"
5431,r004,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,3,"['51,531', '']","['46,180', '']","['42,498', '']","['40,638', '']","['34,064', '']","['30,824', '']","['28,469', '']","['26,664', '']"
5431,r005,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,4,"['31,246', '']","['32,164', '']","['30,743', '']","['36,326', '']","['15,755', '']","['16,256', '']","['15,560', '']","['17,414', '']"
5431,r006,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,5,"['38,954', '']","['39,150', '']","['40,651', '']","['35,130', '']","['24,200', '']","['23,691', '']","['25,466', '']","['22,766', '']"
5431,r007,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,6,"['28,988', '']","['31,819', '']","['35,411', '']","['34,642', '']","['18,268', '']","['19,818', '']","['21,926', '']","['21,367', '']"
5431,r008,All institutions -> Harvard U.,All institutions,Harvard U.,2,7,"['31,204', '']","['29,444', '']","['34,683', '']","['33,675', '']","['20,957', '']","['20,642', '']","['20,722', '']","['19,149', '']"
5431,r009,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,8,"['26,165', '']","['31,921', '']","['31,179', '']","['32,375', '']","['15,292', '']","['20,339', '']","['18,377', '']","['19,258', '']"
5431,r010,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,9,"['23,685', '']","['24,620', '']","['26,369', '']","['31,441', '']","['14,400', '']","['15,032', '']","['17,502', '']","['19,249', '']"
5431,r011,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,10,"['27,654', '']","['29,285', '']","['29,977', '']","['31,361', '']","['18,091', '']","['17,947', '']","['19,168', '']","['18,164', '']"
5431,r012,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,11,"['26,177', '']","['26,254', '']","['28,342', '']","['29,216', '']","['16,340', '']","['16,038', '']","['17,970', '']","['18,246', '']"
5431,r013,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,12,"['14,696', '']","['15,804', '']","['18,579', '']","['28,972', '']","['12,169', '']","['12,628', '']","['14,421', '']","['23,166', '']"
5431,r014,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,13,"['28,237', '']","['22,362', '']","['32,067', '']","['27,429', '']","['22,566', '']","['19,106', '']","['21,472', '']","['16,704', '']"
5431,r015,All institutions -> Cornell U.,All institutions,Cornell U.,2,14,"['25,643', '']","['25,958', '']","['26,542', '']","['27,423', '']","['19,658', '']","['15,966', '']","['19,679', '']","['21,016', '']"
5431,r016,All institutions -> Johns Hopkins U.<sup>a</sup>,All institutions,Johns Hopkins U.<sup>a</sup>,2,15,"['23,404', 'i']","['23,237', 'i']","['24,180', 'i']","['25,946', 'i']","['22,193', '']","['21,621', '']","['22,678', '']","['24,462', '']"
5431,r017,All institutions -> Stanford U.,All institutions,Stanford U.,2,16,"['26,834', '']","['22,807', '']","['25,306', '']","['25,478', '']","['23,436', '']","['19,329', '']","['22,382', '']","['22,802', '']"
5431,r018,All institutions -> Princeton U.,All institutions,Princeton U.,2,17,"['18,701', '']","['21,060', '']","['22,317', '']","['25,095', '']","['9,306', '']","['10,722', '']","['11,066', '']","['13,611', '']"
5431,r019,All institutions -> U. Chicago,All institutions,U. Chicago,2,18,"['24,093', '']","['23,476', '']","['23,963', '']","['24,631', '']","['18,605', '']","['18,284', '']","['19,011', '']","['20,747', '']"
5431,r020,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,19,"['26,392', '']","['24,441', '']","['24,066', '']","['24,507', '']","['7,369', '']","['6,994', '']","['7,711', '']","['8,781', '']"
5431,r021,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,20,"['22,484', '']","['21,246', '']","['22,113', '']","['24,008', '']","['19,125', '']","['17,773', '']","['19,183', '']","['21,802', '']"
5431,r022,All institutions -> Florida State U.,All institutions,Florida State U.,2,21,"['21,256', '']","['22,901', '']","['20,708', '']","['23,225', '']","['9,591', '']","['12,016', '']","['11,289', '']","['12,958', '']"
5431,r023,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,22,"['21,437', '']","['22,723', '']","['22,763', '']","['22,953', '']","['11,275', '']","['10,704', '']","['11,830', '']","['12,344', '']"
5431,r024,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,23,"['22,182', '']","['22,770', '']","['24,143', '']","['22,546', '']","['15,211', '']","['16,730', '']","['16,280', '']","['15,780', '']"
5431,r025,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,24,"['24,609', '']","['26,409', '']","['25,802', '']","['22,323', '']","['15,267', '']","['16,774', '']","['17,973', '']","['15,235', '']"
5431,r026,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,25,"['18,708', '']","['18,303', '']","['21,094', '']","['22,061', '']","['11,791', '']","['12,370', '']","['14,112', '']","['14,721', '']"
5431,r027,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,26,"['22,957', '']","['21,325', '']","['22,169', '']","['21,988', '']","['15,099', '']","['14,279', '']","['16,378', '']","['15,738', '']"
5431,r028,All institutions -> Yale U.,All institutions,Yale U.,2,27,"['22,551', '']","['21,752', '']","['23,452', '']","['21,309', '']","['12,697', '']","['13,731', '']","['14,079', '']","['10,663', '']"
5431,r029,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,28,"['15,403', '']","['18,743', '']","['20,121', '']","['21,246', '']","['11,081', '']","['11,489', '']","['12,441', '']","['13,345', '']"
5431,r030,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,29,"['17,222', '']","['18,893', '']","['23,711', '']","['19,842', '']","['12,045', '']","['12,928', '']","['16,506', '']","['14,839', '']"
5431,r031,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,30,"['18,262', '']","['17,613', '']","['19,039', '']","['19,310', '']","['9,961', '']","['11,681', '']","['12,357', '']","['11,206', '']"
5431,r032,All institutions -> Emory U.,All institutions,Emory U.,2,31,"['18,470', '']","['19,743', '']","['20,261', '']","['19,048', '']","['11,878', '']","['12,453', '']","['13,433', '']","['12,627', '']"
