table_id,row_id,_b_state_and_department_or_agency_b_full_path,_b_state_and_department_or_agency_b_level_1,_b_state_and_department_or_agency_b_level_2,_b_state_and_department_or_agency_b_level_3,_b_state_and_department_or_agency_b_hierarchy_depth,field_all_r_d_expenditures,field_agriculture,field_energy,field_environment_and_natural_resources,field_health,field_transportation,field_othera
5217,r013,"United States<sup>b</sup> -> Alaska -> Environmental Conservation, Department of ",United States<sup>b</sup>,Alaska,"Environmental Conservation, Department of ",3,474542,0,0,0,474542,0,0
5217,r014,United States<sup>b</sup> -> Alaska -> Housing Finance Corporation,United States<sup>b</sup>,Alaska,Housing Finance Corporation,3,500000,0,500000,0,0,0,0
5217,r015,"United States<sup>b</sup> -> Alaska -> Natural Resources, Department of; Division of Geological and Geophysical Surveys",United States<sup>b</sup>,Alaska,"Natural Resources, Department of; Division of Geological and Geophysical Surveys",3,8878600,0,0,8878600,0,0,0
5217,r016,United States<sup>b</sup> -> Alaska -> Railroad Corporation,United States<sup>b</sup>,Alaska,Railroad Corporation,3,3824365,0,0,0,0,3824365,0
5217,r017,"United States<sup>b</sup> -> Alaska -> Transportation and Public Facilities, Department of",United States<sup>b</sup>,Alaska,"Transportation and Public Facilities, Department of",3,1516000,0,0,0,0,1516000,0
5217,r018,United States<sup>b</sup> -> Arizona,United States<sup>b</sup>,Arizona,,2,16010502,1041995,0,1849760,11085857,1473269,559621
5217,r019,"United States<sup>b</sup> -> Arizona -> Agriculture, Department of",United States<sup>b</sup>,Arizona,"Agriculture, Department of",3,1220812,1041995,0,178817,0,0,0
5217,r020,United States<sup>b</sup> -> Arizona -> Game and Fish Department,United States<sup>b</sup>,Arizona,Game and Fish Department,3,1361376,0,0,1361376,0,0,0
5217,r021,"United States<sup>b</sup> -> Arizona -> Health Services, Department of",United States<sup>b</sup>,Arizona,"Health Services, Department of",3,11085857,0,0,0,11085857,0,0
5217,r022,"United States<sup>b</sup> -> Arizona -> Juvenile Corrections, Department of ",United States<sup>b</sup>,Arizona,"Juvenile Corrections, Department of ",3,559621,0,0,0,0,0,559621
5217,r023,"United States<sup>b</sup> -> Arizona -> Transportation, Department of",United States<sup>b</sup>,Arizona,"Transportation, Department of",3,1782836,0,0,309567,0,1473269,0
5217,r024,United States<sup>b</sup> -> Arkansas,United States<sup>b</sup>,Arkansas,,2,19921168,12606385,502762,2455409,2813075,690108,853429
5217,r025,"United States<sup>b</sup> -> Arkansas -> Agriculture, Department of",United States<sup>b</sup>,Arkansas,"Agriculture, Department of",3,251460,251460,0,0,0,0,0
5217,r026,United States<sup>b</sup> -> Arkansas -> Beef Council,United States<sup>b</sup>,Arkansas,Beef Council,3,40223,40223,0,0,0,0,0
5217,r027,United States<sup>b</sup> -> Arkansas -> Corn and Grain Sorghum Board,United States<sup>b</sup>,Arkansas,Corn and Grain Sorghum Board,3,965000,965000,0,0,0,0,0
5217,r028,United States<sup>b</sup> -> Arkansas -> Economic Development Commission,United States<sup>b</sup>,Arkansas,Economic Development Commission,3,5446430,50647,502762,1226517,2813075,0,853429
5217,r029,United States<sup>b</sup> -> Arkansas -> Game and Fish Commission,United States<sup>b</sup>,Arkansas,Game and Fish Commission,3,954281,0,0,954281,0,0,0
5217,r030,United States<sup>b</sup> -> Arkansas -> Natural Heritage Commission,United States<sup>b</sup>,Arkansas,Natural Heritage Commission,3,274611,0,0,274611,0,0,0
5217,r031,United States<sup>b</sup> -> Arkansas -> Rice Research and Promotion Board,United States<sup>b</sup>,Arkansas,Rice Research and Promotion Board,3,8623500,8623500,0,0,0,0,0
5217,r032,United States<sup>b</sup> -> Arkansas -> Soybean Promotion Board,United States<sup>b</sup>,Arkansas,Soybean Promotion Board,3,2625555,2625555,0,0,0,0,0
5217,r033,"United States<sup>b</sup> -> Arkansas -> Transportation, Department of",United States<sup>b</sup>,Arkansas,"Transportation, Department of",3,690108,0,0,0,0,690108,0
5217,r034,United States<sup>b</sup> -> Arkansas -> Wheat Promotion Board,United States<sup>b</sup>,Arkansas,Wheat Promotion Board,3,50000,50000,0,0,0,0,0
5217,r035,United States<sup>b</sup> -> California,United States<sup>b</sup>,California,,2,533900597,7116436,256532543,46017594,171494281,41248806,11490937
5217,r036,United States<sup>b</sup> -> California -> Air Resources Board,United States<sup>b</sup>,California,Air Resources Board,3,16709642,0,0,16709642,0,0,0
5217,r037,United States<sup>b</sup> -> California -> Children and Families Commission (First 5 California),United States<sup>b</sup>,California,Children and Families Commission (First 5 California),3,3518680,0,0,0,565000,0,2953680
5217,r038,"United States<sup>b</sup> -> California -> Conservation, Department of",United States<sup>b</sup>,California,"Conservation, Department of",3,1143000,0,0,538000,0,0,605000
5217,r039,"United States<sup>b</sup> -> California -> Corrections and Rehabilitation, Department of",United States<sup>b</sup>,California,"Corrections and Rehabilitation, Department of",3,1974791,0,0,0,0,0,1974791
5217,r040,United States<sup>b</sup> -> California -> Covered California,United States<sup>b</sup>,California,Covered California,3,3209181,0,0,0,3209181,0,0
5217,r041,United States<sup>b</sup> -> California -> Delta Stewardship Council,United States<sup>b</sup>,California,Delta Stewardship Council,3,5602379,0,0,5602379,0,0,0
5217,r042,United States<sup>b</sup> -> California -> Earthquake Authority,United States<sup>b</sup>,California,Earthquake Authority,3,2664000,0,0,0,0,0,2664000
5217,r043,United States<sup>b</sup> -> California -> Energy Commission,United States<sup>b</sup>,California,Energy Commission,3,219532543,0,219532543,0,0,0,0
5217,r044,"United States<sup>b</sup> -> California -> Environmental Health Hazard Assessment, Office of",United States<sup>b</sup>,California,"Environmental Health Hazard Assessment, Office of",3,19726954,0,0,0,19726954,0,0
5217,r045,"United States<sup>b</sup> -> California -> Food and Agriculture, Department of",United States<sup>b</sup>,California,"Food and Agriculture, Department of",3,4213376,4213376,0,0,0,0,0
5217,r046,"United States<sup>b</sup> -> California -> Forestry and Fire Protection, Department of",United States<sup>b</sup>,California,"Forestry and Fire Protection, Department of",3,3500000,0,0,3500000,0,0,0
5217,r047,United States<sup>b</sup> -> California -> Horse Racing Board,United States<sup>b</sup>,California,Horse Racing Board,3,627442,627442,0,0,0,0,0
5217,r048,"United States<sup>b</sup> -> California -> Housing and Community Development, Department of",United States<sup>b</sup>,California,"Housing and Community Development, Department of",3,75000,0,0,0,0,0,75000
5217,r049,United States<sup>b</sup> -> California -> Institute for Regenerative Medicine,United States<sup>b</sup>,California,Institute for Regenerative Medicine,3,127546003,0,0,0,127546003,0,0
5217,r050,United States<sup>b</sup> -> California -> Mental Health Services Oversight and Accountability Commission,United States<sup>b</sup>,California,Mental Health Services Oversight and Accountability Commission,3,2500000,0,0,0,2500000,0,0
5217,r051,"United States<sup>b</sup> -> California -> Motor Vehicles, Department of",United States<sup>b</sup>,California,"Motor Vehicles, Department of",3,1401521,0,0,0,1401521,0,0
5217,r052,"United States<sup>b</sup> -> California -> Pesticide Regulation, Department of ",United States<sup>b</sup>,California,"Pesticide Regulation, Department of ",3,14088416,2275618,0,1974574,9838224,0,0
5217,r053,"United States<sup>b</sup> -> California -> Public Health, Department of",United States<sup>b</sup>,California,"Public Health, Department of",3,3370497,0,0,394,3370103,0,0
5217,r054,"United States<sup>b</sup> -> California -> Public Utilities Commission, Executive Division",United States<sup>b</sup>,California,"Public Utilities Commission, Executive Division",3,37000000,0,37000000,0,0,0,0
5217,r055,"United States<sup>b</sup> -> California -> Rehabilitation, Department of ",United States<sup>b</sup>,California,"Rehabilitation, Department of ",3,2814595,0,0,0,0,0,2814595
5217,r056,United States<sup>b</sup> -> California -> State Coastal Conservancy,United States<sup>b</sup>,California,State Coastal Conservancy,3,1620693,0,0,1620693,0,0,0
5217,r057,United States<sup>b</sup> -> California -> State Water Resources Control Board,United States<sup>b</sup>,California,State Water Resources Control Board,3,17957684,0,0,14620389,3337295,0,0
5217,r058,"United States<sup>b</sup> -> California -> Transportation, Department of",United States<sup>b</sup>,California,"Transportation, Department of",3,41248806,0,0,0,0,41248806,0
5217,r059,"United States<sup>b</sup> -> California -> Water Resources, Department of",United States<sup>b</sup>,California,"Water Resources, Department of",3,1855394,0,0,1451523,0,0,403871
5217,r060,United States<sup>b</sup> -> Colorado,United States<sup>b</sup>,Colorado,,2,34365638,1037559,3347250,11609704,8061107,3268633,7041385
5217,r061,"United States<sup>b</sup> -> Colorado -> Agriculture, Department of",United States<sup>b</sup>,Colorado,"Agriculture, Department of",3,635148,375249,0,259899,0,0,0
5217,r062,"United States<sup>b</sup> -> Colorado -> Economic Development and International Trade, Office of",United States<sup>b</sup>,Colorado,"Economic Development and International Trade, Office of",3,15456483,440000,3234790,275463,6597493,430000,4478737
5217,r063,"United States<sup>b</sup> -> Colorado -> Higher Education Competitive, Research Authority",United States<sup>b</sup>,Colorado,"Higher Education Competitive, Research Authority",3,2455224,0,66435,800000,0,0,1588789
5217,r064,"United States<sup>b</sup> -> Colorado -> Higher Education, Department of ",United States<sup>b</sup>,Colorado,"Higher Education, Department of ",3,124839,0,0,0,0,0,124839
5217,r065,"United States<sup>b</sup> -> Colorado -> Natural Resources, Department of",United States<sup>b</sup>,Colorado,"Natural Resources, Department of",3,8002949,0,46025,7929398,0,5000,22526
5217,r066,"United States<sup>b</sup> -> Colorado -> Public Health and Environment, Department of",United States<sup>b</sup>,Colorado,"Public Health and Environment, Department of",3,3808558,0,0,2344944,1463614,0,0
5217,r067,"United States<sup>b</sup> -> Colorado -> Public Safety, Department of",United States<sup>b</sup>,Colorado,"Public Safety, Department of",3,826494,0,0,0,0,0,826494
5217,r068,"United States<sup>b</sup> -> Colorado -> Transportation, Department of",United States<sup>b</sup>,Colorado,"Transportation, Department of",3,2833633,0,0,0,0,2833633,0
5217,r069,United States<sup>b</sup> -> Colorado -> Wine Industry Development Board,United States<sup>b</sup>,Colorado,Wine Industry Development Board,3,222310,222310,0,0,0,0,0
5217,r070,United States<sup>b</sup> -> Connecticut,United States<sup>b</sup>,Connecticut,,2,58810853,3856987,4083058,11473607,29124362,2734495,7538344
5217,r071,United States<sup>b</sup> -> Connecticut -> Agricultural Experiment Station,United States<sup>b</sup>,Connecticut,Agricultural Experiment Station,3,12445226,3856987,0,3975471,4612768,0,0
5217,r072,"United States<sup>b</sup> -> Connecticut -> Children and Families, Department of",United States<sup>b</sup>,Connecticut,"Children and Families, Department of",3,604461,0,0,0,0,0,604461
5217,r073,"United States<sup>b</sup> -> Connecticut -> Education, Department of",United States<sup>b</sup>,Connecticut,"Education, Department of",3,429097,0,0,0,0,0,429097
5217,r074,"United States<sup>b</sup> -> Connecticut -> Energy and Environmental Protection, Department of",United States<sup>b</sup>,Connecticut,"Energy and Environmental Protection, Department of",3,7498136,0,0,7498136,0,0,0
5217,r075,United States<sup>b</sup> -> Connecticut -> Innovation Inc.,United States<sup>b</sup>,Connecticut,Innovation Inc.,3,27245173,0,4083058,0,16657329,0,6504786
5217,r076,"United States<sup>b</sup> -> Connecticut -> Mental Health and Addiction Services, Department of",United States<sup>b</sup>,Connecticut,"Mental Health and Addiction Services, Department of",3,6310349,0,0,0,6310349,0,0
5217,r077,"United States<sup>b</sup> -> Connecticut -> Public Health, Department of",United States<sup>b</sup>,Connecticut,"Public Health, Department of",3,27000,0,0,0,27000,0,0
5217,r078,"United States<sup>b</sup> -> Connecticut -> Social Services, Department of",United States<sup>b</sup>,Connecticut,"Social Services, Department of",3,1516916,0,0,0,1516916,0,0
5217,r079,"United States<sup>b</sup> -> Connecticut -> Transportation, Department of",United States<sup>b</sup>,Connecticut,"Transportation, Department of",3,2734495,0,0,0,0,2734495,0
5217,r080,United States<sup>b</sup> -> Delaware,United States<sup>b</sup>,Delaware,,2,3598156,0,20800,2241188,0,1336168,0
5217,r081,United States<sup>b</sup> -> Delaware -> Geological Survey,United States<sup>b</sup>,Delaware,Geological Survey,3,2183965,0,0,2082188,0,101777,0
5217,r082,"United States<sup>b</sup> -> Delaware -> Natural Resources and Environmental Control, Department of",United States<sup>b</sup>,Delaware,"Natural Resources and Environmental Control, Department of",3,159000,0,0,159000,0,0,0
5217,r083,United States<sup>b</sup> -> Delaware -> Sustainable Energy Utility,United States<sup>b</sup>,Delaware,Sustainable Energy Utility,3,20800,0,20800,0,0,0,0
5217,r084,"United States<sup>b</sup> -> Delaware -> Transportation, Department of",United States<sup>b</sup>,Delaware,"Transportation, Department of",3,1234391,0,0,0,0,1234391,0
5217,r085,United States<sup>b</sup> -> District of Columbia,United States<sup>b</sup>,District of Columbia,,2,5860668,0,520000,2920000,1929090,239295,252283
5217,r086,"United States<sup>b</sup> -> District of Columbia -> Energy and Environment, Department of",United States<sup>b</sup>,District of Columbia,"Energy and Environment, Department of",3,1550000,0,520000,920000,0,0,110000
5217,r087,"United States<sup>b</sup> -> District of Columbia -> Forensic Sciences, Department of",United States<sup>b</sup>,District of Columbia,"Forensic Sciences, Department of",3,114283,0,0,0,61500,0,52783
5217,r088,"United States<sup>b</sup> -> District of Columbia -> Health, Department of",United States<sup>b</sup>,District of Columbia,"Health, Department of",3,1957090,0,0,0,1867590,0,89500
5217,r089,"United States<sup>b</sup> -> District of Columbia -> Transportation, Department of",United States<sup>b</sup>,District of Columbia,"Transportation, Department of",3,239295,0,0,0,0,239295,0
5217,r090,United States<sup>b</sup> -> District of Columbia -> Water and Sewer Authority,United States<sup>b</sup>,District of Columbia,Water and Sewer Authority,3,2000000,0,0,2000000,0,0,0
5217,r091,United States<sup>b</sup> -> Florida,United States<sup>b</sup>,Florida,,2,184600202,21100902,784693,56851522,92452504,13322175,88406
5217,r092,"United States<sup>b</sup> -> Florida -> Agriculture and Consumer Services, Department of",United States<sup>b</sup>,Florida,"Agriculture and Consumer Services, Department of",3,22450768,20450902,784693,354857,860316,0,0
5217,r093,"United States<sup>b</sup> -> Florida -> Business and Professional Regulation, Department of",United States<sup>b</sup>,Florida,"Business and Professional Regulation, Department of",3,88406,0,0,0,0,0,88406
5217,r094,"United States<sup>b</sup> -> Florida -> Citrus, Department of",United States<sup>b</sup>,Florida,"Citrus, Department of",3,1127588,650000,0,0,477588,0,0
5217,r095,"United States<sup>b</sup> -> Florida -> Environmental Protection, Department of",United States<sup>b</sup>,Florida,"Environmental Protection, Department of",3,217759,0,0,217759,0,0,0
5217,r096,United States<sup>b</sup> -> Florida -> Fish and Wildlife Conservation Commission,United States<sup>b</sup>,Florida,Fish and Wildlife Conservation Commission,3,56278906,0,0,56278906,0,0,0
5217,r097,"United States<sup>b</sup> -> Florida -> Health, Department of",United States<sup>b</sup>,Florida,"Health, Department of",3,91114600,0,0,0,91114600,0,0
5217,r098,United States<sup>b</sup> -> Florida -> Space Florida,United States<sup>b</sup>,Florida,Space Florida,3,1299010,0,0,0,0,1299010,0
5217,r099,"United States<sup>b</sup> -> Florida -> Transportation, Department of",United States<sup>b</sup>,Florida,"Transportation, Department of",3,12023165,0,0,0,0,12023165,0
5217,r100,United States<sup>b</sup> -> Georgia,United States<sup>b</sup>,Georgia,,2,15877238,255642,5825649,1164256,0,8599878,31813
5217,r101,"United States<sup>b</sup> -> Georgia -> Natural Resources, Department of",United States<sup>b</sup>,Georgia,"Natural Resources, Department of",3,997526,0,0,997526,0,0,0
5217,r102,United States<sup>b</sup> -> Georgia -> Seed Development Commission,United States<sup>b</sup>,Georgia,Seed Development Commission,3,255642,255642,0,0,0,0,0
5217,r103,United States<sup>b</sup> -> Georgia -> Southern States Energy Board,United States<sup>b</sup>,Georgia,Southern States Energy Board,3,8092378,0,5825649,166730,0,2068186,31813
5217,r104,"United States<sup>b</sup> -> Georgia -> Transportation, Department of",United States<sup>b</sup>,Georgia,"Transportation, Department of",3,6531692,0,0,0,0,6531692,0
5217,r105,United States<sup>b</sup> -> Hawaii,United States<sup>b</sup>,Hawaii,,2,11122545,1977000,6466637,385278,0,487500,1806130
5217,r106,"United States<sup>b</sup> -> Hawaii -> Agriculture, Department of",United States<sup>b</sup>,Hawaii,"Agriculture, Department of",3,702000,702000,0,0,0,0,0
5217,r107,"United States<sup>b</sup> -> Hawaii -> Business, Economic Development, and Tourism, Department of",United States<sup>b</sup>,Hawaii,"Business, Economic Development, and Tourism, Department of",3,7297767,0,5491637,0,0,0,1806130
5217,r108,"United States<sup>b</sup> -> Hawaii -> Land and Natural Resources, Department of",United States<sup>b</sup>,Hawaii,"Land and Natural Resources, Department of",3,385278,0,0,385278,0,0,0
5217,r109,United States<sup>b</sup> -> Hawaii -> Natural Energy Laboratory,United States<sup>b</sup>,Hawaii,Natural Energy Laboratory,3,2250000,1275000,975000,0,0,0,0
5217,r110,"United States<sup>b</sup> -> Hawaii -> Transportation, Department of",United States<sup>b</sup>,Hawaii,"Transportation, Department of",3,487500,0,0,0,0,487500,0
5217,r111,United States<sup>b</sup> -> Idaho,United States<sup>b</sup>,Idaho,,2,21882976,7279087,0,10831981,212000,3317794,242114
5217,r112,"United States<sup>b</sup> -> Idaho -> Agriculture, Department of",United States<sup>b</sup>,Idaho,"Agriculture, Department of",3,900539,900539,0,0,0,0,0
5217,r113,United States<sup>b</sup> -> Idaho -> Alfalfa and Clover Seed Commission,United States<sup>b</sup>,Idaho,Alfalfa and Clover Seed Commission,3,1500,1500,0,0,0,0,0
5217,r114,United States<sup>b</sup> -> Idaho -> Barley Commission,United States<sup>b</sup>,Idaho,Barley Commission,3,238859,238859,0,0,0,0,0
5217,r115,United States<sup>b</sup> -> Idaho -> Bean Commission,United States<sup>b</sup>,Idaho,Bean Commission,3,28220,28220,0,0,0,0,0
5217,r116,United States<sup>b</sup> -> Idaho -> Beef Council,United States<sup>b</sup>,Idaho,Beef Council,3,88187,88187,0,0,0,0,0
5217,r117,"United States<sup>b</sup> -> Idaho -> Commerce, Department of ",United States<sup>b</sup>,Idaho,"Commerce, Department of ",3,953711,251514,0,0,212000,248083,242114
5217,r118,United States<sup>b</sup> -> Idaho -> Dairy West,United States<sup>b</sup>,Idaho,Dairy West,3,2900000,2900000,0,0,0,0,0
5217,r119,"United States<sup>b</sup> -> Idaho -> Environmental Quality, Department of",United States<sup>b</sup>,Idaho,"Environmental Quality, Department of",3,450000,0,0,450000,0,0,0
5217,r120,"United States<sup>b</sup> -> Idaho -> Fish and Game, Department of",United States<sup>b</sup>,Idaho,"Fish and Game, Department of",3,10381981,0,0,10381981,0,0,0
5217,r121,United States<sup>b</sup> -> Idaho -> Honey Commission,United States<sup>b</sup>,Idaho,Honey Commission,3,1500,1500,0,0,0,0,0
5217,r122,United States<sup>b</sup> -> Idaho -> Oilseed Commission,United States<sup>b</sup>,Idaho,Oilseed Commission,3,62000,62000,0,0,0,0,0
5217,r123,United States<sup>b</sup> -> Idaho -> Pea and Lentil Commission,United States<sup>b</sup>,Idaho,Pea and Lentil Commission,3,73418,73418,0,0,0,0,0
5217,r124,United States<sup>b</sup> -> Idaho -> Potato Commission,United States<sup>b</sup>,Idaho,Potato Commission,3,1596042,1596042,0,0,0,0,0
5217,r125,United States<sup>b</sup> -> Idaho -> Transportation Department,United States<sup>b</sup>,Idaho,Transportation Department,3,3069711,0,0,0,0,3069711,0
5217,r126,United States<sup>b</sup> -> Idaho -> Wheat Commission,United States<sup>b</sup>,Idaho,Wheat Commission,3,1137308,1137308,0,0,0,0,0
5217,r127,United States<sup>b</sup> -> Illinois,United States<sup>b</sup>,Illinois,,2,16055917,3140385,0,0,399924,9710698,2804910
5217,r128,"United States<sup>b</sup> -> Illinois -> Children and Family Services, Department of",United States<sup>b</sup>,Illinois,"Children and Family Services, Department of",3,2559932,0,0,0,0,0,2559932
5217,r129,"United States<sup>b</sup> -> Illinois -> Human Services, Department of",United States<sup>b</sup>,Illinois,"Human Services, Department of",3,244978,0,0,0,0,0,244978
5217,r130,United States<sup>b</sup> -> Illinois -> Nutrient Research and Education,United States<sup>b</sup>,Illinois,Nutrient Research and Education,3,3140385,3140385,0,0,0,0,0
5217,r131,"United States<sup>b</sup> -> Illinois -> Public Health, Department of",United States<sup>b</sup>,Illinois,"Public Health, Department of",3,399924,0,0,0,399924,0,0
5217,r132,"United States<sup>b</sup> -> Illinois -> Transportation, Department of",United States<sup>b</sup>,Illinois,"Transportation, Department of",3,9710698,0,0,0,0,9710698,0
5217,r133,United States<sup>b</sup> -> Indiana,United States<sup>b</sup>,Indiana,,2,9591408,100000,95000,141764,0,8734644,520000
5217,r134,United States<sup>b</sup> -> Indiana -> Economic Development Corporation,United States<sup>b</sup>,Indiana,Economic Development Corporation,3,595000,0,95000,0,0,0,500000
5217,r135,"United States<sup>b</sup> -> Indiana -> Environmental Management, Department of",United States<sup>b</sup>,Indiana,"Environmental Management, Department of",3,56764,0,0,56764,0,0,0
5217,r136,"United States<sup>b</sup> -> Indiana -> Natural Resources, Department of",United States<sup>b</sup>,Indiana,"Natural Resources, Department of",3,100000,100000,0,0,0,0,0
5217,r137,United States<sup>b</sup> -> Indiana -> St. Joseph River Basin Commission,United States<sup>b</sup>,Indiana,St. Joseph River Basin Commission,3,105000,0,0,85000,0,0,20000
5217,r138,"United States<sup>b</sup> -> Indiana -> Transportation, Department of",United States<sup>b</sup>,Indiana,"Transportation, Department of",3,8734644,0,0,0,0,8734644,0
5217,r139,United States<sup>b</sup> -> Iowa,United States<sup>b</sup>,Iowa,,2,12348062,60000,0,4170756,0,7228882,888424
5217,r140,United States<sup>b</sup> -> Iowa -> Beef Industry Council,United States<sup>b</sup>,Iowa,Beef Industry Council,3,60000,60000,0,0,0,0,0
5217,r141,United States<sup>b</sup> -> Iowa -> Corrections,United States<sup>b</sup>,Iowa,Corrections,3,470931,0,0,0,0,0,470931
5217,r142,"United States<sup>b</sup> -> Iowa -> Human Rights, Criminal and Juvenile Justice Planning, Division of, Department of",United States<sup>b</sup>,Iowa,"Human Rights, Criminal and Juvenile Justice Planning, Division of, Department of",3,417493,0,0,0,0,0,417493
5217,r143,"United States<sup>b</sup> -> Iowa -> Natural Resources, Department of",United States<sup>b</sup>,Iowa,"Natural Resources, Department of",3,4170756,0,0,4170756,0,0,0
5217,r144,"United States<sup>b</sup> -> Iowa -> Transportation, Department of",United States<sup>b</sup>,Iowa,"Transportation, Department of",3,7228882,0,0,0,0,7228882,0
5217,r145,United States<sup>b</sup> -> Kansas,United States<sup>b</sup>,Kansas,,2,13152904,3675354,0,4840882,0,3637912,998756
5217,r146,United States<sup>b</sup> -> Kansas -> Corn Commission,United States<sup>b</sup>,Kansas,Corn Commission,3,871765,871765,0,0,0,0,0
5217,r147,United States<sup>b</sup> -> Kansas -> Grain Sorghum Commission,United States<sup>b</sup>,Kansas,Grain Sorghum Commission,3,445300,445300,0,0,0,0,0
5217,r148,United States<sup>b</sup> -> Kansas -> Soybean Commission,United States<sup>b</sup>,Kansas,Soybean Commission,3,1200000,1200000,0,0,0,0,0
5217,r149,United States<sup>b</sup> -> Kansas -> State Board of Regents,United States<sup>b</sup>,Kansas,State Board of Regents,3,998756,0,0,0,0,0,998756
5217,r150,United States<sup>b</sup> -> Kansas -> Sunflower Commission,United States<sup>b</sup>,Kansas,Sunflower Commission,3,20000,20000,0,0,0,0,0
5217,r151,"United States<sup>b</sup> -> Kansas -> Transportation, Department of",United States<sup>b</sup>,Kansas,"Transportation, Department of",3,3637912,0,0,0,0,3637912,0
5217,r152,United States<sup>b</sup> -> Kansas -> Water Office,United States<sup>b</sup>,Kansas,Water Office,3,429361,0,0,429361,0,0,0
5217,r153,United States<sup>b</sup> -> Kansas -> Wheat Commission,United States<sup>b</sup>,Kansas,Wheat Commission,3,1138289,1138289,0,0,0,0,0
5217,r154,"United States<sup>b</sup> -> Kansas -> Wildlife, Parks, and Tourism, Department of",United States<sup>b</sup>,Kansas,"Wildlife, Parks, and Tourism, Department of",3,4411521,0,0,4411521,0,0,0
5217,r155,United States<sup>b</sup> -> Kentucky,United States<sup>b</sup>,Kentucky,,2,26782125,540182,150000,2258368,15023579,7158996,1651000
5217,r156,"United States<sup>b</sup> -> Kentucky -> Behavioral Health, Developmental and Intellectual Disabilities",United States<sup>b</sup>,Kentucky,"Behavioral Health, Developmental and Intellectual Disabilities",3,67500,0,0,0,67500,0,0
5217,r157,"United States<sup>b</sup> -> Kentucky -> Economic Development, Cabinet for",United States<sup>b</sup>,Kentucky,"Economic Development, Cabinet for",3,3051000,0,150000,0,1250000,0,1651000
5217,r158,"United States<sup>b</sup> -> Kentucky -> Fish and Wildlife Resources, Department of ",United States<sup>b</sup>,Kentucky,"Fish and Wildlife Resources, Department of ",3,2008546,0,0,2008546,0,0,0
5217,r159,United States<sup>b</sup> -> Kentucky -> Horse Racing Commission,United States<sup>b</sup>,Kentucky,Horse Racing Commission,3,430748,0,0,0,430748,0,0
5217,r160,"United States<sup>b</sup> -> Kentucky -> Nature Preserves, Office of ",United States<sup>b</sup>,Kentucky,"Nature Preserves, Office of ",3,34200,0,0,34200,0,0,0
5217,r161,"United States<sup>b</sup> -> Kentucky -> Postsecondary Education, Council on",United States<sup>b</sup>,Kentucky,"Postsecondary Education, Council on",3,9939022,0,0,0,9939022,0,0
5217,r162,"United States<sup>b</sup> -> Kentucky -> Public Health, Department for ",United States<sup>b</sup>,Kentucky,"Public Health, Department for ",3,3336309,0,0,0,3336309,0,0
5217,r163,United States<sup>b</sup> -> Kentucky -> Public Service Commission,United States<sup>b</sup>,Kentucky,Public Service Commission,3,21000,0,0,21000,0,0,0
