table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_performed_by_the_company,field_performed_by_others
12267,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['107,490', '  ']","['98,064', '  ']","['9,425', '  ']"
12267,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['53,428', '  ']","['47,151', '  ']","['6,277', '  ']"
12267,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['360', '  ']","['358', '  ']","['2', '  ']"
12267,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['110', '  ']","['107', '  ']","['3', '  ']"
12267,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['15', '  ']","['15', '  ']","['*', '  ']"
12267,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['5', '  ']","['5', '  ']","['0', '  ']"
12267,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['1', '  ']","['*', '  ']","['*', 'i ']"
12267,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['1', '  ']","['1', '  ']","['*', '  ']"
12267,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['10', '  ']","['9', '  ']","['1', '  ']"
12267,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['16,527', '  ']","['12,514', '  ']","['4,013', '  ']"
12267,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['215', '  ']","['212', '  ']","['3', '  ']"
12267,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['117', '  ']","['D', '&nbsp;']","['D', '&nbsp;']"
12267,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['D', '  ']","['D', '  ']","['D', '  ']"
