table_id,row_id,_b_state_and_department_or_agency_b_full_path,_b_state_and_department_or_agency_b_level_1,_b_state_and_department_or_agency_b_level_2,_b_state_and_department_or_agency_b_level_3,_b_state_and_department_or_agency_b_hierarchy_depth,field_all_r_d_expenditures,field_intramural_performersa,field_extramural_performersb_total,field_extramural_performersb_academic_institutions,field_extramural_performersb_companies_and_individualsc,field_extramural_performersb_otherd
5216,r326,"United States<sup>e</sup> -> Pennsylvania -> Community and Economic Development, Department of",United States<sup>e</sup>,Pennsylvania,"Community and Economic Development, Department of",3,31350000,0,31350000,6595410,4347670,20406920
5216,r327,"United States<sup>e</sup> -> Pennsylvania -> Conservation and Natural Resources, Department of",United States<sup>e</sup>,Pennsylvania,"Conservation and Natural Resources, Department of",3,1248,1248,0,0,0,0
5216,r328,"United States<sup>e</sup> -> Pennsylvania -> Environmental Protection, Department of",United States<sup>e</sup>,Pennsylvania,"Environmental Protection, Department of",3,894656,18052,876604,769224,0,107380
5216,r329,United States<sup>e</sup> -> Pennsylvania -> Fish and Boat Commission,United States<sup>e</sup>,Pennsylvania,Fish and Boat Commission,3,270914,161651,109263,109263,0,0
5216,r330,United States<sup>e</sup> -> Pennsylvania -> Game Commission,United States<sup>e</sup>,Pennsylvania,Game Commission,3,9876885,7358771,2518114,1477103,707381,333630
5216,r331,"United States<sup>e</sup> -> Pennsylvania -> Health, Department of",United States<sup>e</sup>,Pennsylvania,"Health, Department of",3,53279107,0,53279107,36768505,3750000,12760602
5216,r332,United States<sup>e</sup> -> Pennsylvania -> Susquehanna River Basin Commission,United States<sup>e</sup>,Pennsylvania,Susquehanna River Basin Commission,3,335000,335000,0,0,0,0
5216,r333,"United States<sup>e</sup> -> Pennsylvania -> Transportation, Department of",United States<sup>e</sup>,Pennsylvania,"Transportation, Department of",3,3213697,0,3213697,1230973,1982724,0
5216,r334,United States<sup>e</sup> -> Rhode Island,United States<sup>e</sup>,Rhode Island,,2,4594040,3098833,1495207,453781,765104,276322
5216,r335,United States<sup>e</sup> -> Rhode Island -> Commerce Corporation,United States<sup>e</sup>,Rhode Island,Commerce Corporation,3,1119546,0,1119546,354442,765104,0
5216,r336,"United States<sup>e</sup> -> Rhode Island -> Environmental Management, Department of; Marine Fisheries",United States<sup>e</sup>,Rhode Island,"Environmental Management, Department of; Marine Fisheries",3,3097546,2799416,298130,99339,0,198791
5216,r337,"United States<sup>e</sup> -> Rhode Island -> Environmental Management, Department of; Narragansett Bay National Estuarine Research Reserve",United States<sup>e</sup>,Rhode Island,"Environmental Management, Department of; Narragansett Bay National Estuarine Research Reserve",3,76014,76014,0,0,0,0
5216,r338,United States<sup>e</sup> -> Rhode Island -> Water Resources Board,United States<sup>e</sup>,Rhode Island,Water Resources Board,3,300934,223403,77531,0,0,77531
5216,r339,United States<sup>e</sup> -> South Carolina,United States<sup>e</sup>,South Carolina,,2,46800816,27894342,18906474,3882230,415414,14608830
5216,r340,"United States<sup>e</sup> -> South Carolina -> Agriculture, Department of",United States<sup>e</sup>,South Carolina,"Agriculture, Department of",3,803873,0,803873,803873,0,0
5216,r341,"United States<sup>e</sup> -> South Carolina -> Disabilities and Special Needs, Department of",United States<sup>e</sup>,South Carolina,"Disabilities and Special Needs, Department of",3,14226376,0,14226376,0,0,14226376
5216,r342,"United States<sup>e</sup> -> South Carolina -> Health and Environmental Control, Department of",United States<sup>e</sup>,South Carolina,"Health and Environmental Control, Department of",3,1388752,1233275,155477,155477,0,0
5216,r343,"United States<sup>e</sup> -> South Carolina -> Natural Resources, Department of",United States<sup>e</sup>,South Carolina,"Natural Resources, Department of",3,25080757,24796999,283758,238318,45440,0
5216,r344,United States<sup>e</sup> -> South Carolina -> Public Service Authority,United States<sup>e</sup>,South Carolina,Public Service Authority,3,30000,0,30000,30000,0,0
5216,r345,United States<sup>e</sup> -> South Carolina -> Research Authority,United States<sup>e</sup>,South Carolina,Research Authority,3,726551,0,726551,356577,369974,0
5216,r346,United States<sup>e</sup> -> South Carolina -> Sea Grant Consortium,United States<sup>e</sup>,South Carolina,Sea Grant Consortium,3,2742872,1843674,899198,696632,0,202566
5216,r347,"United States<sup>e</sup> -> South Carolina -> Transportation, Department of",United States<sup>e</sup>,South Carolina,"Transportation, Department of",3,1801635,20394,1781241,1601353,0,179888
5216,r348,United States<sup>e</sup> -> South Dakota,United States<sup>e</sup>,South Dakota,,2,2913274,327346,2585928,1701100,599828,285000
5216,r349,United States<sup>e</sup> -> South Dakota -> Corn Utilization Council,United States<sup>e</sup>,South Dakota,Corn Utilization Council,3,310000,0,310000,260000,0,50000
5216,r350,United States<sup>e</sup> -> South Dakota -> Oilseeds Council,United States<sup>e</sup>,South Dakota,Oilseeds Council,3,250865,0,250865,65865,0,185000
5216,r351,United States<sup>e</sup> -> South Dakota -> Pulse Crop Council,United States<sup>e</sup>,South Dakota,Pulse Crop Council,3,2273,0,2273,2273,0,0
5216,r352,United States<sup>e</sup> -> South Dakota -> Science and Technology Authority,United States<sup>e</sup>,South Dakota,Science and Technology Authority,3,16021,0,16021,16021,0,0
5216,r353,United States<sup>e</sup> -> South Dakota -> Soybean Research and Promotion Council,United States<sup>e</sup>,South Dakota,Soybean Research and Promotion Council,3,375717,25724,349993,299993,0,50000
5216,r354,"United States<sup>e</sup> -> South Dakota -> Transportation, Department of",United States<sup>e</sup>,South Dakota,"Transportation, Department of",3,1321098,301622,1019476,419648,599828,0
5216,r355,United States<sup>e</sup> -> South Dakota -> Weed and Pest Control Commission,United States<sup>e</sup>,South Dakota,Weed and Pest Control Commission,3,47000,0,47000,47000,0,0
5216,r356,United States<sup>e</sup> -> South Dakota -> Wheat Commission,United States<sup>e</sup>,South Dakota,Wheat Commission,3,590300,0,590300,590300,0,0
5216,r357,United States<sup>e</sup> -> Tennessee,United States<sup>e</sup>,Tennessee,,2,7039923,1607509,5432414,4574469,203125,654820
5216,r358,"United States<sup>e</sup> -> Tennessee -> Education, Department of",United States<sup>e</sup>,Tennessee,"Education, Department of",3,3363577,1052595,2310982,1808880,0,502102
5216,r359,"United States<sup>e</sup> -> Tennessee -> Environment and Conservation, Department of",United States<sup>e</sup>,Tennessee,"Environment and Conservation, Department of",3,843184,372341,470843,115000,203125,152718
5216,r360,United States<sup>e</sup> -> Tennessee -> Geological Survey,United States<sup>e</sup>,Tennessee,Geological Survey,3,182573,182573,0,0,0,0
5216,r361,"United States<sup>e</sup> -> Tennessee -> Transportation, Department of",United States<sup>e</sup>,Tennessee,"Transportation, Department of",3,2650589,0,2650589,2650589,0,0
5216,r362,United States<sup>e</sup> -> Texas,United States<sup>e</sup>,Texas,,2,205206977,3165023,202041954,142333450,29339059,30369445
5216,r363,"United States<sup>e</sup> -> Texas -> Agriculture, Department of",United States<sup>e</sup>,Texas,"Agriculture, Department of",3,1151413,0,1151413,611500,0,539913
5216,r364,United States<sup>e</sup> -> Texas -> Alzheimer's Research and Care Consortium (TARCC),United States<sup>e</sup>,Texas,Alzheimer's Research and Care Consortium (TARCC),3,4615313,0,4615313,4615313,0,0
5216,r365,United States<sup>e</sup> -> Texas -> Cancer Prevention and Research Institute,United States<sup>e</sup>,Texas,Cancer Prevention and Research Institute,3,169450936,0,169450936,111088246,28897452,29465238
5216,r366,"United States<sup>e</sup> -> Texas -> Environmental Quality, Commission on",United States<sup>e</sup>,Texas,"Environmental Quality, Commission on",3,2135774,42206,2093568,2093568,0,0
5216,r367,United States<sup>e</sup> -> Texas -> Parks and Wildlife Department,United States<sup>e</sup>,Texas,Parks and Wildlife Department,3,4858066,2470790,2387276,2043856,0,343420
5216,r368,"United States<sup>e</sup> -> Texas -> State Health Services, Department of ",United States<sup>e</sup>,Texas,"State Health Services, Department of ",3,1838827,652027,1186800,1186800,0,0
5216,r369,"United States<sup>e</sup> -> Texas -> Transportation, Department of",United States<sup>e</sup>,Texas,"Transportation, Department of",3,20694167,0,20694167,20694167,0,0
5216,r370,United States<sup>e</sup> -> Texas -> Water Development Board,United States<sup>e</sup>,Texas,Water Development Board,3,462481,0,462481,0,441607,20874
5216,r371,United States<sup>e</sup> -> Utah,United States<sup>e</sup>,Utah,,2,9205399,6070743,3134656,2334907,799749,0
5216,r372,"United States<sup>e</sup> -> Utah -> Energy Development, Office of ",United States<sup>e</sup>,Utah,"Energy Development, Office of ",3,500540,0,500540,500540,0,0
5216,r373,"United States<sup>e</sup> -> Utah -> Environmental Quality, Department of",United States<sup>e</sup>,Utah,"Environmental Quality, Department of",3,716389,103210,613179,440855,172324,0
5216,r374,"United States<sup>e</sup> -> Utah -> Health, Department of",United States<sup>e</sup>,Utah,"Health, Department of",3,4850,4850,0,0,0,0
5216,r375,"United States<sup>e</sup> -> Utah -> Natural Resources, Department of",United States<sup>e</sup>,Utah,"Natural Resources, Department of",3,4841922,4841922,0,0,0,0
5216,r376,"United States<sup>e</sup> -> Utah -> Transportation, Department of ",United States<sup>e</sup>,Utah,"Transportation, Department of ",3,3141698,1120761,2020937,1393512,627425,0
5216,r377,United States<sup>e</sup> -> Vermont,United States<sup>e</sup>,Vermont,,2,1669900,633399,1036501,658425,286478,91598
5216,r378,"United States<sup>e</sup> -> Vermont -> Agriculture, Food, and Markets, Agency of",United States<sup>e</sup>,Vermont,"Agriculture, Food, and Markets, Agency of",3,282511,0,282511,0,282511,0
5216,r379,"United States<sup>e</sup> -> Vermont -> Education, Agency of",United States<sup>e</sup>,Vermont,"Education, Agency of",3,90998,0,90998,0,0,90998
5216,r380,"United States<sup>e</sup> -> Vermont -> Human Services, Agency of",United States<sup>e</sup>,Vermont,"Human Services, Agency of",3,215000,215000,0,0,0,0
5216,r381,"United States<sup>e</sup> -> Vermont -> Transportation, Agency of",United States<sup>e</sup>,Vermont,"Transportation, Agency of",3,1081391,418399,662992,658425,3967,600
5216,r382,United States<sup>e</sup> -> Virginia,United States<sup>e</sup>,Virginia,,2,35552565,12627565,22925000,16656350,3646989,2621661
5216,r383,"United States<sup>e</sup> -> Virginia -> Aging and Rehabilitative Services, Department of",United States<sup>e</sup>,Virginia,"Aging and Rehabilitative Services, Department of",3,32746,28028,4718,0,0,4718
5216,r384,"United States<sup>e</sup> -> Virginia -> Agriculture and Consumer Services, Department of",United States<sup>e</sup>,Virginia,"Agriculture and Consumer Services, Department of",3,2362121,0,2362121,2001589,0,360532
5216,r385,United States<sup>e</sup> -> Virginia -> Commonwealth Health Research Board,United States<sup>e</sup>,Virginia,Commonwealth Health Research Board,3,1399997,0,1399997,1399997,0,0
5216,r386,"United States<sup>e</sup> -> Virginia -> Environmental Quality, Department of",United States<sup>e</sup>,Virginia,"Environmental Quality, Department of",3,103612,34102,69510,69510,0,0
5216,r387,"United States<sup>e</sup> -> Virginia -> Forensic Science, Department of",United States<sup>e</sup>,Virginia,"Forensic Science, Department of",3,971793,971793,0,0,0,0
5216,r388,"United States<sup>e</sup> -> Virginia -> Forestry, Department of",United States<sup>e</sup>,Virginia,"Forestry, Department of",3,577211,533801,43410,43410,0,0
5216,r389,United States<sup>e</sup> -> Virginia -> Foundation for Healthy Youth,United States<sup>e</sup>,Virginia,Foundation for Healthy Youth,3,884774,0,884774,884774,0,0
5216,r390,"United States<sup>e</sup> -> Virginia -> Innovative Technology, Center for",United States<sup>e</sup>,Virginia,"Innovative Technology, Center for",3,6074557,674351,5400206,1488379,3615489,296338
5216,r391,United States<sup>e</sup> -> Virginia -> Institute for Advanced Learning and Research,United States<sup>e</sup>,Virginia,Institute for Advanced Learning and Research,3,60000,60000,0,0,0,0
5216,r392,United States<sup>e</sup> -> Virginia -> Marine Resources Commission,United States<sup>e</sup>,Virginia,Marine Resources Commission,3,1885300,204543,1680757,0,0,1680757
5216,r393,"United States<sup>e</sup> -> Virginia -> Mines, Minerals and Energy, Department of",United States<sup>e</sup>,Virginia,"Mines, Minerals and Energy, Department of",3,903212,903212,0,0,0,0
5216,r394,"United States<sup>e</sup> -> Virginia -> Social Services, Department of",United States<sup>e</sup>,Virginia,"Social Services, Department of",3,10000,10000,0,0,0,0
5216,r395,"United States<sup>e</sup> -> Virginia -> Transportation, Department of",United States<sup>e</sup>,Virginia,"Transportation, Department of",3,18616858,9207735,9409123,9409123,0,0
5216,r396,"United States<sup>e</sup> -> Virginia -> Wildlife Resources, Department of",United States<sup>e</sup>,Virginia,"Wildlife Resources, Department of",3,1670384,0,1670384,1359568,31500,279316
5216,r397,United States<sup>e</sup> -> Washington,United States<sup>e</sup>,Washington,,2,57239095,23415061,33824034,18119799,3934366,11769869
5216,r398,"United States<sup>e</sup> -> Washington -> Agriculture, Department of",United States<sup>e</sup>,Washington,"Agriculture, Department of",3,2974886,0,2974886,2087745,176078,711063
5216,r399,United States<sup>e</sup> -> Washington -> Alfalfa Seed Commission,United States<sup>e</sup>,Washington,Alfalfa Seed Commission,3,34000,0,34000,34000,0,0
5216,r400,United States<sup>e</sup> -> Washington -> Asparagus Commission,United States<sup>e</sup>,Washington,Asparagus Commission,3,70000,0,70000,0,70000,0
5216,r401,United States<sup>e</sup> -> Washington -> Blueberry Commission,United States<sup>e</sup>,Washington,Blueberry Commission,3,252900,0,252900,0,252900,0
5216,r402,"United States<sup>e</sup> -> Washington -> Commerce, Department of",United States<sup>e</sup>,Washington,"Commerce, Department of",3,4686545,0,4686545,0,930756,3755789
5216,r403,United States<sup>e</sup> -> Washington -> Dairy Products Commission,United States<sup>e</sup>,Washington,Dairy Products Commission,3,30000,0,30000,30000,0,0
5216,r404,"United States<sup>e</sup> -> Washington -> Ecology, Department of",United States<sup>e</sup>,Washington,"Ecology, Department of",3,1053172,887977,165195,165195,0,0
5216,r405,"United States<sup>e</sup> -> Washington -> Fish and Wildlife, Department of",United States<sup>e</sup>,Washington,"Fish and Wildlife, Department of",3,9811591,9569456,242135,0,0,242135
5216,r406,United States<sup>e</sup> -> Washington -> Fruit Commission,United States<sup>e</sup>,Washington,Fruit Commission,3,146911,0,146911,50215,3300,93396
5216,r407,United States<sup>e</sup> -> Washington -> Grain Commission,United States<sup>e</sup>,Washington,Grain Commission,3,2121448,0,2121448,2121448,0,0
5216,r408,"United States<sup>e</sup> -> Washington -> Health, Department of",United States<sup>e</sup>,Washington,"Health, Department of",3,1113483,1057809,55674,55674,0,0
5216,r409,United States<sup>e</sup> -> Washington -> Hop Commission,United States<sup>e</sup>,Washington,Hop Commission,3,281762,0,281762,255762,26000,0
5216,r410,"United States<sup>e</sup> -> Washington -> Labor and Industries, Department of",United States<sup>e</sup>,Washington,"Labor and Industries, Department of",3,3279219,3279219,0,0,0,0
5216,r411,United States<sup>e</sup> -> Washington -> Mint Commission,United States<sup>e</sup>,Washington,Mint Commission,3,73825,0,73825,73825,0,0
5216,r412,"United States<sup>e</sup> -> Washington -> Natural Resources, Department of",United States<sup>e</sup>,Washington,"Natural Resources, Department of",3,13196143,5721319,7474824,922122,995478,5557224
5216,r413,United States<sup>e</sup> -> Washington -> Oilseeds Commission,United States<sup>e</sup>,Washington,Oilseeds Commission,3,44448,0,44448,44448,0,0
5216,r414,"United States<sup>e</sup> -> Washington -> Pesticide Registration, Commission on",United States<sup>e</sup>,Washington,"Pesticide Registration, Commission on",3,438075,0,438075,438075,0,0
5216,r415,United States<sup>e</sup> -> Washington -> Potato Commission,United States<sup>e</sup>,Washington,Potato Commission,3,760097,0,760097,494685,50000,215412
5216,r416,United States<sup>e</sup> -> Washington -> Puget Sound Partnership,United States<sup>e</sup>,Washington,Puget Sound Partnership,3,1526263,0,1526263,265550,458220,802493
5216,r417,United States<sup>e</sup> -> Washington -> Pulse Crops Commission,United States<sup>e</sup>,Washington,Pulse Crops Commission,3,159243,0,159243,159243,0,0
5216,r418,United States<sup>e</sup> -> Washington -> Red Raspberry Commission,United States<sup>e</sup>,Washington,Red Raspberry Commission,3,307500,0,307500,284578,22922,0
5216,r419,"United States<sup>e</sup> -> Washington -> Transportation, Department of",United States<sup>e</sup>,Washington,"Transportation, Department of",3,4890000,1293000,3597000,2827000,770000,0
5216,r420,United States<sup>e</sup> -> Washington -> Tree Fruit Research Commission,United States<sup>e</sup>,Washington,Tree Fruit Research Commission,3,9668382,1606281,8062101,7491032,178712,392357
5216,r421,United States<sup>e</sup> -> Washington -> Turfgrass Seed Commission,United States<sup>e</sup>,Washington,Turfgrass Seed Commission,3,64018,0,64018,64018,0,0
5216,r422,United States<sup>e</sup> -> Washington -> Wine Commission,United States<sup>e</sup>,Washington,Wine Commission,3,255184,0,255184,255184,0,0
5216,r423,United States<sup>e</sup> -> West Virginia,United States<sup>e</sup>,West Virginia,,2,10862315,3317637,7544678,7465577,77744,1357
5216,r424,"United States<sup>e</sup> -> West Virginia -> Agriculture, Department of",United States<sup>e</sup>,West Virginia,"Agriculture, Department of",3,202365,202365,0,0,0,0
5216,r425,United States<sup>e</sup> -> West Virginia -> Geological and Economic Survey,United States<sup>e</sup>,West Virginia,Geological and Economic Survey,3,1854645,1576721,277924,277924,0,0
5216,r426,United States<sup>e</sup> -> West Virginia -> Higher Education Policy Commission,United States<sup>e</sup>,West Virginia,Higher Education Policy Commission,3,5483928,400180,5083748,5083748,0,0
5216,r427,"United States<sup>e</sup> -> West Virginia -> Justice and Community Services, Division of",United States<sup>e</sup>,West Virginia,"Justice and Community Services, Division of",3,8000,8000,0,0,0,0
5216,r428,"United States<sup>e</sup> -> West Virginia -> Natural Resources, Department of",United States<sup>e</sup>,West Virginia,"Natural Resources, Department of",3,1285162,1130371,154791,75690,77744,1357
5216,r429,"United States<sup>e</sup> -> West Virginia -> Transportation, Department of",United States<sup>e</sup>,West Virginia,"Transportation, Department of",3,2028215,0,2028215,2028215,0,0
5216,r430,United States<sup>e</sup> -> Wisconsin,United States<sup>e</sup>,Wisconsin,,2,14340014,4674607,9665407,2868505,4440854,2356048
5216,r431,"United States<sup>e</sup> -> Wisconsin -> Agriculture, Trade and Consumer Protection, Department of",United States<sup>e</sup>,Wisconsin,"Agriculture, Trade and Consumer Protection, Department of",3,985099,0,985099,665000,95000,225099
5216,r432,United States<sup>e</sup> -> Wisconsin -> Economic Development Corporation,United States<sup>e</sup>,Wisconsin,Economic Development Corporation,3,3825000,0,3825000,75000,3750000,0
5216,r433,"United States<sup>e</sup> -> Wisconsin -> Natural Resources, Department of",United States<sup>e</sup>,Wisconsin,"Natural Resources, Department of",3,5423223,4402853,1020370,827038,193332,0
5216,r434,"United States<sup>e</sup> -> Wisconsin -> Transportation, Department of",United States<sup>e</sup>,Wisconsin,"Transportation, Department of",3,4106692,271754,3834938,1301467,402522,2130949
5216,r435,United States<sup>e</sup> -> Wyoming,United States<sup>e</sup>,Wyoming,,2,6391060,2875496,3515564,903812,2462822,148930
5216,r436,"United States<sup>e</sup> -> Wyoming -> Agriculture, Department of",United States<sup>e</sup>,Wyoming,"Agriculture, Department of",3,561674,0,561674,343339,69405,148930
5216,r437,United States<sup>e</sup> -> Wyoming -> Business Council,United States<sup>e</sup>,Wyoming,Business Council,3,847500,0,847500,0,847500,0
5216,r438,"United States<sup>e</sup> -> Wyoming -> Corrections, Department of",United States<sup>e</sup>,Wyoming,"Corrections, Department of",3,123280,123280,0,0,0,0
5216,r439,United States<sup>e</sup> -> Wyoming -> Enhanced Oil Recovery Institute,United States<sup>e</sup>,Wyoming,Enhanced Oil Recovery Institute,3,1500000,1000000,500000,150000,350000,0
5216,r440,United States<sup>e</sup> -> Wyoming -> Game and Fish Department,United States<sup>e</sup>,Wyoming,Game and Fish Department,3,1689237,1476267,212970,157467,55503,0
5216,r441,United States<sup>e</sup> -> Wyoming -> State Geological Survey,United States<sup>e</sup>,Wyoming,State Geological Survey,3,184676,184676,0,0,0,0
5216,r442,"United States<sup>e</sup> -> Wyoming -> Transportation, Department of",United States<sup>e</sup>,Wyoming,"Transportation, Department of",3,1240805,91273,1149532,9118,1140414,0
5216,r443,United States<sup>e</sup> -> Wyoming -> Water Development Office,United States<sup>e</sup>,Wyoming,Water Development Office,3,243888,0,243888,243888,0,0
