table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_total_2017,field_total_2018,field_total_2019,field_total_2020,field_federally_financed_2017,field_federally_financed_2018,field_federally_financed_2019,field_federally_financed_2020
5432,r011,All institutions -> Cornell U.,All institutions,Cornell U.,2,10,"['44,463', '']","['47,530', '']","['50,551', '']","['48,658', '']","['31,859', '']","['37,320', '']","['39,904', '']","['37,180', '']"
5432,r012,All institutions -> U. Maryland<sup>b</sup>,All institutions,U. Maryland<sup>b</sup>,2,11,"['na', '']","['na', '']","['47,394', '']","['46,013', '']","['na', '']","['na', '']","['34,664', '']","['29,752', '']"
5432,r013,All institutions -> Florida State U.,All institutions,Florida State U.,2,12,"['41,449', '']","['43,927', '']","['39,877', '']","['41,870', '']","['22,886', '']","['26,286', '']","['23,281', '']","['26,260', '']"
5432,r014,All institutions -> Princeton U.,All institutions,Princeton U.,2,13,"['31,045', '']","['34,551', '']","['38,060', '']","['40,161', '']","['23,779', '']","['25,073', '']","['25,639', '']","['28,224', '']"
5432,r015,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,14,"['38,111', '']","['35,056', '']","['34,460', '']","['33,263', '']","['26,818', '']","['23,630', '']","['23,350', '']","['22,591', '']"
5432,r016,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,15,"['25,229', '']","['24,630', '']","['29,261', '']","['32,085', '']","['15,643', '']","['16,384', '']","['17,665', '']","['17,480', '']"
5432,r017,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,16,"['26,462', '']","['23,077', '']","['26,198', '']","['29,883', '']","['20,272', '']","['16,823', '']","['16,665', '']","['17,100', '']"
5432,r018,All institutions -> Yale U.,All institutions,Yale U.,2,17,"['31,984', '']","['32,428', '']","['32,019', '']","['27,884', '']","['20,726', '']","['19,468', '']","['17,859', '']","['16,547', '']"
5432,r019,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,18,"['27,267', '']","['25,760', '']","['24,104', '']","['27,506', '']","['20,646', '']","['18,780', '']","['19,128', '']","['20,032', '']"
5432,r020,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,19,"['16,674', '']","['27,815', '']","['27,697', '']","['26,615', '']","['12,187', '']","['19,335', '']","['21,289', '']","['19,742', '']"
5432,r021,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,20,"['26,240', '']","['26,391', '']","['23,553', '']","['26,463', '']","['16,068', '']","['14,929', '']","['13,519', '']","['18,638', '']"
5432,r022,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,21,"['22,291', '']","['26,179', '']","['26,674', '']","['26,281', '']","['16,063', '']","['17,984', '']","['18,349', '']","['16,969', '']"
5432,r023,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,22,"['24,903', '']","['24,980', '']","['27,643', '']","['24,984', '']","['19,868', '']","['19,691', '']","['19,614', '']","['17,822', '']"
5432,r024,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,23,"['26,966', '']","['24,822', '']","['24,752', '']","['23,596', '']","['16,792', '']","['15,236', '']","['14,747', '']","['13,625', '']"
5432,r025,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,24,"['20,023', '']","['17,663', '']","['16,998', '']","['23,427', '']","['12,914', '']","['10,856', '']","['8,294', '']","['13,661', '']"
5432,r026,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,25,"['22,816', '']","['23,102', '']","['23,806', '']","['21,371', '']","['17,661', '']","['16,380', '']","['15,939', '']","['14,450', '']"
5432,r027,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,26,"['18,886', '']","['19,057', '']","['22,458', '']","['21,007', '']","['14,851', '']","['15,524', '']","['17,794', '']","['17,224', '']"
5432,r028,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,27,"['18,362', '']","['19,371', '']","['22,848', '']","['19,948', '']","['15,206', '']","['16,100', '']","['18,504', '']","['16,693', '']"
5432,r029,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,28,"['13,303', '']","['14,819', '']","['15,318', '']","['19,417', '']","['8,151', '']","['8,549', '']","['8,498', '']","['9,235', '']"
5432,r030,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,29,"['18,622', '']","['16,964', '']","['19,123', '']","['19,281', '']","['16,595', '']","['15,446', '']","['17,410', '']","['17,789', '']"
5432,r031,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,30,"['12,763', '']","['15,858', '']","['19,017', '']","['19,060', '']","['5,510', '']","['6,607', '']","['7,922', '']","['8,114', '']"
5432,r032,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,31,"['16,075', '']","['16,589', '']","['18,441', '']","['18,770', '']","['9,540', '']","['9,934', '']","['11,538', '']","['10,987', '']"
5432,r033,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,32,"['17,691', '']","['19,108', '']","['21,835', '']","['17,848', '']","['7,900', '']","['9,529', '']","['12,329', '']","['9,751', '']"
5432,r034,All institutions -> U. Iowa,All institutions,U. Iowa,2,33,"['14,778', '']","['19,055', '']","['18,463', '']","['17,099', '']","['13,204', '']","['17,902', '']","['16,600', '']","['14,623', '']"
5432,r035,All institutions -> Rice U.,All institutions,Rice U.,2,34,"['15,070', '']","['14,060', '']","['16,234', '']","['16,107', '']","['9,312', '']","['8,839', '']","['9,712', '']","['9,200', '']"
5432,r036,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,35,"['15,114', '']","['16,252', '']","['16,720', '']","['15,639', '']","['10,239', '']","['10,939', '']","['11,107', '']","['10,607', '']"
5432,r037,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,36,"['12,441', '']","['18,337', '']","['17,918', '']","['15,418', '']","['7,509', '']","['8,597', '']","['10,063', '']","['8,508', '']"
5432,r038,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,37,"['9,867', '']","['16,452', '']","['16,586', '']","['14,842', '']","['3,941', '']","['10,735', '']","['10,808', '']","['9,760', '']"
5432,r039,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,38,"['10,754', '']","['10,236', '']","['13,871', '']","['14,669', '']","['7,366', '']","['6,782', '']","['7,738', '']","['10,138', '']"
5432,r040,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,39,"['13,129', '']","['14,239', '']","['15,954', '']","['14,458', '']","['6,461', '']","['7,143', '']","['8,777', '']","['8,139', '']"
5432,r041,"All institutions -> U. Tennessee, Knoxville<sup>c</sup>",All institutions,"U. Tennessee, Knoxville<sup>c</sup>",2,40,"['13,929', '']","['15,826', '']","['17,897', '']","['14,423', '']","['10,614', '']","['10,820', '']","['13,025', '']","['8,951', '']"
5432,r042,All institutions -> Boston U.,All institutions,Boston U.,2,41,"['13,878', '']","['14,384', '']","['14,758', '']","['14,002', '']","['9,644', '']","['9,806', '']","['9,580', '']","['9,963', '']"
5432,r043,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,42,"['12,155', '']","['14,148', '']","['14,926', '']","['13,851', '']","['7,393', '']","['8,197', '']","['8,553', '']","['9,293', '']"
5432,r044,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,43,"['15,963', '']","['15,119', '']","['15,908', '']","['13,795', '']","['11,773', '']","['10,574', '']","['11,136', '']","['9,346', '']"
5432,r045,All institutions -> U. Florida,All institutions,U. Florida,2,44,"['11,739', '']","['10,474', '']","['11,707', '']","['13,128', '']","['7,480', '']","['6,922', '']","['8,198', '']","['9,258', '']"
5432,r046,All institutions -> New York U.,All institutions,New York U.,2,45,"['9,106', '']","['11,661', '']","['11,615', '']","['12,945', '']","['5,491', '']","['7,093', '']","['7,180', '']","['6,927', '']"
5432,r047,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,46,"['18,822', '']","['10,341', '']","['11,380', '']","['12,903', '']","['10,751', '']","['7,595', '']","['7,578', '']","['6,212', '']"
5432,r048,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,47,"['12,062', '']","['7,165', '']","['10,702', '']","['12,725', '']","['8,158', '']","['7,148', '']","['7,561', '']","['9,642', '']"
5432,r049,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,48,"['9,884', '']","['10,413', '']","['11,698', '']","['12,711', '']","['7,078', '']","['7,634', '']","['7,954', '']","['8,026', '']"
5432,r050,All institutions -> U. Chicago,All institutions,U. Chicago,2,49,"['16,495', '']","['13,301', '']","['12,617', '']","['12,688', '']","['13,921', '']","['11,582', '']","['10,463', '']","['10,586', '']"
5432,r051,All institutions -> Duke U.,All institutions,Duke U.,2,50,"['9,567', '']","['10,029', '']","['10,465', '']","['12,587', '']","['8,887', '']","['9,104', '']","['9,595', '']","['10,780', '']"
5432,r052,All institutions -> Washington State U.,All institutions,Washington State U.,2,51,"['20,631', '']","['17,436', '']","['16,288', '']","['12,549', '']","['7,074', '']","['6,667', '']","['7,330', '']","['6,837', '']"
5432,r053,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,52,"['12,970', '']","['12,359', '']","['11,934', '']","['12,338', '']","['5,930', '']","['6,077', '']","['5,865', '']","['6,395', '']"
5432,r054,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,53,"['22,538', '']","['10,285', '']","['11,102', '']","['12,331', '']","['20,655', '']","['8,485', '']","['8,586', '']","['9,642', '']"
5432,r055,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,54,"['10,903', '']","['10,786', '']","['11,930', '']","['12,224', '']","['8,231', '']","['8,255', '']","['8,914', '']","['10,220', '']"
5432,r056,All institutions -> Catholic U. of America,All institutions,Catholic U. of America,2,55,"['8,497', '']","['9,434', '']","['11,192', '']","['12,213', '']","['8,059', '']","['9,090', '']","['10,760', '']","['11,952', '']"
5432,r057,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,56,"['11,250', '']","['10,542', '']","['10,632', '']","['12,021', '']","['3,957', '']","['3,205', '']","['3,832', '']","['4,677', '']"
5432,r058,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,57,"['11,390', '']","['11,087', '']","['12,427', '']","['11,892', '']","['6,972', '']","['6,198', '']","['7,871', '']","['7,182', '']"
5432,r059,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,58,"['10,517', '']","['10,671', '']","['11,957', '']","['11,615', '']","['7,474', '']","['7,424', '']","['7,674', '']","['7,012', '']"
5432,r060,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,59,"['9,369', '']","['9,912', '']","['9,879', '']","['11,458', '']","['5,486', '']","['5,648', '']","['5,753', '']","['6,254', '']"
5432,r061,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,60,"['8,966', '']","['10,412', '']","['9,378', '']","['10,782', '']","['5,830', '']","['5,879', '']","['6,027', '']","['6,615', '']"
5432,r062,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,61,"['7,864', '']","['8,318', '']","['8,412', '']","['10,472', '']","['5,933', '']","['5,441', '']","['6,000', '']","['8,065', '']"
5432,r063,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,62,"['10,597', '']","['10,035', '']","['10,672', '']","['10,195', '']","['7,324', '']","['6,947', '']","['7,553', '']","['7,160', '']"
5432,r064,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,63,"['10,264', '']","['9,237', '']","['11,440', '']","['9,629', '']","['6,874', '']","['6,218', '']","['7,811', '']","['5,770', '']"
5432,r065,All institutions -> U. Arizona,All institutions,U. Arizona,2,64,"['7,069', '']","['6,151', '']","['8,970', '']","['9,230', '']","['4,414', '']","['3,972', '']","['5,354', '']","['5,464', '']"
5432,r066,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,65,"['6,297', '']","['4,734', '']","['7,183', '']","['9,194', '']","['5,038', '']","['4,223', '']","['4,393', '']","['5,188', '']"
5432,r067,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,66,"['7,430', '']","['7,256', '']","['7,403', '']","['8,927', '']","['4,150', '']","['3,763', '']","['4,709', '']","['4,976', '']"
5432,r068,All institutions -> U. Houston,All institutions,U. Houston,2,67,"['6,366', '']","['5,168', '']","['7,839', '']","['8,637', '']","['3,696', '']","['2,845', '']","['3,366', '']","['2,775', '']"
5432,r069,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,68,"['9,296', '']","['9,209', '']","['9,772', '']","['8,507', '']","['6,629', '']","['6,891', '']","['6,844', '']","['6,176', '']"
5432,r070,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,69,"['6,958', '']","['8,725', '']","['8,878', '']","['8,209', '']","['5,625', '']","['6,066', '']","['6,186', '']","['6,007', '']"
5432,r071,All institutions -> Florida International U.,All institutions,Florida International U.,2,70,"['5,299', '']","['6,587', '']","['5,911', '']","['8,185', '']","['2,400', '']","['3,399', '']","['3,113', '']","['3,976', '']"
5432,r072,All institutions -> Brown U.,All institutions,Brown U.,2,71,"['8,325', '']","['9,766', '']","['7,636', '']","['7,968', '']","['4,400', '']","['4,482', '']","['4,358', '']","['3,718', '']"
5432,r073,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,72,"['5,202', '']","['4,949', '']","['5,792', '']","['7,884', '']","['3,966', '']","['3,690', '']","['4,579', '']","['5,874', '']"
5432,r074,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,73,"['5,107', '']","['7,303', '']","['6,710', '']","['7,842', '']","['2,707', '']","['3,557', '']","['4,225', '']","['5,012', '']"
5432,r075,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,74,"['5,637', '']","['6,511', '']","['7,909', '']","['7,831', '']","['3,061', '']","['3,627', '']","['4,538', '']","['4,788', '']"
5432,r076,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,75,"['9,391', '']","['10,631', '']","['8,707', '']","['7,810', '']","['5,912', '']","['6,494', '']","['6,067', '']","['5,765', '']"
5432,r077,All institutions -> Air Force Institute of Technology,All institutions,Air Force Institute of Technology,2,76,"['4,668', '']","['5,871', '']","['8,478', '']","['7,796', '']","['3,505', '']","['4,241', '']","['4,457', '']","['4,973', '']"
5432,r078,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,77,"['8,420', '']","['7,903', '']","['6,917', '']","['7,777', '']","['7,357', '']","['6,997', '']","['5,889', '']","['6,880', '']"
5432,r079,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,78,"['8,796', '']","['7,349', '']","['8,361', '']","['7,658', '']","['6,115', '']","['4,968', '']","['5,816', '']","['5,768', '']"
5432,r080,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,79,"['8,265', '']","['7,096', '']","['6,641', '']","['7,419', '']","['1,316', '']","['1,194', '']","['1,656', '']","['1,215', '']"
5432,r081,All institutions -> U. Oregon,All institutions,U. Oregon,2,80,"['6,458', '']","['5,695', '']","['7,523', '']","['7,248', '']","['4,846', '']","['4,294', '']","['4,467', '']","['4,826', '']"
5432,r082,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,81,"['7,496', '']","['7,803', '']","['7,057', '']","['6,991', '']","['5,082', '']","['5,071', '']","['5,048', '']","['4,865', '']"
5432,r083,All institutions -> Brandeis U.,All institutions,Brandeis U.,2,82,"['7,256', 'i']","['7,129', '']","['7,551', '']","['6,866', '']","['5,603', '']","['4,919', '']","['5,958', '']","['5,523', '']"
5432,r084,All institutions -> Temple U.,All institutions,Temple U.,2,83,"['5,933', '']","['5,366', '']","['5,717', '']","['6,708', '']","['3,959', '']","['3,696', '']","['4,069', '']","['3,720', '']"
5432,r085,"All institutions -> SUNY, Binghamton U.",All institutions,"SUNY, Binghamton U.",2,84,"['4,167', '']","['6,720', '']","['3,930', '']","['6,624', '']","['861', '']","['1,096', '']","['1,121', '']","['2,318', '']"
5432,r086,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,85,"['8,290', '']","['10,329', '']","['8,327', '']","['6,526', '']","['6,650', '']","['8,049', '']","['6,609', '']","['4,260', '']"
5432,r087,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,86,"['3,570', '']","['4,081', '']","['3,526', '']","['6,397', '']","['2,746', '']","['3,088', '']","['2,731', '']","['3,054', '']"
5432,r088,All institutions -> Naval Postgraduate School,All institutions,Naval Postgraduate School,2,87,"['3,524', '']","['4,310', '']","['6,126', '']","['6,244', '']","['2,864', '']","['3,074', '']","['5,302', '']","['6,178', '']"
5432,r089,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,88,"['4,871', '']","['5,973', '']","['6,330', '']","['6,034', '']","['3,378', '']","['3,604', '']","['3,691', '']","['4,609', '']"
5432,r090,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,89,"['2,964', '']","['3,119', '']","['3,921', '']","['5,833', '']","['2,209', '']","['1,955', '']","['2,939', '']","['4,763', '']"
5432,r091,All institutions -> Clemson U.,All institutions,Clemson U.,2,90,"['5,009', '']","['5,148', '']","['5,861', '']","['5,747', '']","['3,499', '']","['3,171', '']","['3,703', '']","['3,820', '']"
5432,r092,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,91,"['7,143', '']","['6,368', '']","['4,948', '']","['5,727', '']","['5,452', '']","['4,558', '']","['4,548', '']","['5,143', '']"
5432,r093,All institutions -> U. Southern California,All institutions,U. Southern California,2,92,"['3,218', '']","['2,735', '']","['4,410', '']","['5,508', '']","['2,444', '']","['2,715', '']","['3,439', '']","['4,861', '']"
5432,r094,All institutions -> U. Delaware,All institutions,U. Delaware,2,93,"['4,954', '']","['5,605', '']","['5,499', '']","['5,429', '']","['4,243', '']","['4,747', '']","['4,630', '']","['4,452', '']"
5432,r095,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,94,"['3,180', '']","['3,128', '']","['4,841', '']","['5,398', '']","['2,657', '']","['2,689', '']","['4,336', '']","['5,059', '']"
5432,r096,All institutions -> William & Mary,All institutions,William & Mary,2,95,"['4,933', '']","['4,520', '']","['5,788', '']","['5,280', '']","['4,327', '']","['3,600', '']","['3,752', '']","['4,049', '']"
5432,r097,All institutions -> U. Maine,All institutions,U. Maine,2,96,"['3,181', '']","['4,442', '']","['5,457', '']","['5,264', '']","['674', '']","['1,633', '']","['1,844', '']","['1,648', '']"
5432,r098,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,97,"['2,178', '']","['3,845', '']","['2,216', '']","['5,219', '']","['1,230', '']","['1,675', '']","['1,749', '']","['2,914', '']"
5432,r099,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,98,"['5,829', '']","['6,274', '']","['5,476', '']","['5,060', '']","['4,997', '']","['5,461', '']","['4,827', '']","['4,606', '']"
5432,r100,All institutions -> Old Dominion U.,All institutions,Old Dominion U.,2,99,"['4,377', '']","['3,875', '']","['4,709', '']","['4,731', '']","['3,559', '']","['3,276', '']","['3,606', '']","['3,510', '']"
5432,r101,All institutions -> U. Toledo,All institutions,U. Toledo,2,100,"['5,198', '']","['5,693', '']","['4,115', '']","['4,645', '']","['1,730', '']","['2,781', '']","['2,724', '']","['3,237', '']"
5432,r102,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,101,"['2,924', '']","['3,429', '']","['3,654', '']","['4,604', '']","['552', '']","['875', '']","['1,164', '']","['1,357', '']"
5432,r103,All institutions -> George Washington U.,All institutions,George Washington U.,2,102,"['3,048', '']","['3,699', '']","['4,108', '']","['4,334', '']","['2,269', '']","['2,771', '']","['3,354', '']","['3,597', '']"
5432,r104,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,103,"['3,209', '']","['3,575', '']","['3,370', '']","['4,313', '']","['1,807', '']","['1,747', '']","['1,765', '']","['2,292', '']"
5432,r105,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,104,"['5,644', '']","['4,344', '']","['3,989', '']","['4,272', '']","['5,086', '']","['3,967', '']","['3,620', '']","['3,846', '']"
5432,r106,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,105,"['2,729', '']","['3,086', '']","['3,774', '']","['4,254', '']","['1,999', '']","['1,858', '']","['2,463', '']","['3,017', '']"
5432,r107,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,106,"['4,544', '']","['4,126', '']","['3,942', '']","['4,235', '']","['3,498', '']","['2,695', '']","['2,118', '']","['2,590', '']"
5432,r108,"All institutions -> U. South Florida, Tampa",All institutions,"U. South Florida, Tampa",2,107,"['4,385', '']","['5,096', '']","['4,440', '']","['4,213', '']","['2,577', '']","['2,761', '']","['2,225', '']","['2,114', '']"
5432,r109,All institutions -> Northern Illinois U.,All institutions,Northern Illinois U.,2,108,"['4,254', '']","['4,988', '']","['4,823', '']","['4,024', '']","['3,100', '']","['3,136', '']","['3,311', '']","['2,567', '']"
5432,r110,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,109,"['4,298', '']","['3,897', '']","['4,040', '']","['4,021', '']","['3,951', '']","['3,677', '']","['3,914', '']","['3,792', '']"
5432,r111,All institutions -> Ohio U.,All institutions,Ohio U.,2,110,"['4,731', 'i']","['4,602', 'i']","['3,859', '']","['3,971', '']","['2,631', '']","['2,373', '']","['2,386', '']","['2,885', '']"
5432,r112,All institutions -> American U.,All institutions,American U.,2,111,"['1,853', '']","['2,245', '']","['3,303', '']","['3,867', '']","['1,344', '']","['1,768', '']","['2,732', '']","['3,205', '']"
5432,r113,All institutions -> Delaware State U.,All institutions,Delaware State U.,2,112,"['2,928', '']","['2,434', '']","['3,716', '']","['3,848', 'i']","['2,182', '']","['1,567', '']","['1,158', '']","['1,207', 'i']"
5432,r114,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,113,"['4,724', '']","['4,989', '']","['3,765', '']","['3,807', '']","['3,934', '']","['3,504', '']","['1,321', '']","['982', '']"
5432,r115,All institutions -> Missouri U. of Science and Technology,All institutions,Missouri U. of Science and Technology,2,114,"['687', '']","['1,019', '']","['1,017', '']","['3,792', '']","['638', '']","['978', '']","['620', '']","['2,758', '']"
5432,r116,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,115,"['3,433', '']","['2,366', '']","['2,937', '']","['3,751', '']","['2,976', '']","['1,928', '']","['2,534', '']","['3,116', '']"
5432,r117,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,116,"['4,579', '']","['4,059', '']","['4,090', '']","['3,748', '']","['1,772', '']","['1,430', '']","['1,511', '']","['1,542', '']"
5432,r118,All institutions -> U. Miami,All institutions,U. Miami,2,117,"['5,579', '']","['4,079', '']","['4,465', '']","['3,713', '']","['3,999', '']","['3,451', '']","['4,041', '']","['3,161', '']"
5432,r119,"All institutions -> U. North Texas, Denton",All institutions,"U. North Texas, Denton",2,118,"['1,538', '']","['2,044', '']","['3,517', '']","['3,689', '']","['910', '']","['1,240', '']","['1,445', '']","['1,222', '']"
5432,r120,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,119,"['4,784', '']","['5,025', '']","['4,317', '']","['3,654', '']","['3,054', '']","['3,666', '']","['2,614', '']","['2,469', '']"
5432,r121,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,120,"['2,480', '']","['3,078', '']","['2,437', '']","['3,530', '']","['1,835', '']","['2,575', '']","['2,287', '']","['2,568', '']"
5432,r122,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,121,"['4,396', '']","['4,227', '']","['4,236', '']","['3,526', '']","['2,474', '']","['2,949', '']","['2,998', '']","['2,412', '']"
5432,r123,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,122,"['2,983', '']","['3,316', '']","['3,369', '']","['3,504', '']","['2,305', '']","['2,468', '']","['2,219', '']","['2,160', '']"
5432,r124,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,123,"['3,286', '']","['4,773', '']","['4,710', '']","['3,475', '']","['1,392', '']","['2,737', '']","['2,424', '']","['1,138', '']"
5432,r125,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,124,"['9,902', '']","['9,092', '']","['6,020', '']","['3,443', '']","['8,540', '']","['7,613', '']","['2,544', '']","['2,486', '']"
