table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_agencies,field_doc,field_dod,field_doe,field_ed,field_epa,field_hhs,field_nasa,field_nsf,field_usda,field_othera
7325,r001,All institutions,All institutions,,1,-,39122152.2,415665.2,2751584.8,1672534.7,208384.5,32792.0,24883354.4,1324030.5,6170452.2,1047286.4,616067.6
7325,r002,All institutions -> Johns Hopkins U.,All institutions,Johns Hopkins U.,2,1,1952917.9,2234.2,908394.8,6021.0,187.2,0.0,794372.4,200699.7,36703.6,930.0,3375.0
7325,r003,All institutions -> U. Michigan,All institutions,U. Michigan,2,2,803815.3,5830.4,6516.8,25748.0,1647.7,0.0,626732.1,16562.1,107602.2,701.8,12474.1
7325,r004,All institutions -> U. Washington,All institutions,U. Washington,2,3,788696.3,21440.3,41755.5,30509.1,6944.1,0.0,548975.5,17169.6,101754.0,4471.1,15677.1
7325,r005,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,4,780943.4,279.0,3250.0,25053.7,1167.2,0.0,668846.5,17304.9,64377.4,311.1,353.5
7325,r006,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,5,755054.7,4071.4,3479.9,9511.0,172.4,799.7,612044.9,19876.1,104640.3,60.0,399.0
7325,r007,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,6,692869.5,7890.9,530267.8,17622.5,0.0,0.0,44466.6,11234.4,66033.6,663.1,14690.7
7325,r008,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,7,685422.5,0.0,0.0,0.0,250.0,0.0,672847.2,0.0,12325.3,0.0,0.0
7325,r009,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,8,675097.2,11573.1,21386.3,23467.4,238.6,0.0,502104.7,5692.2,109316.1,1102.5,216.3
7325,r010,All institutions -> Duke U.,All institutions,Duke U.,2,9,656151.8,0.0,3786.7,15186.0,706.5,799.8,597979.6,1602.6,34870.2,131.6,1088.8
7325,r011,All institutions -> Stanford U.,All institutions,Stanford U.,2,10,651155.6,294.2,6773.0,24771.0,472.2,0.0,530900.9,18117.7,68381.5,175.0,1270.2
7325,r012,All institutions -> U. Pittsburgh,All institutions,U. Pittsburgh,2,11,632354.8,0.0,16894.4,4070.6,0.0,0.0,576943.7,1718.4,31432.7,0.0,1294.9
7325,r013,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,12,625807.8,0.0,1376.4,5896.8,372.5,0.0,569169.7,2344.5,45971.5,176.3,500.0
7325,r014,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,13,579210.8,27018.7,3653.9,21456.1,952.9,396.1,340092.9,67965.5,113191.1,1470.7,3012.7
7325,r015,All institutions -> Yale U.,All institutions,Yale U.,2,14,574524.7,530.5,529.2,8268.5,85.0,0.0,529013.7,2252.1,31846.6,1557.9,441.3
7325,r016,"All institutions -> U. North Carolina, The, Chapel Hill",All institutions,"U. North Carolina, The, Chapel Hill",2,15,572213.9,0.0,1635.2,10109.3,271.5,630.0,501858.2,1174.2,43265.7,165.0,13104.7
