table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_level_5,industry_hierarchy_depth,field_naics_code,field_company_size_domestic_employees_all_companies,field_company_size_domestic_employees_10_19a,field_company_size_domestic_employees_20_49,field_company_size_domestic_employees_50_99,field_company_size_domestic_employees_100_249,field_company_size_domestic_employees_250_499,field_company_size_domestic_employees_500_999,field_company_size_domestic_employees_1_000_4_999,field_company_size_domestic_employees_5_000_9_999,field_company_size_domestic_employees_10_000_24_999,field_company_size_domestic_employees_25_000_or_more
12286,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['608,058', '  ']","['4,009', '  ']","['12,788', '  ']","['13,274', '  ']","['24,844', '  ']","['26,469', '  ']","['29,007', '  ']","['94,615', '  ']","['54,018', '  ']","['96,071', '  ']","['252,964', '  ']"
12286,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['326,998', '  ']","['1,145', '  ']","['5,756', '  ']","['7,457', '  ']","['14,232', '  ']","['16,390', '  ']","['15,488', '  ']","['48,864', '  ']","['34,979', '  ']","['68,670', '  ']","['114,017', '  ']"
12286,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['D', '  ']","['1', '  ']","['D', '  ']","['91', '  ']","['D', '  ']","['1,174', 'r ']","['348', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['1,612', '  ']"
12286,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['660', '  ']","['*', '  ']","['43', 'r ']","['27', '  ']","['28', '  ']","['23', '  ']","['20', '  ']","['117', '  ']","['285', '  ']","['80', '  ']","['38', '  ']"
12286,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['D', '  ']","['D', '  ']","['9', '  ']","['D', '  ']","['45', '  ']","['22', '  ']","['48', '  ']","['155', '  ']","['241', '  ']","['80', '  ']","['0', '  ']"
12286,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['254', '  ']","['1', 'r ']","['27', 'r ']","['5', '  ']","['12', '  ']","['3', '  ']","['8', '  ']","['34', '  ']","['67', '  ']","['97', '  ']","['0', '  ']"
12286,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['1,004', '  ']","['2', '  ']","['4', '  ']","['1', '  ']","['37', '  ']","['21', '  ']","['21', '  ']","['183', '  ']","['129', '  ']","['313', '  ']","['292', '  ']"
12286,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['164', '  ']","['*', '  ']","['3', '  ']","['8', '  ']","['25', '  ']","['32', '  ']","['6', '  ']","['6', 'i ']","['12', '  ']","['72', 'i ']","['0', '  ']"
12286,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['856', '  ']","['1', 'r ']","['1', '  ']","['18', '  ']","['8', '  ']","['18', '  ']","['77', '  ']","['87', '  ']","['9', '  ']","['636', '  ']","['0', '  ']"
12286,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['113,518', '  ']","['D', '  ']","['3,050', '  ']","['4,063', '  ']","['7,565', '  ']","['8,981', '  ']","['6,712', '  ']","['16,025', '  ']","['D', '  ']","['31,838', '  ']","['26,464', '  ']"
12286,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['D', '  ']","['*', '  ']","['D', '  ']","['D', '  ']","['211', '  ']","['302', '  ']","['195', '  ']","['D', '  ']","['482', '  ']","['422', '  ']","['0', '  ']"
12286,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['1,413', '  ']","['6', '  ']","['D', '  ']","['D', '  ']","['100', '  ']","['D', '  ']","['111', '  ']","['D', '&nbsp;']","['0', '  ']","['D', '  ']","['D', '  ']"
12286,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['D', '  ']","['2', '  ']","['D', '  ']","['40', '  ']","['D', '  ']","['23', '  ']","['1', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['0', '  ']"
12286,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['104,720', '  ']","['D', '  ']","['2,752', '  ']","['3,881', '  ']","['7,061', '  ']","['8,437', '  ']","['6,311', '  ']","['13,698', '  ']","['D', '  ']","['29,653', '  ']","['D', '  ']"
