table_id,row_id,_b_detailed_field_b_full_path,_b_detailed_field_b_level_1,_b_detailed_field_b_level_2,_b_detailed_field_b_level_3,_b_detailed_field_b_level_4,_b_detailed_field_b_hierarchy_depth,field_all_graduate_students_total_number,field_all_graduate_students_total_percent,field_all_graduate_students_full_time_all_full_time_number,field_all_graduate_students_full_time_all_full_time_percent,field_all_graduate_students_full_time_first_time_full_time_number,field_all_graduate_students_full_time_first_time_full_time_percent,field_all_graduate_students_part_time_number,field_all_graduate_students_part_time_percent,field_master_s_students_total_number,field_master_s_students_total_percent,field_master_s_students_full_time_all_full_time_number,field_master_s_students_full_time_all_full_time_percent,field_master_s_students_full_time_first_time_full_time_number,field_master_s_students_full_time_first_time_full_time_percent,field_master_s_students_part_time_number,field_master_s_students_part_time_percent,field_doctoral_students_total_number,field_doctoral_students_total_percent,field_doctoral_students_full_time_all_full_time_number,field_doctoral_students_full_time_all_full_time_percent,field_doctoral_students_full_time_first_time_full_time_number,field_doctoral_students_full_time_first_time_full_time_percent,field_doctoral_students_part_time_number,field_doctoral_students_part_time_percent
6089,r087,"All detailed fields -> Engineering -> Civil, environmental, transportation and related engineering fields",All detailed fields,Engineering,"Civil, environmental, transportation and related engineering fields",,3,18304,2.6,12861,2.6,3453,2.4,5443,2.6,10819,2.6,6487,2.7,2583,2.5,4332,2.5,7485,2.6,6374,2.6,870,2.1,1111,3.1
6089,r088,"All detailed fields -> Engineering -> Civil, environmental, transportation and related engineering fields -> Civil engineering",All detailed fields,Engineering,"Civil, environmental, transportation and related engineering fields",Civil engineering,4,15220,2.2,10778,2.2,2920,2.0,4442,2.2,8703,2.1,5241,2.1,2174,2.1,3462,2.0,6517,2.3,5537,2.2,746,1.8,980,2.7
6089,r089,"All detailed fields -> Engineering -> Civil, environmental, transportation and related engineering fields -> Architectural, environmental, construction and surveying engineering",All detailed fields,Engineering,"Civil, environmental, transportation and related engineering fields","Architectural, environmental, construction and surveying engineering",4,3084,0.4,2083,0.4,533,0.4,1001,0.5,2116,0.5,1246,0.5,409,0.4,870,0.5,968,0.3,837,0.3,124,0.3,131,0.4
6089,r090,"All detailed fields -> Engineering -> Electrical, electronics, communications and computer engineering",All detailed fields,Engineering,"Electrical, electronics, communications and computer engineering",,3,43032,6.2,30503,6.2,6640,4.6,12529,6.1,25312,6.1,15329,6.3,4716,4.6,9983,5.9,17720,6.3,15174,6.1,1924,4.7,2546,7.1
6089,r091,"All detailed fields -> Engineering -> Electrical, electronics, communications and computer engineering -> Electrical, electronics, and communications engineering",All detailed fields,Engineering,"Electrical, electronics, communications and computer engineering","Electrical, electronics, and communications engineering",4,31440,4.5,22164,4.5,4745,3.3,9276,4.5,16746,4.0,9588,3.9,3147,3.1,7158,4.2,14694,5.2,12576,5.1,1598,3.9,2118,5.9
6089,r092,"All detailed fields -> Engineering -> Electrical, electronics, communications and computer engineering -> Computer engineering",All detailed fields,Engineering,"Electrical, electronics, communications and computer engineering",Computer engineering,4,11592,1.7,8339,1.7,1895,1.3,3253,1.6,8566,2.1,5741,2.4,1569,1.5,2825,1.7,3026,1.1,2598,1.0,326,0.8,428,1.2
6089,r093,"All detailed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",All detailed fields,Engineering,"Industrial, manufacturing, systems engineering and operations research",,3,14869,2.1,7728,1.6,2398,1.7,7141,3.5,11030,2.7,4820,2.0,1953,1.9,6210,3.6,3839,1.4,2908,1.2,445,1.1,931,2.6
6089,r094,"All detailed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research -> Industrial and manufacturing engineering",All detailed fields,Engineering,"Industrial, manufacturing, systems engineering and operations research",Industrial and manufacturing engineering,4,7982,1.1,4702,1.0,1253,0.9,3280,1.6,5569,1.3,2810,1.2,976,1.0,2759,1.6,2413,0.9,1892,0.8,277,0.7,521,1.5
6089,r095,"All detailed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research -> Systems engineering and operations research",All detailed fields,Engineering,"Industrial, manufacturing, systems engineering and operations research",Systems engineering and operations research,4,6887,1.0,3026,0.6,1145,0.8,3861,1.9,5461,1.3,2010,0.8,977,1.0,3451,2.0,1426,0.5,1016,0.4,168,0.4,410,1.1
6089,r096,All detailed fields -> Engineering -> Mechanical engineering,All detailed fields,Engineering,Mechanical engineering,,3,25782,3.7,18680,3.8,4785,3.3,7102,3.4,14305,3.5,8461,3.5,3343,3.3,5844,3.4,11477,4.1,10219,4.1,1442,3.5,1258,3.5
6089,r097,"All detailed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",All detailed fields,Engineering,"Metallurgical, mining, materials and related engineering fields",,3,7181,1.0,6063,1.2,1412,1.0,1118,0.5,2299,0.6,1566,0.6,690,0.7,733,0.4,4882,1.7,4497,1.8,722,1.8,385,1.1
6089,r098,All detailed fields -> Engineering -> Other engineering,All detailed fields,Engineering,Other engineering,,3,18261,2.6,10701,2.2,2692,1.9,7560,3.7,10881,2.6,4904,2.0,1780,1.7,5977,3.5,7380,2.6,5797,2.3,912,2.2,1583,4.4
6089,r099,All detailed fields -> Engineering -> Other engineering -> Agricultural engineering,All detailed fields,Engineering,Other engineering,Agricultural engineering,4,1058,0.2,833,0.2,133,0.1,225,0.1,404,0.1,282,0.1,75,0.1,122,0.1,654,0.2,551,0.2,58,0.1,103,0.3
6089,r100,"All detailed fields -> Engineering -> Other engineering -> Engineering mechanics, physics, and science",All detailed fields,Engineering,Other engineering,"Engineering mechanics, physics, and science",4,2208,0.3,1810,0.4,428,0.3,398,0.2,740,0.2,470,0.2,217,0.2,270,0.2,1468,0.5,1340,0.5,211,0.5,128,0.4
6089,r101,All detailed fields -> Engineering -> Other engineering -> Nuclear engineering,All detailed fields,Engineering,Other engineering,Nuclear engineering,4,1479,0.2,1144,0.2,215,0.2,335,0.2,441,0.1,304,0.1,110,0.1,137,0.1,1038,0.4,840,0.3,105,0.3,198,0.6
6089,r102,"All detailed fields -> Engineering -> Other engineering -> Engineering, other",All detailed fields,Engineering,Other engineering,"Engineering, other",4,13516,1.9,6914,1.4,1916,1.3,6602,3.2,9296,2.2,3848,1.6,1378,1.3,5448,3.2,4220,1.5,3066,1.2,538,1.3,1154,3.2
6089,r103,All detailed fields -> Health,All detailed fields,Health,,,2,75438,10.8,49734,10.1,19575,13.7,25704,12.5,60124,14.5,39178,16.1,17543,17.2,20946,12.3,15314,5.4,10556,4.3,2032,4.9,4758,13.3
6089,r104,All detailed fields -> Health -> Clinical medicine<sup>a</sup>,All detailed fields,Health,Clinical medicine<sup>a</sup>,,3,34544,5.0,20528,4.2,8911,6.2,14016,6.8,29748,7.2,17186,7.0,8213,8.0,12562,7.4,4796,1.7,3342,1.3,698,1.7,1454,4.1
6089,r105,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Medical clinical sciences and clinical and medical laboratory sciences ,All detailed fields,Health,Clinical medicine<sup>a</sup>,Medical clinical sciences and clinical and medical laboratory sciences ,4,1370,0.2,786,0.2,362,0.3,584,0.3,927,0.2,497,0.2,286,0.3,430,0.3,443,0.2,289,0.1,76,0.2,154,0.4
6089,r106,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Public health,All detailed fields,Health,Clinical medicine<sup>a</sup>,Public health,4,33174,4.8,19742,4.0,8549,6.0,13432,6.5,28821,7.0,16689,6.8,7927,7.8,12132,7.1,4353,1.5,3053,1.2,622,1.5,1300,3.6
6089,r107,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Anesthesiology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Anesthesiology,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
6089,r108,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Cardiology and cardiovascular disease,All detailed fields,Health,Clinical medicine<sup>a</sup>,Cardiology and cardiovascular disease,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
6089,r109,"All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Endocrinology, diabetes, and metabolism",All detailed fields,Health,Clinical medicine<sup>a</sup>,"Endocrinology, diabetes, and metabolism",4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
6089,r110,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Gastroenterology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Gastroenterology,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
6089,r111,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Hematology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Hematology,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
6089,r112,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Neurology and neurosurgery,All detailed fields,Health,Clinical medicine<sup>a</sup>,Neurology and neurosurgery,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
6089,r113,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Obstetrics and gynecology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Obstetrics and gynecology,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
6089,r114,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Oncology and cancer research,All detailed fields,Health,Clinical medicine<sup>a</sup>,Oncology and cancer research,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
6089,r115,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Ophthalmology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Ophthalmology,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
6089,r116,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Otorhinolaryngology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Otorhinolaryngology,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
6089,r117,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Pediatrics,All detailed fields,Health,Clinical medicine<sup>a</sup>,Pediatrics,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
6089,r118,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Psychiatry,All detailed fields,Health,Clinical medicine<sup>a</sup>,Psychiatry,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
6089,r119,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Pulmonary disease,All detailed fields,Health,Clinical medicine<sup>a</sup>,Pulmonary disease,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
6089,r120,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Radiological sciences,All detailed fields,Health,Clinical medicine<sup>a</sup>,Radiological sciences,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
6089,r121,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Surgery,All detailed fields,Health,Clinical medicine<sup>a</sup>,Surgery,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
6089,r122,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Clinical medicine nec,All detailed fields,Health,Clinical medicine<sup>a</sup>,Clinical medicine nec,4,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne,ne
6089,r123,All detailed fields -> Health -> Other health,All detailed fields,Health,Other health,,3,40894,5.9,29206,5.9,10664,7.4,11688,5.7,30376,7.3,21992,9.0,9330,9.1,8384,4.9,10518,3.7,7214,2.9,1334,3.2,3304,9.3
6089,r124,All detailed fields -> Health -> Other health -> Communication disorders sciences,All detailed fields,Health,Other health,Communication disorders sciences,4,17606,2.5,15468,3.1,6327,4.4,2138,1.0,16762,4.0,14708,6.0,6197,6.1,2054,1.2,844,0.3,760,0.3,130,0.3,84,0.2
6089,r125,All detailed fields -> Health -> Other health -> Dental sciences ,All detailed fields,Health,Other health,Dental sciences ,4,1583,0.2,1428,0.3,359,0.3,155,0.1,1366,0.3,1230,0.5,330,0.3,136,0.1,217,0.1,198,0.1,29,0.1,19,0.1
6089,r126,All detailed fields -> Health -> Other health -> Kinesiology and exercise science,All detailed fields,Health,Other health,Kinesiology and exercise science,4,6001,0.9,3986,0.8,1748,1.2,2015,1.0,4977,1.2,3221,1.3,1631,1.6,1756,1.0,1024,0.4,765,0.3,117,0.3,259,0.7
6089,r127,All detailed fields -> Health -> Other health -> Nursing science,All detailed fields,Health,Other health,Nursing science,4,4847,0.7,2041,0.4,426,0.3,2806,1.4,1488,0.4,256,0.1,51,0.05,1232,0.7,3359,1.2,1785,0.7,375,0.9,1574,4.4
6089,r128,All detailed fields -> Health -> Other health -> Pharmaceutical sciences,All detailed fields,Health,Other health,Pharmaceutical sciences,4,4512,0.6,3294,0.7,732,0.5,1218,0.6,1619,0.4,828,0.3,295,0.3,791,0.5,2893,1.0,2466,1.0,437,1.1,427,1.2
6089,r129,All detailed fields -> Health -> Other health -> Other health nec,All detailed fields,Health,Other health,Other health nec,4,6345,0.9,2989,0.6,1072,0.7,3356,1.6,4164,1.0,1749,0.7,826,0.8,2415,1.4,2181,0.8,1240,0.5,246,0.6,941,2.6
