table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total_employment,field_total_r_d_employment,field_researchersa_total,field_researchersa_with_phd,field_r_d_technicians_and_equivalent_staff,field_other_r_d_supporting_staff
6663,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['11,083', '']","['844', '']","['584', '']","['36', '']","['188', '']","['72', '']"
6663,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['7,429', '']","['447', '']","['351', '']","['25', '']","['60', '']","['36', '']"
6663,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['573', '']","['12', '']","['9', '']","['*', '']","['2', '']","['1', 'i']"
6663,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['458', '']","['3', '']","['2', '']","['1', '']","['1', '']","['*', '']"
6663,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['181', '']","['1', '']","['1', '']","['*', '']","['1', '']","['*', '']"
6663,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['11', '']","['*', '']","['*', '']","['*', '']","['*', '']","['*', '']"
6663,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['114', '']","['2', '']","['2', '']","['*', '']","['*', '']","['*', '']"
6663,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['43', 'i']","['*', 'i']","['*', 'i']","['0', '']","['*', '']","['*', 'i']"
6663,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['64', '']","['3', '']","['1', '']","['*', '']","['2', '']","['*', '']"
6663,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['988', '']","['70', '']","['46', '']","['7', '']","['11', '']","['12', '']"
6663,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['115', '']","['6', '']","['3', '']","['1', '']","['3', '']","['*', '']"
6663,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['74', '']","['4', '']","['2', '']","['*', '']","['1', '']","['*', '']"
6663,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['31', '']","['2', '']","['1', '']","['*', '']","['1', '']","['1', '']"
6663,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['421', '']","['45', '']","['31', '']","['5', '']","['4', '']","['10', '']"
6663,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['214', '']","['6', '']","['5', '']","['1', '']","['*', '']","['*', '']"
6663,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['134', '']","['7', '']","['5', '']","['*', '']","['1', '']","['*', '']"
6663,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['199', '']","['6', '']","['3', 'i']","['*', 'i']","['3', '']","['1', '']"
6663,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['67', 'i']","['1', 'i']","['*', 'i']","['*', 'i']","['*', 'i']","['*', '']"
6663,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['83', '']","['1', '']","['*', '']","['*', 'i']","['*', '']","['*', 'i']"
6663,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['171', '']","['2', '']","['2', '']","['*', '']","['*', '']","['*', '']"
6663,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['729', '']","['43', '']","['36', '']","['1', '']","['4', '']","['3', '']"
6663,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['80', '']","['9', '']","['7', '']","['*', 'i']","['1', '']","['*', '']"
6663,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['59', '']","['8', '']","['7', '']","['*', '']","['1', '']","['*', '']"
6663,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['112', '']","['5', '']","['5', '']","['*', '']","['*', '']","['*', '']"
6663,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['478', '']","['22', '']","['17', 'i']","['*', '']","['2', 'i']","['2', '']"
6663,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['1,358', '']","['182', '']","['153', '']","['8', 'i']","['17', 'i']","['12', 'i']"
6663,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['114', '']","['32', '']","['27', '']","['*', 'i']","['2', '']","['3', '']"
6663,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['581', '']","['85', '']","['78', '']","['5', 'i']","['6', '']","['2', 'i']"
6663,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['384', '']","['35', 'i']","['27', 'i']","['3', 'i']","['5', 'i']","['3', 'i']"
6663,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['85', '']","['8', 'i']","['5', 'i']","['1', 'i']","['2', 'i']","['1', 'i']"
6663,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['102', '']","['7', 'i']","['6', 'i']","['*', '']","['1', '']","['1', 'i']"
6663,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['196', '']","['20', '']","['16', '']","['2', '']","['2', 'i']","['1', 'i']"
6663,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['279', '']","['30', '']","['22', '']","['1', 'i']","['4', 'i']","['4', 'i']"
6663,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['458', '']","['23', 'i']","['19', 'i']","['3', 'i']","['3', '']","['1', '']"
6663,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['1,280', '']","['72', '']","['60', '']","['3', '']","['8', '']","['4', '']"
6663,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['1,080', '']","['61', '']","['50', '']","['2', '']","['7', '']","['4', '']"
6663,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['130', '']","['8', '']","['7', '']","['*', '']","['1', '']","['*', '']"
6663,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['130', '']","['8', '']","['7', '']","['*', '']","['1', '']","['*', '']"
6663,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['*', '']","['*', '']","['*', '']","['0', '']","['0', '']","['0', '']"
6663,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['*', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6663,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['70', '']","['3', 'i']","['2', 'i']","['*', 'i']","['*', 'i']","['*', 'i']"
6663,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['25', '']","['*', '']","['*', '']","['0', '']","['*', '']","['*', '']"
6663,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['630', '']","['26', '']","['17', '']","['1', '']","['7', '']","['2', '']"
6663,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['492', '']","['23', '']","['16', '']","['1', '']","['6', '']","['1', '']"
6663,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['137', '']","['3', '']","['2', 'i']","['*', 'i']","['1', '']","['*', '']"
