table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_intramurala,field_extramural_united_states_and_u_s_territories_industry,field_extramural_united_states_and_u_s_territories_industry_administered_ffrdcs,field_extramural_united_states_and_u_s_territories_universities_and_colleges,field_extramural_united_states_and_u_s_territories_university_administered_ffrdcs,field_extramural_united_states_and_u_s_territories_other_nonprofits,field_extramural_united_states_and_u_s_territories_nonprofit_administered_ffrdcs,field_extramural_united_states_and_u_s_territories_state_local_governments,field_extramural_foreign
6363,r001,All agencies,All agencies,,,,,1,41231293.0,8291797.3,2714811.5,780815.5,19526242.0,3527063.2,4276059.2,1781301.7,113739.0,219463.6
6363,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,
6363,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,1236053.6,817601.2,743.1,0.0,393250.5,0.0,20518.9,0.0,2065.6,1874.4
6363,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,793500.0,727638.2,0.0,0.0,58723.0,0.0,5366.9,0.0,112.1,1659.8
6363,r005,All agencies -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,21046.0,14803.1,0.0,0.0,6242.9,0.0,0.0,0.0,0.0,0.0
6363,r006,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,73307.6,66065.8,38.6,0.0,5972.2,0.0,188.9,0.0,827.5,214.6
6363,r007,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,348200.0,9094.0,704.5,0.0,322312.4,0.0,14963.1,0.0,1125.9,0.0
6363,r008,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,275172.5,259662.4,5233.6,0.0,8578.7,0.0,1379.6,0.0,0.0,318.3
6363,r009,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,275172.5,259662.4,5233.6,0.0,8578.7,0.0,1379.6,0.0,0.0,318.3
6363,r010,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,2667604.9,447214.0,375875.0,17240.5,1594503.2,19561.0,105552.5,39116.0,156.6,68386.1
6363,r011,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,524282.0,14093.2,145195.1,12028.8,279185.5,6521.7,49749.7,8783.7,0.0,8724.5
6363,r012,All agencies -> Departments -> Department of Defense -> Defense Health Agency,All agencies,Departments,Department of Defense,Defense Health Agency,,4,10415.6,4769.2,1482.6,0.0,540.1,0.0,3621.7,2.0,0.0,0.0
6363,r013,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,496355.3,70047.5,31563.9,108.0,368146.2,430.0,5335.6,545.7,14.7,20163.9
6363,r014,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,552996.5,32792.2,108584.9,9.9,346174.1,11543.4,12811.9,21569.4,0.0,19510.7
6363,r015,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,719171.6,241580.9,26312.0,1632.1,397974.4,0.0,31728.5,366.8,141.9,19435.1
6363,r016,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,364383.9,83931.0,62736.5,3461.7,202483.0,1065.9,2305.1,7848.6,0.0,552.0
6363,r017,All agencies -> Departments -> Department of Education,All agencies,Departments,Department of Education,,,3,42137.3,1931.4,95.5,0.0,33237.0,0.0,5800.1,0.0,1073.4,0.0
6363,r018,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,5477355.7,588660.2,133760.8,315482.7,381960.8,2305295.4,17609.7,1703484.8,31101.3,0.0
6363,r019,All agencies -> Departments -> Department of Energy -> Electricity Delivery and Energy Reliability,All agencies,Departments,Department of Energy,Electricity Delivery and Energy Reliability,,4,12943.0,295.9,852.9,3018.1,1535.0,1296.4,904.7,5000.0,40.0,0.0
6363,r020,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,1701.0,0.0,0.0,0.0,1701.0,0.0,0.0,0.0,0.0,0.0
6363,r021,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,125502.7,0.0,3221.7,74313.8,10068.6,7951.7,150.0,29796.8,0.0,0.0
6363,r022,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,125502.7,0.0,3221.7,74313.8,10068.6,7951.7,150.0,29796.8,0.0,0.0
6363,r023,"All agencies -> Departments -> Department of Energy -> Office of Cybersecurity, Energy Security, and Emergency Response",All agencies,Departments,Department of Energy,"Office of Cybersecurity, Energy Security, and Emergency Response",,4,1870.0,1870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6363,r024,All agencies -> Departments -> Department of Energy -> Office of Science,All agencies,Departments,Department of Energy,Office of Science,,4,5335339.0,586494.3,129686.1,238150.8,368656.2,2296047.3,16555.0,1668687.9,31061.4,0.0
6363,r025,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,21759200.3,4507131.4,1082134.6,438939.6,11811709.8,10337.0,3700941.7,18242.4,62776.9,126986.8
6363,r026,All agencies -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,,4,56766.4,26289.1,377.5,0.0,23428.5,0.0,3563.4,0.0,3108.0,0.0
6363,r027,All agencies -> Departments -> Department of Health and Human Services -> Health Resources and Services Administration,All agencies,Departments,Department of Health and Human Services,Health Resources and Services Administration,,4,2433.9,2433.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6363,r028,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,21700000.0,4478408.4,1081757.1,438939.6,11788281.4,10337.0,3697378.4,18242.4,59668.9,126986.8
6363,r029,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,53393.8,6000.0,24499.8,500.0,21894.1,0.0,0.0,500.0,0.0,0.0
6363,r030,All agencies -> Departments -> Department of Homeland Security -> Countering Weapons of Mass Destruction Office,All agencies,Departments,Department of Homeland Security,Countering Weapons of Mass Destruction Office,,4,8393.8,0.0,499.8,0.0,7894.1,0.0,0.0,0.0,0.0,0.0
6363,r031,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,45000.0,6000.0,24000.0,500.0,14000.0,0.0,0.0,500.0,0.0,0.0
6363,r032,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,86260.8,77870.6,202.1,0.0,6727.3,0.0,231.4,0.0,1229.4,0.0
6363,r033,All agencies -> Departments -> Department of the Interior -> Bureau of Safety and Environmental Enforcement,All agencies,Departments,Department of the Interior,Bureau of Safety and Environmental Enforcement,,4,1071.0,1045.6,25.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6363,r034,All agencies -> Departments -> Department of the Interior -> National Park Service,All agencies,Departments,Department of the Interior,National Park Service,,4,865.9,0.0,0.0,0.0,865.9,0.0,0.0,0.0,0.0,0.0
6363,r035,All agencies -> Departments -> Department of the Interior -> U.S. Geological Survey,All agencies,Departments,Department of the Interior,U.S. Geological Survey,,4,84324.0,76824.9,176.8,0.0,5861.5,0.0,231.4,0.0,1229.4,0.0
6363,r036,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,783.1,0.0,0.0,0.0,783.1,0.0,0.0,0.0,0.0,0.0
6363,r037,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,783.1,0.0,0.0,0.0,783.1,0.0,0.0,0.0,0.0,0.0
6363,r038,All agencies -> Departments -> Department of Veterans Affairs,All agencies,Departments,Department of Veterans Affairs,,,3,669822.6,669822.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6363,r039,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,,,,,,
6363,r040,All agencies -> Other agencies -> Agency for International Development,All agencies,Other agencies,Agency for International Development,,,3,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6363,r041,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,3241916.9,693912.6,830296.4,8652.7,611831.9,927356.5,149222.1,15030.7,2585.8,3028.2
6363,r042,All agencies -> Other agencies -> National Science Foundation,All agencies,Other agencies,National Science Foundation,,,3,5505381.4,8331.0,261970.7,0.0,4659365.6,264513.3,274803.3,4777.7,12750.0,18869.8
6363,r043,All agencies -> Other agencies -> Nuclear Regulatory Commission,All agencies,Other agencies,Nuclear Regulatory Commission,,,3,2550.1,0.0,0.0,0.0,2400.1,0.0,0.0,150.0,0.0,0.0
6363,r044,All agencies -> Other agencies -> Smithsonian Institution,All agencies,Other agencies,Smithsonian Institution,,,3,213560.0,213560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
