table_id,row_id,region_country_or_economy_full_path,region_country_or_economy_level_1,region_country_or_economy_level_2,region_country_or_economy_level_3,region_country_or_economy_level_4,region_country_or_economy_hierarchy_depth,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
6237,r001,World,World,,,,1,240881,268859,295987,315110,353353,396757,453401,418029,471827,516978,529013,550818,567947,554425,566412,613035,658098,666249
6237,r002,World -> North America,World,North America,,,2,50541,51791,49232,51193,60404,60001,65501,58903,59945,58040,62341,67896,63963,73208,67629,70391,74996,74959
6237,r003,World -> North America -> Canada,World,North America,Canada,,3,2445,2302,2746,3059,3145,3478,3540,3232,3513,4061,3997,3789,3007,2893,3002,3129,3032,2795
6237,r004,World -> North America -> Mexico,World,North America,Mexico,,3,4406,3944,4423,4922,5834,6227,6448,5030,5655,5670,6192,6003,6526,6642,6165,6489,6903,7160
6237,r005,World -> North America -> United States,World,North America,United States,,3,43690,45545,42063,43212,51425,50296,55513,50640,50777,48309,52152,58104,54430,63672,58462,60773,65061,65004
6237,r006,World -> Central and South America,World,Central and South America,,,2,4285,4318,5071,7116,8411,10952,13579,12804,16443,18342,17625,18287,16515,12477,10656,12442,11558,10943
6237,r007,World -> Central and South America -> Argentina,World,Central and South America,Argentina,,3,188,228,309,371,438,586,750,637,809,964,915,909,732,696,675,760,744,690
6237,r008,World -> Central and South America -> Brazil,World,Central and South America,Brazil,,3,3023,3118,3528,5193,6123,8137,10294,9695,12905,14232,13166,13740,12446,8561,7331,8920,7743,7599
6237,r009,World -> Central and South America -> Chile,World,Central and South America,Chile,,3,206,193,223,264,332,351,308,341,420,526,613,702,609,328,377,342,364,248
6237,r010,World -> Central and South America -> Colombia,World,Central and South America,Colombia,,3,212,181,259,349,432,596,690,594,749,815,795,830,761,660,621,594,610,586
6237,r011,World -> Central and South America -> Peru,World,Central and South America,Peru,,3,90,75,100,112,141,189,251,194,229,194,236,313,315,336,393,342,426,354
6237,r012,World -> Central and South America -> Other Central and South America,World,Central and South America,Other Central and South America,,3,567,523,652,827,945,1093,1287,1343,1331,1612,1900,1793,1652,1898,1259,1484,1671,1466
6237,r013,World -> Europe,World,Europe,,,2,81655,95210,110032,111186,123723,142201,158856,127492,135180,147921,137644,140893,142444,120682,123513,129115,134725,119657
6237,r014,World -> Europe -> EU,World,Europe,EU,,3,65198,78088,90212,89444,98809,112290,126279,104944,110416,119675,109706,112699,115278,98136,100950,106349,112416,97079
