table_id,row_id,_b_detailed_field_b_full_path,_b_detailed_field_b_level_1,_b_detailed_field_b_level_2,_b_detailed_field_b_level_3,_b_detailed_field_b_level_4,_b_detailed_field_b_hierarchy_depth,field_total_number,field_total_percent,field_hispanic_or_latino_number,field_hispanic_or_latino_percent,field_not_hispanic_or_latino_american_indian_or_alaska_native_number,field_not_hispanic_or_latino_american_indian_or_alaska_native_percent,field_not_hispanic_or_latino_asian_number,field_not_hispanic_or_latino_asian_percent,field_not_hispanic_or_latino_black_or_african_american_number,field_not_hispanic_or_latino_black_or_african_american_percent,field_not_hispanic_or_latino_native_hawaiian_or_other_pacific_islander_number,field_not_hispanic_or_latino_native_hawaiian_or_other_pacific_islander_percent,field_not_hispanic_or_latino_white_number,field_not_hispanic_or_latino_white_percent,field_not_hispanic_or_latino_more_than_one_race_number,field_not_hispanic_or_latino_more_than_one_race_percent,field_unknown_ethnicity_and_race_number,field_unknown_ethnicity_and_race_percent,field_temporary_visa_holders_number,field_temporary_visa_holders_percent
3523,r019,All detailed fields -> Science -> Biological and biomedical sciences -> Nutrition science,All detailed fields,Science,Biological and biomedical sciences,Nutrition science,4,948,0.3,57,0.3,2,0.3,58,0.3,33,0.3,0,0.0,444,0.4,22,0.4,13,0.2,319,0.3
3523,r020,All detailed fields -> Science -> Biological and biomedical sciences -> Pathology and experimental pathology,All detailed fields,Science,Biological and biomedical sciences,Pathology and experimental pathology,4,843,0.3,113,0.6,3,0.4,68,0.4,32,0.3,1,0.5,345,0.3,18,0.3,58,0.7,205,0.2
3523,r021,All detailed fields -> Science -> Biological and biomedical sciences -> Pharmacology and toxicology,All detailed fields,Science,Biological and biomedical sciences,Pharmacology and toxicology,4,2151,0.8,197,1.1,5,0.7,233,1.3,150,1.4,3,1.5,936,0.9,71,1.2,77,1.0,479,0.4
3523,r022,All detailed fields -> Science -> Biological and biomedical sciences -> Physiology,All detailed fields,Science,Biological and biomedical sciences,Physiology,4,2703,1.0,207,1.2,10,1.3,246,1.4,108,1.0,6,3.0,1270,1.2,54,0.9,84,1.1,718,0.6
3523,r023,All detailed fields -> Science -> Biological and biomedical sciences -> Zoology and animal biology,All detailed fields,Science,Biological and biomedical sciences,Zoology and animal biology,4,1198,0.4,72,0.4,3,0.4,32,0.2,30,0.3,1,0.5,715,0.7,32,0.5,41,0.5,272,0.2
3523,r024,All detailed fields -> Science -> Biological and biomedical sciences -> Biological and biomedical sciences nec,All detailed fields,Science,Biological and biomedical sciences,Biological and biomedical sciences nec,4,2546,0.9,214,1.2,14,1.9,234,1.3,148,1.4,7,3.5,1192,1.1,43,0.7,99,1.3,595,0.5
3523,r025,All detailed fields -> Science -> Computer and information sciences,All detailed fields,Science,Computer and information sciences,,3,17192,6.1,426,2.4,11,1.5,1069,6.1,444,4.2,11,5.4,3712,3.4,240,4.0,427,5.5,10852,9.6
3523,r026,All detailed fields -> Science -> Computer and information sciences -> Computer science,All detailed fields,Science,Computer and information sciences,Computer science,4,8646,3.1,186,1.1,3,0.4,563,3.2,132,1.3,4,2.0,1728,1.6,118,2.0,250,3.2,5662,5.0
3523,r027,"All detailed fields -> Science -> Computer and information sciences -> Computer and information sciences, general",All detailed fields,Science,Computer and information sciences,"Computer and information sciences, general",4,6952,2.5,163,0.9,5,0.7,389,2.2,170,1.6,3,1.5,1474,1.4,92,1.5,139,1.8,4517,4.0
3523,r028,All detailed fields -> Science -> Computer and information sciences -> Computer and information sciences nec,All detailed fields,Science,Computer and information sciences,Computer and information sciences nec,4,1594,0.6,77,0.4,3,0.4,117,0.7,142,1.4,4,2.0,510,0.5,30,0.5,38,0.5,673,0.6
3523,r029,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",,3,6551,2.3,410,2.3,17,2.3,244,1.4,106,1.0,2,1.0,3358,3.1,166,2.8,182,2.3,2066,1.8
3523,r030,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Atmospheric sciences and meteorology",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric sciences and meteorology,4,866,0.3,37,0.2,1,0.1,21,0.1,13,0.1,0,0.0,435,0.4,15,0.2,25,0.3,319,0.3
3523,r031,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Geological and earth sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Geological and earth sciences,4,4239,1.5,279,1.6,13,1.7,160,0.9,75,0.7,1,0.5,2077,1.9,102,1.7,111,1.4,1421,1.3
3523,r032,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Ocean and marine sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences,4,1446,0.5,94,0.5,3,0.4,63,0.4,18,0.2,1,0.5,846,0.8,49,0.8,46,0.6,326,0.3
3523,r033,All detailed fields -> Science -> Mathematics and statistics,All detailed fields,Science,Mathematics and statistics,,3,13565,4.8,556,3.1,15,2.0,772,4.4,197,1.9,2,1.0,4488,4.1,230,3.8,351,4.5,6954,6.2
3523,r034,All detailed fields -> Science -> Mathematics and statistics -> Mathematics and applied mathematics,All detailed fields,Science,Mathematics and statistics,Mathematics and applied mathematics,4,10308,3.7,490,2.8,12,1.6,585,3.3,155,1.5,1,0.5,3835,3.5,194,3.2,287,3.7,4749,4.2
3523,r035,All detailed fields -> Science -> Mathematics and statistics -> Statistics,All detailed fields,Science,Mathematics and statistics,Statistics,4,3257,1.2,66,0.4,3,0.4,187,1.1,42,0.4,1,0.5,653,0.6,36,0.6,64,0.8,2205,2.0
3523,r036,All detailed fields -> Science -> Multidisciplinary and interdisciplinary studies,All detailed fields,Science,Multidisciplinary and interdisciplinary studies,,3,2978,1.1,201,1.1,15,2.0,194,1.1,169,1.6,7,3.5,1357,1.2,61,1.0,95,1.2,879,0.8
3523,r037,All detailed fields -> Science -> Natural resources and conservation,All detailed fields,Science,Natural resources and conservation,,3,3677,1.3,298,1.7,36,4.8,128,0.7,148,1.4,2,1.0,1946,1.8,82,1.4,150,1.9,887,0.8
3523,r038,All detailed fields -> Science -> Natural resources and conservation -> Environmental science and studies,All detailed fields,Science,Natural resources and conservation,Environmental science and studies,4,1738,0.6,186,1.1,16,2.1,68,0.4,90,0.9,2,1.0,852,0.8,35,0.6,80,1.0,409,0.4
3523,r039,"All detailed fields -> Science -> Natural resources and conservation -> Forestry, natural resources, and conservation",All detailed fields,Science,Natural resources and conservation,"Forestry, natural resources, and conservation",4,1939,0.7,112,0.6,20,2.7,60,0.3,58,0.6,0,0.0,1094,1.0,47,0.8,70,0.9,478,0.4
3523,r040,All detailed fields -> Science -> Physical sciences,All detailed fields,Science,Physical sciences,,3,36506,13.0,2094,11.8,63,8.4,1961,11.2,728,7.0,15,7.4,15027,13.8,710,11.8,831,10.7,15077,13.4
3523,r041,All detailed fields -> Science -> Physical sciences -> Astronomy and astrophysics,All detailed fields,Science,Physical sciences,Astronomy and astrophysics,4,1373,0.5,107,0.6,6,0.8,96,0.5,30,0.3,0,0.0,724,0.7,46,0.8,38,0.5,326,0.3
3523,r042,All detailed fields -> Science -> Physical sciences -> Chemistry,All detailed fields,Science,Physical sciences,Chemistry,4,19748,7.0,1261,7.1,34,4.5,1160,6.6,444,4.2,10,5.0,8208,7.6,398,6.6,414,5.3,7819,6.9
3523,r043,All detailed fields -> Science -> Physical sciences -> Materials sciences,All detailed fields,Science,Physical sciences,Materials sciences,4,1013,0.4,41,0.2,3,0.4,68,0.4,38,0.4,1,0.5,322,0.3,13,0.2,33,0.4,494,0.4
3523,r044,All detailed fields -> Science -> Physical sciences -> Physics,All detailed fields,Science,Physical sciences,Physics,4,13951,4.9,674,3.8,20,2.7,623,3.6,190,1.8,4,2.0,5613,5.2,250,4.2,338,4.4,6239,5.5
3523,r045,All detailed fields -> Science -> Physical sciences -> Physical sciences nec,All detailed fields,Science,Physical sciences,Physical sciences nec,4,421,0.1,11,0.1,0,0.0,14,0.1,26,0.2,0,0.0,160,0.1,3,0.05,8,0.1,199,0.2
3523,r046,All detailed fields -> Science -> Psychology,All detailed fields,Science,Psychology,,3,20231,7.2,2570,14.5,95,12.7,1221,7.0,1475,14.1,24,11.9,11362,10.5,781,13.0,686,8.8,2017,1.8
3523,r047,All detailed fields -> Science -> Psychology -> Clinical psychology,All detailed fields,Science,Psychology,Clinical psychology,4,3785,1.3,701,4.0,15,2.0,240,1.4,207,2.0,4,2.0,2069,1.9,185,3.1,216,2.8,148,0.1
3523,r048,All detailed fields -> Science -> Psychology -> Counseling and applied psychology,All detailed fields,Science,Psychology,Counseling and applied psychology,4,6537,2.3,874,4.9,39,5.2,359,2.0,743,7.1,12,5.9,3479,3.2,221,3.7,206,2.7,604,0.5
3523,r049,"All detailed fields -> Science -> Psychology -> Psychology, general",All detailed fields,Science,Psychology,"Psychology, general",4,6749,2.4,725,4.1,29,3.9,389,2.2,386,3.7,6,3.0,4121,3.8,271,4.5,190,2.4,632,0.6
3523,r050,All detailed fields -> Science -> Psychology -> Research and experimental psychology,All detailed fields,Science,Psychology,Research and experimental psychology,4,3160,1.1,270,1.5,12,1.6,233,1.3,139,1.3,2,1.0,1693,1.6,104,1.7,74,1.0,633,0.6
3523,r051,All detailed fields -> Science -> Social sciences,All detailed fields,Science,Social sciences,,3,35392,12.6,2509,14.2,206,27.5,1635,9.3,2025,19.4,40,19.8,14275,13.1,804,13.4,1288,16.6,12610,11.2
3523,r052,All detailed fields -> Science -> Social sciences -> Agricultural economics,All detailed fields,Science,Social sciences,Agricultural economics,4,806,0.3,19,0.1,0,0.0,39,0.2,19,0.2,0,0.0,157,0.1,7,0.1,16,0.2,549,0.5
3523,r053,All detailed fields -> Science -> Social sciences -> Anthropology,All detailed fields,Science,Social sciences,Anthropology,4,4365,1.5,402,2.3,52,6.9,173,1.0,135,1.3,8,4.0,2343,2.2,133,2.2,240,3.1,879,0.8
3523,r054,All detailed fields -> Science -> Social sciences -> Criminal justice and safety studies,All detailed fields,Science,Social sciences,Criminal justice and safety studies,4,900,0.3,77,0.4,1,0.1,17,0.1,104,1.0,2,1.0,506,0.5,39,0.6,75,1.0,79,0.1
3523,r055,All detailed fields -> Science -> Social sciences -> Economics (except agricultural),All detailed fields,Science,Social sciences,Economics (except agricultural),4,8045,2.9,202,1.1,4,0.5,379,2.2,115,1.1,2,1.0,1795,1.7,71,1.2,179,2.3,5298,4.7
3523,r056,All detailed fields -> Science -> Social sciences -> Geography and cartography,All detailed fields,Science,Social sciences,Geography and cartography,4,1741,0.6,106,0.6,11,1.5,60,0.3,55,0.5,2,1.0,794,0.7,29,0.5,59,0.8,625,0.6
3523,r057,All detailed fields -> Science -> Social sciences -> History and philosophy of science,All detailed fields,Science,Social sciences,History and philosophy of science,4,257,0.1,13,0.1,0,0.0,8,0.05,27,0.3,0,0.0,132,0.1,6,0.1,6,0.1,65,0.1
3523,r058,All detailed fields -> Science -> Social sciences -> Human development,All detailed fields,Science,Social sciences,Human development,4,731,0.3,61,0.3,4,0.5,29,0.2,83,0.8,1,0.5,370,0.3,29,0.5,17,0.2,137,0.1
3523,r059,All detailed fields -> Science -> Social sciences -> International relations and national security studies,All detailed fields,Science,Social sciences,International relations and national security studies,4,413,0.1,34,0.2,1,0.1,21,0.1,20,0.2,0,0.0,167,0.2,9,0.1,8,0.1,153,0.1
3523,r060,All detailed fields -> Science -> Social sciences -> Linguistics,All detailed fields,Science,Social sciences,Linguistics,4,1616,0.6,76,0.4,16,2.1,80,0.5,28,0.3,0,0.0,643,0.6,36,0.6,50,0.6,687,0.6
3523,r061,All detailed fields -> Science -> Social sciences -> Political science and government,All detailed fields,Science,Social sciences,Political science and government,4,5488,1.9,325,1.8,16,2.1,214,1.2,247,2.4,7,3.5,2643,2.4,126,2.1,230,3.0,1680,1.5
3523,r062,All detailed fields -> Science -> Social sciences -> Public policy analysis,All detailed fields,Science,Social sciences,Public policy analysis,4,2414,0.9,158,0.9,12,1.6,165,0.9,289,2.8,4,2.0,953,0.9,57,0.9,127,1.6,649,0.6
3523,r063,All detailed fields -> Science -> Social sciences -> Sociology,All detailed fields,Science,Social sciences,Sociology,4,5070,1.8,567,3.2,16,2.1,273,1.6,485,4.6,4,2.0,2379,2.2,155,2.6,154,2.0,1037,0.9
3523,r064,All detailed fields -> Science -> Social sciences -> Social sciences nec,All detailed fields,Science,Social sciences,Social sciences nec,4,3546,1.3,469,2.7,73,9.7,177,1.0,418,4.0,10,5.0,1393,1.3,107,1.8,127,1.6,772,0.7
3523,r065,All detailed fields -> Engineering,All detailed fields,Engineering,,,2,72065,25.6,2797,15.8,74,9.9,4381,25.0,1512,14.5,26,12.9,18771,17.3,1101,18.3,1447,18.6,41956,37.2
3523,r066,"All detailed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All detailed fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",,3,2554,0.9,121,0.7,3,0.4,167,1.0,39,0.4,2,1.0,1005,0.9,63,1.0,46,0.6,1108,1.0
3523,r067,All detailed fields -> Engineering -> Agricultural engineering,All detailed fields,Engineering,Agricultural engineering,,3,662,0.2,23,0.1,1,0.1,30,0.2,16,0.2,1,0.5,152,0.1,12,0.2,8,0.1,419,0.4
3523,r068,All detailed fields -> Engineering -> Bioengineering and biomedical engineering,All detailed fields,Engineering,Bioengineering and biomedical engineering,,3,7715,2.7,549,3.1,12,1.6,973,5.5,224,2.1,8,4.0,3064,2.8,225,3.7,233,3.0,2427,2.2
3523,r069,All detailed fields -> Engineering -> Biological and biosystems engineering,All detailed fields,Engineering,Biological and biosystems engineering,,3,219,0.1,11,0.1,2,0.3,5,0.05,2,0.05,1,0.5,70,0.1,3,0.05,2,0.05,123,0.1
3523,r070,All detailed fields -> Engineering -> Chemical engineering,All detailed fields,Engineering,Chemical engineering,,3,7057,2.5,269,1.5,8,1.1,541,3.1,122,1.2,2,1.0,2243,2.1,123,2.0,106,1.4,3643,3.2
3523,r071,All detailed fields -> Engineering -> Civil engineering,All detailed fields,Engineering,Civil engineering,,3,7752,2.8,270,1.5,7,0.9,239,1.4,166,1.6,2,1.0,1598,1.5,80,1.3,140,1.8,5250,4.7
3523,r072,"All detailed fields -> Engineering -> Electrical, electronics, and communications engineering",All detailed fields,Engineering,"Electrical, electronics, and communications engineering",,3,18577,6.6,439,2.5,6,0.8,1007,5.7,287,2.7,1,0.5,3159,2.9,159,2.6,348,4.5,13171,11.7
3523,r073,"All detailed fields -> Engineering -> Engineering mechanics, physics, and science",All detailed fields,Engineering,"Engineering mechanics, physics, and science",,3,1447,0.5,55,0.3,3,0.4,92,0.5,25,0.2,1,0.5,407,0.4,28,0.5,30,0.4,806,0.7
3523,r074,All detailed fields -> Engineering -> Industrial and manufacturing engineering,All detailed fields,Engineering,Industrial and manufacturing engineering,,3,3762,1.3,100,0.6,2,0.3,190,1.1,134,1.3,1,0.5,801,0.7,41,0.7,96,1.2,2397,2.1
3523,r075,All detailed fields -> Engineering -> Mechanical engineering,All detailed fields,Engineering,Mechanical engineering,,3,11247,4.0,475,2.7,15,2.0,536,3.1,198,1.9,3,1.5,2894,2.7,172,2.9,234,3.0,6720,6.0
3523,r076,All detailed fields -> Engineering -> Metallurgical and materials engineering,All detailed fields,Engineering,Metallurgical and materials engineering,,3,4616,1.6,237,1.3,7,0.9,325,1.9,75,0.7,2,1.0,1454,1.3,92,1.5,76,1.0,2348,2.1
3523,r077,All detailed fields -> Engineering -> Mining engineering,All detailed fields,Engineering,Mining engineering,,3,201,0.1,9,0.1,1,0.1,2,0.05,4,0.05,0,0.0,76,0.1,2,0.05,4,0.1,103,0.1
3523,r078,All detailed fields -> Engineering -> Nanotechnology,All detailed fields,Engineering,Nanotechnology,,3,146,0.1,5,0.05,0,0.0,13,0.1,2,0.05,0,0.0,48,0.05,4,0.1,5,0.1,69,0.1
3523,r079,All detailed fields -> Engineering -> Nuclear engineering,All detailed fields,Engineering,Nuclear engineering,,3,1031,0.4,63,0.4,1,0.1,36,0.2,19,0.2,0,0.0,515,0.5,27,0.4,28,0.4,342,0.3
3523,r080,All detailed fields -> Engineering -> Petroleum engineering,All detailed fields,Engineering,Petroleum engineering,,3,607,0.2,6,0.05,0,0.0,16,0.1,10,0.1,0,0.0,56,0.1,5,0.1,15,0.2,499,0.4
3523,r081,All detailed fields -> Engineering -> Engineering nec,All detailed fields,Engineering,Engineering nec,,3,4472,1.6,165,0.9,6,0.8,209,1.2,189,1.8,2,1.0,1229,1.1,65,1.1,76,1.0,2531,2.2
3523,r082,All detailed fields -> Health,All detailed fields,Health,,,2,15928,5.7,1030,5.8,52,6.9,1209,6.9,1484,14.2,16,7.9,7295,6.7,356,5.9,593,7.6,3893,3.5
3523,r083,All detailed fields -> Health -> Clinical medicine<sup>a</sup>,All detailed fields,Health,Clinical medicine<sup>a</sup>,,3,4571,1.6,429,2.4,21,2.8,376,2.1,594,5.7,10,5.0,1911,1.8,129,2.1,154,2.0,947,0.8
3523,r084,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Public health,All detailed fields,Health,Clinical medicine<sup>a</sup>,Public health,4,4191,1.5,393,2.2,19,2.5,345,2.0,575,5.5,9,4.5,1715,1.6,117,1.9,146,1.9,872,0.8
3523,r085,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Clinical medicine nec,All detailed fields,Health,Clinical medicine<sup>a</sup>,Clinical medicine nec,4,380,0.1,36,0.2,2,0.3,31,0.2,19,0.2,1,0.5,196,0.2,12,0.2,8,0.1,75,0.1
3523,r086,All detailed fields -> Health -> Other health,All detailed fields,Health,Other health,,3,11357,4.0,601,3.4,31,4.1,833,4.7,890,8.5,6,3.0,5384,5.0,227,3.8,439,5.6,2946,2.6
3523,r087,All detailed fields -> Health -> Other health -> Communication disorders sciences,All detailed fields,Health,Other health,Communication disorders sciences,4,911,0.3,64,0.4,1,0.1,44,0.3,49,0.5,0,0.0,549,0.5,20,0.3,32,0.4,152,0.1
3523,r088,All detailed fields -> Health -> Other health -> Dental sciences ,All detailed fields,Health,Other health,Dental sciences ,4,208,0.1,4,0.05,0,0.0,15,0.1,4,0.05,0,0.0,41,0.05,4,0.1,6,0.1,134,0.1
3523,r089,All detailed fields -> Health -> Other health -> Nursing science,All detailed fields,Health,Other health,Nursing science,4,3439,1.2,190,1.1,17,2.3,195,1.1,499,4.8,3,1.5,1942,1.8,59,1.0,147,1.9,387,0.3
3523,r090,All detailed fields -> Health -> Other health -> Pharmaceutical sciences,All detailed fields,Health,Other health,Pharmaceutical sciences,4,3121,1.1,151,0.9,5,0.7,363,2.1,123,1.2,1,0.5,851,0.8,63,1.0,68,0.9,1496,1.3
3523,r091,All detailed fields -> Health -> Other health -> Veterinary biomedical and clinical sciences,All detailed fields,Health,Other health,Veterinary biomedical and clinical sciences,4,692,0.2,27,0.2,0,0.0,27,0.2,15,0.1,0,0.0,329,0.3,20,0.3,79,1.0,195,0.2
3523,r092,All detailed fields -> Health -> Other health -> Other health nec,All detailed fields,Health,Other health,Other health nec,4,2986,1.1,165,0.9,8,1.1,189,1.1,200,1.9,2,1.0,1672,1.5,61,1.0,107,1.4,582,0.5
