table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2017,field_2018,field_2019,field_2020_all_geosciences_atmospheric_sciences_and_ocean_sciences,field_2020_atmospheric_science_and_meteorology,field_2020_geological_and_earth_sciences,field_2020_ocean_sciences_and_marine_sciences,field_2020_geosciences_atmospheric_sciences_and_ocean_sciences_nec
5422,r131,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,130,"['3,378', '']","['1,590', '']","['1,654', '']","['1,768', '']","['1,768', '']","['0', '']","['0', '']","['0', '']"
5422,r132,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,131,"['992', '']","['1,165', '']","['1,111', '']","['1,673', '']","['0', '']","['1,673', '']","['0', '']","['0', '']"
5422,r133,All institutions -> U. Idaho,All institutions,U. Idaho,2,132,"['2,604', '']","['2,588', '']","['2,451', '']","['1,662', '']","['115', '']","['1,476', '']","['0', '']","['71', '']"
5422,r134,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,133,"['2,302', '']","['2,218', '']","['2,251', '']","['1,619', '']","['48', '']","['1,571', '']","['0', '']","['0', '']"
5422,r135,"All institutions -> U. Minnesota, Duluth",All institutions,"U. Minnesota, Duluth",2,134,"['886', '']","['979', '']","['1,993', '']","['1,609', '']","['0', '']","['1,609', '']","['0', '']","['0', '']"
5422,r136,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,135,"['1,603', '']","['1,692', '']","['1,630', '']","['1,597', '']","['1,070', '']","['520', '']","['0', '']","['7', '']"
5422,r137,"All institutions -> CUNY, City C.",All institutions,"CUNY, City C.",2,136,"['1,249', '']","['1,902', '']","['2,103', '']","['1,578', '']","['0', '']","['1,578', '']","['0', '']","['0', '']"
5422,r138,"All institutions -> California State U., Northridge",All institutions,"California State U., Northridge",2,137,"['1,766', '']","['1,697', '']","['1,393', '']","['1,514', '']","['0', '']","['447', '']","['595', '']","['472', '']"
5422,r139,All institutions -> San Francisco State U.,All institutions,San Francisco State U.,2,138,"['1,741', '']","['875', '']","['1,442', '']","['1,501', 'i']","['0', 'i']","['109', 'i']","['1,392', 'i']","['0', 'i']"
5422,r140,"All institutions -> U. Massachusetts, Boston",All institutions,"U. Massachusetts, Boston",2,139,"['3,692', '']","['3,753', '']","['2,573', '']","['1,478', '']","['40', '']","['807', '']","['631', '']","['0', '']"
5422,r141,All institutions -> U. Vermont,All institutions,U. Vermont,2,140,"['134', '']","['399', '']","['606', '']","['1,471', '']","['891', '']","['347', '']","['233', '']","['0', '']"
5422,r142,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,141,"['957', '']","['644', '']","['862', '']","['1,466', '']","['0', '']","['1,466', '']","['0', '']","['0', '']"
5422,r143,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,142,"['385', '']","['971', '']","['1,218', '']","['1,399', '']","['821', '']","['578', '']","['0', '']","['0', '']"
5422,r144,"All institutions -> Rutgers, State U. New Jersey, Newark",All institutions,"Rutgers, State U. New Jersey, Newark",2,143,"['1,876', '']","['2,295', '']","['2,921', '']","['1,372', '']","['0', '']","['1,372', '']","['0', '']","['0', '']"
5422,r145,"All institutions -> U. North Carolina, Wilmington",All institutions,"U. North Carolina, Wilmington",2,144,"['1,315', '']","['1,019', '']","['1,398', '']","['1,369', '']","['0', '']","['47', '']","['1,322', '']","['0', '']"
5422,r146,All institutions -> Florida Gulf Coast U.,All institutions,Florida Gulf Coast U.,2,145,"['58', '']","['408', '']","['615', '']","['1,344', '']","['0', '']","['0', '']","['1,344', '']","['0', '']"
5422,r147,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,146,"['2,002', '']","['1,611', '']","['1,616', '']","['1,334', '']","['0', '']","['1,334', '']","['0', '']","['0', '']"
5422,r148,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,147,"['2,469', '']","['2,305', '']","['2,140', '']","['1,331', '']","['0', '']","['1,331', '']","['0', '']","['0', '']"
5422,r149,All institutions -> Bowling Green State U.,All institutions,Bowling Green State U.,2,148,"['343', '']","['269', '']","['640', '']","['1,330', '']","['0', '']","['247', '']","['1,083', '']","['0', '']"
5422,r150,All institutions -> Lehigh U.,All institutions,Lehigh U.,2,149,"['888', '']","['841', '']","['1,004', '']","['1,258', '']","['0', '']","['1,258', '']","['0', '']","['0', '']"
5422,r151,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,150,"['1,475', '']","['1,662', '']","['1,550', '']","['1,251', '']","['0', '']","['1,251', '']","['0', '']","['0', '']"
5422,r152,All institutions -> Idaho State U.,All institutions,Idaho State U.,2,151,"['2,461', '']","['1,891', '']","['710', '']","['1,248', '']","['0', '']","['627', '']","['0', '']","['621', '']"
5422,r153,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,152,"['1,626', '']","['1,376', '']","['1,234', '']","['1,203', '']","['0', '']","['1,203', '']","['0', '']","['0', '']"
5422,r154,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,153,"['384', '']","['519', '']","['499', '']","['1,168', '']","['0', '']","['1,168', '']","['0', '']","['0', '']"
5422,r155,All institutions -> Central Washington U.,All institutions,Central Washington U.,2,154,"['1,699', '']","['1,317', '']","['1,650', '']","['1,161', '']","['0', '']","['1,161', '']","['0', '']","['0', '']"
5422,r156,All institutions -> San Diego State U.,All institutions,San Diego State U.,2,155,"['2,386', '']","['1,986', '']","['1,433', '']","['1,093', '']","['0', '']","['363', '']","['433', '']","['297', '']"
5422,r157,All institutions -> East Carolina U.,All institutions,East Carolina U.,2,156,"['514', '']","['406', '']","['851', '']","['1,051', '']","['0', '']","['506', '']","['545', '']","['0', '']"
5422,r158,"All institutions -> U. Louisiana, Lafayette",All institutions,"U. Louisiana, Lafayette",2,157,"['1,704', '']","['872', '']","['1,089', '']","['1,050', '']","['0', '']","['704', '']","['346', '']","['0', '']"
5422,r159,All institutions -> Northwest Indian C.,All institutions,Northwest Indian C.,2,158,"['ne', '']","['466', '']","['1,043', '']","['1,033', 'i']","['287', 'i']","['291', 'i']","['455', 'i']","['0', 'i']"
5422,r160,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,159,"['2,037', '']","['1,424', '']","['1,026', '']","['1,003', '']","['52', '']","['467', '']","['0', '']","['484', '']"
5422,r161,All institutions -> Coastal Carolina U.,All institutions,Coastal Carolina U.,2,160,"['808', '']","['710', '']","['862', '']","['998', '']","['573', '']","['0', '']","['425', '']","['0', '']"
5422,r162,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,161,"['569', '']","['788', '']","['617', '']","['991', '']","['0', '']","['510', '']","['0', '']","['481', '']"
5422,r163,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,162,"['1,949', '']","['1,858', '']","['838', '']","['966', '']","['0', '']","['966', '']","['0', '']","['0', '']"
5422,r164,"All institutions -> California Polytechnic State U., San Luis Obispo",All institutions,"California Polytechnic State U., San Luis Obispo",2,163,"['774', '']","['1,257', '']","['1,089', '']","['963', '']","['0', '']","['0', '']","['963', '']","['0', '']"
5422,r165,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,164,"['1,328', '']","['854', '']","['1,252', '']","['924', '']","['0', '']","['900', '']","['0', '']","['24', '']"
5422,r166,All institutions -> U. New Orleans,All institutions,U. New Orleans,2,165,"['1,941', '']","['1,708', '']","['969', '']","['897', '']","['0', '']","['897', '']","['0', '']","['0', '']"
5422,r167,"All institutions -> U. North Texas, Denton",All institutions,"U. North Texas, Denton",2,166,"['514', '']","['587', '']","['428', '']","['873', '']","['0', '']","['873', '']","['0', '']","['0', '']"
5422,r168,All institutions -> Miami U.,All institutions,Miami U.,2,167,"['391', '']","['761', '']","['521', '']","['872', '']","['0', '']","['872', '']","['0', '']","['0', '']"
5422,r169,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,167,"['1,387', '']","['776', '']","['1,255', '']","['872', '']","['0', '']","['872', '']","['0', '']","['0', '']"
5422,r170,"All institutions -> U. Hawaii, Hilo",All institutions,"U. Hawaii, Hilo",2,169,"['498', '']","['731', '']","['796', '']","['871', '']","['100', '']","['380', '']","['391', '']","['0', '']"
5422,r171,"All institutions -> California State U., Monterey Bay",All institutions,"California State U., Monterey Bay",2,170,"['538', '']","['637', '']","['785', '']","['867', '']","['0', '']","['301', '']","['502', '']","['64', '']"
5422,r172,All institutions -> C. Charleston,All institutions,C. Charleston,2,171,"['1,149', '']","['1,095', '']","['1,064', '']","['857', '']","['117', '']","['423', '']","['317', '']","['0', '']"
5422,r173,"All institutions -> SUNY, Buffalo State",All institutions,"SUNY, Buffalo State",2,172,"['474', '']","['626', '']","['819', '']","['821', '']","['0', '']","['210', '']","['0', '']","['611', '']"
5422,r174,All institutions -> Embry-Riddle Aeronautical U.,All institutions,Embry-Riddle Aeronautical U.,2,173,"['179', '']","['418', '']","['307', '']","['807', '']","['807', '']","['0', '']","['0', '']","['0', '']"
5422,r175,All institutions -> Florida Institute of Technology,All institutions,Florida Institute of Technology,2,174,"['244', '']","['761', '']","['612', '']","['780', '']","['15', '']","['0', '']","['765', '']","['0', '']"
5422,r176,All institutions -> Saint Louis U.,All institutions,Saint Louis U.,2,175,"['599', '']","['571', '']","['733', '']","['774', '']","['0', '']","['774', '']","['0', '']","['0', '']"
5422,r177,All institutions -> U.S. Naval Academy,All institutions,U.S. Naval Academy,2,176,"['531', '']","['1,110', '']","['1,074', '']","['771', '']","['0', '']","['0', '']","['771', '']","['0', '']"
5422,r178,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,177,"['669', '']","['940', '']","['554', '']","['763', '']","['0', '']","['763', '']","['0', '']","['0', '']"
5422,r179,All institutions -> Western Washington U.,All institutions,Western Washington U.,2,178,"['953', '']","['936', '']","['1,153', '']","['760', '']","['0', '']","['274', '']","['486', '']","['0', '']"
5422,r180,All institutions -> U. Texas Rio Grande Valley,All institutions,U. Texas Rio Grande Valley,2,179,"['861', '']","['926', '']","['1,060', '']","['745', '']","['0', '']","['22', '']","['705', '']","['18', '']"
5422,r181,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,180,"['1,020', '']","['1,021', '']","['1,003', '']","['730', '']","['0', '']","['730', '']","['0', '']","['0', '']"
5422,r182,All institutions -> Savannah State U.,All institutions,Savannah State U.,2,181,"['479', '']","['591', '']","['633', '']","['728', '']","['0', '']","['247', '']","['328', '']","['153', '']"
5422,r183,All institutions -> Montana Technological U.,All institutions,Montana Technological U.,2,182,"['687', '']","['892', '']","['788', '']","['725', '']","['0', '']","['725', '']","['0', '']","['0', '']"
5422,r184,"All institutions -> California State U., Sacramento",All institutions,"California State U., Sacramento",2,183,"['630', '']","['737', '']","['802', '']","['716', '']","['0', '']","['716', '']","['0', '']","['0', '']"
5422,r185,All institutions -> Emory U.,All institutions,Emory U.,2,184,"['1,056', '']","['1,145', '']","['801', '']","['684', '']","['0', '']","['0', '']","['0', '']","['684', '']"
5422,r186,All institutions -> U. New England,All institutions,U. New England,2,185,"['1,233', '']","['749', '']","['1,080', '']","['681', '']","['0', '']","['0', '']","['681', '']","['0', '']"
5422,r187,"All institutions -> Indiana U.-Purdue U., Indianapolis",All institutions,"Indiana U.-Purdue U., Indianapolis",2,186,"['903', '']","['731', '']","['518', '']","['679', '']","['0', '']","['679', '']","['0', '']","['0', '']"
5422,r188,All institutions -> Ohio U.,All institutions,Ohio U.,2,187,"['648', '']","['294', '']","['351', '']","['677', '']","['33', '']","['644', '']","['0', '']","['0', '']"
5422,r189,All institutions -> U. Iowa,All institutions,U. Iowa,2,188,"['968', '']","['669', '']","['636', '']","['673', '']","['0', '']","['666', '']","['0', '']","['7', '']"
5422,r190,All institutions -> Carleton C.,All institutions,Carleton C.,2,189,"['175', '']","['230', '']","['1,330', '']","['670', '']","['0', '']","['670', '']","['0', '']","['0', '']"
5422,r191,All institutions -> Towson U.,All institutions,Towson U.,2,190,"['486', '']","['526', '']","['542', '']","['667', '']","['0', '']","['667', '']","['0', '']","['0', '']"
5422,r192,"All institutions -> U. North Carolina, Charlotte",All institutions,"U. North Carolina, Charlotte",2,191,"['127', '']","['198', '']","['422', '']","['666', '']","['0', '']","['666', '']","['0', '']","['0', '']"
5422,r193,All institutions -> Occidental C.,All institutions,Occidental C.,2,192,"['41', '']","['321', '']","['480', '']","['630', '']","['0', '']","['87', '']","['543', '']","['0', '']"
5422,r194,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,193,"['1,751', '']","['1,653', '']","['1,259', '']","['627', '']","['0', '']","['627', '']","['0', '']","['0', '']"
5422,r195,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,194,"['441', '']","['696', '']","['614', '']","['617', '']","['88', '']","['70', '']","['459', '']","['0', '']"
5422,r196,All institutions -> South Dakota State U.,All institutions,South Dakota State U.,2,195,"['4,445', '']","['2,988', '']","['1,485', '']","['602', '']","['0', '']","['602', '']","['0', '']","['0', '']"
5422,r197,"All institutions -> Southern Illinois U., Carbondale",All institutions,"Southern Illinois U., Carbondale",2,196,"['333', '']","['382', '']","['557', '']","['593', '']","['7', '']","['92', '']","['0', '']","['494', '']"
5422,r198,All institutions -> Stockton U.,All institutions,Stockton U.,2,197,"['ne', '']","['107', '']","['493', '']","['578', '']","['0', '']","['378', '']","['109', '']","['91', '']"
5422,r199,All institutions -> Skidmore C.,All institutions,Skidmore C.,2,198,"['94', '']","['475', '']","['743', '']","['577', '']","['0', '']","['558', '']","['0', '']","['19', '']"
5422,r200,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,199,"['340', '']","['479', '']","['681', '']","['575', '']","['0', '']","['575', '']","['0', '']","['0', '']"
5422,r201,All institutions -> U. Colorado Denver and Anschutz Medical Campus,All institutions,U. Colorado Denver and Anschutz Medical Campus,2,199,"['208', '']","['2,807', '']","['2,178', '']","['575', '']","['545', '']","['30', '']","['0', '']","['0', '']"
5422,r202,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,201,"['355', '']","['426', '']","['381', '']","['567', '']","['0', '']","['567', '']","['0', '']","['0', '']"
5422,r203,All institutions -> Wesleyan U.,All institutions,Wesleyan U.,2,202,"['205', '']","['397', '']","['314', '']","['531', '']","['0', '']","['531', '']","['0', '']","['0', '']"
5422,r204,All institutions -> Sonoma State U.,All institutions,Sonoma State U.,2,203,"['ne', '']","['ne', '']","['ne', '']","['529', '']","['0', '']","['30', '']","['41', '']","['458', '']"
5422,r205,All institutions -> James Madison U.,All institutions,James Madison U.,2,204,"['563', '']","['510', '']","['317', '']","['508', '']","['0', '']","['508', '']","['0', '']","['0', '']"
5422,r206,All institutions -> Montclair State U.,All institutions,Montclair State U.,2,205,"['460', '']","['510', '']","['825', '']","['499', '']","['0', '']","['348', '']","['151', '']","['0', '']"
5422,r207,All institutions -> Baylor U.,All institutions,Baylor U.,2,206,"['535', '']","['583', '']","['607', '']","['496', '']","['0', '']","['279', '']","['217', '']","['0', '']"
5422,r208,All institutions -> Bowdoin C.,All institutions,Bowdoin C.,2,207,"['258', '']","['531', '']","['356', '']","['493', '']","['0', '']","['60', '']","['433', '']","['0', '']"
5422,r209,"All institutions -> SUNY, C. of Environmental Science and Forestry",All institutions,"SUNY, C. of Environmental Science and Forestry",2,207,"['483', '']","['641', '']","['483', '']","['493', '']","['108', '']","['241', '']","['100', '']","['44', '']"
5422,r210,"All institutions -> California State U., Long Beach",All institutions,"California State U., Long Beach",2,209,"['123', '']","['134', '']","['73', '']","['492', '']","['0', '']","['492', '']","['0', '']","['0', '']"
5422,r211,All institutions -> Air Force Institute of Technology,All institutions,Air Force Institute of Technology,2,210,"['1,905', '']","['1,534', '']","['876', '']","['490', '']","['490', '']","['0', '']","['0', '']","['0', '']"
5422,r212,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,211,"['835', '']","['765', '']","['567', '']","['478', '']","['0', '']","['478', '']","['0', '']","['0', '']"
5422,r213,All institutions -> Rockefeller U.,All institutions,Rockefeller U.,2,212,"['443', '']","['359', '']","['272', '']","['466', '']","['0', '']","['0', '']","['0', '']","['466', '']"
5422,r214,"All institutions -> CUNY, York C.",All institutions,"CUNY, York C.",2,213,"['ne', '']","['ne', '']","['85', '']","['462', '']","['0', '']","['462', '']","['0', '']","['0', '']"
5422,r215,"All institutions -> Southern Illinois U., Edwardsville",All institutions,"Southern Illinois U., Edwardsville",2,214,"['488', '']","['568', '']","['562', '']","['461', '']","['0', '']","['389', '']","['0', '']","['72', '']"
5422,r216,All institutions -> Villanova U.,All institutions,Villanova U.,2,215,"['164', '']","['502', '']","['405', '']","['460', '']","['64', '']","['396', '']","['0', '']","['0', '']"
5422,r217,All institutions -> Humboldt State U.,All institutions,Humboldt State U.,2,216,"['2,398', '']","['1,255', '']","['376', '']","['450', '']","['123', '']","['183', '']","['123', '']","['21', '']"
5422,r218,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,217,"['842', '']","['835', '']","['791', '']","['440', '']","['176', '']","['0', '']","['0', '']","['264', '']"
5422,r219,All institutions -> Kent State U.,All institutions,Kent State U.,2,218,"['345', '']","['550', '']","['412', '']","['439', '']","['169', '']","['251', '']","['0', '']","['19', '']"
5422,r220,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,219,"['806', '']","['812', '']","['702', '']","['438', '']","['438', '']","['0', '']","['0', '']","['0', '']"
5422,r221,All institutions -> Tarleton State U.,All institutions,Tarleton State U.,2,220,"['838', '']","['272', '']","['221', '']","['428', '']","['0', '']","['428', '']","['0', '']","['0', '']"
5422,r222,All institutions -> New School,All institutions,New School,2,221,"['1', '']","['325', '']","['373', '']","['414', '']","['0', '']","['0', '']","['0', '']","['414', '']"
5422,r223,All institutions -> William Paterson U.,All institutions,William Paterson U.,2,221,"['77', '']","['54', '']","['211', '']","['414', '']","['0', '']","['414', '']","['0', '']","['0', '']"
5422,r224,All institutions -> Temple U.,All institutions,Temple U.,2,223,"['454', '']","['727', '']","['536', '']","['410', '']","['0', '']","['410', '']","['0', '']","['0', '']"
5422,r225,All institutions -> St. Edward's U.,All institutions,St. Edward's U.,2,224,"['1,220', '']","['162', '']","['807', '']","['409', '']","['309', '']","['0', '']","['0', '']","['100', '']"
5422,r226,"All institutions -> California State U., Chico",All institutions,"California State U., Chico",2,225,"['76', '']","['83', '']","['110', '']","['395', '']","['0', '']","['395', '']","['0', '']","['0', '']"
5422,r227,All institutions -> Illinois State U.,All institutions,Illinois State U.,2,226,"['159', '']","['33', '']","['263', '']","['394', '']","['0', '']","['394', '']","['0', '']","['0', '']"
5422,r228,All institutions -> Stonehill C.,All institutions,Stonehill C.,2,227,"['ne', '']","['ne', '']","['ne', '']","['393', '']","['0', '']","['0', '']","['393', '']","['0', '']"
5422,r229,"All institutions -> SUNY, C. Plattsburgh",All institutions,"SUNY, C. Plattsburgh",2,228,"['161', '']","['240', '']","['488', '']","['391', '']","['0', '']","['0', '']","['391', '']","['0', '']"
5422,r230,All institutions -> Northern Illinois U.,All institutions,Northern Illinois U.,2,229,"['269', '']","['416', '']","['309', '']","['375', '']","['0', '']","['255', '']","['0', '']","['120', '']"
5422,r231,"All institutions -> U. Washington, Bothell",All institutions,"U. Washington, Bothell",2,230,"['330', '']","['116', '']","['310', '']","['371', '']","['318', '']","['0', '']","['53', '']","['0', '']"
5422,r232,All institutions -> Roger Williams U.,All institutions,Roger Williams U.,2,231,"['508', '']","['454', '']","['300', '']","['369', '']","['0', '']","['0', '']","['369', '']","['0', '']"
5422,r233,All institutions -> Illinois Institute of Technology,All institutions,Illinois Institute of Technology,2,232,"['240', '']","['377', '']","['236', '']","['356', '']","['241', '']","['115', '']","['0', '']","['0', '']"
5422,r234,All institutions -> U. Dayton,All institutions,U. Dayton,2,233,"['49', '']","['199', '']","['400', '']","['352', '']","['252', '']","['100', '']","['0', '']","['0', '']"
5422,r235,All institutions -> Western Michigan U. and Homer Stryker M.D. School of Medicine,All institutions,Western Michigan U. and Homer Stryker M.D. School of Medicine,2,234,"['678', '']","['581', '']","['433', '']","['346', '']","['0', '']","['346', '']","['0', '']","['0', '']"
5422,r236,"All institutions -> CUNY, Queens C.",All institutions,"CUNY, Queens C.",2,235,"['417', '']","['328', '']","['311', '']","['322', '']","['0', '']","['322', '']","['0', '']","['0', '']"
5422,r237,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,235,"['525', '']","['445', '']","['547', '']","['322', '']","['0', '']","['322', '']","['0', '']","['0', '']"
5422,r238,All institutions -> U. West Florida,All institutions,U. West Florida,2,235,"['0', '']","['0', '']","['34', '']","['322', '']","['0', '']","['322', '']","['0', '']","['0', '']"
5422,r239,All institutions -> Florida Atlantic U.,All institutions,Florida Atlantic U.,2,238,"['277', '']","['335', '']","['387', '']","['307', '']","['162', '']","['0', '']","['0', '']","['145', '']"
5422,r240,All institutions -> Clark U.,All institutions,Clark U.,2,239,"['620', '']","['598', '']","['410', '']","['306', '']","['0', '']","['197', '']","['109', '']","['0', '']"
5422,r241,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,240,"['516', '']","['529', '']","['339', '']","['304', '']","['0', '']","['304', '']","['0', '']","['0', '']"
5422,r242,All institutions -> Colgate U.,All institutions,Colgate U.,2,241,"['395', '']","['430', '']","['363', '']","['295', '']","['0', '']","['230', '']","['0', '']","['65', '']"
5422,r243,All institutions -> Duquesne U.,All institutions,Duquesne U.,2,242,"['0', '']","['0', '']","['12', '']","['290', '']","['0', '']","['290', '']","['0', '']","['0', '']"
5422,r244,All institutions -> Fort Hays State U.,All institutions,Fort Hays State U.,2,243,"['ne', '']","['ne', '']","['316', '']","['288', '']","['0', '']","['251', '']","['0', '']","['37', '']"
5422,r245,All institutions -> Grand Valley State U.,All institutions,Grand Valley State U.,2,244,"['524', '']","['617', '']","['328', '']","['287', '']","['0', '']","['0', '']","['0', '']","['287', '']"
5422,r246,All institutions -> Texas A&M U.-Kingsville,All institutions,Texas A&M U.-Kingsville,2,245,"['94', '']","['245', '']","['201', '']","['284', '']","['0', '']","['0', '']","['0', '']","['284', '']"
5422,r247,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,246,"['771', '']","['823', '']","['516', '']","['280', '']","['0', '']","['0', '']","['0', '']","['280', '']"
5422,r248,All institutions -> Macalester C.,All institutions,Macalester C.,2,247,"['287', '']","['141', '']","['310', '']","['268', '']","['248', '']","['0', '']","['0', '']","['20', '']"
5422,r249,All institutions -> North Carolina Central U.,All institutions,North Carolina Central U.,2,248,"['350', '']","['250', '']","['233', '']","['264', '']","['0', '']","['264', '']","['0', '']","['0', '']"
5422,r250,"All institutions -> SUNY, C. Brockport",All institutions,"SUNY, C. Brockport",2,249,"['107', '']","['0', '']","['239', '']","['261', '']","['0', '']","['261', '']","['0', '']","['0', '']"
5422,r251,All institutions -> Western Carolina U.,All institutions,Western Carolina U.,2,250,"['553', '']","['419', '']","['320', '']","['255', '']","['0', '']","['20', '']","['235', '']","['0', '']"
5422,r252,All institutions -> Western Kentucky U.,All institutions,Western Kentucky U.,2,251,"['396', '']","['401', '']","['290', '']","['254', '']","['0', '']","['254', '']","['0', '']","['0', '']"
5422,r253,All institutions -> U. Northern Colorado,All institutions,U. Northern Colorado,2,252,"['9', '']","['5', '']","['72', '']","['247', '']","['0', '']","['247', '']","['0', '']","['0', '']"
5422,r254,All institutions -> George Washington U.,All institutions,George Washington U.,2,253,"['641', '']","['596', '']","['213', '']","['243', '']","['0', '']","['243', '']","['0', '']","['0', '']"
5422,r255,All institutions -> Appalachian State U.,All institutions,Appalachian State U.,2,254,"['834', '']","['571', '']","['266', '']","['242', '']","['23', '']","['163', '']","['56', '']","['0', '']"
5422,r256,All institutions -> Middlebury C.,All institutions,Middlebury C.,2,255,"['488', '']","['241', '']","['256', '']","['239', '']","['0', '']","['239', '']","['0', '']","['0', '']"
5422,r257,All institutions -> Creighton U.,All institutions,Creighton U.,2,256,"['0', 'i']","['192', 'i']","['259', 'i']","['238', 'i']","['238', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
5422,r258,All institutions -> Tufts U.,All institutions,Tufts U.,2,257,"['135', '']","['592', '']","['120', '']","['230', '']","['0', '']","['210', '']","['20', '']","['0', '']"
5422,r259,All institutions -> Rowan U.,All institutions,Rowan U.,2,258,"['70', '']","['139', '']","['308', '']","['227', '']","['0', '']","['227', '']","['0', '']","['0', '']"
5422,r260,All institutions -> Howard U.,All institutions,Howard U.,2,259,"['1,101', '']","['618', '']","['248', '']","['225', '']","['0', '']","['0', '']","['225', '']","['0', '']"
5422,r261,"All institutions -> CUNY, Hunter C.",All institutions,"CUNY, Hunter C.",2,260,"['242', '']","['265', '']","['160', '']","['219', '']","['0', '']","['219', '']","['0', '']","['0', '']"
5422,r262,All institutions -> American U.,All institutions,American U.,2,261,"['58', '']","['198', '']","['215', '']","['216', '']","['0', '']","['0', '']","['0', '']","['216', '']"
5422,r263,All institutions -> Chapman U.,All institutions,Chapman U.,2,262,"['209', '']","['225', '']","['193', '']","['206', '']","['0', '']","['0', '']","['0', '']","['206', '']"
5422,r264,All institutions -> U. Akron,All institutions,U. Akron,2,263,"['127', '']","['147', '']","['171', '']","['202', '']","['0', '']","['202', '']","['0', '']","['0', '']"
5422,r265,All institutions -> Marshall U.,All institutions,Marshall U.,2,264,"['0', '']","['0', '']","['100', '']","['201', '']","['0', '']","['0', '']","['0', '']","['201', '']"
5422,r266,All institutions -> Texas Christian U.,All institutions,Texas Christian U.,2,265,"['104', '']","['167', '']","['178', '']","['197', '']","['0', '']","['197', '']","['0', '']","['0', '']"
5422,r267,"All institutions -> SUNY, Binghamton U.",All institutions,"SUNY, Binghamton U.",2,266,"['378', '']","['178', '']","['411', '']","['196', '']","['196', '']","['0', '']","['0', '']","['0', '']"
5422,r268,All institutions -> Jackson State U.,All institutions,Jackson State U.,2,267,"['2,122', '']","['1,562', '']","['1,794', '']","['189', '']","['0', '']","['0', '']","['0', '']","['189', '']"
5422,r269,All institutions -> New Mexico Highlands U.,All institutions,New Mexico Highlands U.,2,267,"['0', '']","['66', '']","['ne', '']","['189', '']","['0', '']","['189', '']","['0', '']","['0', '']"
5422,r270,All institutions -> Heidelberg U.,All institutions,Heidelberg U.,2,269,"['408', '']","['162', '']","['159', '']","['188', '']","['0', '']","['0', '']","['188', '']","['0', '']"
5422,r271,All institutions -> Hawaii Pacific U.,All institutions,Hawaii Pacific U.,2,270,"['245', '']","['268', '']","['288', '']","['183', '']","['0', '']","['38', '']","['0', '']","['145', '']"
5422,r272,All institutions -> Central Michigan U.,All institutions,Central Michigan U.,2,271,"['95', '']","['79', '']","['86', '']","['177', '']","['68', '']","['14', '']","['95', '']","['0', '']"
5422,r273,All institutions -> Elizabeth City State U.,All institutions,Elizabeth City State U.,2,272,"['96', '']","['146', '']","['ne', '']","['176', '']","['0', '']","['176', '']","['0', '']","['0', '']"
5422,r274,All institutions -> Texas Southern U.,All institutions,Texas Southern U.,2,272,"['176', '']","['0', '']","['119', '']","['176', '']","['0', '']","['0', '']","['0', '']","['176', '']"
5422,r275,"All institutions -> U. Minnesota, Morris",All institutions,"U. Minnesota, Morris",2,272,"['147', '']","['ne', '']","['159', '']","['176', '']","['0', '']","['176', '']","['0', '']","['0', '']"
