table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020_preliminary_
3961,r001,All agencies,All agencies,,,,,1,131451.9,128559.8,127224.8,128476.5,128089.9,109551.8,110000.2,117072.2,124854.5,136453.3
3961,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,
3961,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,2300.5,2290.2,2231.9,2320.7,2320.3,2411.5,2329.8,2308.1,2497.8,3204.4
3961,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,4.3,4.3,5.0,5.7,6.8,6.7,7.2,7.2,7.7,7.0
3961,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,1161.5,1095.0,1071.2,1025.4,1077.2,1118.3,1148.8,1101.3,1149.6,1372.0
3961,r006,All agencies -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,24.6,31.8,31.3,37.1,34.2,39.1,39.1,38.5,39.1,39.1
3961,r007,All agencies -> Departments -> Department of Agriculture -> Economic Research Service,All agencies,Departments,Department of Agriculture,Economic Research Service,,4,87.9,80.2,78.6,77.0,74.4,94.4,81.5,86.6,82.2,87.0
3961,r008,All agencies -> Departments -> Department of Agriculture -> Foreign Agricultural Service,All agencies,Departments,Department of Agriculture,Foreign Agricultural Service,,4,0.6,0.7,0.7,0.2,0.6,0.2,0.2,0.0,0.0,0.5
3961,r009,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,353.0,355.0,342.0,330.0,336.0,336.0,334.0,327.0,323.0,412.0
3961,r010,"All agencies -> Departments -> Department of Agriculture -> Grain Inspection, Packers, and Stockyards Administration",All agencies,Departments,Department of Agriculture,"Grain Inspection, Packers, and Stockyards Administration",,4,6.7,5.0,4.7,5.7,6.0,6.0,0.2,na,na,na
3961,r011,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,7.4,7.4,7.5,9.4,9.3,9.3,9.4,9.5,9.5,9.0
3961,r012,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,653.8,706.8,688.0,824.4,772.3,798.0,706.1,735.3,884.0,1275.0
3961,r013,All agencies -> Departments -> Department of Agriculture -> Rural Business-Cooperative Service,All agencies,Departments,Department of Agriculture,Rural Business-Cooperative Service,,4,0.7,3.9,3.0,5.8,3.5,3.6,3.3,2.8,2.8,2.8
3961,r014,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,1267.0,1112.1,1081.7,1266.7,1220.7,1330.4,1526.5,1414.6,1521.9,1554.6
3961,r015,All agencies -> Departments -> Department of Commerce -> Economic Development Administration,All agencies,Departments,Department of Commerce,Economic Development Administration,,4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
3961,r016,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,570.6,570.2,524.1,553.2,606.9,644.7,644.4,670.5,703.4,708.6
3961,r017,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,629.0,432.8,418.6,504.4,461.0,505.0,653.7,627.0,714.0,717.0
3961,r018,All agencies -> Departments -> Department of Commerce -> National Telecommunications and Information Administration,All agencies,Departments,Department of Commerce,National Telecommunications and Information Administration,,4,7.2,7.4,7.8,7.9,11.3,10.3,8.1,7.3,8.9,9.2
3961,r019,All agencies -> Departments -> Department of Commerce -> U.S. Census Bureau,All agencies,Departments,Department of Commerce,U.S. Census Bureau,,4,59.5,101.7,131.3,201.2,141.6,170.4,220.3,109.9,95.6,119.8
3961,r020,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,72527.4,65252.9,65019.6,63509.3,62100.4,42700.4,41292.2,44843.2,48135.3,54317.2
3961,r021,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,2889.3,2833.3,2692.2,2807.7,2832.5,2870.6,2877.1,2996.0,3253.7,3403.7
3961,r022,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,25854.5,25042.8,24789.7,23204.7,23322.8,7137.3,7439.3,11014.9,11830.4,14931.2
3961,r023,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,8125.0,6688.5,7816.8,7653.1,7306.3,6800.4,6911.1,7011.3,9293.2,10203.4
3961,r024,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,15345.4,14363.0,15487.4,15437.3,14669.0,15166.4,14397.6,12522.6,10902.7,11985.6
3961,r025,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,20313.3,16325.4,14233.4,14406.5,13969.8,10725.8,9667.2,11298.4,12855.2,13793.3
3961,r026,All agencies -> Departments -> Department of Education,All agencies,Departments,Department of Education,,,3,105.7,101.6,97.2,344.8,318.0,212.2,245.8,235.3,226.4,203.0
3961,r027,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,9685.0,9599.3,9302.1,10364.2,11303.4,11855.3,12019.6,14606.7,13656.5,16157.5
3961,r028,All agencies -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,118.4,142.4,143.6,187.2,245.2,237.9,269.2,250.9,247.1,352.1
3961,r029,All agencies -> Departments -> Department of Energy -> Bonneville Power Administration,All agencies,Departments,Department of Energy,Bonneville Power Administration,,4,13.2,14.5,0.0,16.0,15.6,15.6,14.0,0.0,0.0,0.0
3961,r030,All agencies -> Departments -> Department of Energy -> Electricity Delivery and Energy Reliability,All agencies,Departments,Department of Energy,Electricity Delivery and Energy Reliability,,4,89.5,101.1,45.3,73.1,107.6,91.7,133.0,103.8,144.2,146.8
3961,r031,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,852.6,909.8,704.9,960.5,1043.1,1142.1,1280.0,1341.0,1451.2,1679.5
3961,r032,All agencies -> Departments -> Department of Energy -> Environmental Management,All agencies,Departments,Department of Energy,Environmental Management,,4,67.5,45.8,9.1,23.2,24.2,22.8,28.7,38.0,29.3,31.4
3961,r033,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,288.4,285.7,360.4,425.6,631.9,624.5,620.3,661.6,659.0,680.0
3961,r034,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,4033.9,3919.8,3855.7,4312.2,4221.9,4544.8,4636.1,4025.5,5477.1,7466.5
3961,r035,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,2768.7,2648.2,2568.1,2921.5,2925.9,2980.1,3167.0,2536.7,3359.5,5425.2
3961,r036,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Naval Nuclear Propulsion Program,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Naval Nuclear Propulsion Program,5,941.7,1040.1,994.0,1093.7,1083.4,1215.7,1220.0,1172.8,1788.6,1648.4
3961,r037,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,323.5,231.5,293.6,297.0,212.7,348.9,249.0,316.0,329.0,393.0
