table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_level_5,industry_hierarchy_depth,field_naics_code,field_company_size_domestic_employees_all_companies,field_company_size_domestic_employees_5_9a,field_company_size_domestic_employees_10_19,field_company_size_domestic_employees_20_49,field_company_size_domestic_employees_50_99,field_company_size_domestic_employees_100_249,field_company_size_domestic_employees_250_499,field_company_size_domestic_employees_500_999,field_company_size_domestic_employees_1_000_4_999,field_company_size_domestic_employees_5_000_9_999,field_company_size_domestic_employees_10_000_24_999,field_company_size_domestic_employees_25_000_or_more
731,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['2,574', '&nbsp;']","['3', 'i']","['17', 'i']","['92', '&nbsp;']","['111', '&nbsp;']","['110', '&nbsp;']","['130', '&nbsp;']","['124', '&nbsp;']","['851', '&nbsp;']","['492', '&nbsp;']","['646', '&nbsp;']","['0', '&nbsp;']"
731,r012,"All industries -> Manufacturing industries -> Chemicals -> Resins, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resins, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['1,172', '&nbsp;']","['17', 'i']","['68', 'i']","['35', 'i']","['24', 'i']","['26', '&nbsp;']","['85', '&nbsp;']","['60', '&nbsp;']","['93', 'i']","['159', '&nbsp;']","['269', '&nbsp;']","['336', '&nbsp;']"
731,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticides, fertilizers, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticides, fertilizers, and other agricultural chemicals",,4,3253,"['2,157', '&nbsp;']","['2', 'i']","['D', '&nbsp;']","['18', '&nbsp;']","['27', 'i']","['D', '&nbsp;']","['D', ' ']","['0', '&nbsp;']","['147', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']"
731,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['50,242', '&nbsp;']","['203', 'i']","['440', '&nbsp;']","['1,312', '&nbsp;']","['1,397', '&nbsp;']","['2,382', '&nbsp;']","['1,972', '&nbsp;']","['1,631', '&nbsp;']","['6,441', '&nbsp;']","['5,993', '&nbsp;']","['16,265', '&nbsp;']","['12,207', '&nbsp;']"
731,r015,"All industries -> Manufacturing industries -> Chemicals -> Soaps, cleaning compounds, and toilet preparations",All industries,Manufacturing industries,Chemicals,"Soaps, cleaning compounds, and toilet preparations",,4,3256,"['1,283', '&nbsp;']","['4', 'i']","['13', 'i']","['25', 'i']","['53', '&nbsp;']","['50', '&nbsp;']","['17', '&nbsp;']","['52', '&nbsp;']","['267', '&nbsp;']","['485', '&nbsp;']","['298', 'i']","['19', '&nbsp;']"
731,r016,"All industries -> Manufacturing industries -> Chemicals -> Paints, coatings, adhesives, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paints, coatings, adhesives, and other chemicals",,4,"3255, 3259","['1,339', '&nbsp;']","['8', 'i']","['D', '&nbsp;']","['64', 'i']","['74', 'i']","['D', '&nbsp;']","['D', '&nbsp;']","['8', '&nbsp;']","['543', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['57', '&nbsp;']"
731,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['2,390', '&nbsp;']","['5', 'i']","['31', 'i']","['58', 'i']","['105', 'i']","['302', 'i']","['191', 'i']","['281', '&nbsp;']","['627', '&nbsp;']","['655', '&nbsp;']","['134', '&nbsp;']","['0', '&nbsp;']"
731,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['1,239', '&nbsp;']","['9', 'i']","['4', 'i']","['6', 'i']","['34', 'i']","['70', 'i']","['13', '&nbsp;']","['65', '&nbsp;']","['103', '&nbsp;']","['105', '&nbsp;']","['829', '&nbsp;']","['0', '&nbsp;']"
731,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['579', '&nbsp;']","['1', 'i']","['16', 'i']","['12', 'i']","['20', 'i']","['58', '&nbsp;']","['27', '&nbsp;']","['50', '&nbsp;']","['152', '&nbsp;']","['33', '&nbsp;']","['211', '&nbsp;']","['0', '&nbsp;']"
731,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['2,039', '&nbsp;']","['38', 'i']","['87', 'i']","['153', 'i']","['168', 'i']","['392', 'i']","['249', '&nbsp;']","['178', '&nbsp;']","['458', '&nbsp;']","['236', '&nbsp;']","['78', '&nbsp;']","['0', '&nbsp;']"
731,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['12,544', '&nbsp;']","['63', 'i']","['198', 'i']","['466', 'i']","['392', 'i']","['568', '&nbsp;']","['590', '&nbsp;']","['881', '&nbsp;']","['2,892', '&nbsp;']","['2,142', '&nbsp;']","['1,011', '&nbsp;']","['3,342', '&nbsp;']"
731,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implements,All industries,Manufacturing industries,Machinery,Agricultural implements,,4,33311,"['1,516', '&nbsp;']","['19', 'i']","['2', 'i']","['18', 'i']","['7', 'i']","['44', '&nbsp;']","['13', '&nbsp;']","['57', '&nbsp;']","['65', '&nbsp;']","['177', '&nbsp;']","['0', '&nbsp;']","['1,113', '&nbsp;']"
731,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['2,917', '&nbsp;']","['1', 'i']","['1', 'i']","['6', '&nbsp;']","['18', '&nbsp;']","['77', 'i']","['34', '&nbsp;']","['101', '&nbsp;']","['1,464', 'i']","['1,215', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
731,r024,"All industries -> Manufacturing industries -> Machinery -> Engines, turbines, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engines, turbines, and power transmission equipment",,4,3336,"['2,381', '&nbsp;']","['2', '&nbsp;']","['*', 'i']","['32', 'i']","['13', '&nbsp;']","['29', '&nbsp;']","['32', 'i']","['11', '&nbsp;']","['118', '&nbsp;']","['234', '&nbsp;']","['0', '&nbsp;']","['1,911', '&nbsp;']"
731,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['5,731', '&nbsp;']","['41', 'i']","['194', 'i']","['410', 'i']","['354', 'i']","['418', '&nbsp;']","['511', '&nbsp;']","['713', '&nbsp;']","['1,246', '&nbsp;']","['516', '&nbsp;']","['1,011', '&nbsp;']","['317', '&nbsp;']"
731,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['63,765', '&nbsp;']","['116', 'i']","['286', 'i']","['736', 'i']","['790', '&nbsp;']","['1,464', '&nbsp;']","['1,971', '&nbsp;']","['3,547', '&nbsp;']","['13,445', '&nbsp;']","['5,915', '&nbsp;']","['9,899', '&nbsp;']","['25,596', '&nbsp;']"
731,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['17,999', '&nbsp;']","['D', '&nbsp;']","['18', 'i']","['145', 'i']","['142', '&nbsp;']","['202', '&nbsp;']","['407', '&nbsp;']","['1,184', 'i']","['2,299', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
731,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductors and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductors and other electronic components,,4,3344,"['28,597', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['238', '&nbsp;']","['675', '&nbsp;']","['936', '&nbsp;']","['1,188', '&nbsp;']","['6,746', '&nbsp;']","['2,645', '&nbsp;']","['7,268', '&nbsp;']","['D', '&nbsp;']"
731,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['9,218', '&nbsp;']","['48', 'i']","['161', '&nbsp;']","['281', 'i']","['295', '&nbsp;']","['389', '&nbsp;']","['458', 'i']","['599', '&nbsp;']","['2,569', '&nbsp;']","['281', '&nbsp;']","['1,172', '&nbsp;']","['2,967', '&nbsp;']"
731,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatuses",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatuses",5,"334510, 334517","['2,525', '&nbsp;']","['9', 'i']","['122', '&nbsp;']","['74', '&nbsp;']","['110', '&nbsp;']","['154', '&nbsp;']","['248', 'i']","['279', '&nbsp;']","['673', '&nbsp;']","['0', '&nbsp;']","['163', '&nbsp;']","['692', '&nbsp;']"
731,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical systems and instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical systems and instruments",5,334511,"['2,881', '&nbsp;']","['2', '&nbsp;']","['1', 'i']","['5', 'i']","['16', '&nbsp;']","['52', '&nbsp;']","['34', '&nbsp;']","['21', '&nbsp;']","['452', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['1,887', '&nbsp;']"
731,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices,5,other 3345,"['3,813', '&nbsp;']","['37', 'i']","['38', 'i']","['202', 'i']","['169', '&nbsp;']","['183', '&nbsp;']","['176', '&nbsp;']","['298', '&nbsp;']","['1,444', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['387', '&nbsp;']"
731,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['7,951', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['116', '&nbsp;']","['199', '&nbsp;']","['169', '&nbsp;']","['576', '&nbsp;']","['1,831', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
731,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['3,852', '&nbsp;']","['20', 'i']","['79', '&nbsp;']","['122', 'i']","['177', '&nbsp;']","['207', '&nbsp;']","['232', '&nbsp;']","['360', 'i']","['765', '&nbsp;']","['543', '&nbsp;']","['779', 'i']","['568', '&nbsp;']"
731,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['29,224', '&nbsp;']","['12', 'i']","['81', '&nbsp;']","['98', 'i']","['276', '&nbsp;']","['479', '&nbsp;']","['358', '&nbsp;']","['668', '&nbsp;']","['2,803', '&nbsp;']","['2,021', '&nbsp;']","['4,441', '&nbsp;']","['17,987', '&nbsp;']"
731,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Automobiles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Automobiles, bodies, trailers, and parts",,4,3361–63,"['16,636', '&nbsp;']","['2', 'i']","['D', '&nbsp;']","['50', 'i']","['133', '&nbsp;']","['220', '&nbsp;']","['241', '&nbsp;']","['419', '&nbsp;']","['1,703', '&nbsp;']","['1,528', '&nbsp;']","['2,326', '&nbsp;']","['D', '&nbsp;']"
731,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['11,138', '&nbsp;']","['*', 'i']","['48', '&nbsp;']","['D', '&nbsp;']","['106', '&nbsp;']","['207', '&nbsp;']","['33', '&nbsp;']","['166', '&nbsp;']","['744', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['7,481', '&nbsp;']"
731,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engines, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engines, and aircraft parts",5,336411–13,"['10,754', '&nbsp;']","['*', 'i']","['42', '&nbsp;']","['D', '&nbsp;']","['104', '&nbsp;']","['207', '&nbsp;']","['33', '&nbsp;']","['148', '&nbsp;']","['509', '&nbsp;']","['D', '&nbsp;']","['1,853', '&nbsp;']","['7,481', '&nbsp;']"
731,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missiles, space vehicles, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missiles, space vehicles, and related parts",5,"336414–15, 336419","['385', 'i']","['0', '&nbsp;']","['5', '&nbsp;']","['D', '&nbsp;']","['3', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['17', '&nbsp;']","['235', 'i']","['0', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']"
731,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicles, tanks, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicles, tanks, and tank components",,4,336992,"['5', '&nbsp;']","['*', 'i']","['*', '&nbsp;']","['1', '&nbsp;']","['0', '&nbsp;']","['1', '&nbsp;']","['1', 'i']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
731,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['1,445', '&nbsp;']","['9', 'i']","['D', '&nbsp;']","['D', '&nbsp;']","['37', '&nbsp;']","['51', '&nbsp;']","['83', '&nbsp;']","['83', '&nbsp;']","['355', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
731,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['443', '&nbsp;']","['35', 'i']","['10', 'i']","['24', 'i']","['13', 'i']","['28', 'i']","['26', 'i']","['4', 'i']","['146', '&nbsp;']","['157', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
731,r043,All industries -> Manufacturing industries -> Miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,,,3,339,"['13,365', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['295', '&nbsp;']","['660', '&nbsp;']","['544', '&nbsp;']","['312', '&nbsp;']","['813', '&nbsp;']","['3,008', '&nbsp;']","['1,106', 'i']","['5,172', '&nbsp;']","['1,217', '&nbsp;']"
731,r044,All industries -> Manufacturing industries -> Miscellaneous manufacturing -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous manufacturing,Medical equipment and supplies,,4,3391,"['11,211', '&nbsp;']","['41', 'i']","['109', 'i']","['237', '&nbsp;']","['601', '&nbsp;']","['445', '&nbsp;']","['172', '&nbsp;']","['684', '&nbsp;']","['2,077', '&nbsp;']","['815', 'i']","['5,172', '&nbsp;']","['857', '&nbsp;']"
731,r045,All industries -> Manufacturing industries -> Miscellaneous manufacturing -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,Other miscellaneous manufacturing,,4,3399,"['2,154', 'i']","['D', '&nbsp;']","['D', '&nbsp;']","['57', 'i']","['59', 'i']","['99', 'i']","['141', '&nbsp;']","['128', '&nbsp;']","['931', '&nbsp;']","['291', 'i']","['0', '&nbsp;']","['360', 'i']"
731,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['100,885', '&nbsp;']","['1,280', 'i']","['2,860', 'i']","['4,309', 'i']","['4,350', 'i']","['4,026', '&nbsp;']","['4,863', '&nbsp;']","['4,152', '&nbsp;']","['14,598', '&nbsp;']","['13,370', '&nbsp;']","['4,458', '&nbsp;']","['42,621', '&nbsp;']"
731,r047,"All industries -> Nonmanufacturing industries -> Mining, extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, extraction, and support activities",,,3,21,"['3,393', '&nbsp;']","['3', 'i']","['38', 'i']","['16', '&nbsp;']","['14', 'i']","['D', '&nbsp;']","['50', '&nbsp;']","['29', 'i']","['111', '&nbsp;']","['D', '&nbsp;']","['1,298', '&nbsp;']","['1,667', '&nbsp;']"
731,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['446', '&nbsp;']","['6', '&nbsp;']","['6', 'i']","['3', '&nbsp;']","['0', '&nbsp;']","['1', 'i']","['*', 'i']","['5', '&nbsp;']","['32', '&nbsp;']","['141', '&nbsp;']","['222', '&nbsp;']","['29', '&nbsp;']"
731,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['1,684', 'i']","['101', 'i']","['197', 'i']","['743', 'i']","['190', 'i']","['221', 'i']","['82', 'i']","['23', 'i']","['120', 'i']","['6', 'i']","['1', 'i']","['0', '&nbsp;']"
731,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['1,517', 'i']","['30', 'i']","['47', 'i']","['26', 'i']","['*', 'i']","['34', 'i']","['D', '&nbsp;']","['48', 'i']","['6', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']"
731,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['403', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['3', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['15', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['226', '&nbsp;']"
731,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['64,578', '&nbsp;']","['114', 'i']","['431', 'i']","['679', 'i']","['1,852', 'i']","['1,713', '&nbsp;']","['2,186', '&nbsp;']","['2,607', '&nbsp;']","['10,246', '&nbsp;']","['11,636', '&nbsp;']","['1,330', '&nbsp;']","['31,783', '&nbsp;']"
731,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['32,598', '&nbsp;']","['71', 'i']","['212', 'i']","['290', 'i']","['1,052', 'i']","['794', '&nbsp;']","['858', '&nbsp;']","['695', '&nbsp;']","['5,943', '&nbsp;']","['4,985', '&nbsp;']","['0', '&nbsp;']","['17,699', '&nbsp;']"
731,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['98', 'i']","['0', '&nbsp;']","['11', 'i']","['2', 'i']","['2', 'i']","['20', 'i']","['45', '&nbsp;']","['18', 'i']","['*', 'i']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
731,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['32,500', '&nbsp;']","['71', 'i']","['202', 'i']","['288', 'i']","['1,050', 'i']","['774', '&nbsp;']","['814', '&nbsp;']","['677', '&nbsp;']","['5,942', '&nbsp;']","['4,985', '&nbsp;']","['0', '&nbsp;']","['17,699', '&nbsp;']"
731,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['3,537', '&nbsp;']","['10', 'i']","['D', '&nbsp;']","['37', 'i']","['285', '&nbsp;']","['51', '&nbsp;']","['D', '&nbsp;']","['179', '&nbsp;']","['61', '&nbsp;']","['0', '&nbsp;']","['28', '&nbsp;']","['D', '&nbsp;']"
731,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['9,314', '&nbsp;']","['33', 'i']","['D', '&nbsp;']","['D', '&nbsp;']","['479', '&nbsp;']","['795', '&nbsp;']","['1,072', '&nbsp;']","['1,525', '&nbsp;']","['3,221', '&nbsp;']","['D', '&nbsp;']","['1,302', '&nbsp;']","['D', '&nbsp;']"
731,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['19,129', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['36', '&nbsp;']","['73', '&nbsp;']","['D', '&nbsp;']","['209', '&nbsp;']","['1,022', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']"
731,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['5,329', '&nbsp;']","['2', 'i']","['62', 'i']","['3', '&nbsp;']","['10', '&nbsp;']","['52', '&nbsp;']","['17', '&nbsp;']","['534', '&nbsp;']","['794', '&nbsp;']","['296', '&nbsp;']","['670', '&nbsp;']","['2,890', '&nbsp;']"
731,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['301', '&nbsp;']","['0', '&nbsp;']","['1', 'i']","['4', '&nbsp;']","['3', 'i']","['31', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['220', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']"
731,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['68', '&nbsp;']","['0', '&nbsp;']","['1', 'i']","['3', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['*', 'i']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
731,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['232', '&nbsp;']","['0', '&nbsp;']","['*', 'i']","['1', 'i']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']","['220', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']"
