table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_level_5,industry_hierarchy_depth,field_naics_code,field_company_size_domestic_employees_all_companies,field_company_size_domestic_employees_5_9a,field_company_size_domestic_employees_10_19,field_company_size_domestic_employees_20_49,field_company_size_domestic_employees_50_99,field_company_size_domestic_employees_100_249,field_company_size_domestic_employees_250_499,field_company_size_domestic_employees_500_999,field_company_size_domestic_employees_1_000_4_999,field_company_size_domestic_employees_5_000_9_999,field_company_size_domestic_employees_10_000_24_999,field_company_size_domestic_employees_25_000_or_more
731,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['296,677', '&nbsp;']","['1,972', 'i']","['4,434', 'i']","['7,933', 'i']","['8,803', '&nbsp;']","['11,037', '&nbsp;']","['11,368', '&nbsp;']","['13,194', '&nbsp;']","['48,264', '&nbsp;']","['34,660', '&nbsp;']","['48,450', '&nbsp;']","['106,562', '&nbsp;']"
731,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['195,792', '&nbsp;']","['692', 'i']","['1,574', 'i']","['3,625', 'i']","['4,453', '&nbsp;']","['7,011', '&nbsp;']","['6,505', '&nbsp;']","['9,043', '&nbsp;']","['33,666', '&nbsp;']","['21,290', '&nbsp;']","['43,991', '&nbsp;']","['63,942', '&nbsp;']"
731,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['4,644', '&nbsp;']","['35', 'i']","['10', 'i']","['19', 'i']","['37', 'i']","['136', 'i']","['145', '&nbsp;']","['175', '&nbsp;']","['484', '&nbsp;']","['338', '&nbsp;']","['1,271', 'i']","['1,992', '&nbsp;']"
731,r004,All industries -> Manufacturing industries -> Beverages and tobacco products,All industries,Manufacturing industries,Beverages and tobacco products,,,3,312,"['885', '&nbsp;']","['5', 'i']","['*', 'i']","['3', 'i']","['3', 'i']","['9', '&nbsp;']","['10', '&nbsp;']","['7', '&nbsp;']","['58', '&nbsp;']","['159', '&nbsp;']","['39', '&nbsp;']","['594', '&nbsp;']"
731,r005,"All industries -> Manufacturing industries -> Textiles, apparel, and leather products",All industries,Manufacturing industries,"Textiles, apparel, and leather products",,,3,313–16,"['715', '&nbsp;']","['11', 'i']","['19', 'i']","['27', 'i']","['24', 'i']","['45', 'i']","['39', '&nbsp;']","['20', '&nbsp;']","['202', '&nbsp;']","['245', '&nbsp;']","['83', '&nbsp;']","['0', '&nbsp;']"
731,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['188', '&nbsp;']","['2', 'i']","['1', 'i']","['16', 'i']","['13', 'i']","['10', 'i']","['10', 'i']","['34', '&nbsp;']","['39', '&nbsp;']","['64', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
731,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['763', '&nbsp;']","['0', '&nbsp;']","['1', 'i']","['14', 'i']","['12', 'i']","['27', 'i']","['26', '&nbsp;']","['23', '&nbsp;']","['66', '&nbsp;']","['123', '&nbsp;']","['446', '&nbsp;']","['27', '&nbsp;']"
731,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['189', 'i']","['D', '&nbsp;']","['D', ' ']","['20', 'i']","['13', 'i']","['25', 'i']","['9', 'i']","['15', '&nbsp;']","['61', 'i']","['32', '&nbsp;']","['D', '&nbsp;']","['*', 'i']"
731,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['200', '&nbsp;']","['1', 'i']","['D', ' ']","['12', 'i']","['30', '&nbsp;']","['10', 'i']","['14', '&nbsp;']","['47', '&nbsp;']","['16', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']"
731,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['58,769', '&nbsp;']","['237', 'i']","['604', '&nbsp;']","['1,545', '&nbsp;']","['1,686', '&nbsp;']","['2,635', '&nbsp;']","['2,284', '&nbsp;']","['1,876', '&nbsp;']","['8,342', '&nbsp;']","['7,418', '&nbsp;']","['19,523', '&nbsp;']","['12,619', '&nbsp;']"
