table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_hierarchy_depth,field_naics_code,field_total,field_basic_research,field_applied_research,field_development
2567,r011,All selected industries -> Manufacturing industries -> Plastics and rubber products,All selected industries,Manufacturing industries,Plastics and rubber products,,3,326,"['    8,632 ', 'r']","['    369 ', 'r']","['    5,971 ', 'r']","['    2,292 ', '&nbsp;']"
2567,r012,All selected industries -> Manufacturing industries -> Nonmetallic mineral products,All selected industries,Manufacturing industries,Nonmetallic mineral products,,3,327,"['    1,836 ', 'r']","['    122 ', '&nbsp;']","['    490 ', 'r']","['    1,224 ', 'r']"
2567,r013,All selected industries -> Manufacturing industries -> Primary metals,All selected industries,Manufacturing industries,Primary metals,,3,331,"['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
2567,r014,All selected industries -> Manufacturing industries -> Fabricated metal products,All selected industries,Manufacturing industries,Fabricated metal products,,3,332,"['S', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['S', '&nbsp;']"
2567,r015,All selected industries -> Manufacturing industries -> Machinery,All selected industries,Manufacturing industries,Machinery,,3,333,"['    27,976 ', '&nbsp;']","['    5,967 ', 'r']","['    10,795 ', '&nbsp;']","['    11,214 ', '&nbsp;']"
2567,r016,All selected industries -> Manufacturing industries -> Computer and electronic products,All selected industries,Manufacturing industries,Computer and electronic products,,3,334,"['    144,870 ', '&nbsp;']","['    8,008 ', '&nbsp;']","['    31,489 ', '&nbsp;']","['    105,372 ', 'r']"
2567,r017,"All selected industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All selected industries,Manufacturing industries,"Electrical equipment, appliances, and components",,3,335,"['    10,757 ', 'r']","['    67 ', 'r']","['    10,088 ', 'r']","['    602 ', 'r']"
2567,r018,All selected industries -> Manufacturing industries -> Transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,,3,336,"['    2,055 ', '&nbsp;']","['    321 ', '&nbsp;']","['    212 ', '&nbsp;']","['    1,522 ', '&nbsp;']"
2567,r019,All selected industries -> Manufacturing industries -> Furniture and related products,All selected industries,Manufacturing industries,Furniture and related products,,3,337,"['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']","['    0 ', '&nbsp;']"
2567,r020,All selected industries -> Manufacturing industries -> Miscellaneous manufacturing,All selected industries,Manufacturing industries,Miscellaneous manufacturing,,3,339,"['    25,993 ', '&nbsp;']","['    2,839 ', '&nbsp;']","['    7,580 ', '&nbsp;']","['    15,574 ', '&nbsp;']"
2567,r021,All selected industries -> Selected nonmanufacturing industries,All selected industries,Selected nonmanufacturing industries,,,2,"42, 51, 5413, 5415, 5417","['    2,849,769 ', '&nbsp;']","['    416,041 ', '&nbsp;']","['    875,509 ', '&nbsp;']","['    1,558,219 ', '&nbsp;']"
2567,r022,All selected industries -> Selected nonmanufacturing industries -> Wholesale trade,All selected industries,Selected nonmanufacturing industries,Wholesale trade,,3,42,"['    79,414 ', '&nbsp;']","['    29,121 ', '&nbsp;']","['    18,183 ', 'r']","['    32,110 ', 'r']"
2567,r023,All selected industries -> Selected nonmanufacturing industries -> Information,All selected industries,Selected nonmanufacturing industries,Information,,3,51,"['    388,034 ', '&nbsp;']","['    76,290 ', 'r']","['    67,134 ', '&nbsp;']","['    244,609 ', '&nbsp;']"
2567,r024,All selected industries -> Selected nonmanufacturing industries -> Information -> Software publishers,All selected industries,Selected nonmanufacturing industries,Information,Software publishers,4,5112,"['    216,041 ', '&nbsp;']","['    27,481 ', '&nbsp;']","['    41,496 ', '&nbsp;']","['    147,065 ', '&nbsp;']"
2567,r025,"All selected industries -> Selected nonmanufacturing industries -> Information -> Information, excluding software publishers",All selected industries,Selected nonmanufacturing industries,Information,"Information, excluding software publishers",4,51 (excluding 5112),"['    171,992 ', 'r']","['    48,810 ', 'r']","['    25,638 ', '&nbsp;']","['    97,545 ', '&nbsp;']"
2567,r026,"All selected industries -> Selected nonmanufacturing industries -> Architectural, engineering, and related services",All selected industries,Selected nonmanufacturing industries,"Architectural, engineering, and related services",,3,5413,"['    216,146 ', '&nbsp;']","['    22,258 ', '&nbsp;']","['    92,654 ', '&nbsp;']","['    101,235 ', '&nbsp;']"
2567,r027,All selected industries -> Selected nonmanufacturing industries -> Computer systems design and related services,All selected industries,Selected nonmanufacturing industries,Computer systems design and related services,,3,5415,"['    904,128 ', '&nbsp;']","['    105,682 ', '&nbsp;']","['    257,830 ', '&nbsp;']","['    540,615 ', '&nbsp;']"
2567,r028,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,,3,5417,"['    1,262,048 ', '&nbsp;']","['    182,690 ', '&nbsp;']","['    439,708 ', '&nbsp;']","['    639,650 ', '&nbsp;']"
