table_id,row_id,question_full_path,question_level_1,question_level_2,question_hierarchy_depth,field_survey_item,field_aggregate_amount
2695,r013,Company and financial information (US$millions) -> 2.8b(1),Company and financial information (US$millions),2.8b(1),2,Stock-based compensation,"['28,203', '&nbsp;']"
2695,r014,Company and financial information (US$millions) -> 2.8c(1),Company and financial information (US$millions),2.8c(1),2,"Leased or temporary staffing, including on-site contractors, working on R&D","['16,489', '&nbsp;']"
2695,r015,Company and financial information (US$millions) -> 2.8d(1),Company and financial information (US$millions),2.8d(1),2,Expensed equipment (not capitalized),"['6,871', '&nbsp;']"
2695,r016,Company and financial information (US$millions) -> 2.8e(1),Company and financial information (US$millions),2.8e(1),2,Materials and supplies,"['24,609', '&nbsp;']"
2695,r017,Company and financial information (US$millions) -> 2.8f(1),Company and financial information (US$millions),2.8f(1),2,Leased facilities and equipment,"['6,812', '&nbsp;']"
2695,r018,Company and financial information (US$millions) -> 2.8g(1),Company and financial information (US$millions),2.8g(1),2,"Depreciation and amortization on R&D property, plant, equipment, and intangible assets","['14,772', '&nbsp;']"
2695,r019,Company and financial information (US$millions) -> 2.8h(1),Company and financial information (US$millions),2.8h(1),2,Royalties and licensing fees,"['2,674', '&nbsp;']"
2695,r020,Company and financial information (US$millions) -> 2.8i(1),Company and financial information (US$millions),2.8i(1),2,Collaborative R&D payments,"['8,636', '&nbsp;']"
2695,r021,Company and financial information (US$millions) -> 2.8j(1),Company and financial information (US$millions),2.8j(1),2,Contract R&D,"['34,032', '&nbsp;']"
2695,r022,Company and financial information (US$millions) -> 2.8k(1),Company and financial information (US$millions),2.8k(1),2,Other purchased services,"['11,922', '&nbsp;']"
2695,r023,Company and financial information (US$millions) -> 2.8l(1),Company and financial information (US$millions),2.8l(1),2,All other costs,"['53,529', '&nbsp;']"
2695,r024,Company and financial information (US$millions) -> 2.9(3),Company and financial information (US$millions),2.9(3),2,Worldwide R&D paid for by the company and performed by others,"['53,377', '&nbsp;']"
2695,r025,Company and financial information (US$millions) -> 2.9(1),Company and financial information (US$millions),2.9(1),2,Domestic R&D paid for by the company and performed by others,"['42,668', '&nbsp;']"
2695,r026,Company and financial information (US$millions) -> 2.9(2),Company and financial information (US$millions),2.9(2),2,Foreign R&D paid for by the company and performed by others,"['10,708', '&nbsp;']"
2695,r027,Company and financial information (US$millions) -> 2.10(3),Company and financial information (US$millions),2.10(3),2,Worldwide R&D paid for and performed by the company,"['468,235', '&nbsp;']"
2695,r028,Company and financial information (US$millions) -> 2.10(1),Company and financial information (US$millions),2.10(1),2,Domestic R&D paid for and performed by the company,"['377,806', '&nbsp;']"
2695,r029,Company and financial information (US$millions) -> 2.10(2),Company and financial information (US$millions),2.10(2),2,Foreign R&D paid for and performed by the company,"['90,429', '&nbsp;']"
2695,r030,Company and financial information (US$millions) -> 2.9(3) + 2.10(3) + 3.4(3) + 3.5(3),Company and financial information (US$millions),2.9(3) + 2.10(3) + 3.4(3) + 3.5(3),2,Worldwide R&D paid for by the company and others and performed by the company and others,"['605,627', '&nbsp;']"
2695,r031,Company and financial information (US$millions) -> 2.10(3) + 3.5(3),Company and financial information (US$millions),2.10(3) + 3.5(3),2,Worldwide R&D paid for by the company and others and performed by the company,"['541,412', '&nbsp;']"
2695,r032,Company and financial information (US$millions) -> 2.9(1) + 2.10(1) + 3.4(1) + 3.5(1),Company and financial information (US$millions),2.9(1) + 2.10(1) + 3.4(1) + 3.5(1),2,Domestic R&D paid for by the company and others and performed by the company and others,"['493,583', '&nbsp;']"
2695,r033,Company and financial information (US$millions) -> 2.10(1) + 3.5 (1),Company and financial information (US$millions),2.10(1) + 3.5 (1),2,Domestic R&D paid for by the company and others and performed by the company,"['441,036', '&nbsp;']"
2695,r034,Company and financial information (US$millions) -> &nbsp;,Company and financial information (US$millions),&nbsp;,2,Domestic R&D paid for and performed by the company,"['&nbsp;', '&nbsp;']"
2695,r035,Company and financial information (US$millions) -> 2.14,Company and financial information (US$millions),2.14,2,Performed at largest domestic location,"['225,548', '&nbsp;']"
2695,r036,Company and financial information (US$millions) -> 2.16,Company and financial information (US$millions),2.16,2,Performed at second-largest domestic location,"['36,385', '&nbsp;']"
2695,r037,Company and financial information (US$millions) -> 2.18,Company and financial information (US$millions),2.18,2,Domestic R&D paid for by foreign operations or subsidiaries and performed by the companya,"['23,515', '&nbsp;']"
2695,r038,Company and financial information (US$millions) -> 2.19,Company and financial information (US$millions),2.19,2,Foreign R&D paid for by domestic operations or subsidiaries and performed by the companya,"['16,375', '&nbsp;']"
2695,r039,Company and financial information (US$millions) -> 2.20i/2.9(1),Company and financial information (US$millions),2.20i/2.9(1),2,Domestic R&D paid for by the company and performed by others,"['42,668', '&nbsp;']"
2695,r040,Company and financial information (US$millions) -> 2.20a,Company and financial information (US$millions),2.20a,2,Companies in the United States,"['36,524', '&nbsp;']"
2695,r041,Company and financial information (US$millions) -> 2.20b,Company and financial information (US$millions),2.20b,2,Your company's foreign parent or owner,"['1,297', 'i']"
2695,r042,Company and financial information (US$millions) -> 2.20c,Company and financial information (US$millions),2.20c,2,Companies outside the United States,"['3,761', '&nbsp;']"
2695,r043,Company and financial information (US$millions) -> 2.20d,Company and financial information (US$millions),2.20d,2,U.S. federal government agencies or laboratories,"['102', '&nbsp;']"
2695,r044,Company and financial information (US$millions) -> 2.20e,Company and financial information (US$millions),2.20e,2,U.S. state and local government agencies or laboratories,"['8', '&nbsp;']"
2695,r045,Company and financial information (US$millions) -> 2.20f,Company and financial information (US$millions),2.20f,2,"U.S. universities, colleges, and academic researchers","['340', '&nbsp;']"
2695,r046,Company and financial information (US$millions) -> 2.20g,Company and financial information (US$millions),2.20g,2,All other organizations in the United States,"['482', '&nbsp;']"
2695,r047,Company and financial information (US$millions) -> 2.20h,Company and financial information (US$millions),2.20h,2,All other organizations outside the United States,"['155', '&nbsp;']"
2695,r048,Company and financial information (US$millions) -> 2.22,Company and financial information (US$millions),2.22,2,Monetary gifts made by the company to U.S. universities and collegesa,"['90', '&nbsp;']"
2695,r049,Company and financial information (US$millions) -> &nbsp;,Company and financial information (US$millions),&nbsp;,2,Projected worldwide R&D expense paid for and performed by the company in 2019,"['&nbsp;', '&nbsp;']"
2695,r050,Company and financial information (US$millions) -> 2.23(3),Company and financial information (US$millions),2.23(3),2,Worldwide R&D to be paid for and performed by the company,"['558,974', '&nbsp;']"
2695,r051,Company and financial information (US$millions) -> 2.23(1),Company and financial information (US$millions),2.23(1),2,Domestic R&D to be paid for and performed by the company,"['452,151', '&nbsp;']"
2695,r052,Company and financial information (US$millions) -> 2.23(2),Company and financial information (US$millions),2.23(2),2,Foreign R&D to be paid for and performed by the company,"['106,823', '&nbsp;']"
2695,r053,Company and financial information (US$millions) -> 2.24,Company and financial information (US$millions),2.24,2,Projected R&D services and projected payments for collaborative R&D,"['43,137', '&nbsp;']"
2695,r054,Company and financial information (US$millions) -> 3.1j/3.2c,Company and financial information (US$millions),3.1j/3.2c,2,Worldwide R&D paid for by others and performed by the company and others,"['84,016', '&nbsp;']"
2695,r055,Company and financial information (US$millions) -> 3.1a,Company and financial information (US$millions),3.1a,2,R&D reimbursed by the company's foreign parent or owner,"['17,998', '&nbsp;']"
2695,r056,Company and financial information (US$millions) -> 3.1b,Company and financial information (US$millions),3.1b,2,Collaborative R&D reimbursed by business partners,"['7,725', '&nbsp;']"
2695,r057,Company and financial information (US$millions) -> 3.1c,Company and financial information (US$millions),3.1c,2,R&D paid for by grants (government or private foundation),"['9,746', '&nbsp;']"
2695,r058,Company and financial information (US$millions) -> 3.1d,Company and financial information (US$millions),3.1d,2,Defense R&D goods or services provided as a prime or as a sub to the federal government and/or government contractors,"['17,032', '&nbsp;']"
2695,r059,Company and financial information (US$millions) -> 3.1e,Company and financial information (US$millions),3.1e,2,Medical clinical trial Phase I–III services provided to others not owned by the company,"['20,721', '&nbsp;']"
2695,r060,Company and financial information (US$millions) -> 3.1f,Company and financial information (US$millions),3.1f,2,"Medical R&D services, other than clinical trials, provided to others not owned by the company","['745', '&nbsp;']"
2695,r061,Company and financial information (US$millions) -> 3.1g,Company and financial information (US$millions),3.1g,2,Nondefense custom software development or computer systems designed for others not owned by the company,"['433', '&nbsp;']"
2695,r062,Company and financial information (US$millions) -> 3.1h,Company and financial information (US$millions),3.1h,2,"Prototype development, production, and testing for customer's products","['1,767', '&nbsp;']"
2695,r063,Company and financial information (US$millions) -> 3.1i,Company and financial information (US$millions),3.1i,2,All other R&D services provided to the federal government or to others not owned by the company ,"['7,850', 'i']"
2695,r064,Company and financial information (US$millions) -> 3.2c/3.1j,Company and financial information (US$millions),3.2c/3.1j,2,Worldwide R&D paid for by others and performed by the company and others,"['84,016', '&nbsp;']"
2695,r065,Company and financial information (US$millions) -> 3.2a,Company and financial information (US$millions),3.2a,2,Domestic R&D paid for by others and performed by the company and others,"['73,109', '&nbsp;']"
2695,r066,Company and financial information (US$millions) -> 3.2b,Company and financial information (US$millions),3.2b,2,Foreign R&D paid for by others and performed by the company and others,"['10,907', '&nbsp;']"
2695,r067,Company and financial information (US$millions) -> 3.3m(1),Company and financial information (US$millions),3.3m(1),2,Domestic R&D paid for by others and performed by the company and others,"['73,109', '&nbsp;']"
2695,r068,Company and financial information (US$millions) -> 3.3a(1),Company and financial information (US$millions),3.3a(1),2,"Salaries, wages, and fringe benefits","['36,004', '&nbsp;']"
2695,r069,Company and financial information (US$millions) -> 3.3b(1),Company and financial information (US$millions),3.3b(1),2,Stock-based compensation,"['556', '&nbsp;']"
2695,r070,Company and financial information (US$millions) -> 3.3c(1),Company and financial information (US$millions),3.3c(1),2,"Leased or temporary staffing, including on-site contractors","['2,051', '&nbsp;']"
2695,r071,Company and financial information (US$millions) -> 3.3d(1),Company and financial information (US$millions),3.3d(1),2,Expensed equipment (not capitalized),"['389', '&nbsp;']"
2695,r072,Company and financial information (US$millions) -> 3.3e(1),Company and financial information (US$millions),3.3e(1),2,Materials and supplies,"['5,410', '&nbsp;']"
2695,r073,Company and financial information (US$millions) -> 3.3f(1),Company and financial information (US$millions),3.3f(1),2,Leased facilities and equipment rental payments,"['990', '&nbsp;']"
2695,r074,Company and financial information (US$millions) -> 3.3g(1),Company and financial information (US$millions),3.3g(1),2,"Depreciation and amortization on R&D property, plant, equipment, and intangible assets","['1,638', '&nbsp;']"
2695,r075,Company and financial information (US$millions) -> 3.3h(1),Company and financial information (US$millions),3.3h(1),2,Royalties and licensing fees,"['217', '&nbsp;']"
2695,r076,Company and financial information (US$millions) -> 3.3i(1),Company and financial information (US$millions),3.3i(1),2,Collaborative R&D payments,"['1,786', '&nbsp;']"
2695,r077,Company and financial information (US$millions) -> 3.3j(1),Company and financial information (US$millions),3.3j(1),2,Contract R&D,"['8,093', '&nbsp;']"
2695,r078,Company and financial information (US$millions) -> 3.3k(1),Company and financial information (US$millions),3.3k(1),2,Other purchased services,"['4,239', 'i']"
2695,r079,Company and financial information (US$millions) -> 3.3l(1),Company and financial information (US$millions),3.3l(1),2,All other costs,"['11,737', '&nbsp;']"
2695,r080,Company and financial information (US$millions) -> 3.4(3),Company and financial information (US$millions),3.4(3),2,Worldwide R&D paid for and performed by others,"['10,838', '&nbsp;']"
2695,r081,Company and financial information (US$millions) -> 3.4(1),Company and financial information (US$millions),3.4(1),2,Domestic R&D paid for and performed by others,"['9,878', '&nbsp;']"
2695,r082,Company and financial information (US$millions) -> 3.4(2),Company and financial information (US$millions),3.4(2),2,Foreign R&D paid for and performed by others,"['960', '&nbsp;']"
2695,r083,Company and financial information (US$millions) -> 3.5(3),Company and financial information (US$millions),3.5(3),2,Worldwide R&D paid for by others and performed by the company,"['73,178', '&nbsp;']"
2695,r084,Company and financial information (US$millions) -> 3.5(2),Company and financial information (US$millions),3.5(2),2,Foreign R&D paid for by others and performed by the company,"['9,947', '&nbsp;']"
2695,r085,Company and financial information (US$millions) -> 3.5(1)/3.8k,Company and financial information (US$millions),3.5(1)/3.8k,2,Domestic R&D paid for by others and performed by the company,"['63,230', '&nbsp;']"
2695,r086,Company and financial information (US$millions) -> 3.8a,Company and financial information (US$millions),3.8a,2,Other companies in the United States,"['19,087', '&nbsp;']"
2695,r087,Company and financial information (US$millions) -> 3.8b,Company and financial information (US$millions),3.8b,2,Your company's foreign parent or owner,"['15,775', '&nbsp;']"
2695,r088,Company and financial information (US$millions) -> 3.8c,Company and financial information (US$millions),3.8c,2,Other companies outside the United States,"['2,558', '&nbsp;']"
2695,r089,Company and financial information (US$millions) -> 3.8d/3.11j/3.12c,Company and financial information (US$millions),3.8d/3.11j/3.12c,2,U.S. federal government agencies or laboratories,"['24,685', '&nbsp;']"
2695,r090,Company and financial information (US$millions) -> 3.8e,Company and financial information (US$millions),3.8e,2,U.S. state and local government agencies or laboratories,"['103', '&nbsp;']"
2695,r091,Company and financial information (US$millions) -> 3.8f,Company and financial information (US$millions),3.8f,2,Foreign government agencies or laboratories,"['248', '&nbsp;']"
2695,r092,Company and financial information (US$millions) -> 3.8g,Company and financial information (US$millions),3.8g,2,"U.S. universities, colleges, and academic researchers","['66', '&nbsp;']"
2695,r093,Company and financial information (US$millions) -> 3.8h,Company and financial information (US$millions),3.8h,2,"Universities, colleges, and academic researchers outside the United States","['5', '&nbsp;']"
2695,r094,Company and financial information (US$millions) -> 3.8i,Company and financial information (US$millions),3.8i,2,All other organizations in the United States,"['366', '&nbsp;']"
2695,r095,Company and financial information (US$millions) -> 3.8j,Company and financial information (US$millions),3.8j,2,All other organizations outside the United States,"['337', 'i']"
2695,r096,Company and financial information (US$millions) -> 3.11j/3.8d/3.12c,Company and financial information (US$millions),3.11j/3.8d/3.12c,2,Federally funded R&D performed by the company,"['24,685', '&nbsp;']"
2695,r097,Company and financial information (US$millions) -> 3.11a,Company and financial information (US$millions),3.11a,2,Department of Defense,"['15,182', '&nbsp;']"
2695,r098,Company and financial information (US$millions) -> 3.11b,Company and financial information (US$millions),3.11b,2,Department of Energy,"['589', '&nbsp;']"
2695,r099,Company and financial information (US$millions) -> 3.11c,Company and financial information (US$millions),3.11c,2,National Aeronautics and Space Administration,"['4,724', 'i']"
2695,r100,Company and financial information (US$millions) -> 3.11d,Company and financial information (US$millions),3.11d,2,National Institutes of Health,"['385', '&nbsp;']"
2695,r101,Company and financial information (US$millions) -> 3.11e,Company and financial information (US$millions),3.11e,2,Department of Homeland Security,"['77', '&nbsp;']"
2695,r102,Company and financial information (US$millions) -> 3.11f,Company and financial information (US$millions),3.11f,2,Department of Transportation,"['37', '&nbsp;']"
2695,r103,Company and financial information (US$millions) -> 3.11g,Company and financial information (US$millions),3.11g,2,Environmental Protection Agency,"['1', '&nbsp;']"
2695,r104,Company and financial information (US$millions) -> 3.11h,Company and financial information (US$millions),3.11h,2,National Science Foundation,"['11', '&nbsp;']"
2695,r105,Company and financial information (US$millions) -> 3.11i,Company and financial information (US$millions),3.11i,2,Other U.S. federal agencies,"['3,680', '&nbsp;']"
2695,r106,Company and financial information (US$millions) -> 3.12c/3.8d/3.11j,Company and financial information (US$millions),3.12c/3.8d/3.11j,2,Federally funded R&D performed by the company by type of agreement,"['24,685', '&nbsp;']"
2695,r107,Company and financial information (US$millions) -> 3.12a,Company and financial information (US$millions),3.12a,2,Contracts,"['24,106', '&nbsp;']"
2695,r108,Company and financial information (US$millions) -> 3.12b,Company and financial information (US$millions),3.12b,2,Grants and all other agreements,"['579', '&nbsp;']"
2695,r109,Company and financial information (US$millions) -> &nbsp;,Company and financial information (US$millions),&nbsp;,2,Domestic R&D paid for by others and performed by the company,"['&nbsp;', '&nbsp;']"
2695,r110,Company and financial information (US$millions) -> 3.16,Company and financial information (US$millions),3.16,2,Performed at largest domestic location,"['29,344', '&nbsp;']"
2695,r111,Company and financial information (US$millions) -> 3.18,Company and financial information (US$millions),3.18,2,Performed at second-largest domestic location,"['6,872', '&nbsp;']"
2695,r112,Company and financial information (US$millions) -> 3.19,Company and financial information (US$millions),3.19,2,Domestic R&D paid for by U.S. federal government agencies or laboratories and performed by others,"['4,614', '&nbsp;']"
2695,r113,Company and financial information (US$millions) -> &nbsp;,Company and financial information (US$millions),&nbsp;,2,Projected R&D to be paid for by others and performed by the company in 2018,"['&nbsp;', '&nbsp;']"
2695,r114,Company and financial information (US$millions) -> 3.20,Company and financial information (US$millions),3.20,2,Worldwide R&D to be paid for by others and performed by the company,"['88,631', '&nbsp;']"
2695,r115,Company and financial information (US$millions) -> 3.21,Company and financial information (US$millions),3.21,2,Domestic R&D to be paid for by others and performed by the company,"['71,163', '&nbsp;']"
2695,r116,Company and financial information (US$millions) -> 3.22,Company and financial information (US$millions),3.22,2,Domestic R&D to be paid for by U.S. federal government and performed by the company,"['28,899', '&nbsp;']"
2695,r117,Company and financial information (US$millions) -> 4.1,Company and financial information (US$millions),4.1,2,Total domestic capital expenditures,"['665,199', '&nbsp;']"
2695,r118,Company and financial information (US$millions) -> 4.2/4.3f,Company and financial information (US$millions),4.2/4.3f,2,Domestic capital expenditures for R&D,"['34,743', '&nbsp;']"
2695,r119,Company and financial information (US$millions) -> 4.3a,Company and financial information (US$millions),4.3a,2,Land acquisition,"['659', '&nbsp;']"
2695,r120,Company and financial information (US$millions) -> 4.3b,Company and financial information (US$millions),4.3b,2,Buildings and land improvement,"['4,063', '&nbsp;']"
2695,r121,Company and financial information (US$millions) -> 4.3c,Company and financial information (US$millions),4.3c,2,Equipment,"['16,393', '&nbsp;']"
2695,r122,Company and financial information (US$millions) -> 4.3d,Company and financial information (US$millions),4.3d,2,Capitalized software,"['9,659', '&nbsp;']"
2695,r123,Company and financial information (US$millions) -> 4.3e,Company and financial information (US$millions),4.3e,2,All other capital expenditures for R&D,"['3,969', '&nbsp;']"
2695,r124,Company and financial information (US$millions) -> 5.1,Company and financial information (US$millions),5.1,2,Worldwide R&D paid for and performed by the company and others directed toward business areas or product lines new to company,"['64,994', '&nbsp;']"
2695,r125,Company and financial information (US$millions) -> 5.2/2.10(1),Company and financial information (US$millions),5.2/2.10(1),2,Domestic R&D paid for and performed by the company,"['377,806', '&nbsp;']"
2695,r126,Company and financial information (US$millions) -> &nbsp;,Company and financial information (US$millions),&nbsp;,2,Type of R&D (character of work),"['&nbsp;', '&nbsp;']"
2695,r127,Company and financial information (US$millions) -> 5.4b,Company and financial information (US$millions),5.4b,2,Basic research,"['22,312', '&nbsp;']"
2695,r128,Company and financial information (US$millions) -> 5.4a,Company and financial information (US$millions),5.4a,2,Applied research,"['53,229', '&nbsp;']"
2695,r129,Company and financial information (US$millions) -> 5.3b,Company and financial information (US$millions),5.3b,2,Development,"['302,264', '&nbsp;']"
2695,r130,Company and financial information (US$millions) -> &nbsp;,Company and financial information (US$millions),&nbsp;,2,Application areas,"['&nbsp;', '&nbsp;']"
2695,r131,Company and financial information (US$millions) -> 5.5,Company and financial information (US$millions),5.5,2,Energy applications,"['23,275', 'i']"
2695,r132,Company and financial information (US$millions) -> 5.6,Company and financial information (US$millions),5.6,2,Environmental protection applications,"['7,994', 'i']"
2695,r133,Company and financial information (US$millions) -> 5.7,Company and financial information (US$millions),5.7,2,Defense applications,"['12,721', '&nbsp;']"
2695,r134,Company and financial information (US$millions) -> 5.8,Company and financial information (US$millions),5.8,2,Health or medical applications,"['89,550', '&nbsp;']"
2695,r135,Company and financial information (US$millions) -> 5.9,Company and financial information (US$millions),5.9,2,Agricultural applications,"['7,273', '&nbsp;']"
2695,r136,Company and financial information (US$millions) -> &nbsp;,Company and financial information (US$millions),&nbsp;,2,Technology focus areas,"['&nbsp;', '&nbsp;']"
2695,r137,Company and financial information (US$millions) -> 5.10,Company and financial information (US$millions),5.10,2,Software products and software embedded in other projects or products,"['155,935', '&nbsp;']"
2695,r138,Company and financial information (US$millions) -> 5.11,Company and financial information (US$millions),5.11,2,Biotechnology,"['48,915', '&nbsp;']"
2695,r139,Company and financial information (US$millions) -> 5.12,Company and financial information (US$millions),5.12,2,Nanotechnology,"['14,820', 'i']"
2695,r140,Company and financial information (US$millions) -> 5.13,Company and financial information (US$millions),5.13,2,Artificial intelligence,"['7,112', '&nbsp;']"
2695,r141,Company and financial information (US$millions) -> 5.15c,Company and financial information (US$millions),5.15c,2,Foreign R&D paid for and performed by the company,"['90,429', '&nbsp;']"
2695,r142,Company and financial information (US$millions) -> 5.15a,Company and financial information (US$millions),5.15a,2,Research,"['17,520', '&nbsp;']"
2695,r143,Company and financial information (US$millions) -> 5.15b,Company and financial information (US$millions),5.15b,2,Development,"['72,909', '&nbsp;']"
2695,r144,Company and financial information (US$millions) -> 5.16/3.5(1),Company and financial information (US$millions),5.16/3.5(1),2,Domestic R&D paid for by others and performed by the company,"['63,230', '&nbsp;']"
2695,r145,Company and financial information (US$millions) -> &nbsp;,Company and financial information (US$millions),&nbsp;,2,Type of R&D (character of work),"['&nbsp;', '&nbsp;']"
2695,r146,Company and financial information (US$millions) -> 5.18b,Company and financial information (US$millions),5.18b,2,Basic research,"['6,668', '&nbsp;']"
2695,r147,Company and financial information (US$millions) -> 5.18a,Company and financial information (US$millions),5.18a,2,Applied research,"['11,993', '&nbsp;']"
2695,r148,Company and financial information (US$millions) -> 5.17b,Company and financial information (US$millions),5.17b,2,Development,"['44,570', '&nbsp;']"
2695,r149,Company and financial information (US$millions) -> &nbsp;,Company and financial information (US$millions),&nbsp;,2,Application areas,"['&nbsp;', '&nbsp;']"
2695,r150,Company and financial information (US$millions) -> 5.19,Company and financial information (US$millions),5.19,2,Energy applications,"['1,949', '&nbsp;']"
2695,r151,Company and financial information (US$millions) -> 5.20,Company and financial information (US$millions),5.20,2,Environmental protection applications,"['1,763', '&nbsp;']"
2695,r152,Company and financial information (US$millions) -> 5.21,Company and financial information (US$millions),5.21,2,Defense applications,"['22,088', '&nbsp;']"
2695,r153,Company and financial information (US$millions) -> 5.22,Company and financial information (US$millions),5.22,2,Health or medical applications,"['24,947', '&nbsp;']"
2695,r154,Company and financial information (US$millions) -> 5.23,Company and financial information (US$millions),5.23,2,Agricultural applications,"['617', '&nbsp;']"
2695,r155,Company and financial information (US$millions) -> &nbsp;,Company and financial information (US$millions),&nbsp;,2,Technology focus areas,"['&nbsp;', '&nbsp;']"
2695,r156,Company and financial information (US$millions) -> 5.24,Company and financial information (US$millions),5.24,2,Software products and software embedded in other projects or products,"['9,641', '&nbsp;']"
2695,r157,Company and financial information (US$millions) -> 5.25,Company and financial information (US$millions),5.25,2,Biotechnology,"['13,947', 'i']"
2695,r158,Company and financial information (US$millions) -> 5.26,Company and financial information (US$millions),5.26,2,Nanotechnology,"['1,979', 'i']"
2695,r159,Company and financial information (US$millions) -> 5.27,Company and financial information (US$millions),5.27,2,Artificial intelligence,"['2,096', 'i']"
2695,r160,Company and financial information (US$millions) -> &nbsp;,Company and financial information (US$millions),&nbsp;,2,Federally funded R&D performed by the company,"['&nbsp;', '&nbsp;']"
2695,r161,Company and financial information (US$millions) -> &nbsp;,Company and financial information (US$millions),&nbsp;,2,Type of R&D (character of work),"['&nbsp;', '&nbsp;']"
2695,r162,Company and financial information (US$millions) -> 5.30b,Company and financial information (US$millions),5.30b,2,Basic research,"['2,510', 'i']"
2695,r163,Company and financial information (US$millions) -> 5.30a,Company and financial information (US$millions),5.30a,2,Applied research,"['5,097', 'i']"
2695,r164,Company and financial information (US$millions) -> 5.29b,Company and financial information (US$millions),5.29b,2,Development,"['17,078', '&nbsp;']"
2695,r165,Company and financial information (US$millions) -> &nbsp;,Company and financial information (US$millions),&nbsp;,2,Technology focus areas,"['&nbsp;', '&nbsp;']"
2695,r166,Company and financial information (US$millions) -> 5.31,Company and financial information (US$millions),5.31,2,Software products and software embedded in other projects or products,"['5,365', '&nbsp;']"
2695,r167,Company and financial information (US$millions) -> 5.33c,Company and financial information (US$millions),5.33c,2,Foreign R&D paid for by others and performed by the company,"['9,947', '&nbsp;']"
2695,r168,Company and financial information (US$millions) -> 5.33a,Company and financial information (US$millions),5.33a,2,Research,"['2,268', '&nbsp;']"
2695,r169,Company and financial information (US$millions) -> 5.33b,Company and financial information (US$millions),5.33b,2,Development,"['7,680', '&nbsp;']"
2695,r170,Employees (thousands),Employees (thousands),,1,,"['', '']"
2695,r171,Employees (thousands) -> &nbsp;,Employees (thousands),&nbsp;,2,Worldwide,"['&nbsp;', '&nbsp;']"
2695,r172,Employees (thousands) -> 1.8/1.9(3),Employees (thousands),1.8/1.9(3),2,Total employees,"['31,345', '&nbsp;']"
2695,r173,Employees (thousands) -> 6.1b(3),Employees (thousands),6.1b(3),2,Non-R&D employees,"['28,781', '&nbsp;']"
2695,r174,Employees (thousands) -> 6.1a(3),Employees (thousands),6.1a(3),2,R&D employees,"['2,564', '&nbsp;']"
2695,r175,Employees (thousands) -> 6.4a(3),Employees (thousands),6.4a(3),2,Female,"['717', '&nbsp;']"
2695,r176,Employees (thousands) -> 6.4b(3),Employees (thousands),6.4b(3),2,Male,"['1,846', '&nbsp;']"
2695,r177,Employees (thousands) -> 6.5a(3),Employees (thousands),6.5a(3),2,Researchers,"['1,770', '&nbsp;']"
2695,r178,Employees (thousands) -> 6.5b(3),Employees (thousands),6.5b(3),2,Technicians,"['562', '&nbsp;']"
2695,r179,Employees (thousands) -> 6.5c(3),Employees (thousands),6.5c(3),2,Support staff,"['231', '&nbsp;']"
2695,r180,Employees (thousands) -> &nbsp;,Employees (thousands),&nbsp;,2,Domestic,"['&nbsp;', '&nbsp;']"
2695,r181,Employees (thousands) -> 1.9(1),Employees (thousands),1.9(1),2,Total employees,"['20,645', '&nbsp;']"
2695,r182,Employees (thousands) -> 6.1b(1),Employees (thousands),6.1b(1),2,Non-R&D employees,"['18,878', '&nbsp;']"
2695,r183,Employees (thousands) -> 6.1a(1),Employees (thousands),6.1a(1),2,R&D employees,"['1,766', '&nbsp;']"
