table_id,row_id,region_country_or_economy_full_path,region_country_or_economy_level_1,region_country_or_economy_level_2,region_country_or_economy_level_3,region_country_or_economy_level_4,region_country_or_economy_hierarchy_depth,field_1998_uspto_patents,field_1998_patent_families,field_1999_uspto_patents,field_1999_patent_families,field_2000_uspto_patents,field_2000_patent_families,field_2001_uspto_patents,field_2001_patent_families,field_2002_uspto_patents,field_2002_patent_families,field_2003_uspto_patents,field_2003_patent_families,field_2004_uspto_patents,field_2004_patent_families,field_2005_uspto_patents,field_2005_patent_families,field_2006_uspto_patents,field_2006_patent_families,field_2007_uspto_patents,field_2007_patent_families,field_2008_uspto_patents,field_2008_patent_families,field_2009_uspto_patents,field_2009_patent_families,field_2010_uspto_patents,field_2010_patent_families,field_2011_uspto_patents,field_2011_patent_families,field_2012_uspto_patents,field_2012_patent_families,field_2013_uspto_patents,field_2013_patent_families,field_2014_uspto_patents,field_2014_patent_families,field_2015_uspto_patents,field_2015_patent_families,field_2016_uspto_patents,field_2016_patent_families,field_2017_uspto_patents,field_2017_patent_families,field_2018_uspto_patents,field_2018_patent_families
1930,r001,World,World,,,,1,1751,4167,1752,4793,1739,4209,1769,3967,1686,4440,1647,4920,1524,5485,1344,6026,1455,6646,1438,7155,1510,6609,1550,6782,2057,7364,2009,9067,2260,10318,2633,10851,2744,10594,2684,11518,2549,13297,2866,12826,2687,12843
1930,r002,World -> North America,World,North America,,,2,1089,814,1082,741,1086,689,1033,642,996,608,950,536,864,495,760,398,883,433,849,401,906,430,896,433,1168,502,1142,454,1269,466,1405,497,1483,509,1376,496,1341,481,1442,456,1315,403
1930,r003,World -> North America -> Canada,World,North America,Canada,,3,42,38,58,47,77,46,75,51,70,34,60,32,56,33,51,23,58,30,46,20,54,38,51,34,64,24,55,27,70,29,72,29,69,23,76,23,63,30,69,25,80,22
1930,r004,World -> North America -> Mexico,World,North America,Mexico,,3,0,0,0,0,0,0,2,2,1,1,3,1,1,1,1,1,2,2,0,0,3,1,0,0,0,0,1,1,3,2,4,1,2,0,5,3,3,16,5,13,3,5
1930,r005,World -> North America -> Puerto Rico,World,North America,Puerto Rico,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0
1930,r006,World -> North America -> United States,World,North America,United States,,3,1048,776,1024,693,1008,643,956,589,925,572,887,504,807,461,708,374,823,401,803,381,849,391,845,399,1104,478,1087,426,1196,434,1330,466,1412,485,1295,471,1274,434,1367,418,1230,376
1930,r007,World -> North America -> All others,World,North America,All others,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930,r008,World -> Central and South America,World,Central and South America,,,2,3,2,1,1,1,2,1,3,4,4,3,2,3,7,2,3,1,3,3,4,5,1,6,17,3,7,10,16,4,20,8,22,6,18,9,20,7,26,7,11,8,22
1930,r009,World -> Central and South America -> Argentina,World,Central and South America,Argentina,,3,1,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1930,r010,World -> Central and South America -> Brazil,World,Central and South America,Brazil,,3,1,1,1,1,0,2,0,1,2,2,2,2,1,5,1,3,1,3,2,2,1,0,1,14,2,7,4,13,0,16,2,18,2,16,1,17,3,25,3,10,3,20
1930,r011,World -> Central and South America -> All others,World,Central and South America,All others,,3,1,1,0,1,1,1,1,1,2,2,0,0,0,1,1,0,0,0,1,2,4,1,4,2,2,0,6,1,4,3,5,4,4,2,7,2,4,1,3,1,4,2
1930,r012,World -> Europe,World,Europe,,,2,311,1488,332,1354,314,1225,391,1088,328,1245,315,1272,274,1446,244,1213,244,1229,259,1279,262,1353,281,1237,382,1287,382,1315,424,1370,554,1389,558,1384,591,1399,523,1350,626,1502,549,1513
1930,r013,World -> Europe -> EU,World,Europe,EU,,3,287,930,309,919,293,824,357,750,314,784,298,715,259,856,227,776,231,751,247,778,249,803,264,690,361,763,363,779,406,835,524,853,528,864,557,851,496,915,594,891,519,823
1930,r014,World -> Europe -> EU -> Austria,World,Europe,EU,Austria,4,6,35,5,22,3,30,9,26,5,37,4,27,4,21,2,25,3,30,8,23,5,33,5,27,6,34,5,20,6,26,10,25,8,18,14,21,13,32,12,24,10,26
1930,r015,World -> Europe -> EU -> Belgium,World,Europe,EU,Belgium,4,7,7,10,6,8,5,9,6,13,5,7,6,4,7,4,6,7,7,3,5,5,12,8,9,14,7,9,7,9,4,23,4,14,5,16,8,16,5,23,18,13,22
1930,r016,World -> Europe -> EU -> Denmark,World,Europe,EU,Denmark,4,3,6,12,10,7,7,15,4,7,3,7,4,2,5,6,8,4,4,6,5,7,9,8,2,4,5,6,3,7,6,8,7,11,6,7,4,9,8,9,8,11,5
1930,r017,World -> Europe -> EU -> Finland,World,Europe,EU,Finland,4,16,22,14,17,10,12,14,16,8,14,11,21,8,24,9,16,7,27,7,15,5,16,5,12,9,18,8,17,6,20,9,26,13,34,11,27,11,29,12,26,10,16
1930,r018,World -> Europe -> EU -> France,World,Europe,EU,France,4,50,180,51,177,51,164,78,169,48,167,40,152,32,158,30,132,30,225,45,220,38,201,35,172,54,175,52,235,47,220,76,214,59,242,55,275,70,188,77,189,73,162
1930,r019,World -> Europe -> EU -> Germany,World,Europe,EU,Germany,4,118,299,126,270,140,248,145,224,134,233,141,209,120,221,116,230,106,211,114,260,119,246,131,186,175,174,173,142,216,224,258,231,249,223,281,213,229,242,273,200,216,185
1930,r020,World -> Europe -> EU -> Hungary,World,Europe,EU,Hungary,4,1,7,0,11,0,1,0,5,0,9,0,7,1,3,0,7,0,3,0,5,1,6,0,5,2,5,2,7,2,5,1,5,2,5,0,11,2,7,0,5,4,3
1930,r021,World -> Europe -> EU -> Ireland,World,Europe,EU,Ireland,4,0,6,2,3,2,2,0,0,1,0,1,0,1,0,0,0,0,1,1,2,1,0,1,1,1,1,3,2,0,1,2,4,3,4,4,1,2,5,4,2,2,3
1930,r022,World -> Europe -> EU -> Italy,World,Europe,EU,Italy,4,13,86,8,117,11,118,12,67,18,65,11,45,13,157,4,92,8,7,9,7,6,6,8,11,10,39,16,39,16,27,21,7,24,4,26,11,20,16,25,87,42,96
1930,r023,World -> Europe -> EU -> Netherlands,World,Europe,EU,Netherlands,4,7,66,18,61,11,50,18,42,21,48,16,49,12,40,7,30,7,50,8,41,11,42,14,39,19,46,17,47,13,57,25,65,23,35,22,30,17,39,33,47,24,20
1930,r024,World -> Europe -> EU -> Spain,World,Europe,EU,Spain,4,1,35,1,40,2,34,4,41,3,26,1,37,4,46,3,52,1,45,4,50,2,57,3,65,3,74,3,72,4,56,4,64,6,71,6,49,3,72,8,51,6,42
1930,r025,World -> Europe -> EU -> Sweden,World,Europe,EU,Sweden,4,23,49,20,43,19,37,21,37,19,52,20,40,19,62,13,37,17,33,13,23,14,26,12,21,17,39,23,32,15,53,21,37,25,29,35,35,29,45,36,49,35,62
1930,r026,World -> Europe -> EU -> United Kingdom,World,Europe,EU,United Kingdom,4,39,34,40,29,27,26,29,23,36,36,40,32,36,36,29,40,41,31,26,27,34,23,32,29,45,31,43,49,58,36,63,41,82,42,73,45,68,40,69,59,61,43
1930,r027,World -> Europe -> EU -> All others,World,Europe,EU,All others,4,4,95,3,113,1,91,3,90,1,90,0,86,3,76,3,100,0,78,3,93,1,126,1,110,3,115,5,107,7,100,4,121,9,145,7,122,7,186,12,125,12,138
