table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_intramural_federal_agenciesa,field_intramural_ffrdcs,field_extramural_united_states_and_u_s_territories_businesses,field_extramural_united_states_and_u_s_territories_higher_educationb,field_extramural_united_states_and_u_s_territories_nonprofit_organizations,field_extramural_united_states_and_u_s_territories_state_and_local_governments,field_extramural_non_u_s_performers
10271,r001,All agencies,All agencies,,,,,1,4492112,1025450,1808841,781889,588635,281514,5450,334
10271,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,
10271,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,19038,19038,0,0,0,0,0,0
10271,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,9000,9000,0,0,0,0,0,0
10271,r005,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,10038,10038,0,0,0,0,0,0
10271,r006,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,620055,620055,0,0,0,0,0,0
10271,r007,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,142515,142515,0,0,0,0,0,0
10271,r008,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,477540,477540,0,0,0,0,0,0
10271,r009,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,161628,161096,0,532,0,0,0,0
10271,r010,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,117012,117012,0,0,0,0,0,0
10271,r011,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,36175,36175,0,0,0,0,0,0
10271,r012,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,8441,7909,0,532,0,0,0,0
10271,r013,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,2472518,51299,1804967,607920,3033,0,5300,0
10271,r014,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,60882,0,60882,0,0,0,0,0
10271,r015,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,29000,29000,0,0,0,0,0,0
10271,r016,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,863041,22299,238790,601920,0.05,0,0,0
