table_id,row_id,region_country_or_economy_full_path,region_country_or_economy_level_1,region_country_or_economy_level_2,region_country_or_economy_level_3,region_country_or_economy_level_4,region_country_or_economy_hierarchy_depth,field_1998_uspto_patents,field_1998_patent_families,field_1999_uspto_patents,field_1999_patent_families,field_2000_uspto_patents,field_2000_patent_families,field_2001_uspto_patents,field_2001_patent_families,field_2002_uspto_patents,field_2002_patent_families,field_2003_uspto_patents,field_2003_patent_families,field_2004_uspto_patents,field_2004_patent_families,field_2005_uspto_patents,field_2005_patent_families,field_2006_uspto_patents,field_2006_patent_families,field_2007_uspto_patents,field_2007_patent_families,field_2008_uspto_patents,field_2008_patent_families,field_2009_uspto_patents,field_2009_patent_families,field_2010_uspto_patents,field_2010_patent_families,field_2011_uspto_patents,field_2011_patent_families,field_2012_uspto_patents,field_2012_patent_families,field_2013_uspto_patents,field_2013_patent_families,field_2014_uspto_patents,field_2014_patent_families,field_2015_uspto_patents,field_2015_patent_families,field_2016_uspto_patents,field_2016_patent_families,field_2017_uspto_patents,field_2017_patent_families,field_2018_uspto_patents,field_2018_patent_families
1922,r001,World,World,,,,1,259,1844,321,2446,411,2681,433,4607,428,4068,467,3443,554,6021,555,3943,620,6295,564,10835,588,10468,821,9248,1109,7571,1272,7009,1390,7059,1307,8327,871,7828,1254,3922,1476,444,1645,1245,1535,887
1922,r002,World -> North America,World,North America,,,2,115,54,164,90,168,58,192,38,162,48,180,42,185,45,189,60,218,83,192,110,160,86,248,98,362,64,439,55,528,58,471,66,326,45,461,23,564,11,696,16,611,9
1922,r003,World -> North America -> Canada,World,North America,Canada,,3,11,2,13,7,6,5,3,5,7,2,4,3,4,3,6,1,4,3,3,3,3,3,3,5,7,1,13,1,17,1,23,4,11,2,21,2,29,0,32,1,26,1
1922,r004,World -> North America -> Mexico,World,North America,Mexico,,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,1,0
1922,r005,World -> North America -> Puerto Rico,World,North America,Puerto Rico,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1922,r006,World -> North America -> United States,World,North America,United States,,3,103,52,151,83,162,53,189,32,155,45,176,40,181,42,183,60,214,80,189,106,157,84,244,93,355,64,426,54,511,56,448,62,315,43,440,20,533,11,664,14,584,8
1922,r007,World -> North America -> All others,World,North America,All others,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1922,r008,World -> Central and South America,World,Central and South America,,,2,0,1,0,2,1,2,0,8,0,4,0,4,0,5,0,7,0,11,0,7,0,12,0,5,1,9,0,8,1,8,1,8,2,5,1,1,0,2,0,2,0,2
1922,r009,World -> Central and South America -> Argentina,World,Central and South America,Argentina,,3,0,0,0,0,0,0,0,2,0,3,0,4,0,2,0,1,0,2,0,0,0,2,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1922,r010,World -> Central and South America -> Brazil,World,Central and South America,Brazil,,3,0,1,0,0,0,1,0,4,0,0,0,0,0,3,0,2,0,5,0,6,0,9,0,2,0,5,0,3,1,1,1,6,2,4,1,1,0,2,0,2,0,2
1922,r011,World -> Central and South America -> All others,World,Central and South America,All others,,3,0,0,0,2,1,1,0,2,0,1,0,0,0,0,0,4,0,5,0,1,0,1,0,3,1,1,0,4,0,6,0,2,1,1,0,0,0,0,0,0,0,0
1922,r012,World -> Europe,World,Europe,,,2,15,1423,21,1875,24,2168,38,3529,27,3378,24,2538,33,5103,24,2864,31,5011,24,9960,29,9685,39,8613,75,7281,87,6729,99,6858,113,8124,72,7715,127,3796,147,168,147,899,168,722
1922,r013,World -> Europe -> EU,World,Europe,EU,,3,14,1410,20,1858,23,2140,38,3055,26,3313,23,2504,33,5066,23,2833,30,4978,24,9916,28,9640,39,8571,73,7253,82,6699,90,6823,106,8067,67,7669,114,3773,138,154,139,882,151,709
1922,r014,World -> Europe -> EU -> Austria,World,Europe,EU,Austria,4,0,4,0,7,0,2,0,8,0,7,0,1,1,2,0,1,1,220,1,325,0,5,0,8,3,2,0,1,2,5,2,2,0,3,2,6,9,1,5,2,7,14
1922,r015,World -> Europe -> EU -> Belgium,World,Europe,EU,Belgium,4,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,1,0,2,2,0,1,5,2,1,6,3,3,1,2,5,3,0,2,0,2,7,7,1,6,3,6,0
1922,r016,World -> Europe -> EU -> Denmark,World,Europe,EU,Denmark,4,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,3,0,1,0,2,3,2,1,0,5,0,3,1,1,5,2,1,3,2,3,3,3,0
1922,r017,World -> Europe -> EU -> Finland,World,Europe,EU,Finland,4,0,0,0,1,0,0,0,0,1,1,0,0,2,2,1,0,1,1,1,1,1,1,0,1,0,1,0,3,2,1,4,2,0,3,6,3,2,0,4,1,7,0
