table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_astronomy,field_chemistry,field_physics,field_other_physical_sciences
6383,r001,All agencies,All agencies,,,,,1,1906879.2,903.2,389772.1,1061211.8,454992.1
6383,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,
6383,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,45482.6,0.0,44116.0,1366.6,0.0
6383,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,36556.2,0.0,35189.6,1366.6,0.0
6383,r005,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,1646.8,0.0,1646.8,0.0,0.0
6383,r006,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,7279.7,0.0,7279.7,0.0,0.0
6383,r007,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,75145.7,142.9,25775.3,47131.5,2096.0
6383,r008,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,50958.7,142.9,23914.3,24805.5,2096.0
6383,r009,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,24187.0,0.0,1861.0,22326.0,0.0
6383,r010,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,440295.7,684.8,127718.6,187159.2,124733.0
6383,r011,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,25851.1,0.0,0.0,25317.5,533.6
6383,r012,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,150725.2,19.7,357.4,91558.4,58789.7
6383,r013,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,4622.4,0.0,0.0,4622.4,0.0
6383,r014,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,41535.2,665.1,8635.2,8438.0,23796.8
6383,r015,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,217561.7,0.0,118726.0,57222.8,41612.9
6383,r016,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,995780.7,0.0,111036.4,804220.8,80523.5
6383,r017,All agencies -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,36414.2,0.0,0.0,36414.2,0.0
6383,r018,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,102377.2,0.0,102377.2,0.0,0.0
6383,r019,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,850945.2,0.0,8659.2,761762.4,80523.5
6383,r020,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,758802.5,0.0,0.0,727446.4,31356.1
6383,r021,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,92142.7,0.0,8659.2,34316.1,49167.4
6383,r022,All agencies -> Departments -> Department of Energy -> Office of Science,All agencies,Departments,Department of Energy,Office of Science,,4,6044.2,0.0,0.0,6044.2,0.0
6383,r023,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,53595.1,0.0,52933.1,662.0,0.0
6383,r024,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,53595.1,0.0,52933.1,662.0,0.0
6383,r025,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,23941.3,0.0,9450.8,5984.4,8506.2
