table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2017,field_2018,field_2019,field_2020_all_physical_sciences,field_2020_astronomy_and_astrophysics,field_2020_chemistry,field_2020_materials_science,field_2020_physics,field_2020_physical_sciences_nec
5430,r250,"All institutions -> CUNY, Brooklyn C.",All institutions,"CUNY, Brooklyn C.",2,249,"['1,601', '']","['1,077', '']","['812', 'i']","['845', '']","['0', '']","['727', '']","['0', '']","['118', '']","['0', '']"
5430,r251,All institutions -> Western Michigan U. and Homer Stryker M.D. School of Medicine,All institutions,Western Michigan U. and Homer Stryker M.D. School of Medicine,2,250,"['944', '']","['803', '']","['723', '']","['844', '']","['0', '']","['335', '']","['0', '']","['509', '']","['0', '']"
5430,r252,All institutions -> U. San Diego,All institutions,U. San Diego,2,251,"['514', '']","['575', '']","['928', '']","['837', '']","['0', '']","['341', '']","['0', '']","['496', '']","['0', '']"
5430,r253,"All institutions -> U. Arkansas, Little Rock",All institutions,"U. Arkansas, Little Rock",2,252,"['149', '']","['603', '']","['616', '']","['828', '']","['0', '']","['828', '']","['0', '']","['0', '']","['0', '']"
5430,r254,All institutions -> U.S. Military Academy,All institutions,U.S. Military Academy,2,253,"['448', '']","['120', '']","['35', '']","['814', '']","['13', '']","['419', '']","['0', '']","['269', '']","['113', '']"
5430,r255,All institutions -> Creighton U.,All institutions,Creighton U.,2,254,"['887', 'i']","['609', 'i']","['878', 'i']","['806', 'i']","['0', 'i']","['277', 'i']","['0', 'i']","['529', 'i']","['0', 'i']"
5430,r256,All institutions -> Barnard C.,All institutions,Barnard C.,2,255,"['680', '']","['516', '']","['928', '']","['805', '']","['529', '']","['276', '']","['0', '']","['0', '']","['0', '']"
5430,r257,All institutions -> U. Northern Iowa,All institutions,U. Northern Iowa,2,256,"['473', '']","['498', '']","['1,016', '']","['796', '']","['0', '']","['710', '']","['0', '']","['86', '']","['0', '']"
5430,r258,All institutions -> U. New Orleans,All institutions,U. New Orleans,2,257,"['1,157', '']","['1,124', '']","['1,052', '']","['782', '']","['0', '']","['231', '']","['0', '']","['551', '']","['0', '']"
5430,r259,All institutions -> U. Idaho,All institutions,U. Idaho,2,258,"['1,965', '']","['1,153', '']","['1,249', '']","['771', '']","['560', '']","['51', '']","['0', '']","['160', '']","['0', '']"
5430,r260,"All institutions -> CUNY, C. Staten Island",All institutions,"CUNY, C. Staten Island",2,259,"['546', '']","['1,073', 'i']","['1,310', '']","['770', '']","['0', '']","['228', '']","['0', '']","['542', '']","['0', '']"
5430,r261,All institutions -> Clarkson U.,All institutions,Clarkson U.,2,260,"['489', '']","['539', '']","['652', '']","['767', '']","['0', '']","['523', '']","['0', '']","['244', '']","['0', '']"
5430,r262,"All institutions -> Arkansas State U., Jonesboro",All institutions,"Arkansas State U., Jonesboro",2,261,"['902', '']","['440', '']","['787', '']","['753', '']","['0', '']","['720', '']","['0', '']","['33', '']","['0', '']"
5430,r263,All institutions -> Clark U.,All institutions,Clark U.,2,262,"['315', '']","['319', '']","['384', '']","['747', '']","['0', '']","['161', '']","['0', '']","['586', '']","['0', '']"
5430,r264,All institutions -> Texas A&M U.-Commerce,All institutions,Texas A&M U.-Commerce,2,263,"['412', '']","['858', '']","['667', '']","['746', '']","['0', '']","['58', '']","['0', '']","['688', '']","['0', '']"
5430,r265,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,264,"['2,031', '']","['638', '']","['977', '']","['739', '']","['0', '']","['610', '']","['0', '']","['129', '']","['0', '']"
5430,r266,All institutions -> Norfolk State U.,All institutions,Norfolk State U.,2,265,"['775', '']","['800', '']","['819', '']","['726', '']","['0', '']","['76', '']","['0', '']","['650', '']","['0', '']"
5430,r267,All institutions -> Cleveland State U.,All institutions,Cleveland State U.,2,266,"['116', '']","['283', '']","['488', '']","['716', '']","['0', '']","['307', '']","['0', '']","['409', '']","['0', '']"
5430,r268,All institutions -> Spelman C.,All institutions,Spelman C.,2,267,"['184', '']","['620', '']","['595', '']","['713', '']","['0', '']","['713', '']","['0', '']","['0', '']","['0', '']"
5430,r269,"All institutions -> U. North Carolina, Asheville",All institutions,"U. North Carolina, Asheville",2,268,"['483', '']","['273', '']","['418', '']","['687', '']","['17', '']","['146', '']","['0', '']","['0', '']","['524', '']"
5430,r270,All institutions -> Duquesne U.,All institutions,Duquesne U.,2,269,"['658', '']","['776', '']","['725', '']","['664', '']","['0', '']","['621', '']","['0', '']","['43', '']","['0', '']"
5430,r271,All institutions -> Dillard U.,All institutions,Dillard U.,2,270,"['703', '']","['352', '']","['122', '']","['662', '']","['0', '']","['16', '']","['0', '']","['646', '']","['0', '']"
5430,r272,All institutions -> U. Central Oklahoma,All institutions,U. Central Oklahoma,2,271,"['332', '']","['606', '']","['657', '']","['651', 'i']","['0', 'i']","['139', 'i']","['0', 'i']","['512', 'i']","['0', 'i']"
5430,r273,All institutions -> Hope C.,All institutions,Hope C.,2,272,"['680', '']","['607', '']","['824', '']","['648', '']","['0', '']","['204', '']","['0', '']","['444', '']","['0', '']"
5430,r274,"All institutions -> SUNY, Geneseo",All institutions,"SUNY, Geneseo",2,273,"['620', '']","['592', '']","['663', '']","['624', '']","['0', '']","['82', '']","['0', '']","['542', '']","['0', '']"
5430,r275,"All institutions -> Loyola U., Chicago",All institutions,"Loyola U., Chicago",2,274,"['514', '']","['726', '']","['913', '']","['610', '']","['0', '']","['610', '']","['0', '']","['0', '']","['0', '']"
5430,r276,All institutions -> Georgia Southern U.,All institutions,Georgia Southern U.,2,275,"['141', '']","['173', '']","['164', '']","['607', '']","['26', '']","['534', '']","['0', '']","['47', '']","['0', '']"
5430,r277,All institutions -> Trinity U.,All institutions,Trinity U.,2,276,"['237', '']","['708', '']","['495', '']","['604', '']","['0', '']","['543', '']","['0', '']","['61', '']","['0', '']"
5430,r278,All institutions -> Southern Connecticut State U.,All institutions,Southern Connecticut State U.,2,277,"['534', '']","['509', '']","['246', '']","['579', '']","['579', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5430,r279,All institutions -> C. Charleston,All institutions,C. Charleston,2,278,"['1,027', '']","['640', '']","['787', '']","['573', '']","['155', '']","['88', '']","['258', '']","['72', '']","['0', '']"
5430,r280,All institutions -> Christopher Newport U.,All institutions,Christopher Newport U.,2,279,"['402', '']","['353', '']","['534', '']","['571', '']","['0', '']","['53', '']","['0', '']","['518', '']","['0', '']"
5430,r281,All institutions -> Kennesaw State U.,All institutions,Kennesaw State U.,2,280,"['403', '']","['366', '']","['721', '']","['558', '']","['0', '']","['393', '']","['0', '']","['165', '']","['0', '']"
5430,r282,All institutions -> New Mexico Highlands U.,All institutions,New Mexico Highlands U.,2,281,"['722', '']","['675', '']","['ne', '']","['541', '']","['0', '']","['541', '']","['0', '']","['0', '']","['0', '']"
5430,r283,All institutions -> James Madison U.,All institutions,James Madison U.,2,282,"['429', '']","['320', '']","['653', '']","['531', '']","['37', '']","['168', '']","['0', '']","['182', '']","['144', '']"
5430,r284,All institutions -> Texas Southern U.,All institutions,Texas Southern U.,2,283,"['149', '']","['139', '']","['179', '']","['527', '']","['0', '']","['527', '']","['0', '']","['0', '']","['0', '']"
5430,r285,All institutions -> Northern Kentucky U.,All institutions,Northern Kentucky U.,2,284,"['287', '']","['284', '']","['448', '']","['514', '']","['60', '']","['251', '']","['0', '']","['203', '']","['0', '']"
5430,r286,All institutions -> Illinois State U.,All institutions,Illinois State U.,2,285,"['506', '']","['513', '']","['690', '']","['511', '']","['0', '']","['291', '']","['0', '']","['220', '']","['0', '']"
5430,r287,"All institutions -> CUNY, York C.",All institutions,"CUNY, York C.",2,286,"['ne', '']","['ne', '']","['862', '']","['510', '']","['0', '']","['329', '']","['0', '']","['181', '']","['0', '']"
5430,r288,All institutions -> Winston-Salem State U.,All institutions,Winston-Salem State U.,2,287,"['309', '']","['255', '']","['320', '']","['496', '']","['0', '']","['410', '']","['0', '']","['86', '']","['0', '']"
5430,r289,All institutions -> Lewis and Clark C.,All institutions,Lewis and Clark C.,2,288,"['173', '']","['111', '']","['153', '']","['494', '']","['0', '']","['53', '']","['0', '']","['441', '']","['0', '']"
5430,r290,All institutions -> Pomona C.,All institutions,Pomona C.,2,289,"['198', '']","['277', '']","['250', '']","['490', '']","['278', '']","['212', '']","['0', '']","['0', '']","['0', '']"
5430,r291,All institutions -> U. Central Arkansas,All institutions,U. Central Arkansas,2,289,"['527', '']","['521', '']","['576', '']","['490', '']","['0', '']","['414', '']","['0', '']","['76', '']","['0', '']"
5430,r292,All institutions -> Prairie View A&M U.,All institutions,Prairie View A&M U.,2,291,"['751', '']","['411', '']","['407', '']","['489', '']","['0', '']","['392', '']","['0', '']","['97', '']","['0', '']"
5430,r293,All institutions -> Alabama A&M U.,All institutions,Alabama A&M U.,2,292,"['1,289', 'i']","['997', 'i']","['705', 'i']","['481', 'i']","['0', 'i']","['222', 'i']","['0', 'i']","['259', 'i']","['0', 'i']"
5430,r294,All institutions -> Mount Holyoke C.,All institutions,Mount Holyoke C.,2,293,"['1,276', '']","['1,164', '']","['894', '']","['471', '']","['360', '']","['111', '']","['0', '']","['0', '']","['0', '']"
5430,r295,"All institutions -> Southern U. and A&M C., Baton Rouge",All institutions,"Southern U. and A&M C., Baton Rouge",2,294,"['1,732', '']","['1,132', '']","['646', '']","['466', '']","['0', '']","['39', '']","['0', '']","['427', '']","['0', '']"
5430,r296,All institutions -> U. Wisconsin-Eau Claire,All institutions,U. Wisconsin-Eau Claire,2,295,"['601', '']","['436', '']","['504', '']","['456', '']","['14', '']","['355', '']","['87', '']","['0', '']","['0', '']"
5430,r297,All institutions -> Santa Clara U.,All institutions,Santa Clara U.,2,296,"['428', '']","['736', '']","['394', '']","['445', '']","['0', '']","['315', '']","['0', '']","['130', '']","['0', '']"
5430,r298,"All institutions -> California State U., East Bay",All institutions,"California State U., East Bay",2,297,"['ne', '']","['ne', '']","['ne', '']","['444', '']","['0', '']","['164', '']","['0', '']","['221', '']","['59', '']"
5430,r299,"All institutions -> CUNY, Graduate Center",All institutions,"CUNY, Graduate Center",2,298,"['0', '']","['0', '']","['330', '']","['435', '']","['0', '']","['0', '']","['0', '']","['435', '']","['0', '']"
5430,r300,All institutions -> Fort Lewis C.,All institutions,Fort Lewis C.,2,298,"['ne', '']","['ne', '']","['0', '']","['435', '']","['0', '']","['9', '']","['426', '']","['0', '']","['0', '']"
5430,r301,All institutions -> U. West Florida,All institutions,U. West Florida,2,300,"['353', '']","['380', '']","['373', '']","['423', '']","['0', '']","['0', '']","['0', '']","['0', '']","['423', '']"
5430,r302,"All institutions -> U. Arkansas, Pine Bluff",All institutions,"U. Arkansas, Pine Bluff",2,301,"['250', '']","['315', '']","['352', '']","['418', '']","['0', '']","['418', '']","['0', '']","['0', '']","['0', '']"
5430,r303,All institutions -> Sam Houston State U.,All institutions,Sam Houston State U.,2,302,"['285', '']","['262', '']","['420', '']","['414', '']","['0', '']","['342', '']","['0', '']","['72', '']","['0', '']"
5430,r304,All institutions -> Middle Tennessee State U.,All institutions,Middle Tennessee State U.,2,303,"['621', '']","['271', '']","['142', '']","['412', '']","['227', '']","['185', '']","['0', '']","['0', '']","['0', '']"
5430,r305,All institutions -> Grinnell C.,All institutions,Grinnell C.,2,304,"['121', '']","['127', '']","['44', '']","['410', '']","['58', '']","['352', '']","['0', '']","['0', '']","['0', '']"
5430,r306,All institutions -> Miami U.,All institutions,Miami U.,2,305,"['668', '']","['607', '']","['167', '']","['408', '']","['0', '']","['292', '']","['0', '']","['116', '']","['0', '']"
5430,r307,All institutions -> Rowan U.,All institutions,Rowan U.,2,306,"['296', '']","['483', '']","['887', '']","['407', '']","['0', '']","['213', '']","['0', '']","['194', '']","['0', '']"
5430,r308,"All institutions -> CUNY, John Jay C. of Criminal Justice",All institutions,"CUNY, John Jay C. of Criminal Justice",2,307,"['370', '']","['249', '']","['222', '']","['405', '']","['0', '']","['167', '']","['0', '']","['238', '']","['0', '']"
5430,r309,All institutions -> Seton Hall U.,All institutions,Seton Hall U.,2,308,"['0', '']","['0', '']","['0', '']","['401', '']","['0', '']","['401', '']","['0', '']","['0', '']","['0', '']"
5430,r310,"All institutions -> California State U., Dominguez Hills",All institutions,"California State U., Dominguez Hills",2,309,"['523', '']","['626', '']","['635', '']","['393', '']","['0', '']","['390', '']","['0', '']","['3', '']","['0', '']"
5430,r311,All institutions -> Morgan State U.,All institutions,Morgan State U.,2,309,"['285', '']","['116', '']","['30', '']","['393', '']","['0', '']","['175', '']","['0', '']","['218', '']","['0', '']"
5430,r312,All institutions -> Bryn Mawr C.,All institutions,Bryn Mawr C.,2,311,"['345', '']","['464', '']","['471', '']","['388', '']","['0', '']","['130', '']","['0', '']","['55', '']","['203', '']"
5430,r313,All institutions -> Middlebury C.,All institutions,Middlebury C.,2,311,"['518', '']","['376', '']","['410', '']","['388', '']","['150', '']","['238', '']","['0', '']","['0', '']","['0', '']"
5430,r314,All institutions -> Texas Christian U.,All institutions,Texas Christian U.,2,311,"['497', '']","['260', '']","['341', '']","['388', '']","['0', '']","['213', '']","['0', '']","['175', '']","['0', '']"
5430,r315,All institutions -> Missouri State U.,All institutions,Missouri State U.,2,314,"['149', '']","['150', '']","['336', '']","['380', '']","['71', '']","['20', '']","['0', '']","['289', '']","['0', '']"
5430,r316,All institutions -> U. Houston-Clear Lake,All institutions,U. Houston-Clear Lake,2,315,"['223', '']","['442', '']","['476', '']","['377', '']","['0', '']","['0', '']","['0', '']","['0', '']","['377', '']"
5430,r317,All institutions -> U. North Florida,All institutions,U. North Florida,2,316,"['168', '']","['240', '']","['348', '']","['374', '']","['0', '']","['286', '']","['0', '']","['88', '']","['0', '']"
5430,r318,All institutions -> Calvin U.,All institutions,Calvin U.,2,317,"['510', '']","['474', '']","['388', '']","['372', 'i']","['0', 'i']","['254', 'i']","['0', 'i']","['118', 'i']","['0', 'i']"
5430,r319,All institutions -> Providence C.,All institutions,Providence C.,2,317,"['100', '']","['94', '']","['71', '']","['372', '']","['20', '']","['352', '']","['0', '']","['0', '']","['0', '']"
5430,r320,All institutions -> Swarthmore C.,All institutions,Swarthmore C.,2,319,"['530', '']","['642', '']","['550', '']","['366', '']","['72', '']","['155', '']","['0', '']","['139', '']","['0', '']"
5430,r321,All institutions -> U. South Alabama,All institutions,U. South Alabama,2,320,"['270', '']","['239', '']","['355', '']","['363', '']","['0', '']","['338', '']","['0', '']","['25', '']","['0', '']"
5430,r322,All institutions -> Tougaloo C.,All institutions,Tougaloo C.,2,321,"['80', '']","['848', '']","['849', '']","['361', '']","['0', '']","['280', '']","['0', '']","['81', '']","['0', '']"
5430,r323,All institutions -> Furman U.,All institutions,Furman U.,2,322,"['746', '']","['527', '']","['558', '']","['358', '']","['0', '']","['357', '']","['0', '']","['1', '']","['0', '']"
5430,r324,All institutions -> Grambling State U.,All institutions,Grambling State U.,2,323,"['542', '']","['518', '']","['476', '']","['356', '']","['0', '']","['349', '']","['0', '']","['7', '']","['0', '']"
5430,r325,All institutions -> Rhode Island C.,All institutions,Rhode Island C.,2,323,"['118', '']","['100', '']","['120', '']","['356', '']","['0', '']","['0', '']","['0', '']","['179', '']","['177', '']"
5430,r326,All institutions -> C. New Jersey,All institutions,C. New Jersey,2,325,"['212', '']","['302', '']","['ne', '']","['354', '']","['0', '']","['48', '']","['0', '']","['306', '']","['0', '']"
5430,r327,All institutions -> Franklin and Marshall C.,All institutions,Franklin and Marshall C.,2,326,"['420', '']","['737', '']","['279', '']","['350', '']","['48', '']","['254', '']","['0', '']","['48', '']","['0', '']"
5430,r328,All institutions -> Grand Valley State U.,All institutions,Grand Valley State U.,2,326,"['419', '']","['597', '']","['246', '']","['350', '']","['0', '']","['341', '']","['0', '']","['9', '']","['0', '']"
5430,r329,All institutions -> Florida Gulf Coast U.,All institutions,Florida Gulf Coast U.,2,328,"['0', '']","['0', '']","['116', '']","['344', '']","['140', '']","['204', '']","['0', '']","['0', '']","['0', '']"
5430,r330,All institutions -> Occidental C.,All institutions,Occidental C.,2,329,"['149', '']","['274', '']","['177', '']","['340', '']","['0', '']","['140', '']","['0', '']","['70', '']","['130', '']"
5430,r331,"All institutions -> U. North Carolina, Wilmington",All institutions,"U. North Carolina, Wilmington",2,330,"['483', '']","['406', '']","['512', '']","['336', '']","['0', '']","['169', '']","['0', '']","['110', '']","['57', '']"
5430,r332,All institutions -> Youngstown State U.,All institutions,Youngstown State U.,2,331,"['375', '']","['59', '']","['105', '']","['327', '']","['141', '']","['166', '']","['0', '']","['20', '']","['0', '']"
5430,r333,"All institutions -> St. John's U., New York",All institutions,"St. John's U., New York",2,332,"['118', '']","['142', '']","['221', '']","['325', '']","['0', '']","['325', '']","['0', '']","['0', '']","['0', '']"
5430,r334,All institutions -> Louisiana Tech U.,All institutions,Louisiana Tech U.,2,333,"['661', '']","['696', '']","['403', '']","['323', '']","['0', '']","['71', '']","['0', '']","['252', '']","['0', '']"
5430,r335,All institutions -> West Virginia State U.,All institutions,West Virginia State U.,2,333,"['204', '']","['353', '']","['150', '']","['323', '']","['0', '']","['323', '']","['0', '']","['0', '']","['0', '']"
5430,r336,All institutions -> Bates C.,All institutions,Bates C.,2,335,"['393', '']","['433', '']","['340', '']","['318', '']","['39', '']","['185', '']","['0', '']","['94', '']","['0', '']"
5430,r337,All institutions -> U. of the Sciences Philadelphia,All institutions,U. of the Sciences Philadelphia,2,335,"['303', '']","['268', '']","['498', '']","['318', '']","['0', '']","['293', '']","['0', '']","['25', '']","['0', '']"
5430,r338,All institutions -> Ball State U.,All institutions,Ball State U.,2,337,"['262', '']","['361', '']","['578', '']","['315', '']","['0', '']","['315', '']","['0', '']","['0', '']","['0', '']"
5430,r339,All institutions -> East Tennessee State U.,All institutions,East Tennessee State U.,2,337,"['177', '']","['281', '']","['249', '']","['315', '']","['100', '']","['27', '']","['0', '']","['188', '']","['0', '']"
5430,r340,All institutions -> U. of the Pacific,All institutions,U. of the Pacific,2,339,"['164', '']","['247', '']","['422', '']","['307', '']","['108', '']","['144', '']","['0', '']","['55', '']","['0', '']"
5430,r341,All institutions -> Kettering U.,All institutions,Kettering U.,2,340,"['494', '']","['410', '']","['116', '']","['305', '']","['0', '']","['64', '']","['0', '']","['241', '']","['0', '']"
5430,r342,"All institutions -> U. Minnesota, Duluth",All institutions,"U. Minnesota, Duluth",2,341,"['444', '']","['442', '']","['498', '']","['303', '']","['0', '']","['286', '']","['0', '']","['17', '']","['0', '']"
5430,r343,All institutions -> Ithaca C.,All institutions,Ithaca C.,2,342,"['ne', '']","['ne', '']","['ne', '']","['301', '']","['231', '']","['70', '']","['0', '']","['0', '']","['0', '']"
5430,r344,All institutions -> Johnson C. Smith U.,All institutions,Johnson C. Smith U.,2,343,"['0', '']","['228', '']","['66', '']","['300', '']","['0', '']","['300', '']","['0', '']","['0', '']","['0', '']"
5430,r345,All institutions -> Colby C.,All institutions,Colby C.,2,344,"['318', '']","['427', '']","['297', '']","['299', '']","['0', '']","['225', '']","['0', '']","['74', '']","['0', '']"
5430,r346,All institutions -> Lafayette C.,All institutions,Lafayette C.,2,344,"['243', '']","['298', '']","['333', '']","['299', '']","['0', '']","['94', '']","['0', '']","['205', '']","['0', '']"
5430,r347,All institutions -> Harvey Mudd C.,All institutions,Harvey Mudd C.,2,346,"['223', '']","['604', '']","['160', '']","['297', '']","['0', '']","['201', '']","['0', '']","['96', '']","['0', '']"
5430,r348,"All institutions -> CUNY, Baruch C.",All institutions,"CUNY, Baruch C.",2,347,"['228', '']","['241', '']","['330', '']","['296', '']","['0', '']","['21', '']","['0', '']","['275', '']","['0', '']"
5430,r349,All institutions -> Fordham U.,All institutions,Fordham U.,2,348,"['113', '']","['0', '']","['107', '']","['294', '']","['0', '']","['294', '']","['0', '']","['0', '']","['0', '']"
5430,r350,All institutions -> U. Richmond,All institutions,U. Richmond,2,349,"['714', '']","['349', '']","['187', '']","['286', '']","['0', '']","['188', '']","['0', '']","['98', '']","['0', '']"
5430,r351,All institutions -> Yeshiva U.,All institutions,Yeshiva U.,2,349,"['0', '']","['0', '']","['0', '']","['286', '']","['0', '']","['0', '']","['0', '']","['286', '']","['0', '']"
5430,r352,"All institutions -> U. Massachusetts, Dartmouth",All institutions,"U. Massachusetts, Dartmouth",2,351,"['205', '']","['197', '']","['216', '']","['275', '']","['0', '']","['200', '']","['0', '']","['75', '']","['0', '']"
5430,r353,All institutions -> Albion C.,All institutions,Albion C.,2,352,"['210', '']","['114', '']","['180', '']","['272', '']","['13', '']","['92', '']","['0', '']","['50', '']","['117', '']"
5430,r354,All institutions -> Bowie State U.,All institutions,Bowie State U.,2,352,"['111', '']","['293', '']","['246', '']","['272', '']","['0', '']","['175', '']","['0', '']","['0', '']","['97', '']"
5430,r355,All institutions -> Indiana U. Pennsylvania,All institutions,Indiana U. Pennsylvania,2,354,"['305', '']","['133', '']","['128', '']","['268', '']","['0', '']","['93', '']","['0', '']","['175', '']","['0', '']"
5430,r356,All institutions -> Smith C.,All institutions,Smith C.,2,355,"['165', '']","['334', '']","['389', '']","['264', '']","['2', '']","['167', '']","['0', '']","['95', '']","['0', '']"
5430,r357,All institutions -> Montclair State U.,All institutions,Montclair State U.,2,356,"['167', '']","['242', '']","['121', '']","['263', '']","['39', '']","['224', '']","['0', '']","['0', '']","['0', '']"
5430,r358,All institutions -> Oberlin C.,All institutions,Oberlin C.,2,357,"['730', '']","['486', '']","['422', '']","['262', '']","['0', '']","['71', '']","['0', '']","['191', '']","['0', '']"
5430,r359,All institutions -> Fayetteville State U.,All institutions,Fayetteville State U.,2,358,"['616', '']","['300', '']","['200', '']","['260', '']","['0', '']","['212', '']","['0', '']","['48', '']","['0', '']"
5430,r360,All institutions -> Claflin U.,All institutions,Claflin U.,2,359,"['484', '']","['600', '']","['508', '']","['258', '']","['0', '']","['208', '']","['0', '']","['50', '']","['0', '']"
5430,r361,All institutions -> U. Wisconsin-River Falls,All institutions,U. Wisconsin-River Falls,2,359,"['435', '']","['345', '']","['ne', '']","['258', '']","['0', '']","['84', '']","['0', '']","['174', '']","['0', '']"
5430,r362,All institutions -> Central Washington U.,All institutions,Central Washington U.,2,361,"['231', '']","['189', '']","['182', '']","['255', '']","['0', '']","['152', '']","['0', '']","['103', '']","['0', '']"
5430,r363,All institutions -> Williams C.,All institutions,Williams C.,2,362,"['356', '']","['382', '']","['263', '']","['253', 'i']","['71', 'i']","['0', 'i']","['0', 'i']","['182', 'i']","['0', 'i']"
5430,r364,All institutions -> Wellesley C.,All institutions,Wellesley C.,2,363,"['868', '']","['1,194', '']","['1,109', '']","['251', '']","['0', '']","['251', '']","['0', '']","['0', '']","['0', '']"
5430,r365,All institutions -> Skidmore C.,All institutions,Skidmore C.,2,364,"['74', '']","['128', '']","['150', '']","['250', '']","['0', '']","['209', '']","['0', '']","['41', '']","['0', '']"
5430,r366,All institutions -> Carleton C.,All institutions,Carleton C.,2,365,"['223', '']","['357', '']","['210', '']","['248', '']","['22', '']","['142', '']","['0', '']","['84', '']","['0', '']"
5430,r367,All institutions -> Colgate U.,All institutions,Colgate U.,2,365,"['180', '']","['389', '']","['278', '']","['248', '']","['3', '']","['226', '']","['0', '']","['19', '']","['0', '']"
5430,r368,All institutions -> Whitman C.,All institutions,Whitman C.,2,367,"['ne', '']","['ne', '']","['347', '']","['241', '']","['0', '']","['164', '']","['0', '']","['77', '']","['0', '']"
5430,r369,All institutions -> Bucknell U.,All institutions,Bucknell U.,2,368,"['112', 'i']","['108', '']","['247', '']","['237', 'i']","['0', 'i']","['77', 'i']","['0', 'i']","['160', 'i']","['0', 'i']"
5430,r370,"All institutions -> Southern Illinois U., Edwardsville",All institutions,"Southern Illinois U., Edwardsville",2,369,"['293', '']","['516', '']","['390', '']","['231', '']","['0', '']","['231', '']","['0', '']","['0', '']","['0', '']"
5430,r371,All institutions -> Winthrop U.,All institutions,Winthrop U.,2,369,"['52', '']","['199', '']","['256', '']","['231', '']","['0', '']","['64', '']","['167', '']","['0', '']","['0', '']"
5430,r372,All institutions -> Salish Kootenai C.,All institutions,Salish Kootenai C.,2,371,"['665', '']","['869', '']","['553', '']","['222', '']","['0', '']","['222', '']","['0', '']","['0', '']","['0', '']"
5430,r373,"All institutions -> Union C., Schenectady",All institutions,"Union C., Schenectady",2,371,"['117', '']","['210', '']","['522', '']","['222', '']","['120', '']","['21', '']","['0', '']","['81', '']","['0', '']"
5430,r374,"All institutions -> U. Hawaii, Hilo",All institutions,"U. Hawaii, Hilo",2,373,"['366', '']","['466', '']","['128', '']","['214', '']","['0', '']","['178', '']","['0', '']","['36', '']","['0', '']"
5430,r375,All institutions -> Fisk U.,All institutions,Fisk U.,2,374,"['2,725', '']","['197', '']","['0', '']","['212', '']","['0', '']","['0', '']","['0', '']","['200', '']","['12', '']"
5430,r376,"All institutions -> U. Louisiana, Lafayette",All institutions,"U. Louisiana, Lafayette",2,375,"['109', '']","['273', '']","['336', '']","['208', '']","['0', '']","['158', '']","['6', '']","['44', '']","['0', '']"
5430,r377,All institutions -> DePaul U.,All institutions,DePaul U.,2,376,"['97', '']","['111', '']","['112', '']","['207', '']","['0', '']","['2', '']","['0', '']","['205', '']","['0', '']"
5430,r378,All institutions -> U. Wisconsin-La Crosse,All institutions,U. Wisconsin-La Crosse,2,377,"['148', '']","['210', '']","['113', '']","['205', '']","['0', '']","['54', '']","['0', '']","['151', '']","['0', '']"
5430,r379,"All institutions -> CUNY, New York City C. of Technology",All institutions,"CUNY, New York City C. of Technology",2,378,"['ne', '']","['28', '']","['315', '']","['200', '']","['0', '']","['0', '']","['0', '']","['200', '']","['0', '']"
5430,r380,"All institutions -> California State U., Sacramento",All institutions,"California State U., Sacramento",2,379,"['168', '']","['170', '']","['199', '']","['196', '']","['0', '']","['44', '']","['0', '']","['152', '']","['0', '']"
5430,r381,All institutions -> Kenyon C.,All institutions,Kenyon C.,2,380,"['ne', '']","['263', '']","['292', '']","['194', '']","['0', '']","['0', '']","['0', '']","['194', '']","['0', '']"
5430,r382,All institutions -> Andrews U.,All institutions,Andrews U.,2,381,"['ne', '']","['ne', '']","['183', '']","['191', '']","['191', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5430,r383,All institutions -> Towson U.,All institutions,Towson U.,2,382,"['99', '']","['710', '']","['564', '']","['187', '']","['17', '']","['120', '']","['0', '']","['50', '']","['0', '']"
5430,r384,"All institutions -> U. Puerto Rico, Cayey",All institutions,"U. Puerto Rico, Cayey",2,383,"['213', '']","['45', '']","['140', '']","['185', '']","['0', '']","['137', '']","['0', '']","['48', '']","['0', '']"
5430,r385,All institutions -> Bowdoin C.,All institutions,Bowdoin C.,2,384,"['225', '']","['285', '']","['177', '']","['184', '']","['0', '']","['43', '']","['0', '']","['125', '']","['16', '']"
5430,r386,"All institutions -> SUNY, Oswego",All institutions,"SUNY, Oswego",2,385,"['407', '']","['351', '']","['266', '']","['182', '']","['0', '']","['182', '']","['0', '']","['0', '']","['0', '']"
5430,r387,"All institutions -> CUNY, Medgar Evers C.",All institutions,"CUNY, Medgar Evers C.",2,386,"['281', '']","['324', '']","['308', '']","['179', '']","['50', '']","['129', '']","['0', '']","['0', '']","['0', '']"
5430,r388,All institutions -> Southeastern Louisiana U.,All institutions,Southeastern Louisiana U.,2,386,"['114', '']","['108', '']","['35', '']","['179', '']","['0', '']","['135', '']","['0', '']","['44', '']","['0', '']"
5430,r389,All institutions -> U. of the Incarnate Word,All institutions,U. of the Incarnate Word,2,388,"['ne', '']","['568', '']","['372', '']","['176', '']","['0', '']","['176', '']","['0', '']","['0', '']","['0', '']"
