table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total_employment,field_total_r_d_employment,field_researchersa_total,field_researchersa_with_phd,field_r_d_technicians_and_equivalent_staff,field_other_r_d_supporting_staff
8845,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['11,052', '&nbsp;']","['910', '&nbsp;']","['613', '&nbsp;']","['35', '&nbsp;']","['214', '&nbsp;']","['83', '&nbsp;']"
8845,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['7,390', '&nbsp;']","['472', '&nbsp;']","['357', '&nbsp;']","['25', '&nbsp;']","['70', '&nbsp;']","['45', '&nbsp;']"
8845,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['598', '&nbsp;']","['17', '&nbsp;']","['9', '&nbsp;']","['1', '&nbsp;']","['4', '&nbsp;']","['4', '&nbsp;']"
8845,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['348', '&nbsp;']","['3', '&nbsp;']","['2', '&nbsp;']","['*', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']"
8845,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['190', '&nbsp;']","['1', '&nbsp;']","['1', '&nbsp;']","['*', 'i']","['1', '&nbsp;']","['*', '&nbsp;']"
8845,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['9', '&nbsp;']","['*', '&nbsp;']","['*', 'i']","['*', 'i']","['*', '&nbsp;']","['*', '&nbsp;']"
8845,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['103', '&nbsp;']","['2', '&nbsp;']","['2', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']"
8845,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['22', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['*', 'i']","['*', '&nbsp;']","['*', '&nbsp;']"
8845,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['66', '&nbsp;']","['2', '&nbsp;']","['1', '&nbsp;']","['*', 'i']","['1', '&nbsp;']","['*', '&nbsp;']"
8845,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['1,059', '&nbsp;']","['73', '&nbsp;']","['44', '&nbsp;']","['8', '&nbsp;']","['13', '&nbsp;']","['16', '&nbsp;']"
8845,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['181', '&nbsp;']","['7', '&nbsp;']","['3', '&nbsp;']","['1', '&nbsp;']","['3', '&nbsp;']","['1', '&nbsp;']"
8845,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['75', '&nbsp;']","['4', '&nbsp;']","['2', '&nbsp;']","['*', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']"
8845,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['31', '&nbsp;']","['1', '&nbsp;']","['*', 'i']","['*', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']"
8845,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['428', '&nbsp;']","['47', '&nbsp;']","['27', '&nbsp;']","['6', '&nbsp;']","['6', '&nbsp;']","['14', '&nbsp;']"
8845,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['196', '&nbsp;']","['6', '&nbsp;']","['5', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']"
8845,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['148', '&nbsp;']","['9', '&nbsp;']","['6', '&nbsp;']","['*', '&nbsp;']","['2', '&nbsp;']","['1', '&nbsp;']"
8845,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['225', '&nbsp;']","['5', 'i']","['2', 'i']","['*', 'i']","['2', 'i']","['1', 'i']"
8845,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['62', '&nbsp;']","['1', 'i']","['*', 'i']","['*', 'i']","['*', 'i']","['*', '&nbsp;']"
8845,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['43', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['*', 'i']","['*', '&nbsp;']"
