table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_agencies,field_doc,field_doe,field_doj,field_dot,field_ed,field_epa,field_hhs,field_nsf,field_ssa,field_usda
4329,r001,All institutions,All institutions,,1,-,1802625.2,16680.8,31789.6,7700.0,8006.0,8022.6,1600.0,1083152.7,547490.9,663.8,97518.8
4329,r002,All institutions -> U. Washington,All institutions,U. Washington,2,1,167044.5,0.0,0.0,0.0,367.2,203.1,0.0,159427.3,6937.5,0.0,109.4
4329,r003,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,2,39506.6,0.0,0.0,0.0,0.0,0.0,0.0,37006.6,2500.0,0.0,0.0
4329,r004,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,3,34911.1,15628.5,7.5,0.0,0.0,0.0,0.0,13865.6,5026.1,0.0,383.4
4329,r005,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,4,31238.7,0.0,0.0,0.0,217.7,168.4,0.0,28957.4,1847.3,0.0,48.0
4329,r006,All institutions -> U. Pittsburgh,All institutions,U. Pittsburgh,2,5,31127.4,0.0,1312.2,0.0,0.0,0.0,0.0,26902.6,2912.6,0.0,0.0
4329,r007,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,6,30247.4,0.0,0.0,0.0,0.0,32.1,0.0,29075.7,1139.6,0.0,0.0
4329,r008,All institutions -> Johns Hopkins U.,All institutions,Johns Hopkins U.,2,7,30180.3,927.4,0.0,0.0,0.0,0.0,0.0,28671.0,581.9,0.0,0.0
4329,r009,All institutions -> U. Michigan,All institutions,U. Michigan,2,8,27469.7,0.0,1189.3,0.0,73.6,883.1,0.0,23610.0,1649.5,39.2,25.0
4329,r010,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,9,27419.1,0.0,0.0,0.0,0.0,0.0,0.0,23595.9,3823.2,0.0,0.0
4329,r011,All institutions -> U. Minnesota,All institutions,U. Minnesota,2,10,25018.5,0.0,640.0,0.0,0.0,0.0,0.0,18592.4,3942.7,0.0,1843.3
4329,r012,All institutions -> Vanderbilt U.,All institutions,Vanderbilt U.,2,11,24661.7,0.0,858.2,0.0,0.0,200.6,0.0,18794.6,4418.6,0.0,389.8
4329,r013,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,12,21655.2,0.0,0.0,0.0,0.0,0.0,0.0,19144.9,2510.3,0.0,0.0
4329,r014,All institutions -> Emory U.,All institutions,Emory U.,2,13,21255.3,0.0,0.0,0.0,0.0,0.0,0.0,21238.9,16.4,0.0,0.0
4329,r015,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,14,18866.3,0.0,0.0,0.0,0.0,0.0,0.0,13744.6,2731.1,0.0,2390.6
4329,r016,All institutions -> Harvard U.,All institutions,Harvard U.,2,15,18799.3,0.0,0.0,0.0,0.0,884.7,0.0,17712.9,201.8,0.0,0.0
4329,r017,All institutions -> Stanford U.,All institutions,Stanford U.,2,16,18500.4,0.0,0.0,0.0,0.0,0.0,0.0,18225.8,274.6,0.0,0.0
4329,r018,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,17,17991.5,0.0,511.3,0.0,0.0,19.6,0.0,8170.1,4901.3,0.0,4389.2
4329,r019,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,18,17691.3,0.0,680.0,0.0,0.0,0.0,0.0,15869.4,1141.9,0.0,0.0
4329,r020,"All institutions -> Cornell U., Ithaca",All institutions,"Cornell U., Ithaca",2,19,17564.7,0.0,0.0,0.0,130.3,0.0,0.0,8859.1,6355.6,0.0,2219.7
4329,r021,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,20,17269.7,0.0,0.0,0.0,0.0,545.7,0.0,11899.1,4266.5,558.5,0.0
4329,r022,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,21,17210.5,0.0,0.0,0.0,0.0,0.0,0.0,17210.5,0.0,0.0,0.0
4329,r023,All institutions -> Yale U.,All institutions,Yale U.,2,22,16371.2,0.0,0.0,0.0,0.0,0.0,0.0,16284.4,86.8,0.0,0.0
4329,r024,All institutions -> U. Arizona,All institutions,U. Arizona,2,23,15286.6,0.0,0.0,0.0,0.0,246.0,0.0,7437.6,6494.0,0.0,1109.0
4329,r025,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,24,14895.1,0.0,2517.6,0.0,0.0,0.0,0.0,2434.6,4467.4,0.0,5475.6
4329,r026,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,25,14865.9,0.0,0.0,0.0,0.0,0.0,0.0,13535.1,1330.8,0.0,0.0
4329,r027,"All institutions -> Northwestern U., Evanston",All institutions,"Northwestern U., Evanston",2,26,14738.6,0.0,0.0,0.0,0.0,270.8,0.0,12546.7,1921.0,0.0,0.0
4329,r028,All institutions -> U. Florida,All institutions,U. Florida,2,27,14506.7,0.0,501.2,0.0,292.3,0.0,0.0,7961.5,3190.8,0.0,2560.8
4329,r029,All institutions -> U. Utah,All institutions,U. Utah,2,28,14306.8,0.0,638.8,0.0,0.0,0.0,0.0,13238.8,409.3,0.0,20.0
4329,r030,All institutions -> New York U.,All institutions,New York U.,2,29,14140.4,0.0,0.0,0.0,81.6,0.0,0.0,8196.4,5462.4,0.0,400.0
4329,r031,All institutions -> Pennsylvania State U.,All institutions,Pennsylvania State U.,2,30,13502.3,0.0,629.3,0.0,800.2,676.2,0.0,2991.2,6056.0,0.0,2349.4
4329,r032,All institutions -> U. Iowa,All institutions,U. Iowa,2,31,13372.8,0.0,0.0,0.0,109.9,0.0,0.0,11478.8,1380.3,0.0,403.8
4329,r033,All institutions -> Duke U.,All institutions,Duke U.,2,32,12838.2,0.0,713.7,0.0,0.0,0.0,0.0,11493.2,428.8,0.0,202.5
4329,r034,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,33,12477.5,0.0,0.0,0.0,236.8,0.0,0.0,9034.4,308.3,0.0,2898.0
