table_id,row_id,time_period,column_level_1,column_level_2,column_hierarchy_depth,value
10998,r001_1,na,2021 OCC,,1,0010 - 9760 
10998,r001_2,na,Detailed occupations,,1,Total
10998,r001_3,na,"Total, all employed adults",Total,2,152367575
10998,r001_4,na,"Total, all employed adults",No bachelor's degree,2,93146397
10998,r001_5,na,"Total, all employed adults",Bachelor's degree or higher ,2,59221178
10998,r001_6,na,STEM occupations,STEM occupations total,2,36803699
10998,r001_7,na,STEM occupations,"STEM occupations, no bachelor's degree (STW)",2,19255748
10998,r001_8,na,STEM occupations,"STEM occupations, bachelor's degree or higher ",2,17547951
10998,r001_9,na,Non-STEM occupations,Non-STEM  occupations total,2,115563876
10998,r001_10,na,Non-STEM occupations,"Non-STEM  occupations, no bachelor's degree",2,73890649
10998,r001_11,na,Non-STEM occupations,"Non-STEM  occupations, bachelor's degree or higher ",2,41673227
10998,r002_1,na,2021 OCC,,1,0010 - 0440 
10998,r002_2,na,Detailed occupations,,1,Management occupations
10998,r002_3,na,"Total, all employed adults",Total,2,17563644
10998,r002_4,na,"Total, all employed adults",No bachelor's degree,2,7496095
10998,r002_5,na,"Total, all employed adults",Bachelor's degree or higher ,2,10067549
10998,r002_6,na,STEM occupations,STEM occupations total,2,2482180
10998,r002_7,na,STEM occupations,"STEM occupations, no bachelor's degree (STW)",2,1038648
10998,r002_8,na,STEM occupations,"STEM occupations, bachelor's degree or higher ",2,1443532
10998,r002_9,na,Non-STEM occupations,Non-STEM  occupations total,2,15081464
10998,r002_10,na,Non-STEM occupations,"Non-STEM  occupations, no bachelor's degree",2,6457447
10998,r002_11,na,Non-STEM occupations,"Non-STEM  occupations, bachelor's degree or higher ",2,8624017
10998,r003_1,Non-STEM occupations,2021 OCC,,1,10
10998,r003_2,Non-STEM occupations,Detailed occupations,,1,Chief executives and legislators
10998,r003_3,Non-STEM occupations,"Total, all employed adults",Total,2,1491136
10998,r003_4,Non-STEM occupations,"Total, all employed adults",No bachelor's degree,2,419591
10998,r003_5,Non-STEM occupations,"Total, all employed adults",Bachelor's degree or higher ,2,1071545
10998,r003_6,Non-STEM occupations,STEM occupations,STEM occupations total,2,na
10998,r003_7,Non-STEM occupations,STEM occupations,"STEM occupations, no bachelor's degree (STW)",2,na
10998,r003_8,Non-STEM occupations,STEM occupations,"STEM occupations, bachelor's degree or higher ",2,na
10998,r003_9,Non-STEM occupations,Non-STEM occupations,Non-STEM  occupations total,2,1491136
10998,r003_10,Non-STEM occupations,Non-STEM occupations,"Non-STEM  occupations, no bachelor's degree",2,419591
10998,r003_11,Non-STEM occupations,Non-STEM occupations,"Non-STEM  occupations, bachelor's degree or higher ",2,1071545
10998,r004_1,Non-STEM occupations,2021 OCC,,1,20
10998,r004_2,Non-STEM occupations,Detailed occupations,,1,General and operations managers
10998,r004_3,Non-STEM occupations,"Total, all employed adults",Total,2,1177393
10998,r004_4,Non-STEM occupations,"Total, all employed adults",No bachelor's degree,2,643319
10998,r004_5,Non-STEM occupations,"Total, all employed adults",Bachelor's degree or higher ,2,534074
10998,r004_6,Non-STEM occupations,STEM occupations,STEM occupations total,2,na
10998,r004_7,Non-STEM occupations,STEM occupations,"STEM occupations, no bachelor's degree (STW)",2,na
10998,r004_8,Non-STEM occupations,STEM occupations,"STEM occupations, bachelor's degree or higher ",2,na
10998,r004_9,Non-STEM occupations,Non-STEM occupations,Non-STEM  occupations total,2,1177393
10998,r004_10,Non-STEM occupations,Non-STEM occupations,"Non-STEM  occupations, no bachelor's degree",2,643319
10998,r004_11,Non-STEM occupations,Non-STEM occupations,"Non-STEM  occupations, bachelor's degree or higher ",2,534074
10998,r005_1,Non-STEM occupations,2021 OCC,,1,40
10998,r005_2,Non-STEM occupations,Detailed occupations,,1,Advertising and promotions managers
10998,r005_3,Non-STEM occupations,"Total, all employed adults",Total,2,72090
10998,r005_4,Non-STEM occupations,"Total, all employed adults",No bachelor's degree,2,12907
10998,r005_5,Non-STEM occupations,"Total, all employed adults",Bachelor's degree or higher ,2,59183
10998,r005_6,Non-STEM occupations,STEM occupations,STEM occupations total,2,na
10998,r005_7,Non-STEM occupations,STEM occupations,"STEM occupations, no bachelor's degree (STW)",2,na
10998,r005_8,Non-STEM occupations,STEM occupations,"STEM occupations, bachelor's degree or higher ",2,na
10998,r005_9,Non-STEM occupations,Non-STEM occupations,Non-STEM  occupations total,2,72090
10998,r005_10,Non-STEM occupations,Non-STEM occupations,"Non-STEM  occupations, no bachelor's degree",2,12907
10998,r005_11,Non-STEM occupations,Non-STEM occupations,"Non-STEM  occupations, bachelor's degree or higher ",2,59183
10998,r006_1,Non-STEM occupations,2021 OCC,,1,51
10998,r006_2,Non-STEM occupations,Detailed occupations,,1,Marketing managers
10998,r006_3,Non-STEM occupations,"Total, all employed adults",Total,2,569831
10998,r006_4,Non-STEM occupations,"Total, all employed adults",No bachelor's degree,2,101440
10998,r006_5,Non-STEM occupations,"Total, all employed adults",Bachelor's degree or higher ,2,468391
10998,r006_6,Non-STEM occupations,STEM occupations,STEM occupations total,2,na
10998,r006_7,Non-STEM occupations,STEM occupations,"STEM occupations, no bachelor's degree (STW)",2,na
10998,r006_8,Non-STEM occupations,STEM occupations,"STEM occupations, bachelor's degree or higher ",2,na
10998,r006_9,Non-STEM occupations,Non-STEM occupations,Non-STEM  occupations total,2,569831
10998,r006_10,Non-STEM occupations,Non-STEM occupations,"Non-STEM  occupations, no bachelor's degree",2,101440
10998,r006_11,Non-STEM occupations,Non-STEM occupations,"Non-STEM  occupations, bachelor's degree or higher ",2,468391
10998,r007_1,Non-STEM occupations,2021 OCC,,1,52
10998,r007_2,Non-STEM occupations,Detailed occupations,,1,Sales managers
