table_id,row_id,field_of_study_full_path,field_of_study_level_1,field_of_study_level_2,field_of_study_level_3,field_of_study_hierarchy_depth,field_employed_college_graduates_total_number_,field_employed_college_graduates_attended_community_college_,field_employed_college_graduates_earned_an_associate_s_degree_,field_recent_graduates_earned_first_bachelor_s_degree_2008_17_total_number_,field_recent_graduates_earned_first_bachelor_s_degree_2008_17_attended_community_college_,field_recent_graduates_earned_first_bachelor_s_degree_2008_17_earned_an_associate_s_degree_,field_past_graduates_earned_first_bachelor_s_degree_s_2007_or_earlier_total_number_,field_past_graduates_earned_first_bachelor_s_degree_s_2007_or_earlier_attended_community_college_,field_past_graduates_earned_first_bachelor_s_degree_s_2007_or_earlier_earned_an_associate_s_degree_
3060,r001,All fields,All fields,,,1,44687000,49.2,21.0,14848000,52.3,24.8,29840000,47.6,19.1
3060,r002,All fields -> S&E fields,All fields,S&E fields,,2,16862000,45.0,15.1,5651000,47.0,16.9,11211000,43.9,14.2
3060,r003,All fields -> S&E fields -> Computer and mathematical sciences,All fields,S&E fields,Computer and mathematical sciences,3,2336000,46.7,20.7,810000,44.2,22.7,1526000,48.1,19.6
3060,r004,"All fields -> S&E fields -> Biological, agricultural and environmental life sciences ",All fields,S&E fields,"Biological, agricultural and environmental life sciences ",3,3235000,46.4,12.3,1194000,50.6,14.1,2041000,44.0,11.2
3060,r005,All fields -> S&E fields -> Physical and related sciences ,All fields,S&E fields,Physical and related sciences ,3,993000,39.6,10.1,303000,41.1,11.3,689000,38.9,9.5
3060,r006,All fields -> S&E fields -> Social and related sciences ,All fields,S&E fields,Social and related sciences ,3,7196000,45.4,16.2,2407000,49.1,19.2,4789000,43.6,14.6
3060,r007,All fields -> S&E fields -> Engineering ,All fields,S&E fields,Engineering ,3,3103000,42.7,13.1,937000,41.1,11.5,2166000,43.4,13.8
3060,r008,All fields -> S&E-related fields ,All fields,S&E-related fields ,,2,4656000,56.3,29.0,1916000,61.7,36.0,2740000,52.5,24.2
3060,r009,All fields -> Non-S&E fields ,All fields,Non-S&E fields ,,2,23170000,50.8,23.6,7280000,53.9,27.9,15889000,49.4,21.7
