table_id,row_id,time_period,_b_graduate_students_b_level_1,_b_graduate_students_b_level_2,_b_graduate_students_b_hierarchy_depth,value
8284,r001,1975,Graduate students,All fields,2,328510
8284,r002,1975,Graduate students,Science,2,234649
8284,r003,1975,Graduate students,Engineering,2,68332
8284,r004,1975,Graduate students,Health,2,25529
8284,r005,1975,Postdoctoral appointees,All fields,2,na
8284,r006,1975,Postdoctoral appointees,Science,2,na
8284,r007,1975,Postdoctoral appointees,Engineering,2,na
8284,r008,1975,Postdoctoral appointees,Health,2,na
8284,r009,1975,Nonfaculty researchers,All fields,2,na
8284,r010,1975,Nonfaculty researchers,Science,2,na
8284,r011,1975,Nonfaculty researchers,Engineering,2,na
8284,r012,1975,Nonfaculty researchers,Health,2,na
8284,r013,1976,Graduate students,All fields,2,333716
8284,r014,1976,Graduate students,Science,2,238675
8284,r015,1976,Graduate students,Engineering,2,66723
8284,r016,1976,Graduate students,Health,2,28318
8284,r017,1976,Postdoctoral appointees,All fields,2,na
8284,r018,1976,Postdoctoral appointees,Science,2,na
8284,r019,1976,Postdoctoral appointees,Engineering,2,na
8284,r020,1976,Postdoctoral appointees,Health,2,na
8284,r021,1976,Nonfaculty researchers,All fields,2,na
8284,r022,1976,Nonfaculty researchers,Science,2,na
8284,r023,1976,Nonfaculty researchers,Engineering,2,na
8284,r024,1976,Nonfaculty researchers,Health,2,na
8284,r025,1977,Graduate students,All fields,2,345374
8284,r026,1977,Graduate students,Science,2,242932
8284,r027,1977,Graduate students,Engineering,2,68757
8284,r028,1977,Graduate students,Health,2,33685
8284,r029,1977,Postdoctoral appointees,All fields,2,na
8284,r030,1977,Postdoctoral appointees,Science,2,na
8284,r031,1977,Postdoctoral appointees,Engineering,2,na
8284,r032,1977,Postdoctoral appointees,Health,2,na
8284,r033,1977,Nonfaculty researchers,All fields,2,na
8284,r034,1977,Nonfaculty researchers,Science,2,na
8284,r035,1977,Nonfaculty researchers,Engineering,2,na
8284,r036,1977,Nonfaculty researchers,Health,2,na
8284,r037,1978<sup>a</sup>,Graduate students,All fields,2,339912
8284,r038,1978<sup>a</sup>,Graduate students,Science,2,236465
8284,r039,1978<sup>a</sup>,Graduate students,Engineering,2,67787
8284,r040,1978<sup>a</sup>,Graduate students,Health,2,35660
8284,r041,1978<sup>a</sup>,Postdoctoral appointees,All fields,2,na
8284,r042,1978<sup>a</sup>,Postdoctoral appointees,Science,2,na
8284,r043,1978<sup>a</sup>,Postdoctoral appointees,Engineering,2,na
8284,r044,1978<sup>a</sup>,Postdoctoral appointees,Health,2,na
8284,r045,1978<sup>a</sup>,Nonfaculty researchers,All fields,2,na
8284,r046,1978<sup>a</sup>,Nonfaculty researchers,Science,2,na
8284,r047,1978<sup>a</sup>,Nonfaculty researchers,Engineering,2,na
8284,r048,1978<sup>a</sup>,Nonfaculty researchers,Health,2,na
8284,r049,1979,Graduate students,All fields,2,357578
8284,r050,1979,Graduate students,Science,2,247235
8284,r051,1979,Graduate students,Engineering,2,71808
8284,r052,1979,Graduate students,Health,2,38535
8284,r053,1979,Postdoctoral appointees,All fields,2,18101
8284,r054,1979,Postdoctoral appointees,Science,2,12519
8284,r055,1979,Postdoctoral appointees,Engineering,2,1067
8284,r056,1979,Postdoctoral appointees,Health,2,4515
8284,r057,1979,Nonfaculty researchers,All fields,2,2687
8284,r058,1979,Nonfaculty researchers,Science,2,1915
