table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013
10872,r001,All agencies,All agencies,,,,,1,51072,53358,53738,53536,54094,53894,63692,63728,58065,61986,59533
10872,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,,
10872,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,1869,1919,2003,2031,2068,2020,2076,2141,2125,1964,1868
10872,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,4,8,8,6,6,3,2,2,2,2,2
10872,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,966,988,997,1021,1028,1010,1027,1060,1020,981,913
10872,r006,All agencies -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,0,0,0,0,0,0,0,0,0,0,18
10872,r007,All agencies -> Departments -> Department of Agriculture -> Economic Research Service,All agencies,Departments,Department of Agriculture,Economic Research Service,,4,68,71,74,75,92,78,79,86,81,77,71
10872,r008,All agencies -> Departments -> Department of Agriculture -> Foreign Agricultural Service,All agencies,Departments,Department of Agriculture,Foreign Agricultural Service,,4,2,2,2,1,1,0.05,0.05,0.05,1,1,1
10872,r009,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,251,255,255,264,280,256,298,283,282,272,301
10872,r010,"All agencies -> Departments -> Department of Agriculture -> Grain Inspection, Packers, and Stockyards Administration",All agencies,Departments,Department of Agriculture,"Grain Inspection, Packers, and Stockyards Administration",,4,0,0,7,7,7,7,7,6,7,5,5
10872,r011,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,6,6,6,7,7,7,7,7,7,7,7
10872,r012,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,568,586,652,645,627,655,652,690,724,614,546
10872,r013,All agencies -> Departments -> Department of Agriculture -> Rural Business-Cooperative Service,All agencies,Departments,Department of Agriculture,Rural Business-Cooperative Service,,4,4,4,4,4,21,4,4,5,2,4,4
10872,r014,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,1054,888,889,840,929,964,959,1135,941,989,1023
10872,r015,All agencies -> Departments -> Department of Commerce -> Census Bureau,All agencies,Departments,Department of Commerce,Census Bureau,,4,1,2,4,6,5,5,6,9,11,77,115
10872,r016,All agencies -> Departments -> Department of Commerce -> Economic Development Administration,All agencies,Departments,Department of Commerce,Economic Development Administration,,4,1,0.05,0.05,0.05,1,2,3,7,1,NA,NA
10872,r017,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,381,360,358,355,415,407,479,653,473,507,526
10872,r018,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,666,520,520,472,500,543,464,458,449,396,375
10872,r019,All agencies -> Departments -> Department of Commerce -> National Telecommunications and Information Administration,All agencies,Departments,Department of Commerce,National Telecommunications and Information Administration,,4,6,6,7,7,7,7,7,8,8,8,7
10872,r020,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,5816,5698,5931,5752,6394,6581,6792,7065,6596,6662,5955
10872,r021,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,na,na,na,na,na,na,na,na,1384,1496,1268
10872,r022,All agencies -> Departments -> Department of Defense -> Defense agencies and activities,All agencies,Departments,Department of Defense,Defense agencies and activities,,4,2212,1879,1752,1741,1867,2031,2207,2444,na,na,na
10872,r023,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,1329,1211,1246,1351,1540,1592,1604,1678,1674,1726,1502
10872,r024,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,1118,1471,1700,1453,1721,1631,1667,1675,1478,1333,1257
10872,r025,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,1157,1138,1233,1208,1266,1327,1314,1268,1295,1414,1296
10872,r026,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,na,na,na,na,na,na,na,na,764,693,633
10872,r027,All agencies -> Departments -> Department of Education,All agencies,Departments,Department of Education,,,3,202,211,214,216,212,204,203,225,213,208,202
10872,r028,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,5261,5498,5704,5720,5857,6100,7188,7598,7350,7361,7333
10872,r029,All agencies -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,NA,NA,NA,NA,NA,0,0,205,128,56,92
10872,r030,All agencies -> Departments -> Department of Energy -> Bonneville Power Administration,All agencies,Departments,Department of Energy,Bonneville Power Administration,,4,15,15,9,10,9,11,7,12,5,5,13
10872,r031,All agencies -> Departments -> Department of Energy -> Civilian Radioactive Waste Management,All agencies,Departments,Department of Energy,Civilian Radioactive Waste Management,,4,76,79,54,53,11,1,0.05,0,0,0,0
10872,r032,All agencies -> Departments -> Department of Energy -> Electricity Delivery and Energy Reliability,All agencies,Departments,Department of Energy,Electricity Delivery and Energy Reliability,,4,na,na,66,93,57,27,62,73,62,64,53
10872,r033,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,310,267,272,211,343,429,653,912,468,441,530
10872,r034,All agencies -> Departments -> Department of Energy -> Environmental Management,All agencies,Departments,Department of Energy,Environmental Management,,4,21,13,15,10,2,2,11,31,22,15,3
10872,r035,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,256,231,216,218,217,183,246,218,185,165,154
10872,r036,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,2158,2200,2277,2219,2154,2178,2061,1951,2250,2339,2404
10872,r037,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,2010,2106,2193,2076,2028,1967,1796,1710,1975,2143,2148
10872,r038,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,148,95,84,143,126,211,266,241,276,195,256
10872,r039,All agencies -> Departments -> Department of Energy -> Nuclear Energy,All agencies,Departments,Department of Energy,Nuclear Energy,,4,29,69,83,87,71,130,116,301,327,336,236
10872,r040,All agencies -> Departments -> Department of Energy -> Office of Science,All agencies,Departments,Department of Energy,Office of Science,,4,2395,2623,2712,2818,2993,3137,4031,3895,3904,3940,3848
10872,r041,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,26288,27991,28617,28680,29211,29459,35490,35797,30771,31124,29315
10872,r042,All agencies -> Departments -> Department of Health and Human Services -> Administration for Children and Families,All agencies,Departments,Department of Health and Human Services,Administration for Children and Families,,4,21,20,39,14,12,19,14,7,10,8,2
10872,r043,All agencies -> Departments -> Department of Health and Human Services -> Administration for Community Living,All agencies,Departments,Department of Health and Human Services,Administration for Community Living,,4,0,3,3,3,0,0,0,0,0,0,0
10872,r044,All agencies -> Departments -> Department of Health and Human Services -> Agency for Healthcare Research and Quality,All agencies,Departments,Department of Health and Human Services,Agency for Healthcare Research and Quality,,4,284,279,293,293,293,308,348,789,341,337,336
10872,r045,All agencies -> Departments -> Department of Health and Human Services -> Agency for Toxic Substances and Disease Registry,All agencies,Departments,Department of Health and Human Services,Agency for Toxic Substances and Disease Registry,,4,14,11,9,9,4,4,5,3,5,1,1
10872,r046,All agencies -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,,4,564,540,511,545,527,511,389,410,348,481,334
10872,r047,All agencies -> Departments -> Department of Health and Human Services -> Centers for Medicare and Medicaid Services,All agencies,Departments,Department of Health and Human Services,Centers for Medicare and Medicaid Services,,4,74,78,77,62,57,31,30,82,35,21,20
10872,r048,All agencies -> Departments -> Department of Health and Human Services -> Food and Drug Administration,All agencies,Departments,Department of Health and Human Services,Food and Drug Administration,,4,138,132,142,143,129,138,166,211,225,353,361
10872,r049,All agencies -> Departments -> Department of Health and Human Services -> Health Resources and Services Administration,All agencies,Departments,Department of Health and Human Services,Health Resources and Services Administration,,4,16,17,18,17,17,22,23,30,27,27,27
10872,r050,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,25156,26890,27500,27566,28146,28404,34494,34213,29760,29877,28215
10872,r051,All agencies -> Departments -> Department of Health and Human Services -> Office of the Secretary of Health and Human Services,All agencies,Departments,Department of Health and Human Services,Office of the Secretary of Health and Human Services,,4,20,21,25,27,24,22,20,54,20,19,19
10872,r052,All agencies -> Departments -> Department of Health and Human Services -> Office of the Secretary of Health and Human Services -> Office of the Assistant Secretary for Planning and Evaluation,All agencies,Departments,Department of Health and Human Services,Office of the Secretary of Health and Human Services,Office of the Assistant Secretary for Planning and Evaluation,5,20,21,25,27,24,22,20,54,20,19,19
10872,r053,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,NA,413,597,606,542,325,347,322,248,307,141
10872,r054,All agencies -> Departments -> Department of Homeland Security -> Coast Guard,All agencies,Departments,Department of Homeland Security,Coast Guard,,4,NA,5,5,7,5,7,7,8,7,12,7
10872,r055,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,NA,284,411,596,536,318,340,314,241,294,134
10872,r056,All agencies -> Departments -> Department of Homeland Security -> Secret Service,All agencies,Departments,Department of Homeland Security,Secret Service,,4,NA,1,1,1,1,1,NA,NA,NA,NA,NA
10872,r057,All agencies -> Departments -> Department of Homeland Security -> Transportation Security Administration,All agencies,Departments,Department of Homeland Security,Transportation Security Administration,,4,NA,123,180,3,0,0,NA,NA,NA,NA,NA
10872,r058,All agencies -> Departments -> Department of Housing and Urban Development,All agencies,Departments,Department of Housing and Urban Development,,,3,14,17,16,12,14,10,12,39,49,63,44
10872,r059,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,533,547,531,551,554,566,658,644,629,624,603
10872,r060,All agencies -> Departments -> Department of the Interior -> Bureau of Ocean Energy Management,All agencies,Departments,Department of the Interior,Bureau of Ocean Energy Management,,4,27,27,27,29,25,32,36,43,45,39,40
