table_id,row_id,time_period,column_level_1,column_level_2,column_hierarchy_depth,value
10390,r001,1990,Research,,1,721
10390,r002,1990,Development,Total,2,476
10390,r003,1990,Development,Advanced technology development,2,NA
10390,r004,1990,Development,Major systems development,2,NA
10390,r005,1991,Research,,1,842
10390,r006,1991,Development,Total,2,483
10390,r007,1991,Development,Advanced technology development,2,NA
10390,r008,1991,Development,Major systems development,2,NA
10390,r009,1992,Research,,1,841
10390,r010,1992,Development,Total,2,476
10390,r011,1992,Development,Advanced technology development,2,NA
10390,r012,1992,Development,Major systems development,2,NA
10390,r013,1993,Research,,1,1132
10390,r014,1993,Development,Total,2,456
10390,r015,1993,Development,Advanced technology development,2,NA
10390,r016,1993,Development,Major systems development,2,NA
10390,r017,1994,Research,,1,1260
10390,r018,1994,Development,Total,2,345
10390,r019,1994,Development,Advanced technology development,2,157
10390,r020,1994,Development,Major systems development,2,187
10390,r021,1995,Research,,1,1108
10390,r022,1995,Development,Total,2,503
10390,r023,1995,Development,Advanced technology development,2,153
10390,r024,1995,Development,Major systems development,2,350
10390,r025,1996,Research,,1,1137
10390,r026,1996,Development,Total,2,466
10390,r027,1996,Development,Advanced technology development,2,180
10390,r028,1996,Development,Major systems development,2,286
10390,r029,1997,Research,,1,1042
10390,r030,1997,Development,Total,2,479
10390,r031,1997,Development,Advanced technology development,2,189
10390,r032,1997,Development,Major systems development,2,291
10390,r033,1998,Research,,1,1092
10390,r034,1998,Development,Total,2,457
10390,r035,1998,Development,Advanced technology development,2,206
10390,r036,1998,Development,Major systems development,2,251
10390,r037,1999,Research,,1,1154
10390,r038,1999,Development,Total,2,537
10390,r039,1999,Development,Advanced technology development,2,213
10390,r040,1999,Development,Major systems development,2,324
10390,r041,2000,Research,,1,1231
10390,r042,2000,Development,Total,2,602
10390,r043,2000,Development,Advanced technology development,2,268
10390,r044,2000,Development,Major systems development,2,334
10390,r045,2001,Research,,1,1377
10390,r046,2001,Development,Total,2,583
