table_id,row_id,state_full_path,state_level_1,state_level_2,state_hierarchy_depth,field_2009a,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022
9941,r001,United States<sup>b</sup>,United States<sup>b</sup>,,1,324394437,143020206,194003452,168806778,175751245,161254411,164001971,175314245,223723280,221761855,170319834,155473832,177356368,256872936
9941,r002,United States<sup>b</sup> -> Alabama,United States<sup>b</sup>,Alabama,2,1749771,472892,475402,336920,144180,5801167,5743808,4156899,3954359,4767179,5422102,14046688,19074334,11655697
9941,r003,United States<sup>b</sup> -> Alaska,United States<sup>b</sup>,Alaska,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1067928
9941,r004,United States<sup>b</sup> -> Arizona,United States<sup>b</sup>,Arizona,2,134587,742869,361685,0,0,0,0,0,0,139859,0,559621,610954,561258
9941,r005,United States<sup>b</sup> -> Arkansas,United States<sup>b</sup>,Arkansas,2,3482899,4343045,1994713,557653,378064,367653,635381,3046876,3391597,2517653,967697,853429,1525000,1510815
9941,r006,United States<sup>b</sup> -> California,United States<sup>b</sup>,California,2,78620000,2798033,1657802,3914236,3532072,15078629,10694395,19762981,20665387,18239659,16500248,11490937,8483554,13115803
9941,r007,United States<sup>b</sup> -> Colorado,United States<sup>b</sup>,Colorado,2,661000,937051,934066,902386,989741,1304741,1945853,2282691,5291487,7938023,8567133,7041385,8222524,14456120
9941,r008,United States<sup>b</sup> -> Connecticut,United States<sup>b</sup>,Connecticut,2,0,0,0,0,0,6275000,5126590,6067653,9471359,8441757,9579524,7538344,5894102,12402675
9941,r009,United States<sup>b</sup> -> Delaware,United States<sup>b</sup>,Delaware,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9941,r010,United States<sup>b</sup> -> District of Columbia,United States<sup>b</sup>,District of Columbia,2,0,0,0,0,0,78502,138118,0,0,87400,83698,252283,34566,94094
9941,r011,United States<sup>b</sup> -> Florida,United States<sup>b</sup>,Florida,2,860000,295290,1961528,933175,2205335,0,0,0,0,0,0,88406,100000,100000
9941,r012,United States<sup>b</sup> -> Georgia,United States<sup>b</sup>,Georgia,2,2500000,200000,200000,400000,0,0,0,0,0,0,0,31813,0,0
9941,r013,United States<sup>b</sup> -> Hawaii,United States<sup>b</sup>,Hawaii,2,6906722,0,0,0,0,667972,773071,846154,0,1054083,1436565,1806130,203500,665000
9941,r014,United States<sup>b</sup> -> Idaho,United States<sup>b</sup>,Idaho,2,0,0,0,0,0,0,0,211098,0,368772,436773,242114,376305,0
9941,r015,United States<sup>b</sup> -> Illinois,United States<sup>b</sup>,Illinois,2,19540,6700823,7239804,6100402,5504428,8151913,14189053,4054706,3774000,6474099,4084838,2804910,2468113,2347655
9941,r016,United States<sup>b</sup> -> Indiana,United States<sup>b</sup>,Indiana,2,21423543,1128287,1208526,413937,360000,2061287,1773787,7092309,7078946,6124290,2851256,520000,678500,1940000
9941,r017,United States<sup>b</sup> -> Iowa,United States<sup>b</sup>,Iowa,2,31512943,105480,710999,22475,22484,522607,457808,431450,421109,497171,337061,417493,472395,626038
9941,r018,United States<sup>b</sup> -> Kansas,United States<sup>b</sup>,Kansas,2,2698381,0,0,0,0,107479,1125847,1307150,2097137,1753805,996465,998756,998754,997727
9941,r019,United States<sup>b</sup> -> Kentucky,United States<sup>b</sup>,Kentucky,2,3684117,2734995,3382158,675726,630162,984267,1611896,4234982,6190489,561098,0,1651000,1413739,1578217
9941,r020,United States<sup>b</sup> -> Louisiana,United States<sup>b</sup>,Louisiana,2,0,0,577544,862067,573126,0,0,0,13674007,13078673,8712529,4259471,9075190,9272639
9941,r021,United States<sup>b</sup> -> Maine,United States<sup>b</sup>,Maine,2,2178872,4104324,3609925,2954810,2183936,2000000,4268000,3097000,3560926,4849586,9750028,8348636,8814847,4232010
9941,r022,United States<sup>b</sup> -> Maryland,United States<sup>b</sup>,Maryland,2,2893023,1300000,1300000,547102,1453129,0,0,800000,810000,2166739,1686554,2658368,0,0
9941,r023,United States<sup>b</sup> -> Massachusetts,United States<sup>b</sup>,Massachusetts,2,0,0,486173,0,0,0,0,0,2972231,3425000,6870000,6775000,5169336,1305697
9941,r024,United States<sup>b</sup> -> Michigan,United States<sup>b</sup>,Michigan,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9941,r025,United States<sup>b</sup> -> Minnesota,United States<sup>b</sup>,Minnesota,2,192945,0,0,0,0,0,0,0,0,0,0,0,0,0
9941,r026,United States<sup>b</sup> -> Mississippi,United States<sup>b</sup>,Mississippi,2,0,100000,412000,0,0,0,0,0,0,0,0,0,0,0
9941,r027,United States<sup>b</sup> -> Missouri,United States<sup>b</sup>,Missouri,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9941,r028,United States<sup>b</sup> -> Montana,United States<sup>b</sup>,Montana,2,2430542,931417,213841,7000,12600,139144,271145,7934963,7713943,382684,382684,0,0,50000
9941,r029,United States<sup>b</sup> -> Nebraska,United States<sup>b</sup>,Nebraska,2,40000,0,0,1048383,1282862,197500,97387,0,0,200000,157763,1066000,1072155,3933774
9941,r030,United States<sup>b</sup> -> Nevada,United States<sup>b</sup>,Nevada,2,0,0,0,0,0,0,0,4078492,9131829,6120737,6584759,3055388,1958195,1327253
9941,r031,United States<sup>b</sup> -> New Hampshire,United States<sup>b</sup>,New Hampshire,2,500000,475000,500000,384000,123000,300000,300000,374999,449146,7382570,7400216,7333128,7301367,7055631
9941,r032,United States<sup>b</sup> -> New Jersey,United States<sup>b</sup>,New Jersey,2,310000,750000,0,0,0,0,0,0,0,0,3111979,3543318,3131288,5352022
9941,r033,United States<sup>b</sup> -> New Mexico,United States<sup>b</sup>,New Mexico,2,0,0,0,538787,207445,1156400,1237700,1800000,2663461,146155,17000,103000,108053,105527
9941,r034,United States<sup>b</sup> -> New York,United States<sup>b</sup>,New York,2,43358014,34300000,43500000,29975639,46870153,48029330,49698758,47586721,48217604,48216789,28702682,26276536,15675047,92678434
9941,r035,United States<sup>b</sup> -> North Carolina,United States<sup>b</sup>,North Carolina,2,916162,265000,261000,2689346,3017144,500000,4396029,3692598,104672,302439,290671,480186,891454,2489577
9941,r036,United States<sup>b</sup> -> North Dakota,United States<sup>b</sup>,North Dakota,2,13828867,133500,263000,164400,372000,0,0,0,0,0,0,223743,247149,93115
9941,r037,United States<sup>b</sup> -> Ohio,United States<sup>b</sup>,Ohio,2,63460096,12904375,43062744,42699340,66895354,30550059,27255184,17617411,14184490,16412659,9405378,4831720,6851921,4869165
9941,r038,United States<sup>b</sup> -> Oklahoma,United States<sup>b</sup>,Oklahoma,2,2152790,9017136,6460924,4088727,2419202,2268709,2263698,2970545,3770097,742842,1054738,1110061,29777125,1816735
9941,r039,United States<sup>b</sup> -> Oregon,United States<sup>b</sup>,Oregon,2,0,0,0,0,0,1835000,1800000,5719447,3300000,5890071,6725794,5922851,8848396,2193526
9941,r040,United States<sup>b</sup> -> Pennsylvania,United States<sup>b</sup>,Pennsylvania,2,13490838,5289000,4000000,8021714,5728373,8754500,8114286,4700000,32650000,36950000,10905196,11974987,1874000,4943571
9941,r041,United States<sup>b</sup> -> Rhode Island,United States<sup>b</sup>,Rhode Island,2,0,0,0,200000,0,479906,107997,1434966,778812,489904,580675,540100,562327,202000
9941,r042,United States<sup>b</sup> -> South Carolina,United States<sup>b</sup>,South Carolina,2,518619,33179054,35190338,22471369,7888340,2056900,927325,2718162,3076392,569623,937457,300983,1610976,2022292
9941,r043,United States<sup>b</sup> -> South Dakota,United States<sup>b</sup>,South Dakota,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9941,r044,United States<sup>b</sup> -> Tennessee,United States<sup>b</sup>,Tennessee,2,0,0,0,61313,58348,0,0,2830000,5042000,4965000,3319120,3363577,2670514,33245253
9941,r045,United States<sup>b</sup> -> Texas,United States<sup>b</sup>,Texas,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9941,r046,United States<sup>b</sup> -> Utah,United States<sup>b</sup>,Utah,2,8082988,1650000,1950000,0,0,5056613,3049085,4547529,0,0,0,0,0,0
9941,r047,United States<sup>b</sup> -> Vermont,United States<sup>b</sup>,Vermont,2,0,0,0,0,0,0,415612,0,0,0,0,90998,0,0
9941,r048,United States<sup>b</sup> -> Virginia,United States<sup>b</sup>,Virginia,2,6846941,2883797,1928981,4218088,2342026,4009135,2826630,1865685,1909264,2409069,3552012,3329588,10681336,6378361
9941,r049,United States<sup>b</sup> -> Washington,United States<sup>b</sup>,Washington,2,0,0,0,3046202,3370552,2967873,3285711,3282013,3235997,3354053,3344321,3279219,3408658,3221766
9941,r050,United States<sup>b</sup> -> West Virginia,United States<sup>b</sup>,West Virginia,2,7602237,14453838,25129599,29251581,14435189,7422125,7341817,1577385,1574886,1564077,1776758,2782045,2238929,2667574
9941,r051,United States<sup>b</sup> -> Wisconsin,United States<sup>b</sup>,Wisconsin,2,1338000,825000,5030700,1320000,2752000,2130000,2130000,2000000,1500000,2141000,3000000,2750000,3625125,3942432
9941,r052,United States<sup>b</sup> -> Wyoming,United States<sup>b</sup>,Wyoming,2,0,0,0,0,0,0,0,1191380,1067653,1037337,788160,731620,1206640,355555
9941,r053,Puerto Rico<sup>c</sup>,Puerto Rico<sup>c</sup>,,1,1731697,601391,587869,350654,940348,795212,757107,na,na,na,na,na,na,4884573
