table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_basic_research,field_applied_research,field_development
1412,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['23,772', '  ']","['2,005', 'i ']","['5,181', 'i ']","['16,586', ' ']"
1412,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['19,217', '  ']","['1,596', 'i ']","['2,920', 'i ']","['14,701', ' ']"
1412,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['2', '  ']","['*', 'i ']","['*', '  ']","['1', ' ']"
1412,r004,All industries -> Manufacturing industries -> Beverages and tobacco products,All industries,Manufacturing industries,Beverages and tobacco products,,,3,312,"['0', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1412,r005,"All industries -> Manufacturing industries -> Textiles, apparel, and leather products",All industries,Manufacturing industries,"Textiles, apparel, and leather products",,,3,313–16,"['5', '  ']","['*', 'i ']","['2', 'i ']","['3', 'i']"
1412,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['*', 'i ']","['0', '  ']","['*', 'i ']","['*', ' ']"
1412,r007,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['*', 'i ']","['*', 'i ']","['*', 'i ']","['*', 'i']"
1412,r008,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['212', '  ']","['16', '  ']","['58', '  ']","['137', ' ']"
1412,r009,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['147', '  ']","['9', '  ']","['41', '  ']","['97', ' ']"
1412,r010,All industries -> Manufacturing industries -> Chemicals -> Other chemicals,All industries,Manufacturing industries,Chemicals,Other chemicals,,4,other 325,"['65', '  ']","['7', 'i ']","['18', 'i ']","['40', 'i']"
1412,r011,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['4', '  ']","['1', '  ']","['*', 'i ']","['3', ' ']"
1412,r012,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['6', '  ']","['*', 'i ']","['2', '  ']","['4', ' ']"
1412,r013,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['6', '  ']","['*', 'i ']","['*', 'i ']","['6', 'i']"
1412,r014,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['12', '  ']","['*', 'i ']","['7', 'i ']","['5', 'i']"
1412,r015,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['152', '  ']","['1', '  ']","['9', '  ']","['142', ' ']"
1412,r016,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['4,410', '  ']","['192', 'i ']","['685', 'i ']","['3,533', 'i']"
1412,r017,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductors and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductors and other electronic components,,4,3344,"['278', '  ']","['*', 'i ']","['4', 'i ']","['274', ' ']"
1412,r018,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['3,320', '  ']","['52', 'i ']","['527', 'i ']","['2,740', ' ']"
