table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_foreign_companies_subsidiariesa,field_foreign_companies_company_s_parent,field_foreign_companies_unaffiliated_companies,field_foreign_government_agencies,field_foreign_universities_colleges_and_academic_researchers,field_all_other
2738,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['9,936', '  ']","['2,640', '  ']","['6,103', '  ']","['1,173', '  ']","['0', '  ']","['*', '  ']","['18', '  ']"
2738,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['129 - 178', '  ']","['0 - 40', '  ']","['125 - 138', '  ']","['0 - 7', 'i ']","['0', '  ']","['0', '  ']","['*', 'i ']"
2738,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['2 - 52', '  ']","['0 - 40', '  ']","['0 - 11', '  ']","['0 - 7', 'i ']","['0', '  ']","['0', '  ']","['*', 'i ']"
2738,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['50', '  ']","['38', '  ']","['11', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2738,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['26', '  ']","['11', '  ']","['15', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2738,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['15', '  ']","['3', '  ']","['5', 'i ']","['7', '  ']","['*', '  ']","['0', '  ']","['0', '  ']"
2738,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['49', '  ']","['3', '  ']","['46', '  ']","['*', 'i ']","['*', 'i ']","['0', '  ']","['*', 'i ']"
2738,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['792', '  ']","['127', '  ']","['598 - 666', '  ']","['0 - 66', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2738,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['17', '  ']","['10', '  ']","['0 - 8', '  ']","['0 - 8', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2738,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['540', '  ']","['0', '  ']","['473 - 541', '  ']","['0 - 66', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2738,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['18', '  ']","['2', '  ']","['15', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2738,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['217', '  ']","['114', '  ']","['36 - 104', '  ']","['0 - 66', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2738,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['15,492', '  ']","['12,418', '  ']","['2,645', '  ']","['321', '  ']","['0 - 47', '  ']","['*', '  ']","['59 - 110', '  ']"
2738,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['3,708', '  ']","['3,588', '  ']","['109', '  ']","['8', '  ']","['*', 'i ']","['0', '  ']","['3', '  ']"
2738,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['3,375', '  ']","['1,294', '  ']","['1,879', '  ']","['194', '  ']","['0 - 10', '  ']","['*', '  ']","['0 - 10', '  ']"
2738,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['910', '  ']","['129', '  ']","['561 - 659', '  ']","['23 - 121', '  ']","['0 - 47', '  ']","['0', '  ']","['45 - 108', '  ']"
2738,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['209', '  ']","['57', '  ']","['151', '  ']","['*', 'i ']","['0', '  ']","['0', '  ']","['*', 'i ']"
2738,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['488', '  ']","['0 - 60', '  ']","['210 - 417', '  ']","['0 - 121', '  ']","['0 - 47', '  ']","['0', '  ']","['45 - 108', '  ']"
2738,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['214', '  ']","['13 - 73', '  ']","['20 - 200', '  ']","['0 - 121', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2738,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['7,499', '  ']","['7,406', '  ']","['0 - 94', '  ']","['0 - 94', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2738,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['313', '  ']","['111', '  ']","['191', '  ']","['11', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2738,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['2,374', '  ']","['104', '  ']","['1,906', '  ']","['151', '  ']","['184', '  ']","['0', '  ']","['29', '  ']"
2738,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['2,065', '  ']","['87', '  ']","['1,882', '  ']","['96', '  ']","['0', '  ']","['0', '  ']","['*', '  ']"
2738,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['282 - 299', '  ']","['16', '  ']","['0 - 16', '  ']","['55', '  ']","['184', '  ']","['0', '  ']","['29', '  ']"
2738,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['282 - 299', '  ']","['16', '  ']","['0 - 16', '  ']","['55', '  ']","['184', '  ']","['0', '  ']","['29', '  ']"
2738,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2738,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2738,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['9 - 26', '  ']","['0', '  ']","['8 - 25', '  ']","['*', 'i ']","['*', 'i ']","['0', '  ']","['0', '  ']"
2738,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['6', '  ']","['6', '  ']","['*', 'i ']","['*', 'i ']","['*', 'i ']","['0', '  ']","['*', 'i ']"
2738,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['597', '  ']","['320', '  ']","['202 - 270', 'i ']","['8 - 75', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2738,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['478', '  ']","['319', '  ']","['150', '  ']","['9', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2738,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['119', 'i ']","['*', '  ']","['52 - 119', 'i ']","['0 - 66', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']"
2738,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['11,374', '  ']","['7,414', '  ']","['2,904', '  ']","['806', '  ']","['18 - 65', '  ']","['4', '  ']","['178 - 229', 'i ']"
2738,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['550', '  ']","['510 - 547', '  ']","['0', '  ']","['4 - 39', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2738,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['4', '  ']","['0', '  ']","['3', '  ']","['1', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2738,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['28', '  ']","['3', '  ']","['24', '  ']","['1', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2738,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['92 - 1,266', '  ']","['0 - 1,173', '  ']","['93', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2738,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['3', '  ']","['3', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2738,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['4,895', 'i ']","['4,165', 'i ']","['605', '  ']","['124', '  ']","['0', '  ']","['0', '  ']","['*', 'i ']"
2738,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['1,226', '  ']","['803', '  ']","['319', '  ']","['104', '  ']","['0', '  ']","['0', '  ']","['*', 'i ']"
2738,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['*', 'i ']","['0', '  ']","['0', '  ']","['*', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']"
2738,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['1,225', '  ']","['803', '  ']","['319', '  ']","['104', '  ']","['0', '  ']","['0', '  ']","['*', 'i ']"
2738,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['51 - 72', '  ']","['24', '  ']","['27 - 47', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2738,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['343', '  ']","['182', '  ']","['138 - 162', '  ']","['0 - 21', '  ']","['0', '  ']","['0', '  ']","['*', 'i ']"
2738,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['3,253 - 3,274', 'i ']","['3,156', 'i ']","['76 - 117', '  ']","['0 - 21', 'i ']","['0', '  ']","['0', '  ']","['*', 'i ']"
2738,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['891', '  ']","['891', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2738,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2738,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2738,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2738,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['3,716', '  ']","['669', '  ']","['2,162', '  ']","['635', '  ']","['18 - 65', '  ']","['4', '  ']","['178 - 229', 'i ']"
2738,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['295', 'i ']","['29', '  ']","['41', '  ']","['15', '  ']","['0 - 47', '  ']","['0 - 5', '  ']","['161 - 212', 'i ']"
2738,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['1,403', '  ']","['54', '  ']","['1,334', '  ']","['9', '  ']","['0 - 8', '  ']","['0 - 5', '  ']","['0', '  ']"
2738,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['1,350', '  ']","['16', '  ']","['715', '  ']","['586', '  ']","['19', '  ']","['0 - 5', '  ']","['10 - 17', '  ']"
2738,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology,5,541711,"['420', '  ']","['0', '  ']","['106', '  ']","['303', '  ']","['*', 'i ']","['0', '  ']","['11', '  ']"
2738,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except biotechnology)",5,541712,"['930', '  ']","['16', '  ']","['609', '  ']","['282', '  ']","['19', '  ']","['0 - 5', '  ']","['0 - 6', '  ']"
2738,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']"
2738,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['668', '  ']","['570', '  ']","['73', '  ']","['25', '  ']","['0', '  ']","['0', '  ']","['*', 'i ']"
2738,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['9', 'i ']","['0', '  ']","['0', '  ']","['9', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']"
2738,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['16 - 1,190', '  ']","['0 - 1,173', '  ']","['17', '  ']","['0 - 30', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2738,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['42,438', '  ']","['23,515', '  ']","['15,775', '  ']","['2,558', '  ']","['248', '  ']","['5', '  ']","['337', 'i ']"
2738,r074,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2738,r075,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>b</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>b</sup>,,,3,–,"['231', '  ']","['21', '  ']","['145', '  ']","['38', '  ']","['22', '  ']","['1', '  ']","['5', '  ']"
2738,r076,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['1,023', '  ']","['649', '  ']","['333', '  ']","['38', 'i ']","['2', '  ']","['2', '  ']","['*', 'i ']"
2738,r077,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2738,r078,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['792', '  ']","['140', '  ']","['522', '  ']","['121', '  ']","['*', 'i ']","['*', '  ']","['9', '  ']"
2738,r079,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['1,993', '  ']","['463', '  ']","['1,457', '  ']","['58', '  ']","['10', '  ']","['1', '  ']","['4', '  ']"
2738,r080,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2738,r081,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['1,677', '  ']","['352', '  ']","['1,084', '  ']","['233', '  ']","['*', 'i ']","['*', 'i ']","['8', '  ']"
2738,r082,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['2,298', '  ']","['798', '  ']","['909', '  ']","['382', '  ']","['*', 'i ']","['*', 'i ']","['209', 'i ']"
2738,r083,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['9,367', '  ']","['2,016', '  ']","['6,842', '  ']","['493', '  ']","['*', '  ']","['*', '  ']","['15', '  ']"
2738,r084,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['2,728', 'i ']","['1,926', 'i ']","['359', '  ']","['443', '  ']","['0', '  ']","['0', '  ']","['*', 'i ']"
2738,r085,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['9,091', 'i ']","['4,533', 'i ']","['3,881', '  ']","['677', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2738,r086,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['13,238', '  ']","['12,617', '  ']","['243', '  ']","['76', '  ']","['214', '  ']","['0', '  ']","['87', '  ']"
