table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_total_2017,field_total_2018,field_total_2019,field_total_2020,field_federally_financed_2017,field_federally_financed_2018,field_federally_financed_2019,field_federally_financed_2020
5436,r001,All institutions,All institutions,,1,-,"['11,911,403', '']","['12,363,782', '']","['13,216,209', '']","['13,692,756', '']","['6,828,853', '']","['7,093,806', '']","['7,668,349', '']","['8,120,891', '']"
5436,r002,All institutions -> Johns Hopkins U.<sup>a</sup>,All institutions,Johns Hopkins U.<sup>a</sup>,2,1,"['1,080,021', 'i']","['1,087,478', 'i']","['1,147,335', 'i']","['1,205,632', 'i']","['1,030,067', '']","['1,038,797', '']","['1,100,587', '']","['1,154,993', '']"
5436,r003,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,2,"['578,662', '']","['613,650', '']","['664,695', '']","['695,176', '']","['426,068', '']","['466,780', '']","['506,061', '']","['537,693', '']"
5436,r004,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,3,"['432,453', '']","['431,927', '']","['450,915', '']","['419,636', '']","['221,898', '']","['220,744', '']","['230,312', '']","['213,108', '']"
5436,r005,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,4,"['312,341', '']","['325,002', '']","['350,391', '']","['367,730', '']","['233,587', '']","['244,868', '']","['258,324', '']","['277,345', '']"
5436,r006,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,5,"['287,620', '']","['300,956', '']","['321,373', '']","['357,559', '']","['62,158', '']","['70,000', '']","['77,456', '']","['95,138', '']"
5436,r007,"All institutions -> SUNY, Polytechnic Institute",All institutions,"SUNY, Polytechnic Institute",2,6,"['305,576', '']","['255,033', '']","['350,793', '']","['353,542', '']","['38,545', '']","['39,897', '']","['36,816', '']","['26,696', '']"
5436,r008,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,7,"['286,094', '']","['299,072', '']","['291,887', '']","['283,329', '']","['180,969', '']","['178,020', '']","['175,137', '']","['176,141', '']"
5436,r009,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,8,"['231,103', '']","['229,967', '']","['270,525', '']","['280,592', '']","['105,798', '']","['105,657', '']","['111,292', '']","['122,469', '']"
5436,r010,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,9,"['226,810', '']","['245,755', '']","['258,213', '']","['263,711', '']","['84,497', '']","['98,261', '']","['104,138', '']","['107,677', '']"
5436,r011,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,10,"['239,499', '']","['242,963', '']","['249,788', '']","['259,935', '']","['148,099', '']","['154,761', '']","['160,506', '']","['175,426', '']"
5436,r012,All institutions -> Utah State U.,All institutions,Utah State U.,2,11,"['111,780', '']","['140,407', '']","['202,345', '']","['226,616', '']","['100,965', '']","['124,950', '']","['183,794', '']","['206,998', '']"
5436,r013,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,12,"['189,550', '']","['200,668', '']","['200,122', '']","['209,293', '']","['73,820', '']","['75,316', '']","['81,194', '']","['79,645', '']"
