table_id,row_id,_b_state_and_outlying_area_b_full_path,_b_state_and_outlying_area_b_level_1,_b_state_and_outlying_area_b_level_2,_b_state_and_outlying_area_b_hierarchy_depth,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020
7302,r001,All states and outlying areas,All states and outlying areas,,1,31216406.9,29406914.3,31158783.3,30562878.0,31648932.4,32439650.5,35303817.9,38084444.1,39122152.2
7302,r002,All states and outlying areas -> Alabama,All states and outlying areas,Alabama,2,416323.5,389318.2,402625.0,422018.2,401759.0,398794.8,489338.0,540544.4,531815.2
7302,r003,All states and outlying areas -> Alaska,All states and outlying areas,Alaska,2,69789.7,73350.7,82629.3,77383.5,79941.1,91347.5,89974.9,115684.0,128043.0
7302,r004,All states and outlying areas -> Arizona,All states and outlying areas,Arizona,2,480430.2,403502.4,378079.5,370620.4,394091.6,403356.8,435199.0,482710.9,479451.3
7302,r005,All states and outlying areas -> Arkansas,All states and outlying areas,Arkansas,2,88334.8,80219.1,76218.2,83253.1,124245.3,75749.4,89077.8,112667.8,119108.1
7302,r006,All states and outlying areas -> California,All states and outlying areas,California,2,4210808.4,4106203.6,4286898.7,4175558.4,4308144.6,4399063.6,4743953.7,4906328.5,5060427.6
7302,r007,All states and outlying areas -> Colorado,All states and outlying areas,Colorado,2,652013.7,661640.0,675390.8,712445.2,722558.8,706244.9,824607.6,811513.0,858983.5
7302,r008,All states and outlying areas -> Connecticut,All states and outlying areas,Connecticut,2,551248.8,523123.9,549775.0,530241.7,583474.8,584341.2,637935.8,688353.2,739927.3
7302,r009,All states and outlying areas -> Delaware,All states and outlying areas,Delaware,2,90718.9,92073.4,103640.8,85192.0,110931.5,130428.6,122174.0,138647.1,136654.3
7302,r010,All states and outlying areas -> District of Columbia,All states and outlying areas,District of Columbia,2,588320.4,563526.5,569119.5,548437.9,594588.6,504851.1,634444.5,498905.8,505319.4
7302,r011,All states and outlying areas -> Florida,All states and outlying areas,Florida,2,724265.7,677029.9,697311.5,807360.4,781592.5,863410.5,866341.2,1005064.8,988763.0
7302,r012,All states and outlying areas -> Georgia,All states and outlying areas,Georgia,2,988519.9,947192.6,913948.2,973142.7,760343.5,1072875.6,1177290.7,1377691.0,1554935.6
7302,r013,All states and outlying areas -> Hawaii,All states and outlying areas,Hawaii,2,181592.4,172028.4,174657.5,144257.1,158276.2,144455.9,158740.8,172601.3,150597.6
7302,r014,All states and outlying areas -> Idaho,All states and outlying areas,Idaho,2,51633.7,56154.7,48884.2,60215.9,53124.8,55869.4,59032.6,71398.1,75731.7
7302,r015,All states and outlying areas -> Illinois,All states and outlying areas,Illinois,2,1272572.4,1135342.6,1165821.3,1163027.3,1205502.9,1191519.8,1275437.5,1419237.7,1470063.6
7302,r016,All states and outlying areas -> Indiana,All states and outlying areas,Indiana,2,439663.2,407939.9,456562.8,473358.1,467292.2,486491.1,518484.8,612549.1,629410.6
7302,r017,All states and outlying areas -> Iowa,All states and outlying areas,Iowa,2,319625.9,296944.8,306501.3,302734.4,299278.1,283441.4,313361.8,312625.5,366818.1
7302,r018,All states and outlying areas -> Kansas,All states and outlying areas,Kansas,2,194288.6,160948.0,166680.1,177238.5,179133.3,200043.4,218511.1,254812.7,221466.8
7302,r019,All states and outlying areas -> Kentucky,All states and outlying areas,Kentucky,2,206105.6,195502.4,219035.4,231078.8,235612.4,229711.0,266193.9,296526.1,320973.1
7302,r020,All states and outlying areas -> Louisiana,All states and outlying areas,Louisiana,2,240426.8,224818.1,201365.9,190859.5,206824.7,203263.6,211122.3,253580.2,271168.9
7302,r021,All states and outlying areas -> Maine,All states and outlying areas,Maine,2,45587.9,52016.3,38498.4,43097.1,38748.1,31709.4,53130.8,68889.3,60489.1
7302,r022,All states and outlying areas -> Maryland,All states and outlying areas,Maryland,2,2115555.4,1990830.1,2131720.9,1993870.8,2337178.8,2184150.6,2314775.3,2415778.0,2537078.8
7302,r023,All states and outlying areas -> Massachusetts,All states and outlying areas,Massachusetts,2,1757207.9,1608940.6,1715650.5,1654686.5,1696121.8,1739967.0,1863079.9,1917570.9,1890380.0
