table_id,row_id,field_of_study_full_path,field_of_study_level_1,field_of_study_level_2,field_of_study_level_3,field_of_study_level_4,field_of_study_level_5,field_of_study_hierarchy_depth,field_totala,field_male,field_female,field__female
2814,r159,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Gender and women's studies,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Gender and women's studies,5,55,9,46,83.6
2814,r160,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Geography,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Geography,5,265,139,126,47.5
2814,r161,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Health policy analysis,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Health policy analysis,5,55,21,34,61.8
2814,r162,"All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> History, science and technology and society",All fields,Psychology and social sciences,Social sciences ,Other social sciences,"History, science and technology and society",5,74,31,43,58.1
2814,r163,"All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> International relations, international affairs",All fields,Psychology and social sciences,Social sciences ,Other social sciences,"International relations, international affairs",5,138,89,49,35.5
2814,r164,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Linguistics,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Linguistics,5,245,103,142,58.0
2814,r165,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Public policy analysis,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Public policy analysis,5,231,117,114,49.4
2814,r166,"All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Urban, city, community and regional planning",All fields,Psychology and social sciences,Social sciences ,Other social sciences,"Urban, city, community and regional planning",5,118,56,62,52.5
2814,r167,All fields -> Engineering,All fields,Engineering,,,,2,10303,7833,2468,24.0
2814,r168,"All fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",,,3,379,323,56,14.8
2814,r169,All fields -> Engineering -> Bioengineering and biomedical engineering,All fields,Engineering,Bioengineering and biomedical engineering,,,3,1164,720,444,38.1
2814,r170,All fields -> Engineering -> Chemical engineering,All fields,Engineering,Chemical engineering,,,3,981,665,316,32.2
2814,r171,All fields -> Engineering -> Civil engineering,All fields,Engineering,Civil engineering,,,3,701,542,159,22.7
2814,r172,"All fields -> Engineering -> Electrical, electronics, and communications engineering",All fields,Engineering,"Electrical, electronics, and communications engineering",,,3,1799,1501,297,16.5
2814,r173,All fields -> Engineering -> Industrial and manufacturing engineering,All fields,Engineering,Industrial and manufacturing engineering,,,3,234,172,62,26.5
2814,r174,All fields -> Engineering -> Materials science engineering,All fields,Engineering,Materials science engineering,,,3,992,701,290,29.2
2814,r175,All fields -> Engineering -> Mechanical engineering,All fields,Engineering,Mechanical engineering,,,3,1533,1283,250,16.3
2814,r176,All fields -> Engineering -> Other engineering,All fields,Engineering,Other engineering,,,3,2520,1926,594,23.6
2814,r177,All fields -> Engineering -> Other engineering -> Computer engineering,All fields,Engineering,Other engineering,Computer engineering,,4,446,389,57,12.8
2814,r178,"All fields -> Engineering -> Other engineering -> Environmental, environmental health engineering",All fields,Engineering,Other engineering,"Environmental, environmental health engineering",,4,251,136,115,45.8
2814,r179,All fields -> Engineering -> Other engineering -> Nuclear engineering,All fields,Engineering,Other engineering,Nuclear engineering,,4,156,127,29,18.6
2814,r180,All fields -> Engineering -> Other engineering -> Robotics,All fields,Engineering,Other engineering,Robotics,,4,145,127,18,12.4
2814,r181,All fields -> Engineering -> Other engineering -> Structural engineering,All fields,Engineering,Other engineering,Structural engineering,,4,146,111,35,24.0
2814,r182,All fields -> Engineering -> Other engineering -> Systems engineering,All fields,Engineering,Other engineering,Systems engineering,,4,125,104,21,16.8
2814,r183,"All fields -> Engineering -> Other engineering -> Other engineering, aggregated",All fields,Engineering,Other engineering,"Other engineering, aggregated",,4,1251,932,319,25.5
2814,r184,All fields -> Education,All fields,Education,,,,2,4635,1422,3213,69.3
2814,r185,All fields -> Education -> Education administration,All fields,Education,Education administration,,,3,839,342,497,59.2
2814,r186,All fields -> Education -> Education administration -> Educational administration and supervision,All fields,Education,Education administration,Educational administration and supervision,,4,154,75,79,51.3
2814,r187,"All fields -> Education -> Education administration -> Educational and human resource studies, development",All fields,Education,Education administration,"Educational and human resource studies, development",,4,57,25,32,56.1
2814,r188,All fields -> Education -> Education administration -> Educational leadership,All fields,Education,Education administration,Educational leadership,,4,563,219,344,61.1
2814,r189,All fields -> Education -> Education administration -> Urban education and leadership,All fields,Education,Education administration,Urban education and leadership,,4,65,23,42,64.6
2814,r190,All fields -> Education -> Education research ,All fields,Education,Education research ,,,3,2303,653,1650,71.6
2814,r191,"All fields -> Education -> Education research  -> Counseling education, counseling and guidance",All fields,Education,Education research ,"Counseling education, counseling and guidance",,4,255,58,197,77.3
2814,r192,All fields -> Education -> Education research  -> Curriculum and instruction,All fields,Education,Education research ,Curriculum and instruction,,4,391,102,289,73.9
2814,r193,"All fields -> Education -> Education research  -> Educational assessment, testing, measurement",All fields,Education,Education research ,"Educational assessment, testing, measurement",,4,46,14,32,69.6
2814,r194,All fields -> Education -> Education research  -> Educational policy analysis,All fields,Education,Education research ,Educational policy analysis,,4,146,57,89,61.0
2814,r195,All fields -> Education -> Education research  -> Educational psychology (education),All fields,Education,Education research ,Educational psychology (education),,4,198,52,146,73.7
2814,r196,"All fields -> Education -> Education research  -> Educational statistics, research methods",All fields,Education,Education research ,"Educational statistics, research methods",,4,86,29,57,66.3
2814,r197,"All fields -> Education -> Education research  -> Educational/ instructional technology, media design",All fields,Education,Education research ,"Educational/ instructional technology, media design",,4,195,69,126,64.6
2814,r198,All fields -> Education -> Education research  -> Higher education evaluation and research,All fields,Education,Education research ,Higher education evaluation and research,,4,389,126,263,67.6
2814,r199,All fields -> Education -> Education research  -> International education,All fields,Education,Education research ,International education,,4,51,10,41,80.4
2814,r200,All fields -> Education -> Education research  -> Learning sciences,All fields,Education,Education research ,Learning sciences,,4,80,35,45,56.3
2814,r201,All fields -> Education -> Education research  -> School psychology (education),All fields,Education,Education research ,School psychology (education),,4,126,22,104,82.5
2814,r202,All fields -> Education -> Education research  -> Social and philosophical foundations of education,All fields,Education,Education research ,Social and philosophical foundations of education,,4,78,25,53,67.9
2814,r203,All fields -> Education -> Education research  -> Special education,All fields,Education,Education research ,Special education,,4,262,54,208,79.4
2814,r204,All fields -> Education -> Teacher education,All fields,Education,Teacher education,,,3,104,20,84,80.8
2814,r205,All fields -> Education -> Teaching fields ,All fields,Education,Teaching fields ,,,3,960,260,700,72.9
2814,r206,All fields -> Education -> Teaching fields  -> Health education,All fields,Education,Teaching fields ,Health education,,4,54,15,39,72.2
2814,r207,All fields -> Education -> Teaching fields  -> Literacy and reading education,All fields,Education,Teaching fields ,Literacy and reading education,,4,127,26,101,79.5
2814,r208,All fields -> Education -> Teaching fields  -> Mathematics education,All fields,Education,Teaching fields ,Mathematics education,,4,153,53,100,65.4
2814,r209,All fields -> Education -> Teaching fields  -> Music education,All fields,Education,Teaching fields ,Music education,,4,78,39,39,50.0
2814,r210,All fields -> Education -> Teaching fields  -> Science education,All fields,Education,Teaching fields ,Science education,,4,116,34,82,70.7
2814,r211,"All fields -> Education -> Teaching fields  -> Teaching fields, aggregated",All fields,Education,Teaching fields ,"Teaching fields, aggregated",,4,432,93,339,78.5
2814,r212,All fields -> Education -> Other education ,All fields,Education,Other education ,,,3,429,147,282,65.7
2814,r213,All fields -> Education -> Other education  -> Workforce education and development,All fields,Education,Other education ,Workforce education and development,,4,35,17,18,51.4
2814,r214,"All fields -> Education -> Other education  -> Education, general",All fields,Education,Other education ,"Education, general",,4,216,68,148,68.5
2814,r215,"All fields -> Education -> Other education  -> Education, other",All fields,Education,Other education ,"Education, other",,4,178,62,116,65.2
2814,r216,All fields -> Humanities and arts,All fields,Humanities and arts,,,,2,5054,2479,2573,50.9
2814,r217,All fields -> Humanities and arts -> Foreign languages and literature,All fields,Humanities and arts,Foreign languages and literature,,,3,610,215,394,64.6
2814,r218,All fields -> Humanities and arts -> Foreign languages and literature -> French,All fields,Humanities and arts,Foreign languages and literature,French,,4,100,23,77,77.0
2814,r219,All fields -> Humanities and arts -> Foreign languages and literature -> Germanic language and literature,All fields,Humanities and arts,Foreign languages and literature,Germanic language and literature,,4,74,29,45,60.8
2814,r220,All fields -> Humanities and arts -> Foreign languages and literature -> Spanish language and literature,All fields,Humanities and arts,Foreign languages and literature,Spanish language and literature,,4,161,69,92,57.1
2814,r221,"All fields -> Humanities and arts -> Foreign languages and literature -> Other languages, aggregated",All fields,Humanities and arts,Foreign languages and literature,"Other languages, aggregated",,4,275,94,180,65.5
2814,r222,All fields -> Humanities and arts -> History,All fields,Humanities and arts,History,,,3,912,529,383,42.0
2814,r223,"All fields -> Humanities and arts -> History -> American history, United States and Canada",All fields,Humanities and arts,History,"American history, United States and Canada",,4,319,180,139,43.6
2814,r224,All fields -> Humanities and arts -> History -> Asian history,All fields,Humanities and arts,History,Asian history,,4,71,47,24,33.8
2814,r225,All fields -> Humanities and arts -> History -> European history,All fields,Humanities and arts,History,European history,,4,149,83,66,44.3
2814,r226,All fields -> Humanities and arts -> History -> Latin American history,All fields,Humanities and arts,History,Latin American history,,4,71,43,28,39.4
2814,r227,"All fields -> Humanities and arts -> History -> Middle, Near East history",All fields,Humanities and arts,History,"Middle, Near East history",,4,61,37,24,39.3
2814,r228,"All fields -> Humanities and arts -> History -> History, general",All fields,Humanities and arts,History,"History, general",,4,139,83,56,40.3
2814,r229,"All fields -> Humanities and arts -> History -> History, aggregated",All fields,Humanities and arts,History,"History, aggregated",,4,102,56,46,45.1
2814,r230,All fields -> Humanities and arts -> Letters,All fields,Humanities and arts,Letters,,,3,1387,560,827,59.6
2814,r231,"All fields -> Humanities and arts -> Letters -> American literature, United States and Canada",All fields,Humanities and arts,Letters,"American literature, United States and Canada",,4,255,112,143,56.1
2814,r232,All fields -> Humanities and arts -> Letters -> Classics,All fields,Humanities and arts,Letters,Classics,,4,96,60,36,37.5
2814,r233,All fields -> Humanities and arts -> Letters -> Comparative literature,All fields,Humanities and arts,Letters,Comparative literature,,4,165,58,107,64.8
2814,r234,All fields -> Humanities and arts -> Letters -> English language,All fields,Humanities and arts,Letters,English language,,4,120,40,80,66.7
2814,r235,"All fields -> Humanities and arts -> Letters -> English literature, British and Commonwealth",All fields,Humanities and arts,Letters,"English literature, British and Commonwealth",,4,378,132,246,65.1
2814,r236,All fields -> Humanities and arts -> Letters -> Rhetoric and composition,All fields,Humanities and arts,Letters,Rhetoric and composition,,4,191,65,126,66.0
2814,r237,All fields -> Humanities and arts -> Letters -> Speech and rhetorical studies,All fields,Humanities and arts,Letters,Speech and rhetorical studies,,4,50,29,21,42.0
2814,r238,"All fields -> Humanities and arts -> Letters -> Letters, aggregated",All fields,Humanities and arts,Letters,"Letters, aggregated",,4,132,64,68,51.5
2814,r239,All fields -> Humanities and arts -> Other humanities and arts,All fields,Humanities and arts,Other humanities and arts,,,3,2145,1175,969,45.2
2814,r240,"All fields -> Humanities and arts -> Other humanities and arts -> African American studies, literature, and history",All fields,Humanities and arts,Other humanities and arts,"African American studies, literature, and history",,4,65,26,39,60.0
2814,r241,"All fields -> Humanities and arts -> Other humanities and arts -> Art history, criticism, and conservation",All fields,Humanities and arts,Other humanities and arts,"Art history, criticism, and conservation",,4,250,56,194,77.6
2814,r242,"All fields -> Humanities and arts -> Other humanities and arts -> Dance, drama",All fields,Humanities and arts,Other humanities and arts,"Dance, drama",,4,109,41,67,61.5
2814,r243,"All fields -> Humanities and arts -> Other humanities and arts -> Film, cinema, video studies",All fields,Humanities and arts,Other humanities and arts,"Film, cinema, video studies",,4,112,58,54,48.2
2814,r244,All fields -> Humanities and arts -> Other humanities and arts -> Music,All fields,Humanities and arts,Other humanities and arts,Music,,4,57,37,20,35.1
2814,r245,All fields -> Humanities and arts -> Other humanities and arts -> Musicology and ethnomusicology,All fields,Humanities and arts,Other humanities and arts,Musicology and ethnomusicology,,4,128,60,68,53.1
2814,r246,All fields -> Humanities and arts -> Other humanities and arts -> Music performance,All fields,Humanities and arts,Other humanities and arts,Music performance,,4,76,40,36,47.4
2814,r247,All fields -> Humanities and arts -> Other humanities and arts -> Music theory and composition,All fields,Humanities and arts,Other humanities and arts,Music theory and composition,,4,111,82,29,26.1
2814,r248,"All fields -> Humanities and arts -> Other humanities and arts -> Philosophy, ethics",All fields,Humanities and arts,Other humanities and arts,"Philosophy, ethics",,4,474,312,162,34.2
2814,r249,"All fields -> Humanities and arts -> Other humanities and arts -> Religion/ religious studies, Jewish/ Judaic studies",All fields,Humanities and arts,Other humanities and arts,"Religion/ religious studies, Jewish/ Judaic studies",,4,245,151,94,38.4
2814,r250,"All fields -> Humanities and arts -> Other humanities and arts -> Theology, religious education",All fields,Humanities and arts,Other humanities and arts,"Theology, religious education",,4,202,153,49,24.3
2814,r251,"All fields -> Humanities and arts -> Other humanities and arts -> Other humanities, aggregated",All fields,Humanities and arts,Other humanities and arts,"Other humanities, aggregated",,4,316,159,157,49.7
2814,r252,All fields -> Other<sup>b</sup>,All fields,Other<sup>b</sup>,,,,2,3034,1414,1620,53.4
2814,r253,All fields -> Other<sup>b</sup> -> Business management and administration,All fields,Other<sup>b</sup>,Business management and administration,,,3,1536,874,662,43.1
2814,r254,All fields -> Other<sup>b</sup> -> Business management and administration -> Accounting,All fields,Other<sup>b</sup>,Business management and administration,Accounting,,4,162,89,73,45.1
2814,r255,All fields -> Other<sup>b</sup> -> Business management and administration -> Business administration and management,All fields,Other<sup>b</sup>,Business management and administration,Business administration and management,,4,265,161,104,39.2
2814,r256,All fields -> Other<sup>b</sup> -> Business management and administration -> Finance,All fields,Other<sup>b</sup>,Business management and administration,Finance,,4,235,169,66,28.1
2814,r257,"All fields -> Other<sup>b</sup> -> Business management and administration -> Human resources, organizational behavior",All fields,Other<sup>b</sup>,Business management and administration,"Human resources, organizational behavior",,4,249,100,149,59.8
2814,r258,"All fields -> Other<sup>b</sup> -> Business management and administration -> Management information systems, business statistics",All fields,Other<sup>b</sup>,Business management and administration,"Management information systems, business statistics",,4,99,63,36,36.4
2814,r259,All fields -> Other<sup>b</sup> -> Business management and administration -> Marketing management and research,All fields,Other<sup>b</sup>,Business management and administration,Marketing management and research,,4,107,45,62,57.9
2814,r260,All fields -> Other<sup>b</sup> -> Business management and administration -> Other aggregated business fields,All fields,Other<sup>b</sup>,Business management and administration,Other aggregated business fields,,4,419,247,172,41.1
2814,r261,All fields -> Other<sup>b</sup> -> Communication,All fields,Other<sup>b</sup>,Communication,,,3,543,205,338,62.2
2814,r262,All fields -> Other<sup>b</sup> -> Communication -> Communication research,All fields,Other<sup>b</sup>,Communication,Communication research,,4,161,59,102,63.4
2814,r263,"All fields -> Other<sup>b</sup> -> Communication -> Mass communication, media studies",All fields,Other<sup>b</sup>,Communication,"Mass communication, media studies",,4,171,68,103,60.2
2814,r264,"All fields -> Other<sup>b</sup> -> Communication -> Communication, general",All fields,Other<sup>b</sup>,Communication,"Communication, general",,4,118,46,72,61.0
2814,r265,"All fields -> Other<sup>b</sup> -> Communication -> Communication, aggregated",All fields,Other<sup>b</sup>,Communication,"Communication, aggregated",,4,93,32,61,65.6
2814,r266,All fields -> Other<sup>b</sup> -> Non-S&E fields nec,All fields,Other<sup>b</sup>,Non-S&E fields nec,,,3,955,335,620,64.9
2814,r267,All fields -> Other<sup>b</sup> -> Non-S&E fields nec -> Architecture and environmental design,All fields,Other<sup>b</sup>,Non-S&E fields nec,Architecture and environmental design,,4,128,49,79,61.7
2814,r268,"All fields -> Other<sup>b</sup> -> Non-S&E fields nec -> Family, consumer sciences and human sciences",All fields,Other<sup>b</sup>,Non-S&E fields nec,"Family, consumer sciences and human sciences",,4,78,18,60,76.9
2814,r269,"All fields -> Other<sup>b</sup> -> Non-S&E fields nec -> Parks, sports, recreation, leisure and fitness",All fields,Other<sup>b</sup>,Non-S&E fields nec,"Parks, sports, recreation, leisure and fitness",,4,53,27,26,49.1
2814,r270,All fields -> Other<sup>b</sup> -> Non-S&E fields nec -> Public administration,All fields,Other<sup>b</sup>,Non-S&E fields nec,Public administration,,4,208,90,118,56.7
2814,r271,All fields -> Other<sup>b</sup> -> Non-S&E fields nec -> Social work,All fields,Other<sup>b</sup>,Non-S&E fields nec,Social work,,4,330,70,260,78.8
2814,r272,"All fields -> Other<sup>b</sup> -> Non-S&E fields nec -> Fields nec, aggregated",All fields,Other<sup>b</sup>,Non-S&E fields nec,"Fields nec, aggregated",,4,158,81,77,48.7
