table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021
10406,r001,All HBCUs,All HBCUs,,1,-,379639,408387,397237,372978,307892,319684,341369,354390,552157
10406,r002,All HBCUs -> North Carolina Agricultural and Technical State U.,All HBCUs,North Carolina Agricultural and Technical State U.,2,1,24762,27490,29380,26086,26793,24231,22704,28375,42438
10406,r003,All HBCUs -> Howard U.<sup>a</sup>,All HBCUs,Howard U.<sup>a</sup>,2,2,20348,22022,20144,17137,12825,18839,16016,27941,34287
10406,r004,All HBCUs -> Delaware State U.,All HBCUs,Delaware State U.,2,3,11326,11650,8659,7963,8156,9519,10189,9276,29335
10406,r005,All HBCUs -> Morgan State U.,All HBCUs,Morgan State U.,2,4,4809,7635,10164,10200,9036,9062,15851,20035,25163
10406,r006,All HBCUs -> Prairie View A&M U.,All HBCUs,Prairie View A&M U.,2,5,13909,13931,17139,12900,10100,9197,16849,10375,24240
10406,r007,All HBCUs -> Florida A&M U.,All HBCUs,Florida A&M U.,2,6,16545,17421,19495,16704,19665,11270,14976,15003,23652
10406,r008,All HBCUs -> Tuskegee U.,All HBCUs,Tuskegee U.,2,7,18850,17831,12592,14313,10113,18038,9976,10615,21979
10406,r009,All HBCUs -> Alabama A&M U.,All HBCUs,Alabama A&M U.,2,8,11381,10780,13987,11572,6679,8931,6589,7938,21957
10406,r010,All HBCUs -> Tennessee State U.,All HBCUs,Tennessee State U.,2,9,13824,18570,15681,13123,8659,12393,16670,18049,21868
10406,r011,All HBCUs -> Morehouse School of Medicine,All HBCUs,Morehouse School of Medicine,2,10,29445,33244,30298,24543,18268,19587,15092,15335,20179
10406,r012,All HBCUs -> Meharry Medical C.,All HBCUs,Meharry Medical C.,2,11,20658,16991,15087,18061,15310,16991,14256,19085,19916
10406,r013,All HBCUs -> Central State U.,All HBCUs,Central State U.,2,12,536,2585,957,4206,2436,3003,5922,5353,18216
