table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_computer_sciences_and_mathematics,field_engineering,field_environmental_sciences,field_life_sciences,field_physical_sciences,field_psychology,field_social_sciences,field_other_sciences_nec
6413,r001,All agencies surveyed,All agencies surveyed,,,,,1,13978525.9,521567.3,1504949.1,256956.4,9989049.1,122122.3,893126.9,137906.2,552848.7
6413,r002,All agencies surveyed -> Departments,All agencies surveyed,Departments,,,,2,,,,,,,,,
6413,r003,All agencies surveyed -> Departments -> Department of Agriculture,All agencies surveyed,Departments,Department of Agriculture,,,3,433658.4,790.9,49513.2,4337.0,344776.4,9819.4,0.0,24421.4,0.0
6413,r004,All agencies surveyed -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies surveyed,Departments,Department of Agriculture,Agricultural Research Service,,4,46978.4,61.1,422.8,206.7,43159.0,3016.0,0.0,112.7,0.0
6413,r005,All agencies surveyed -> Departments -> Department of Agriculture -> Economic Research Service,All agencies surveyed,Departments,Department of Agriculture,Economic Research Service,,4,4095.9,0.0,0.0,0.0,0.0,0.0,0.0,4095.9,0.0
6413,r006,All agencies surveyed -> Departments -> Department of Agriculture -> Forest Service,All agencies surveyed,Departments,Department of Agriculture,Forest Service,,4,18978.6,651.3,1400.0,2580.4,9826.7,353.4,0.0,4166.8,0.0
6413,r007,All agencies surveyed -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies surveyed,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,78.5,78.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6413,r008,All agencies surveyed -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies surveyed,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,360727.0,0.0,47690.4,1550.0,288990.7,6450.0,0.0,16046.0,0.0
6413,r009,All agencies surveyed -> Departments -> Department of Agriculture -> Rural Business-Cooperative Service,All agencies surveyed,Departments,Department of Agriculture,Rural Business-Cooperative Service,,4,2800.0,0.0,0.0,0.0,2800.0,0.0,0.0,0.0,0.0
6413,r010,All agencies surveyed -> Departments -> Department of Defense,All agencies surveyed,Departments,Department of Defense,,,3,941204.1,221246.8,242727.6,68900.6,160160.1,25504.7,11274.7,9518.5,201871.1
6413,r011,All agencies surveyed -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies surveyed,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,296169.8,145772.4,44368.6,8623.5,84031.0,1668.4,6618.8,0.0,5087.1
