table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_basic_research,field_applied_research,field_development
1380,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['374,685', '  ']","['24,644', '  ']","['61,020', '  ']","['289,021', ' ']"
1380,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['250,553', '  ']","['18,882', '  ']","['42,443', '  ']","['189,228', ' ']"
1380,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['4,828', '  ']","['502', 'i ']","['1,470', 'i ']","['2,856', ' ']"
1380,r004,All industries -> Manufacturing industries -> Beverages and tobacco products,All industries,Manufacturing industries,Beverages and tobacco products,,,3,312,"['D', '  ']","['155', '  ']","['D', '  ']","['D', ' ']"
1380,r005,"All industries -> Manufacturing industries -> Textiles, apparel, and leather products",All industries,Manufacturing industries,"Textiles, apparel, and leather products",,,3,313–16,"['1,166', 'i ']","['85', '  ']","['120', '  ']","['961', 'i']"
1380,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['188', '  ']","['13', '  ']","['45', '  ']","['130', ' ']"
1380,r007,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['219', 'i ']","['31', '  ']","['33', 'i ']","['155', ' ']"
1380,r008,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['73,575', '  ']","['10,117', '  ']","['15,771', '  ']","['47,687', ' ']"
1380,r009,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['64,628', '  ']","['9,237', '  ']","['13,753', '  ']","['41,638', ' ']"
1380,r010,All industries -> Manufacturing industries -> Chemicals -> Other chemicals,All industries,Manufacturing industries,Chemicals,Other chemicals,,4,other 325,"['8,947', '  ']","['880', '  ']","['2,018', '  ']","['6,049', ' ']"
1380,r011,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['3,752', '  ']","['346', '  ']","['874', '  ']","['2,532', ' ']"
1380,r012,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['1,289', '  ']","['150', '  ']","['291', '  ']","['848', ' ']"
1380,r013,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['592', '  ']","['65', 'i ']","['115', 'i ']","['412', ' ']"
1380,r014,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['2,239', '  ']","['120', 'i ']","['413', 'i ']","['1,706', ' ']"
1380,r015,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['12,585', '  ']","['654', '  ']","['1,530', '  ']","['10,401', ' ']"
