table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_engineering,field_other_fields
10276,r001,All agencies,All agencies,,,,,1,37026661,1465782,1664581,20475049,479906,2412951,2471457,789582,3682718,3584636
10276,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,
10276,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,1064254,20018,32046,699498,9548,30184,12659,82929,79610,97762
10276,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,2509,0,0,2509,0,0,0,0,0,0
10276,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,171055,222,753,157148,0,10982,0,411,1539,0
10276,r006,All agencies -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,6299,0,0,6299,0,0,0,0,0,0
10276,r007,All agencies -> Departments -> Department of Agriculture -> Economic Research Service,All agencies,Departments,Department of Agriculture,Economic Research Service,,4,8247,0,0,0,0,0,0,8247,0,0
10276,r008,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,16404,470,4410,8804,0,107,0,2383,229,0
10276,r009,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,223,223,0,0,0,0,0,0,0,0
10276,r010,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,858153,19103,26883,523374,9548,19095,12659,71888,77842,97762
10276,r011,All agencies -> Departments -> Department of Agriculture -> Natural Resources Conservation Service,All agencies,Departments,Department of Agriculture,Natural Resources Conservation Service,,4,1365,0,0,1365,0,0,0,0,0,0
10276,r012,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,253406,3372,184515,14205,724,18876,0,5357,25931,425
10276,r013,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,39844,1923,2292,3862,0,9458,0,0,22309,0
10276,r014,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,213561,1449,182223,10343,724,9418,0,5357,3622,425
10276,r015,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,2621887,456635,187593,325946,36185,190961,20356,40916,755991,607304
10276,r016,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,574361,295482,17089,156770,1415,28083,11169,0,63830,523
10276,r017,All agencies -> Departments -> Department of Defense -> Defense Health Agency,All agencies,Departments,Department of Defense,Defense Health Agency,,4,41793,0,0,41793,0,0,0,0,0,0
10276,r018,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,706722,54083,0,25484,0,92953,0,9246,419630,105327
10276,r019,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,420423,3175,960,20648,10324,14166,0,2401,12882,355867
10276,r020,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,688775,82541,163219,54558,10588,21473,5800,3713,217245,129638
10276,r021,All agencies -> Departments -> Department of Defense -> Space Force,All agencies,Departments,Department of Defense,Space Force,,4,6160,0,0,0,0,0,0,0,6160,0
10276,r022,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,183653,21354,6325,26692,13858,34287,3388,25556,36245,15949
10276,r023,All agencies -> Departments -> Department of Education,All agencies,Departments,Department of Education,,,3,139724,0,0,0,0,0,0,0,0,139724
10276,r024,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,1390978,41220,55339,150054,0,709589,0,0,434643,132
10276,r025,All agencies -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,53383,7615,1126,16360,0,0,0,0,28281,0
10276,r026,All agencies -> Departments -> Department of Energy -> Electricity Delivery and Energy Reliability,All agencies,Departments,Department of Energy,Electricity Delivery and Energy Reliability,,4,4262,0,0,0,0,0,0,0,4262,0
10276,r027,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,258811,0,0,0,0,0,0,0,258811,0
10276,r028,All agencies -> Departments -> Department of Energy -> Environmental Management,All agencies,Departments,Department of Energy,Environmental Management,,4,1650,0,1650,0,0,0,0,0,0,0
10276,r029,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,136369,0,12793,0,0,23113,0,0,100462,0
10276,r030,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,11784,0,0,0,0,10775,0,0,1009,0
10276,r031,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,1141,0,0,0,0,531,0,0,609,0
10276,r032,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,10644,0,0,0,0,10244,0,0,400,0
