table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_worldwide_total,field_worldwide_male,field_worldwide_female,field_domestic_total,field_domestic_male,field_domestic_female,field_foreign_total,field_foreign_male,field_foreign_female
6660,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['20', '']","['17', '']","['3', '']","['12', '']","['11', '']","['2', '']","['8', '']","['7', '']","['1', '']"
6660,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['12', '']","['10', '']","['2', '']","['7', '']","['6', '']","['1', '']","['5', '']","['4', '']","['1', '']"
6660,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['84', '']","['72', '']","['13', 'i']","['63', '']","['54', '']","['9', '']","['22', '']","['18', 'i']","['4', 'i']"
6660,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['446', '']","['356', '']","['90', 'i']","['264', '']","['212', '']","['52', '']","['182', '']","['144', 'i']","['38', 'i']"
6660,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['72', '']","['60', '']","['12', '']","['40', '']","['33', '']","['7', '']","['32', '']","['27', '']","['5', '']"
6660,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['181', '']","['144', 'i']","['37', 'i']","['95', '']","['77', 'i']","['19', 'i']","['85', '']","['67', 'i']","['18', 'i']"
6660,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['110', '']","['85', 'i']","['25', 'i']","['75', '']","['58', 'i']","['17', 'i']","['35', 'i']","['26', 'i']","['9', 'i']"
6660,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['24', 'i']","['16', 'i']","['8', 'i']","['16', 'i']","['11', 'i']","['5', 'i']","['8', 'i']","['5', 'i']","['3', 'i']"
6660,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['40', 'i']","['33', 'i']","['7', 'i']","['33', '']","['27', 'i']","['6', 'i']","['7', 'i']","['6', 'i']","['2', 'i']"
6660,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['46', '']","['35', '']","['11', '']","['26', '']","['20', '']","['6', '']","['20', '']","['15', '']","['5', '']"
6660,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['84', '']","['67', '']","['16', '']","['54', '']","['43', '']","['10', '']","['30', '']","['24', 'i']","['6', 'i']"
6660,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['48', '']","['37', '']","['10', 'i']","['25', '']","['20', '']","['5', '']","['23', 'i']","['18', 'i']","['5', 'i']"
6660,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['254', '']","['211', '']","['43', '']","['183', '']","['152', '']","['30', '']","['72', '']","['59', '']","['12', '']"
6660,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['169', '']","['140', '']","['29', '']","['108', '']","['90', '']","['18', '']","['61', '']","['50', '']","['11', '']"
6660,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['70', '']","['59', '']","['11', '']","['61', '']","['52', '']","['9', 'i']","['8', '']","['7', '']","['1', '']"
6660,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['62', '']","['53', '']","['9', '']","['54', '']","['46', 'i']","['8', 'i']","['8', '']","['7', '']","['1', '']"
6660,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['7', '']","['6', '']","['1', '']","['7', '']","['6', '']","['1', '']","['*', '']","['*', '']","['0', '']"
6660,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['1', '']","['1', '']","['*', '']","['1', '']","['1', '']","['*', '']","['0', '']","['0', '']","['0', '']"
6660,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['15', '']","['12', '']","['3', '']","['12', '']","['9', '']","['3', '']","['3', 'i']","['2', 'i']","['*', 'i']"
6660,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['4', '']","['3', '']","['1', '']","['4', '']","['3', '']","['1', '']","['*', '']","['*', '']","['*', '']"
6660,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['104', '']","['71', '']","['33', '']","['78', '']","['54', '']","['24', '']","['26', '']","['17', '']","['9', '']"
6660,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['82', '']","['55', '']","['27', '']","['59', '']","['40', '']","['19', '']","['23', '']","['15', '']","['8', '']"
6660,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['22', '']","['16', '']","['6', '']","['19', '']","['14', '']","['5', '']","['3', '']","['2', '']","['1', '']"
6660,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['1,267', '']","['882', '']","['385', '']","['870', '']","['624', '']","['247', '']","['396', '']","['259', '']","['138', '']"
6660,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['22', 'i']","['19', 'i']","['4', 'i']","['12', '']","['10', '']","['2', '']","['11', 'i']","['9', 'i']","['2', 'i']"
6660,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['0 - 35', '']","['0 - 35', '']","['*', '']","['0 - 23', '']","['0 - 23', '']","['*', '']","['0 - 12', '']","['0 - 12', '']","['*', '']"
6660,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['16', '']","['13', '']","['3', '']","['13', '']","['10 - 14', '']","['0 - 4', '']","['2', '']","['0 - 3', '']","['0 - 3', '']"
6660,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['42 - 114', '']","['12 - 102', '']","['0 - 40', '']","['38 - 64', '']","['12 - 64', '']","['0 - 27', '']","['3 - 52', '']","['0 - 38', '']","['0 - 19', '']"
6660,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['19', 'i']","['14', 'i']","['4', 'i']","['18', 'i']","['14', 'i']","['4', 'i']","['1', 'i']","['1', 'i']","['*', 'i']"
6660,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['533', '']","['396', '']","['137', '']","['359', '']","['270', '']","['89', '']","['174', '']","['126', '']","['48', '']"
6660,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['181', '']","['129', '']","['52', 'i']","['110', '']","['81', 'i']","['29', 'i']","['71', '']","['48', '']","['23', 'i']"
6660,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['1', '']","['*', '']","['*', '']","['1', '']","['*', '']","['*', '']","['*', '']","['*', '']","['*', '']"
6660,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['180', '']","['128', '']","['52', 'i']","['109', '']","['81', 'i']","['29', 'i']","['71', '']","['48', '']","['23', 'i']"
6660,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['20', '']","['15', 'i']","['5', '']","['19', '']","['14', 'i']","['5', '']","['1', '']","['1', '']","['*', '']"
6660,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['201', '']","['151', '']","['51', '']","['126', '']","['94', '']","['32', '']","['75', '']","['57', 'i']","['19', 'i']"
6660,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['130', '']","['101', '']","['29', '']","['104', '']","['80', '']","['23', '']","['27', '']","['21', '']","['6', '']"
6660,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['71', '']","['45', '']","['26', '']","['54', '']","['33', '']","['21', '']","['17', '']","['11', '']","['5', '']"
6660,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['4', '']","['3', '']","['1', '']","['4', '']","['3', '']","['1', '']","['*', '']","['*', '']","['*', '']"
6660,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['*', '']","['*', '']","['*', '']","['*', '']","['*', '']","['*', '']","['*', '']","['*', '']","['*', '']"
6660,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['4', '']","['2', '']","['1', '']","['3', '']","['2', '']","['1', '']","['*', '']","['*', '']","['*', '']"
6660,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['441', '']","['274', '']","['167', '']","['299', '']","['198', '']","['101', '']","['142', '']","['76', '']","['66', 'i']"
6660,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['59', '']","['46', '']","['13', '']","['58', '']","['45', '']","['13', '']","['1', '']","['1', '']","['*', '']"
6660,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['154', '']","['119', '']","['35', '']","['99', '']","['76', '']","['23', '']","['55', '']","['43', '']","['12', '']"
6660,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['178', '']","['76', '']","['102', '']","['98', '']","['48', '']","['50', '']","['80', '']","['28', 'i']","['52', 'i']"
6660,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology,5,541711,"['59', '']","['26', '']","['33', '']","['30', '']","['14', '']","['17', '']","['29', '']","['12', '']","['17', '']"
6660,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except biotechnology)",5,541712,"['110', 'i']","['48', 'i']","['62', 'i']","['59', '']","['32', '']","['27', 'i']","['51', 'i']","['16', 'i']","['35', 'i']"
6660,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['9', '']","['3', '']","['7', '']","['9', '']","['3', '']","['7', '']","['*', '']","['*', '']","['*', '']"
6660,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['50', '']","['33', '']","['17', '']","['44', '']","['29', '']","['16', '']","['6', '']","['4', 'i']","['2', 'i']"
6660,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['12', '']","['6', '']","['6', '']","['12', '']","['6', '']","['6', '']","['*', '']","['*', '']","['*', '']"
6660,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['38 - 88', '']","['12 - 78', '']","['0 - 40', '']","['39', '']","['12 - 40', '']","['0 - 27', '']","['0 - 49', '']","['0 - 38', '']","['0 - 19', '']"
6660,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['2,676', '']","['1,931', '']","['745', '']","['1,832', '']","['1,344', '']","['488', '']","['844', '']","['587', '']","['256', '']"
6660,r074,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
6660,r075,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>a</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>a</sup>,,,3,–,"['37', '']","['28', '']","['9', '']","['35', '']","['27', '']","['9', '']","['2', '']","['1', '']","['*', '']"
6660,r076,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['92', '']","['73', '']","['19', '']","['83', '']","['67', '']","['17', '']","['9', '']","['6', '']","['2', '']"
6660,r077,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
6660,r078,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['95', '']","['73', '']","['22', '']","['85', '']","['65', '']","['20', '']","['10', '']","['8', '']","['2', '']"
6660,r079,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['150', '']","['117', '']","['33', '']","['127', '']","['100', '']","['27', '']","['23', '']","['16', '']","['6', '']"
6660,r080,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
6660,r081,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['130', '']","['99', '']","['30', '']","['105', '']","['80', '']","['25', '']","['25', '']","['19', '']","['5', '']"
6660,r082,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['134', '']","['101', '']","['32', '']","['100', '']","['76', '']","['24', '']","['34', '']","['26', '']","['8', '']"
6660,r083,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['454', '']","['334', '']","['121', '']","['305', '']","['225', '']","['80', '']","['149', '']","['108', '']","['40', '']"
6660,r084,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['280', '']","['193', '']","['87', '']","['182', '']","['127', '']","['55', '']","['97', '']","['65', '']","['32', '']"
6660,r085,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['465', '']","['307', 'i']","['158', 'i']","['267', '']","['181', 'i']","['87', '']","['198', 'i']","['127', 'i']","['71', 'i']"
6660,r086,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['840', '']","['606', '']","['234', '']","['542', '']","['396', '']","['146', '']","['298', '']","['210', '']","['88', '']"
