table_id,row_id,_b_field_and_time_to_degree_b_full_path,_b_field_and_time_to_degree_b_level_1,_b_field_and_time_to_degree_b_level_2,_b_field_and_time_to_degree_b_level_3,_b_field_and_time_to_degree_b_level_4,_b_field_and_time_to_degree_b_hierarchy_depth,field_1970,field_1975,field_1980,field_1985,field_1990,field_1995,field_2000,field_2005,field_2010,field_2015,field_2020
4668,r138,All fields -> Education -> Other education -> Since bachelor's,All fields,Education,Other education,Since bachelor's,4,13.5,13.9,14.3,15.4,18.3,19.8,18.0,17.0,16.3,15.7,15.0
4668,r139,All fields -> Education -> Other education -> Since starting graduate school,All fields,Education,Other education,Since starting graduate school,4,10.7,10.7,11.1,12.5,15.2,15.7,13.2,12.3,12.1,12.3,11.8
4668,r140,All fields -> Education -> Other education -> Since starting doctoral program<sup>a</sup>,All fields,Education,Other education,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,6.3,5.8
4668,r141,All fields -> Humanities and arts,All fields,Humanities and arts,,,2,,,,,,,,,,,
4668,r142,All fields -> Humanities and arts -> Since bachelor's,All fields,Humanities and arts,Since bachelor's,,3,9.0,9.9,10.9,11.9,12.3,12.1,11.6,12.0,11.6,11.0,11.1
4668,r143,All fields -> Humanities and arts -> Since starting graduate school,All fields,Humanities and arts,Since starting graduate school,,3,7.9,8.7,9.7,10.2,10.7,10.1,9.7,9.9,9.5,9.2,9.6
4668,r144,All fields -> Humanities and arts -> Since starting doctoral program<sup>a</sup>,All fields,Humanities and arts,Since starting doctoral program<sup>a</sup>,,3,na,na,na,na,na,na,na,na,na,6.9,6.8
4668,r145,All fields -> Humanities and arts -> Foreign languages and literature,All fields,Humanities and arts,Foreign languages and literature,,3,,,,,,,,,,,
4668,r146,All fields -> Humanities and arts -> Foreign languages and literature -> Since bachelor's,All fields,Humanities and arts,Foreign languages and literature,Since bachelor's,4,9.0,10.0,11.0,11.9,11.6,11.2,11.2,11.0,11.4,10.7,10.8
4668,r147,All fields -> Humanities and arts -> Foreign languages and literature -> Since starting graduate school,All fields,Humanities and arts,Foreign languages and literature,Since starting graduate school,4,7.7,8.7,9.7,10.2,9.7,8.9,8.9,9.3,9.1,8.9,9.0
4668,r148,All fields -> Humanities and arts -> Foreign languages and literature -> Since starting doctoral program<sup>a</sup>,All fields,Humanities and arts,Foreign languages and literature,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,6.9,6.7
4668,r149,All fields -> Humanities and arts -> History,All fields,Humanities and arts,History,,3,,,,,,,,,,,
4668,r150,All fields -> Humanities and arts -> History -> Since bachelor's,All fields,Humanities and arts,History,Since bachelor's,4,9.0,9.5,10.7,11.9,12.7,12.2,11.3,11.7,11.3,10.9,11.0
4668,r151,All fields -> Humanities and arts -> History -> Since starting graduate school,All fields,Humanities and arts,History,Since starting graduate school,4,7.9,8.7,9.7,10.7,10.7,9.7,9.2,10.0,9.4,9.0,9.3
4668,r152,All fields -> Humanities and arts -> History -> Since starting doctoral program<sup>a</sup>,All fields,Humanities and arts,History,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,7.0,7.0
4668,r153,All fields -> Humanities and arts -> Letters,All fields,Humanities and arts,Letters,,3,,,,,,,,,,,
4668,r154,All fields -> Humanities and arts -> Letters -> Since bachelor's,All fields,Humanities and arts,Letters,Since bachelor's,4,9.0,9.2,10.6,11.8,12.0,11.6,10.9,11.7,11.2,10.3,10.8
4668,r155,All fields -> Humanities and arts -> Letters -> Since starting graduate school,All fields,Humanities and arts,Letters,Since starting graduate school,4,7.7,8.2,9.7,9.9,10.0,9.7,9.2,9.7,9.0,8.9,9.0
4668,r156,All fields -> Humanities and arts -> Letters -> Since starting doctoral program<sup>a</sup>,All fields,Humanities and arts,Letters,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,6.7,6.3
4668,r157,All fields -> Humanities and arts -> Other humanities and arts,All fields,Humanities and arts,Other humanities and arts,,3,,,,,,,,,,,
4668,r158,All fields -> Humanities and arts -> Other humanities and arts -> Since bachelor's,All fields,Humanities and arts,Other humanities and arts,Since bachelor's,4,10.0,10.6,11.0,12.0,12.6,12.9,12.6,12.3,12.0,11.8,11.6
4668,r159,All fields -> Humanities and arts -> Other humanities and arts -> Since starting graduate school,All fields,Humanities and arts,Other humanities and arts,Since starting graduate school,4,8.7,9.7,9.9,10.3,11.0,11.1,10.7,10.3,9.7,9.9,9.9
4668,r160,All fields -> Humanities and arts -> Other humanities and arts -> Since starting doctoral program<sup>a</sup>,All fields,Humanities and arts,Other humanities and arts,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,7.1,6.8
4668,r161,All fields -> Other<sup>c</sup>,All fields,Other<sup>c</sup>,,,2,,,,,,,,,,,
4668,r162,All fields -> Other<sup>c</sup> -> Since bachelor's,All fields,Other<sup>c</sup>,Since bachelor's,,3,10.0,10.1,11.0,13.0,13.2,13.2,13.6,13.0,12.1,11.2,11.3
4668,r163,All fields -> Other<sup>c</sup> -> Since starting graduate school,All fields,Other<sup>c</sup>,Since starting graduate school,,3,7.9,8.6,9.2,10.7,10.2,10.3,10.2,10.3,9.3,8.9,9.3
4668,r164,All fields -> Other<sup>c</sup> -> Since starting doctoral program<sup>a</sup>,All fields,Other<sup>c</sup>,Since starting doctoral program<sup>a</sup>,,3,na,na,na,na,na,na,na,na,na,5.3,5.3
4668,r165,All fields -> Other<sup>c</sup> -> Business management and administration,All fields,Other<sup>c</sup>,Business management and administration,,3,,,,,,,,,,,
4668,r166,All fields -> Other<sup>c</sup> -> Business management and administration -> Since bachelor's,All fields,Other<sup>c</sup>,Business management and administration,Since bachelor's,4,9.1,9.5,10.4,11.9,12.0,12.2,13.0,12.4,11.5,10.7,10.6
4668,r167,All fields -> Other<sup>c</sup> -> Business management and administration -> Since starting graduate school,All fields,Other<sup>c</sup>,Business management and administration,Since starting graduate school,4,7.0,7.9,8.7,9.6,9.0,9.7,9.9,9.8,8.9,8.7,8.9
4668,r168,All fields -> Other<sup>c</sup> -> Business management and administration -> Since starting doctoral program<sup>a</sup>,All fields,Other<sup>c</sup>,Business management and administration,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,5.0,5.0
4668,r169,All fields -> Other<sup>c</sup> -> Communication,All fields,Other<sup>c</sup>,Communication,,3,,,,,,,,,,,
4668,r170,All fields -> Other<sup>c</sup> -> Communication -> Since bachelor's,All fields,Other<sup>c</sup>,Communication,Since bachelor's,4,10.0,9.1,9.9,12.0,12.2,11.6,12.0,12.0,11.3,10.3,10.3
4668,r171,All fields -> Other<sup>c</sup> -> Communication -> Since starting graduate school,All fields,Other<sup>c</sup>,Communication,Since starting graduate school,4,7.3,7.9,7.7,9.9,9.7,9.5,9.2,9.3,8.7,8.0,8.7
4668,r172,All fields -> Other<sup>c</sup> -> Communication -> Since starting doctoral program<sup>a</sup>,All fields,Other<sup>c</sup>,Communication,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,5.3,5.3
4668,r173,All fields -> Other<sup>c</sup> -> Non-S&E fields nec,All fields,Other<sup>c</sup>,Non-S&E fields nec,,3,,,,,,,,,,,
4668,r174,All fields -> Other<sup>c</sup> -> Non-S&E fields nec -> Since bachelor's,All fields,Other<sup>c</sup>,Non-S&E fields nec,Since bachelor's,4,13.0,13.4,13.3,15.5,15.9,16.9,16.0,15.0,14.5,13.0,13.0
4668,r175,All fields -> Other<sup>c</sup> -> Non-S&E fields nec -> Since starting graduate school,All fields,Other<sup>c</sup>,Non-S&E fields nec,Since starting graduate school,4,9.9,11.2,10.7,12.7,13.1,13.9,12.7,12.7,11.0,10.7,10.8
4668,r176,All fields -> Other<sup>c</sup> -> Non-S&E fields nec -> Since starting doctoral program<sup>a</sup>,All fields,Other<sup>c</sup>,Non-S&E fields nec,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,6.0,5.8
