table_id,row_id,region_country_or_economy_full_path,region_country_or_economy_level_1,region_country_or_economy_level_2,region_country_or_economy_level_3,region_country_or_economy_level_4,region_country_or_economy_hierarchy_depth,field_economies_by_income_status,field_2000_fractional_count,field_2000_whole_count,field_2001_fractional_count,field_2001_whole_count,field_2002_fractional_count,field_2002_whole_count,field_2003_fractional_count,field_2003_whole_count,field_2004_fractional_count,field_2004_whole_count,field_2005_fractional_count,field_2005_whole_count,field_2006_fractional_count,field_2006_whole_count,field_2007_fractional_count,field_2007_whole_count,field_2008_fractional_count,field_2008_whole_count,field_2009_fractional_count,field_2009_whole_count,field_2010_fractional_count,field_2010_whole_count,field_2011_fractional_count,field_2011_whole_count,field_2012_fractional_count,field_2012_whole_count,field_2013_fractional_count,field_2013_whole_count,field_2014_fractional_count,field_2014_whole_count,field_2015_fractional_count,field_2015_whole_count,field_2016_fractional_count,field_2016_whole_count,field_2017_fractional_count,field_2017_whole_count,field_2018_fractional_count,field_2018_whole_count
1819,r001,World,World,,,,1,,1071952.0,1071952,1108034.0,1108034,1155683.0,1155683,1216799.0,1216799,1328748.0,1328748,1493822.0,1493822,1574326.0,1574326,1667152.0,1667152,1755850.0,1755850,1857115.0,1857115,1948805.0,1948805,2051840.0,2051840,2110004.0,2110004,2179056.0,2179056,2264127.0,2264127,2294092.0,2294092,2377180.0,2377180,2465689.0,2465689,2555959.0,2555959
1819,r002,World -> North America,World,North America,,,2,,343701.57,381121,344468.0,381036,361459.29,401732,374175.25,426302,403164.51,459192,440152.83,502308,444067.44,510623,453689.1,524859,457749.69,531839,465457.98,544061,476451.24,559559,493431.63,582615,500214.82,596540,502799.56,606395,508336.57,619177,505137.63,621526,502532.62,626447,508460.51,639090,499151.14,637254
1819,r003,World -> North America -> Canada,World,North America,Canada,,3,High,33854.39,41891,33374.29,41224,36153.2,44978,38040.42,49624,41974.14,55136,47256.69,62090,49158.88,65106,52152.72,69435,53295.51,71596,55378.23,74862,56294.52,76690,57594.93,79050,59607.51,82841,59902.46,84559,60774.68,87235,60533.24,87767,60045.0,89219,60214.84,90518,59967.79,92362
1819,r004,World -> North America -> Greenland,World,North America,Greenland,,3,High,11.91,23,10.28,21,11.86,27,12.81,37,28.53,47,16.39,46,14.22,50,15.41,52,15.94,51,11.79,39,21.4,70,18.64,79,25.44,99,31.74,110,23.77,106,29.92,125,23.09,106,24.29,105,30.0,119
1819,r005,World -> North America -> Mexico,World,North America,Mexico,,3,Upper-middle,5053.71,6477,5470.52,6947,5986.61,7608,6723.17,8770,7308.35,9539,8306.8,10780,9379.34,12117,9611.38,12516,10459.3,13636,10717.65,14003,11318.23,14759,11859.26,15654,12585.07,16571,13295.3,17471,14345.85,18741,14585.58,19164,15199.9,20312,16004.9,21378,16345.64,21947
1819,r006,World -> North America -> United States,World,North America,United States,,3,High,304781.56,341020,305612.91,340883,319307.62,358181,329398.86,379446,353853.49,407443,384572.94,443943,385515.0,448696,391909.59,459143,393978.95,463386,399350.31,472771,408817.1,486363,423958.81,506948,427996.8,517473,429570.05,525373,433192.28,535617,429988.89,537423,427264.63,541080,432216.49,552148,422807.71,548847
1819,r007,World -> Central America and Caribbean,World,Central America and Caribbean,,,2,,1799.75,2592,2024.45,2812,1985.79,2868,1944.28,2984,2040.62,3207,2325.92,3728,2692.75,4290,2661.24,4449,2824.89,4647,3105.46,5012,3032.78,5033,3217.01,5358,3355.05,5703,3307.76,5693,3469.64,5987,3125.71,5759,3057.01,5897,3247.7,6271,3013.86,6193
1819,r008,World -> Central America and Caribbean -> Antigua and Barbuda,World,Central America and Caribbean,Antigua and Barbuda,,3,High,0.25,1,1.0,1,2.08,3,1.83,3,0.67,2,1.79,6,1.58,4,5.25,8,5.29,9,3.78,7,2.19,5,0.85,4,2.08,7,2.72,10,1.95,8,3.3,8,7.64,16,5.2,15,5.63,21
1819,r009,"World -> Central America and Caribbean -> Bahamas, The",World,Central America and Caribbean,"Bahamas, The",,3,High,1.7,3,5.19,11,4.13,9,3.66,8,3.03,7,7.37,16,6.12,11,11.14,25,6.05,16,9.83,26,9.2,21,10.77,29,8.01,29,18.89,45,15.56,41,12.77,41,12.91,34,20.4,62,19.77,66
1819,r010,World -> Central America and Caribbean -> Barbados,World,Central America and Caribbean,Barbados,,3,High,27.96,41,44.08,58,37.34,57,42.28,66,54.09,84,37.07,66,49.29,77,49.82,73,43.14,71,37.63,72,29.34,69,35.53,81,48.49,99,40.58,89,47.55,95,54.96,100,53.46,105,48.84,99,37.97,85
