table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_salaries_wages_and_fringe_benefits,field_stock_based_compensation,field_temporary_staffing,field_expensed_equipment,field_materials_and_supplies,field_lease_and_rental_payments,field_depreciation,field_royalties_and_licensing_fees,field_other_purchased_services_except_r_d_,field_other
6577,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['63,989', '']","['36,350', '']","['760', '']","['2,090', '']","['453', '']","['8,127', 'i']","['831', '']","['1,803', '']","['343', '']","['4,479', 'i']","['8,751', '']"
6577,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['37,564', '']","['22,248', '']","['430', '']","['1,193', '']","['301', '']","['6,351', 'i']","['432', '']","['1,051', '']","['325', '']","['899', '']","['4,335', '']"
6577,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['243', '']","['149', '']","['2', '']","['7', '']","['1', '']","['15', '']","['17', '']","['12', '']","['0', '']","['5', '']","['36', '']"
6577,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['111', 'i']","['63', 'i']","['0', '']","['5', 'i']","['1', 'i']","['8', 'i']","['4', 'i']","['9', 'i']","['0', '']","['13', 'i']","['10', 'i']"
6577,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['31', '']","['22', '']","['*', 'i']","['1', 'i']","['*', 'i']","['2', 'i']","['1', 'i']","['*', '']","['0', '']","['*', 'i']","['5', 'i']"
6577,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['6', '']","['4', '']","['0', '']","['0', '']","['*', '']","['*', '']","['*', '']","['*', '']","['0', '']","['*', '']","['1', '']"
6577,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['*', '']","['*', '']","['*', 'i']","['*', 'i']","['*', 'i']","['*', 'i']","['*', 'i']","['0', '']","['*', 'i']","['*', 'i']","['*', 'i']"
6577,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
6577,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['103', '']","['39 - 96', '']","['0', '']","['0 - 6', '']","['0', '']","['0 - 21', '']","['0 - 5', '']","['0 - 7', '']","['0', '']","['0 - 11', '']","['0 - 60', '']"
6577,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['9,775', '']","['5,921', '']","['360', '']","['461', '']","['134', 'i']","['547', '']","['193', '']","['486', '']","['88', '']","['395', '']","['1,189', '']"
6577,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['162', '']","['108', '']","['0', '']","['0 - 21', '']","['4', '']","['13', '']","['*', '']","['15', '']","['0', '']","['4', '']","['0 - 21', '']"
