table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_federal_obligations,field_r_d,field_r_d_plant,field_facilities_for_instruction_in_s_e,field_fellowships_traineeships_and_training_grants,field_general_support_for_s_e,field_other_s_e_activities
4352,r031,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,30,361860.3,301580.6,47641.7,0.0,10454.4,0.0,2183.6
4352,r032,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,31,352732.7,328475.6,0.0,0.0,12477.5,1702.0,10077.6
4352,r033,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,32,352326.6,311613.8,16988.8,0.0,17991.5,1950.9,3781.5
4352,r034,All institutions -> U. Florida,All institutions,U. Florida,2,33,342571.2,314864.5,0.0,0.0,14506.7,0.0,13199.9
4352,r035,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,34,333396.1,320647.6,3483.8,0.0,5420.4,0.0,3844.4
4352,r036,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,35,320265.4,308891.6,0.0,0.0,9599.6,1773.3,1.0
4352,r037,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,36,313355.2,302907.9,0.0,0.0,7630.5,716.8,2100.0
4352,r038,All institutions -> Boston U.,All institutions,Boston U.,2,37,309363.8,292710.7,700.0,0.0,10948.7,1607.0,3397.4
4352,r039,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,38,302216.2,217585.2,75279.8,0.0,3586.4,0.0,5764.9
4352,r040,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,39,296971.8,292261.3,11.0,0.0,2642.5,0.0,2057.0
4352,r041,All institutions -> Oregon Health and Science U.,All institutions,Oregon Health and Science U.,2,40,289552.2,280932.7,3000.0,0.0,5234.9,384.6,0.0
4352,r042,All institutions -> U. Chicago,All institutions,U. Chicago,2,41,286078.4,274077.3,2144.9,0.0,9611.1,0.0,245.1
4352,r043,All institutions -> U. Rochester,All institutions,U. Rochester,2,42,279922.7,267290.8,15.5,0.0,12257.8,0.0,358.6
4352,r044,All institutions -> U. Arizona,All institutions,U. Arizona,2,43,277967.0,252782.1,6606.1,0.0,15286.6,494.5,2797.7
4352,r045,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,44,276246.5,255205.7,7305.8,0.0,11893.2,276.4,1565.4
4352,r046,"All institutions -> Rutgers, State U. New Jersey",All institutions,"Rutgers, State U. New Jersey",2,45,275427.8,258720.4,2557.5,0.0,6128.0,1810.0,6211.9
4352,r047,"All institutions -> Texas A&M U., College Station",All institutions,"Texas A&M U., College Station",2,46,258470.8,238487.5,526.3,1000.0,9102.6,0.0,9354.4
4352,r048,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,47,256027.5,239825.9,4499.9,0.0,10208.4,1425.2,68.1
4352,r049,All institutions -> Association of Universities for Research in Astronomy,All institutions,Association of Universities for Research in Astronomy,2,48,250589.6,168324.1,82158.8,0.0,106.6,0.0,0.0
4352,r050,"All institutions -> U. Maryland, College Park",All institutions,"U. Maryland, College Park",2,49,250283.4,232793.8,126.0,0.0,5433.4,2164.2,9766.1
4352,r051,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,50,231085.6,224890.2,448.1,0.0,5146.4,594.9,6.0
4352,r052,All institutions -> Scripps Research Institute,All institutions,Scripps Research Institute,2,51,225743.5,221914.4,0.0,0.0,2539.6,1289.5,0.0
4352,r053,All institutions -> U. Virginia,All institutions,U. Virginia,2,52,224555.0,207614.7,2582.8,0.0,9756.3,2600.0,2001.2
4352,r054,All institutions -> U. Texas Southwestern Medical Center,All institutions,U. Texas Southwestern Medical Center,2,53,224545.7,220177.1,0.0,0.0,3781.7,586.9,0.0
4352,r055,All institutions -> U. Iowa,All institutions,U. Iowa,2,54,215721.6,199487.0,314.1,0.0,13372.8,856.4,1691.3
4352,r056,"All institutions -> Indiana U.-Purdue U., Indianapolis",All institutions,"Indiana U.-Purdue U., Indianapolis",2,55,214243.8,204690.1,0.0,0.0,8954.4,599.3,0.0
4352,r057,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,56,212045.7,195621.1,535.8,0.0,6060.9,1190.7,8637.2
4352,r058,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,57,211717.2,192659.4,17261.2,0.0,1796.6,0.0,0.0
4352,r059,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,58,211715.2,95222.1,109331.9,0.0,2617.1,715.5,3828.6
4352,r060,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,59,208579.3,185498.7,32.0,0.0,21655.2,600.0,793.5
4352,r061,All institutions -> U. Miami,All institutions,U. Miami,2,60,208280.4,203010.8,329.5,0.0,4840.0,0.0,100.1
4352,r062,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,61,207090.0,188877.5,6012.8,0.0,10832.9,224.3,1142.5
4352,r063,"All institutions -> U. Maryland, Baltimore",All institutions,"U. Maryland, Baltimore",2,62,200294.8,195301.7,0.0,0.0,4514.1,479.0,0.0
4352,r064,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,63,176836.6,144472.6,177.4,0.0,14895.1,139.2,17152.4
4352,r065,All institutions -> Albert Einstein C. of Medicine,All institutions,Albert Einstein C. of Medicine,2,64,173537.0,167293.4,0.0,0.0,5353.2,890.4,0.0
4352,r066,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,65,173111.7,161049.8,4398.0,0.0,5509.0,0.0,2154.9
4352,r067,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,66,169602.3,167321.5,0.0,0.0,2280.8,0.0,0.0
4352,r068,All institutions -> Brown U.,All institutions,Brown U.,2,67,163994.5,158108.6,570.7,0.0,4715.2,600.0,0.0
4352,r069,"All institutions -> U. Oklahoma, Norman",All institutions,"U. Oklahoma, Norman",2,68,157164.5,142380.5,8000.0,0.0,6220.8,186.5,376.7
4352,r070,All institutions -> Princeton U.,All institutions,Princeton U.,2,69,156573.4,151162.5,860.1,0.0,4308.0,0.0,242.7
4352,r071,All institutions -> Woods Hole Oceanographic Institution,All institutions,Woods Hole Oceanographic Institution,2,70,153602.5,143415.5,1554.6,0.0,158.6,0.0,8473.8
4352,r072,"All institutions -> U. Massachusetts, Medical School",All institutions,"U. Massachusetts, Medical School",2,71,153016.6,147574.1,0.0,0.0,5322.5,119.9,0.0
4352,r073,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,72,152534.5,142291.3,31.0,0.0,4428.9,0.0,5783.3
4352,r074,All institutions -> U. Georgia,All institutions,U. Georgia,2,73,144161.6,133082.1,1000.3,0.0,5943.4,600.0,3535.8
4352,r075,All institutions -> Wake Forest U.,All institutions,Wake Forest U.,2,74,143841.5,140143.3,0.0,0.0,3589.7,108.5,0.0
4352,r076,"All institutions -> U. Kansas, Lawrence",All institutions,"U. Kansas, Lawrence",2,75,142809.3,133262.7,376.2,0.0,6497.6,2605.4,67.4
4352,r077,All institutions -> Utah State U.,All institutions,Utah State U.,2,76,136859.3,134159.9,0.0,0.0,624.4,0.0,2074.9
4352,r078,All institutions -> Medical U. South Carolina,All institutions,Medical U. South Carolina,2,77,134967.3,123875.7,0.0,0.0,11091.6,0.0,0.0
4352,r079,All institutions -> George Washington U.,All institutions,George Washington U.,2,78,129506.0,126870.6,0.0,0.0,2190.2,0.0,445.1
4352,r080,All institutions -> U. Delaware,All institutions,U. Delaware,2,79,127858.3,113178.6,9559.9,0.0,1883.6,1121.2,2115.1
4352,r081,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,80,127752.8,111951.9,0.0,0.0,7430.2,299.3,8071.5
4352,r082,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,81,126198.1,120535.0,0.0,0.0,4904.7,147.1,611.4
4352,r083,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,82,123518.4,119817.3,0.0,0.0,1506.4,0.0,2194.7
4352,r084,All institutions -> Florida State U.,All institutions,Florida State U.,2,83,123438.8,120262.9,321.5,0.0,2854.4,0.0,0.0
4352,r085,All institutions -> Dartmouth C.,All institutions,Dartmouth C.,2,84,123096.5,119018.9,400.0,0.0,3554.9,75.0,47.7
4352,r086,"All institutions -> U. Texas Health Science Center, Houston",All institutions,"U. Texas Health Science Center, Houston",2,85,122208.1,117411.2,0.0,0.0,4796.9,0.0,0.0
4352,r087,"All institutions -> SUNY, Stony Brook U., Stony Brook",All institutions,"SUNY, Stony Brook U., Stony Brook",2,86,118906.4,111579.0,572.0,0.0,6310.7,0.0,444.8
4352,r088,All institutions -> Louisiana State U.,All institutions,Louisiana State U.,2,87,116803.6,106806.0,0.0,0.0,5846.9,299.3,3851.4
4352,r089,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,88,114483.6,99851.1,4232.0,0.0,10276.3,0.0,124.1
4352,r090,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,89,113313.3,109184.7,1011.2,0.0,2114.2,0.0,1003.2
4352,r091,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,90,113092.3,105440.5,0.0,0.0,7651.8,0.0,0.0
4352,r092,All institutions -> Medical C. Wisconsin,All institutions,Medical C. Wisconsin,2,91,112550.1,106187.1,0.0,0.0,3001.0,3361.9,0.0
4352,r093,All institutions -> U. Texas Medical Branch at Galveston,All institutions,U. Texas Medical Branch at Galveston,2,92,109705.9,107152.1,0.0,0.0,2553.8,0.0,0.0
4352,r094,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,93,107139.4,105050.6,537.4,0.0,1523.8,0.0,27.6
4352,r095,"All institutions -> U. Alaska, Fairbanks, Fairbanks Campus",All institutions,"U. Alaska, Fairbanks, Fairbanks Campus",2,94,102952.0,94421.6,306.4,0.0,2688.6,0.0,5535.4
4352,r096,All institutions -> Washington State U.,All institutions,Washington State U.,2,95,102084.6,89872.9,112.0,0.0,2327.7,0.0,9771.9
4352,r097,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,96,101017.4,83987.9,9173.4,0.0,7212.5,75.0,568.6
4352,r098,All institutions -> Tulane U.,All institutions,Tulane U.,2,97,100836.0,94695.7,2538.1,0.0,3008.1,594.1,0.0
4352,r099,All institutions -> Temple U.,All institutions,Temple U.,2,98,99727.5,96513.8,16.0,0.0,3197.7,0.0,0.0
4352,r100,"All institutions -> U. South Florida, Tampa",All institutions,"U. South Florida, Tampa",2,99,98860.6,92764.9,0.0,0.0,3579.3,0.0,2516.5
4352,r101,All institutions -> Tufts U.,All institutions,Tufts U.,2,100,98138.7,96201.7,0.0,0.0,1937.0,0.0,0.0
4352,r102,"All institutions -> U. Texas Health Science Center, San Antonio",All institutions,"U. Texas Health Science Center, San Antonio",2,101,96418.5,89927.7,0.0,0.0,6490.8,0.0,0.0
4352,r103,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,102,96352.5,88370.5,2665.9,0.0,4380.6,0.0,935.5
4352,r104,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,103,93271.2,89302.0,1386.1,0.0,1047.8,76.6,1458.8
4352,r105,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,104,91604.6,80139.5,256.3,0.0,7750.3,0.0,3458.6
4352,r106,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,105,89425.9,74764.2,0.0,0.0,3237.1,0.0,11424.6
4352,r107,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,106,89142.9,83281.1,35.0,0.0,5011.0,815.8,0.0
4352,r108,"All institutions -> U. Nebraska, Medical Center",All institutions,"U. Nebraska, Medical Center",2,107,87866.9,86420.3,0.0,0.0,795.2,651.5,0.0
4352,r109,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,108,86186.8,82249.3,0.0,0.0,3313.2,325.2,299.1
4352,r110,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,109,82187.9,77708.0,3100.5,0.0,1064.2,0.0,315.2
4352,r111,All institutions -> U. Dayton,All institutions,U. Dayton,2,110,81724.2,81558.3,0.0,0.0,165.8,0.0,0.0
4352,r112,All institutions -> U. Vermont,All institutions,U. Vermont,2,111,81632.8,71125.8,743.8,0.0,4656.0,1007.0,4100.2
4352,r113,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,112,80201.4,72121.4,0.0,0.0,7789.4,0.0,290.6
4352,r114,All institutions -> U. South Carolina,All institutions,U. South Carolina,2,113,79625.0,74598.7,529.7,0.0,3681.4,0.0,815.2
4352,r115,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,114,78619.8,77327.8,424.9,0.0,424.2,0.0,442.9
4352,r116,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,115,77106.9,65799.1,624.4,0.0,2792.1,600.0,7291.4
4352,r117,All institutions -> Rockefeller U.,All institutions,Rockefeller U.,2,116,75364.8,73971.4,0.0,0.0,1393.4,0.0,0.0
4352,r118,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,117,75165.1,69247.9,0.0,0.0,2802.9,1887.5,1226.8
4352,r119,All institutions -> George Mason U.,All institutions,George Mason U.,2,118,74032.4,70644.9,0.0,0.0,3172.4,0.0,215.1
4352,r120,All institutions -> Rice U.,All institutions,Rice U.,2,119,73151.6,68477.9,0.0,0.0,4673.8,0.0,0.0
4352,r121,All institutions -> U. Louisville,All institutions,U. Louisville,2,120,71840.2,69435.4,8.0,0.0,1583.1,363.8,450.0
4352,r122,"All institutions -> U. Tennessee, Knoxville",All institutions,"U. Tennessee, Knoxville",2,121,71343.4,56454.6,1910.5,0.0,6177.6,275.9,6524.8
4352,r123,All institutions -> Florida International U.,All institutions,Florida International U.,2,122,70446.1,59839.9,2954.7,0.0,4042.8,1900.0,1708.8
4352,r124,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,123,70291.7,61018.9,562.8,0.0,5647.3,67.1,2995.6
4352,r125,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,124,70066.5,65404.1,0.0,0.0,4292.7,369.8,0.0
4352,r126,All institutions -> Thomas Jefferson U.,All institutions,Thomas Jefferson U.,2,125,69969.8,67917.6,0.0,0.0,1958.2,94.0,0.0
4352,r127,"All institutions -> U. Hawaii, system office",All institutions,"U. Hawaii, system office",2,126,69481.2,63793.4,0.0,0.0,4996.9,0.0,690.9
4352,r128,"All institutions -> U. Oregon, Eugene",All institutions,"U. Oregon, Eugene",2,127,69354.1,58577.3,8000.0,0.0,2552.9,0.0,223.9
4352,r129,"All institutions -> U. Wisconsin, system office",All institutions,"U. Wisconsin, system office",2,128,64489.3,52588.5,0.0,0.0,3952.8,0.0,7948.1
4352,r130,"All institutions -> SUNY, U. Buffalo, Buffalo",All institutions,"SUNY, U. Buffalo, Buffalo",2,129,64204.0,61130.0,0.0,0.0,1586.2,1487.7,0.0
4352,r131,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,130,63552.7,57280.7,900.0,0.0,4727.9,600.0,44.1
4352,r132,All institutions -> U. Corp. for Atmospheric Research,All institutions,U. Corp. for Atmospheric Research,2,131,62302.5,60764.9,0.0,0.0,1537.6,0.0,0.0
4352,r133,All institutions -> Drexel U.,All institutions,Drexel U.,2,132,57366.1,54308.6,542.7,0.0,1720.4,364.9,429.5
4352,r134,All institutions -> Cold Spring Harbor Laboratory,All institutions,Cold Spring Harbor Laboratory,2,133,54771.8,54225.0,12.6,0.0,534.1,0.0,0.0
4352,r135,All institutions -> Clemson U.,All institutions,Clemson U.,2,134,54471.0,44266.5,493.3,0.0,4748.6,0.0,4962.6
4352,r136,"All institutions -> U. Mississippi, Oxford",All institutions,"U. Mississippi, Oxford",2,135,53586.8,53138.2,132.9,0.0,102.1,213.6,0.0
4352,r137,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,136,53234.3,45700.9,0.0,0.0,1498.7,0.0,6034.8
4352,r138,All institutions -> Augusta U.,All institutions,Augusta U.,2,137,52298.2,50942.4,0.0,0.0,1261.9,0.0,93.8
4352,r139,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,138,52211.0,46556.8,0.0,0.0,4178.8,0.0,1475.4
4352,r140,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,139,52110.4,40829.9,1523.6,0.0,7308.3,0.0,2448.6
4352,r141,All institutions -> U. Rhode Island,All institutions,U. Rhode Island,2,140,52064.8,45956.7,1753.4,0.0,1541.0,0.0,2813.6
4352,r142,All institutions -> U. Maine,All institutions,U. Maine,2,141,51219.5,42666.5,350.0,0.0,3443.1,0.0,4760.0
4352,r143,"All institutions -> New Mexico State U., Las Cruces",All institutions,"New Mexico State U., Las Cruces",2,142,50957.1,40545.8,0.0,0.0,6348.7,69.0,3993.7
4352,r144,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,143,48253.2,44186.1,275.0,0.0,3569.3,0.0,222.8
4352,r145,All institutions -> Rush U.,All institutions,Rush U.,2,144,46373.8,46067.4,0.0,0.0,306.4,0.0,0.0
4352,r146,All institutions -> U. Wyoming,All institutions,U. Wyoming,2,145,45662.6,33467.5,10557.3,0.0,256.1,175.8,1205.9
4352,r147,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,146,44785.2,43995.6,0.0,0.0,594.5,0.0,195.2
4352,r148,All institutions -> U. Arkansas for Medical Sciences,All institutions,U. Arkansas for Medical Sciences,2,147,44656.3,41281.7,0.0,0.0,2610.6,764.0,0.0
4352,r149,"All institutions -> U. California, Office of the President",All institutions,"U. California, Office of the President",2,148,43555.9,40837.8,0.0,0.0,459.9,0.0,2258.2
4352,r150,"All institutions -> SUNY, system office",All institutions,"SUNY, system office",2,149,42432.2,37270.4,1423.7,0.0,3398.2,0.0,339.8
4352,r151,"All institutions -> U. North Texas, Denton",All institutions,"U. North Texas, Denton",2,150,42252.8,39533.1,0.0,0.0,719.7,2000.0,0.0
4352,r152,All institutions -> U. Idaho,All institutions,U. Idaho,2,151,41749.5,36437.6,0.0,0.0,2467.1,0.0,2844.8
4352,r153,"All institutions -> U. Tennessee, Health Science Center",All institutions,"U. Tennessee, Health Science Center",2,152,41386.6,41300.4,0.0,0.0,86.2,0.0,0.0
4352,r154,"All institutions -> San Diego State U., San Diego",All institutions,"San Diego State U., San Diego",2,153,40901.2,34957.5,0.0,0.0,3939.2,2000.0,4.5
4352,r155,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,154,38891.0,38344.3,0.0,0.0,272.0,151.1,123.6
4352,r156,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,155,38298.5,33923.7,492.2,0.0,1145.4,20.3,2716.9
4352,r157,"All institutions -> Texas A&M U., system office",All institutions,"Texas A&M U., system office",2,156,38099.2,31710.8,0.0,0.0,4844.5,0.0,1543.9
4352,r158,"All institutions -> U. Nebraska, central administration",All institutions,"U. Nebraska, central administration",2,157,36966.3,32592.1,0.0,0.0,393.3,0.0,3981.0
4352,r159,All institutions -> Brandeis U.,All institutions,Brandeis U.,2,158,35856.2,32595.9,390.0,0.0,2282.9,587.4,0.0
4352,r160,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,159,34774.6,31505.1,675.7,0.0,1289.6,0.0,1304.2
4352,r161,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,160,34690.2,33362.3,0.0,0.0,1327.9,0.0,0.0
4352,r162,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,161,34669.0,33168.5,0.0,0.0,1500.4,0.0,0.0
4352,r163,All institutions -> Portland State U.,All institutions,Portland State U.,2,162,34213.5,22807.4,2.5,0.0,7771.7,0.0,3631.9
4352,r164,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,163,33197.1,32990.3,0.0,0.0,71.9,0.0,134.9
4352,r165,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,164,33007.1,29264.3,146.6,0.0,3389.5,0.0,206.7
4352,r166,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,165,32352.4,27005.4,0.0,0.0,2942.2,0.0,2404.8
4352,r167,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,166,32019.0,26673.6,300.0,0.0,4825.9,0.0,219.5
4352,r168,All institutions -> U. Houston,All institutions,U. Houston,2,167,31578.9,31218.3,0.0,0.0,360.7,0.0,0.0
4352,r169,All institutions -> Saint Louis U.,All institutions,Saint Louis U.,2,168,31236.0,24850.7,706.7,0.0,5428.6,244.4,5.7
4352,r170,All institutions -> Boston C.,All institutions,Boston C.,2,169,31062.9,30958.3,0.0,0.0,104.6,0.0,0.0
4352,r171,"All institutions -> U. New Hampshire, Durham",All institutions,"U. New Hampshire, Durham",2,170,30025.6,27640.3,602.9,0.0,1634.3,0.0,148.1
4352,r172,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,171,29829.3,28335.7,0.0,0.0,1358.1,0.0,135.6
4352,r173,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,172,29103.3,19017.2,0.0,0.0,694.7,449.1,8942.2
4352,r174,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,173,28920.0,25811.4,486.7,0.0,2589.8,0.0,32.0
4352,r175,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,174,28458.1,25480.7,118.4,0.0,859.0,2000.0,0.0
4352,r176,"All institutions -> U. Puerto Rico, Medical Sciences Campus",All institutions,"U. Puerto Rico, Medical Sciences Campus",2,175,28417.5,25493.4,2898.5,0.0,25.6,0.0,0.0
4352,r177,"All institutions -> Wright State U., Dayton",All institutions,"Wright State U., Dayton",2,176,28074.4,28074.4,0.0,0.0,0.0,0.0,0.0
4352,r178,All institutions -> Nevada System of Higher Education,All institutions,Nevada System of Higher Education,2,177,27890.9,23510.9,302.1,0.0,2097.5,0.0,1980.4
4352,r179,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,178,27678.1,20828.4,131.3,0.0,5741.6,0.0,976.8
4352,r180,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,179,27595.9,22519.7,532.9,0.0,4543.3,0.0,0.0
4352,r181,"All institutions -> Rensselaer Polytechnic Institute, Troy",All institutions,"Rensselaer Polytechnic Institute, Troy",2,180,27457.7,25709.6,0.0,0.0,996.1,752.0,0.0
4352,r182,All institutions -> Florida Atlantic U.,All institutions,Florida Atlantic U.,2,181,26410.6,23873.3,233.3,0.0,804.2,0.0,1499.7
4352,r183,All institutions -> U. Toledo,All institutions,U. Toledo,2,182,25980.6,24161.3,0.0,0.0,1529.0,0.0,290.3
