table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_federal_obligations,field_r_d,field_r_d_plant,field_facilities_for_instruction_in_s_e,field_fellowships_traineeships_and_training_grants,field_general_support_for_s_e,field_other_s_e_activities
4352,r001,All institutions,All institutions,,1,-,38084768.1,35125460.1,593658.8,6103.3,1802625.2,96092.7,460827.9
4352,r002,All institutions -> Johns Hopkins U.,All institutions,Johns Hopkins U.,2,1,1892204.4,1856090.9,3011.5,0.0,30180.3,1239.9,1681.7
4352,r003,All institutions -> U. Washington,All institutions,U. Washington,2,2,899369.4,726633.8,686.5,0.0,167044.5,195.7,4808.9
4352,r004,All institutions -> U. Michigan,All institutions,U. Michigan,2,3,787253.0,745826.3,7489.9,0.0,27469.7,2925.3,3541.8
4352,r005,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,4,717661.9,675389.1,0.0,0.0,39506.6,2766.2,0.0
4352,r006,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,5,708741.1,679558.4,9284.6,0.0,18866.3,600.0,431.8
4352,r007,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,6,687042.9,653356.9,132.4,0.0,27419.1,928.8,5205.6
4352,r008,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,7,657773.3,625480.2,811.2,0.0,30247.4,988.6,245.8
4352,r009,All institutions -> Duke U.,All institutions,Duke U.,2,8,643834.6,629089.0,1152.5,0.0,12838.2,599.9,155.0
4352,r010,All institutions -> Stanford U.,All institutions,Stanford U.,2,9,633211.0,612541.2,0.9,0.0,18500.4,2165.6,3.0
4352,r011,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,10,630138.4,620143.6,332.5,0.0,6529.6,0.0,3132.7
4352,r012,All institutions -> U. Pittsburgh,All institutions,U. Pittsburgh,2,11,617451.8,581755.6,1018.5,0.0,31127.4,287.1,3263.1
4352,r013,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,12,586017.7,535560.2,16494.8,0.0,31238.7,0.0,2724.0
4352,r014,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,13,572994.0,555094.6,9.0,0.0,17691.3,199.1,0.0
4352,r015,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,14,564535.4,535084.5,7972.4,0.0,17210.5,4104.5,163.5
4352,r016,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,15,550289.3,511533.1,3439.5,0.0,34911.1,0.0,405.6
4352,r017,All institutions -> Pennsylvania State U.,All institutions,Pennsylvania State U.,2,16,548041.0,519995.7,158.7,0.0,13502.3,3459.6,10924.6
4352,r018,All institutions -> Yale U.,All institutions,Yale U.,2,17,547735.6,530722.1,0.0,0.0,16371.2,595.8,46.6
4352,r019,All institutions -> Harvard U.,All institutions,Harvard U.,2,18,506538.8,486225.3,899.5,0.0,18799.3,611.6,3.1
4352,r020,"All institutions -> Northwestern U., Evanston",All institutions,"Northwestern U., Evanston",2,19,494348.2,470831.7,607.5,0.0,14738.6,2446.4,5724.1
4352,r021,All institutions -> U. Minnesota,All institutions,U. Minnesota,2,20,467132.2,426879.1,2764.0,0.0,25018.5,0.0,12470.6
4352,r022,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,21,463044.3,435607.6,9215.4,0.0,17269.7,805.8,145.8
4352,r023,"All institutions -> Cornell U., Ithaca",All institutions,"Cornell U., Ithaca",2,22,451339.2,423721.6,2114.9,0.0,17564.7,0.0,7938.0
4352,r024,All institutions -> Vanderbilt U.,All institutions,Vanderbilt U.,2,23,450760.4,422500.3,0.0,0.0,24661.7,2532.1,1066.3
4352,r025,All institutions -> New York U.,All institutions,New York U.,2,24,446777.6,430177.6,160.0,0.0,14140.4,581.1,1718.5
4352,r026,All institutions -> U. Southern California,All institutions,U. Southern California,2,25,424202.8,408661.9,558.8,0.0,9630.0,0.0,5352.2
4352,r027,All institutions -> Emory U.,All institutions,Emory U.,2,26,420776.9,397957.6,448.9,0.0,21255.3,985.0,130.0
4352,r028,All institutions -> Icahn School of Medicine at Mt. Sinai,All institutions,Icahn School of Medicine at Mt. Sinai,2,27,404772.8,395677.6,0.0,0.0,6561.9,2533.3,0.0
4352,r029,All institutions -> U. Utah,All institutions,U. Utah,2,28,392864.7,375993.6,0.0,0.0,14306.8,2000.0,564.3
4352,r030,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,29,364763.4,348770.2,16.5,0.0,14865.9,548.3,562.5
