table_id,row_id,_b_state_or_location_b_full_path,_b_state_or_location_b_level_1,_b_state_or_location_b_level_2,_b_state_or_location_b_level_3,_b_state_or_location_b_hierarchy_depth,field_total,field_intramurala,field_extramural_industry,field_extramural_industry_administered_ffrdcs,field_extramural_universities_and_colleges,field_extramural_university_administered_ffrdcs,field_extramural_other_nonprofits,field_extramural_nonprofit_administered_ffrdcs,field_extramural_state_local_governments
6425,r001,All locations,All locations,,,1,6083419.1,3039880.4,677365.4,222083.8,350607.7,867811.2,125270.3,793747.5,6652.9
6425,r002,All locations -> Alabama,All locations,Alabama,,2,57873.0,55313.0,674.5,0.0,1885.6,0.0,0.0,0.0,0.0
6425,r003,All locations -> Alaska,All locations,Alaska,,2,12362.6,8464.4,0.0,0.0,3898.2,0.0,0.0,0.0,0.0
6425,r004,All locations -> Arizona,All locations,Arizona,,2,3067.9,0.0,0.0,0.0,3067.9,0.0,0.0,0.0,0.0
6425,r005,All locations -> Arkansas,All locations,Arkansas,,2,580.3,0.0,0.0,0.0,580.3,0.0,0.0,0.0,0.0
6425,r006,All locations -> California,All locations,California,,2,669404.4,215316.3,2608.3,151171.4,31420.4,267767.2,1120.8,0.0,0.0
6425,r007,All locations -> Colorado,All locations,Colorado,,2,140769.3,85112.9,0.0,0.0,1631.9,0.0,736.5,53288.0,0.0
6425,r008,All locations -> Connecticut,All locations,Connecticut,,2,105.9,0.0,0.0,0.0,105.9,0.0,0.0,0.0,0.0
6425,r009,All locations -> Delaware,All locations,Delaware,,2,5540.5,0.0,0.0,0.0,5540.5,0.0,0.0,0.0,0.0
6425,r010,All locations -> District of Columbia,All locations,District of Columbia,,2,97521.6,30796.5,14181.9,0.0,6193.5,0.0,46349.6,0.0,0.0
6425,r011,All locations -> Florida,All locations,Florida,,2,127766.7,106944.9,2146.0,0.0,18675.9,0.0,0.0,0.0,0.0
6425,r012,All locations -> Georgia,All locations,Georgia,,2,37936.4,32695.8,177.0,0.0,4680.2,0.0,383.4,0.0,0.0
6425,r013,All locations -> Hawaii,All locations,Hawaii,,2,6080.4,5438.5,0.0,0.0,641.9,0.0,0.0,0.0,0.0
6425,r014,All locations -> Idaho,All locations,Idaho,,2,249621.6,0.0,246980.0,2060.0,581.6,0.0,0.0,0.0,0.0
6425,r015,All locations -> Illinois,All locations,Illinois,,2,577566.5,15861.0,238.9,0.0,7797.6,553669.0,0.0,0.0,0.0
6425,r016,All locations -> Indiana,All locations,Indiana,,2,1323.4,0.0,0.0,0.0,1323.4,0.0,0.0,0.0,0.0
6425,r017,All locations -> Iowa,All locations,Iowa,,2,4221.5,445.2,65.8,0.0,1710.5,2000.0,0.0,0.0,0.0
6425,r018,All locations -> Kansas,All locations,Kansas,,2,13452.8,12015.9,0.2,0.0,1436.7,0.0,0.0,0.0,0.0
6425,r019,All locations -> Kentucky,All locations,Kentucky,,2,64077.7,55477.8,0.0,0.0,8599.9,0.0,0.0,0.0,0.0
6425,r020,All locations -> Louisiana,All locations,Louisiana,,2,24399.0,20026.6,1656.8,0.0,2715.7,0.0,0.0,0.0,0.0
6425,r021,All locations -> Maine,All locations,Maine,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6425,r022,All locations -> Maryland,All locations,Maryland,,2,1827895.7,1767704.8,55687.4,0.0,4503.5,0.0,0.0,0.0,0.0
6425,r023,All locations -> Massachusetts,All locations,Massachusetts,,2,20918.5,1790.9,3494.4,0.0,10486.7,0.0,5146.5,0.0,0.0
6425,r024,All locations -> Michigan,All locations,Michigan,,2,51130.6,0.0,0.0,0.0,51130.6,0.0,0.0,0.0,0.0
6425,r025,All locations -> Minnesota,All locations,Minnesota,,2,2752.6,237.2,163.1,0.0,2352.3,0.0,0.0,0.0,0.0
6425,r026,All locations -> Mississippi,All locations,Mississippi,,2,12060.9,11564.1,0.0,0.0,496.9,0.0,0.0,0.0,0.0
6425,r027,All locations -> Missouri,All locations,Missouri,,2,45095.7,24028.1,17702.5,0.0,2704.4,0.0,660.7,0.0,0.0
6425,r028,All locations -> Montana,All locations,Montana,,2,2147.9,0.0,0.0,0.0,2147.9,0.0,0.0,0.0,0.0
6425,r029,All locations -> Nebraska,All locations,Nebraska,,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6425,r030,All locations -> Nevada,All locations,Nevada,,2,34155.3,0.0,33072.2,0.0,1083.1,0.0,0.0,0.0,0.0
6425,r031,All locations -> New Hampshire,All locations,New Hampshire,,2,3371.4,3018.3,353.0,0.0,0.0,0.0,0.0,0.0,0.0
6425,r032,All locations -> New Jersey,All locations,New Jersey,,2,41005.9,390.7,15571.8,0.0,4293.4,20750.0,0.0,0.0,0.0
6425,r033,All locations -> New Mexico,All locations,New Mexico,,2,72788.2,3402.6,450.0,68852.3,6.8,0.0,0.0,0.0,76.5
6425,r034,All locations -> New York,All locations,New York,,2,233294.4,70321.3,379.0,0.0,49852.6,0.0,0.0,112165.2,576.4
6425,r035,All locations -> North Carolina,All locations,North Carolina,,2,53679.6,33210.7,2016.5,0.0,18452.4,0.0,0.0,0.0,0.0
6425,r036,All locations -> North Dakota,All locations,North Dakota,,2,1374.7,0.0,490.1,0.0,884.6,0.0,0.0,0.0,0.0
6425,r037,All locations -> Ohio,All locations,Ohio,,2,81407.6,0.0,2403.9,0.0,14003.7,0.0,65000.0,0.0,0.0
6425,r038,All locations -> Oklahoma,All locations,Oklahoma,,2,4083.2,3256.8,118.9,0.0,707.4,0.0,0.0,0.0,0.0
6425,r039,All locations -> Oregon,All locations,Oregon,,2,52572.3,24825.1,174.2,0.0,27573.0,0.0,0.0,0.0,0.0
6425,r040,All locations -> Pennsylvania,All locations,Pennsylvania,,2,214093.0,23528.9,183217.5,0.0,7346.6,0.0,0.0,0.0,0.0
6425,r041,All locations -> Rhode Island,All locations,Rhode Island,,2,27908.6,26452.8,179.7,0.0,1276.1,0.0,0.0,0.0,0.0
6425,r042,All locations -> South Carolina,All locations,South Carolina,,2,15503.8,13618.4,14.7,0.0,1870.7,0.0,0.0,0.0,0.0
6425,r043,All locations -> South Dakota,All locations,South Dakota,,2,7547.6,0.0,0.0,0.0,1547.6,0.0,0.0,0.0,6000.0
6425,r044,All locations -> Tennessee,All locations,Tennessee,,2,693757.1,26367.2,71295.3,0.0,909.6,0.0,0.0,595185.0,0.0
6425,r045,All locations -> Texas,All locations,Texas,,2,127817.6,95614.8,14536.8,0.0,17666.0,0.0,0.0,0.0,0.0
6425,r046,All locations -> Utah,All locations,Utah,,2,524.8,0.0,0.0,0.0,524.8,0.0,0.0,0.0,0.0
6425,r047,All locations -> Vermont,All locations,Vermont,,2,6079.3,0.0,0.0,0.0,6079.3,0.0,0.0,0.0,0.0
