table_id,row_id,sex_occupation_and_age_full_path,sex_occupation_and_age_level_1,sex_occupation_and_age_level_2,sex_occupation_and_age_level_3,sex_occupation_and_age_level_4,sex_occupation_and_age_level_5,sex_occupation_and_age_hierarchy_depth,field_total,field_hispanic_or_latino,field_not_hispanic_or_latino_american_indian_or_alaska_native,field_not_hispanic_or_latino_asian,field_not_hispanic_or_latino_black_or_african_american,field_not_hispanic_or_latino_native_hawaiian_or_other_pacific_islander,field_not_hispanic_or_latino_white,field_not_hispanic_or_latino_more_than_one_race,field_without_disability,field_with_disability,field_u_s_citizen,field_non_u_s_citizen
7777,r012,"Both sexes, all occupations -> S&E occupations -> Biological, agricultural, and other life scientists -> 29 and younger","Both sexes, all occupations",S&E occupations,"Biological, agricultural, and other life scientists",29 and younger,,4,39000,35000,,40000,44000,,39000,S,39000,36000,39000,39000
7777,r013,"Both sexes, all occupations -> S&E occupations -> Biological, agricultural, and other life scientists -> 30&#8211;39","Both sexes, all occupations",S&E occupations,"Biological, agricultural, and other life scientists",30&#8211;39,,4,64000,62000,,70000,56000,,64000,65000,65000,54000,68000,57000
7777,r014,"Both sexes, all occupations -> S&E occupations -> Biological, agricultural, and other life scientists -> 40&#8211;49","Both sexes, all occupations",S&E occupations,"Biological, agricultural, and other life scientists",40&#8211;49,,4,90000,79000,,108000,91000,,87000,72000,90000,90000,93000,75000
7777,r015,"Both sexes, all occupations -> S&E occupations -> Biological, agricultural, and other life scientists -> 50&#8211;75","Both sexes, all occupations",S&E occupations,"Biological, agricultural, and other life scientists",50&#8211;75,,4,105000,72000,,112000,108000,,105000,105000,110000,96000,108000,85000
7777,r016,"Both sexes, all occupations -> S&E occupations -> Computer and mathematical scientists","Both sexes, all occupations",S&E occupations,Computer and mathematical scientists,,,3,104000,95000,56000,118000,88000,82000,100000,107000,104000,100000,100000,120000
7777,r017,"Both sexes, all occupations -> S&E occupations -> Computer and mathematical scientists -> 29 and younger","Both sexes, all occupations",S&E occupations,Computer and mathematical scientists,29 and younger,,4,81000,65000,,95000,67000,,80000,82000,82000,74000,78000,102000
7777,r018,"Both sexes, all occupations -> S&E occupations -> Computer and mathematical scientists -> 30&#8211;39","Both sexes, all occupations",S&E occupations,Computer and mathematical scientists,30&#8211;39,,4,102000,94000,S,118000,90000,S,100000,100000,104000,92000,98000,122000
7777,r019,"Both sexes, all occupations -> S&E occupations -> Computer and mathematical scientists -> 40&#8211;49","Both sexes, all occupations",S&E occupations,Computer and mathematical scientists,40&#8211;49,,4,114000,110000,,120000,89000,,110000,117000,114000,110000,110000,120000
7777,r020,"Both sexes, all occupations -> S&E occupations -> Computer and mathematical scientists -> 50&#8211;75","Both sexes, all occupations",S&E occupations,Computer and mathematical scientists,50&#8211;75,,4,112000,97000,,126000,89000,,110000,135000,112000,110000,111000,119000
7777,r021,"Both sexes, all occupations -> S&E occupations -> Physical and related scientists","Both sexes, all occupations",S&E occupations,Physical and related scientists,,,3,78000,52000,72000,66000,68000,S,81000,71000,80000,72000,80000,56000
7777,r022,"Both sexes, all occupations -> S&E occupations -> Physical and related scientists -> 29 and younger","Both sexes, all occupations",S&E occupations,Physical and related scientists,29 and younger,,4,43000,33000,,33000,51000,,47000,66000,45000,36000,45000,32000
7777,r023,"Both sexes, all occupations -> S&E occupations -> Physical and related scientists -> 30&#8211;39","Both sexes, all occupations",S&E occupations,Physical and related scientists,30&#8211;39,,4,72000,62000,,68000,50000,,72000,95000,72000,67000,73000,63000
7777,r024,"Both sexes, all occupations -> S&E occupations -> Physical and related scientists -> 40&#8211;49","Both sexes, all occupations",S&E occupations,Physical and related scientists,40&#8211;49,,4,92000,52000,,90000,72000,,96000,106000,92000,76000,92000,92000
7777,r025,"Both sexes, all occupations -> S&E occupations -> Physical and related scientists -> 50&#8211;75","Both sexes, all occupations",S&E occupations,Physical and related scientists,50&#8211;75,,4,105000,84000,S,107000,111000,,105000,0.05,107000,82000,105000,107000
7777,r026,"Both sexes, all occupations -> S&E occupations -> Social and related scientists","Both sexes, all occupations",S&E occupations,Social and related scientists,,,3,78000,78000,,88000,79000,S,78000,64000,80000,71000,78000,70000
7777,r027,"Both sexes, all occupations -> S&E occupations -> Social and related scientists -> 29 and younger","Both sexes, all occupations",S&E occupations,Social and related scientists,29 and younger,,4,55000,51000,,43000,56000,,55000,S,55000,48000,55000,S
7777,r028,"Both sexes, all occupations -> S&E occupations -> Social and related scientists -> 30&#8211;39","Both sexes, all occupations",S&E occupations,Social and related scientists,30&#8211;39,,4,78000,78000,,109000,77000,,77000,S,80000,76000,78000,S
7777,r029,"Both sexes, all occupations -> S&E occupations -> Social and related scientists -> 40&#8211;49","Both sexes, all occupations",S&E occupations,Social and related scientists,40&#8211;49,,4,80000,75000,,97000,84000,,80000,66000,84000,60000,81000,S
7777,r030,"Both sexes, all occupations -> S&E occupations -> Social and related scientists -> 50&#8211;75","Both sexes, all occupations",S&E occupations,Social and related scientists,50&#8211;75,,4,100000,88000,,108000,86000,,100000,79000,100000,76000,100000,101000
7777,r031,"Both sexes, all occupations -> S&E occupations -> Engineers","Both sexes, all occupations",S&E occupations,Engineers,,,3,101000,89000,80000,106000,95000,90000,103000,102000,102000,97000,102000,100000
7777,r032,"Both sexes, all occupations -> S&E occupations -> Engineers -> 29 and younger","Both sexes, all occupations",S&E occupations,Engineers,29 and younger,,4,77000,75000,0.05,80000,74000,,76000,74000,77000,74000,77000,78000
7777,r033,"Both sexes, all occupations -> S&E occupations -> Engineers -> 30&#8211;39","Both sexes, all occupations",S&E occupations,Engineers,30&#8211;39,,4,100000,90000,S,105000,93000,110000,100000,107000,100000,94000,100000,100000
7777,r034,"Both sexes, all occupations -> S&E occupations -> Engineers -> 40&#8211;49","Both sexes, all occupations",S&E occupations,Engineers,40&#8211;49,,4,120000,119000,,129000,93000,,117000,130000,120000,109000,120000,124000
7777,r035,"Both sexes, all occupations -> S&E occupations -> Engineers -> 50&#8211;75","Both sexes, all occupations",S&E occupations,Engineers,50&#8211;75,,4,125000,117000,0.05,128000,110000,0.05,128000,120000,128000,110000,126000,110000
7777,r036,"Both sexes, all occupations -> S&E-related occupations","Both sexes, all occupations",S&E-related occupations,,,,2,83000,81000,79000,100000,72000,82000,82000,82000,85000,75000,83000,81000
7777,r037,"Both sexes, all occupations -> S&E-related occupations -> 29 and younger","Both sexes, all occupations",S&E-related occupations,29 and younger,,,3,58000,57000,S,63000,50000,44000,59000,53000,58000,59000,58000,55000
7777,r038,"Both sexes, all occupations -> S&E-related occupations -> 30&#8211;39","Both sexes, all occupations",S&E-related occupations,30&#8211;39,,,3,79000,70000,76000,100000,60000,85000,76000,98000,80000,69000,78000,79000
7777,r039,"Both sexes, all occupations -> S&E-related occupations -> 40&#8211;49","Both sexes, all occupations",S&E-related occupations,40&#8211;49,,,3,92000,94000,S,119000,75000,83000,92000,115000,95000,80000,92000,100000
7777,r040,"Both sexes, all occupations -> S&E-related occupations -> 50&#8211;75","Both sexes, all occupations",S&E-related occupations,50&#8211;75,,,3,99000,99000,83000,111000,80000,136000,100000,77000,100000,85000,99000,90000
7777,r041,"Both sexes, all occupations -> Non-S&E occupations","Both sexes, all occupations",Non-S&E occupations,,,,2,70000,61000,58000,75000,60000,65000,72000,69000,70000,65000,70000,65000
7777,r042,"Both sexes, all occupations -> Non-S&E occupations -> 29 and younger","Both sexes, all occupations",Non-S&E occupations,29 and younger,,,3,50000,48000,S,59000,44000,S,50000,57000,50000,40000,50000,48000
7777,r043,"Both sexes, all occupations -> Non-S&E occupations -> 30&#8211;39","Both sexes, all occupations",Non-S&E occupations,30&#8211;39,,,3,67000,60000,48000,77000,56000,40000,68000,80000,68000,59000,67000,70000
7777,r044,"Both sexes, all occupations -> Non-S&E occupations -> 40&#8211;49","Both sexes, all occupations",Non-S&E occupations,40&#8211;49,,,3,79000,73000,61000,96000,64000,79000,80000,69000,80000,70000,80000,66000
7777,r045,"Both sexes, all occupations -> Non-S&E occupations -> 50&#8211;75","Both sexes, all occupations",Non-S&E occupations,50&#8211;75,,,3,80000,67000,61000,70000,65000,110000,83000,87000,80000,75000,80000,47000
7777,r046,"Both sexes, all occupations -> Female","Both sexes, all occupations",Female,,,,2,66000,60000,59000,81000,62000,84000,67000,65000,68000,60000,67000,65000
7777,r047,"Both sexes, all occupations -> Female -> 29 and younger","Both sexes, all occupations",Female,29 and younger,,,3,51000,49000,S,59000,45000,S,50000,50000,52000,43000,50000,60000
7777,r048,"Both sexes, all occupations -> Female -> 30&#8211;39","Both sexes, all occupations",Female,30&#8211;39,,,3,66000,60000,56000,85000,59000,S,65000,75000,67000,55000,66000,73000
7777,r049,"Both sexes, all occupations -> Female -> 40&#8211;49","Both sexes, all occupations",Female,40&#8211;49,,,3,75000,74000,S,95000,65000,S,74000,66000,75000,65000,75000,61000
7777,r050,"Both sexes, all occupations -> Female -> 50&#8211;75","Both sexes, all occupations",Female,50&#8211;75,,,3,75000,60000,43000,83000,68000,S,76000,55000,75000,65000,75000,49000
7777,r051,"Both sexes, all occupations -> Female -> S&E occupations","Both sexes, all occupations",Female,S&E occupations,,,3,86000,74000,81000,100000,84000,85000,84000,70000,87000,78000,85000,93000
7777,r052,"Both sexes, all occupations -> Female -> S&E occupations -> 29 and younger","Both sexes, all occupations",Female,S&E occupations,29 and younger,,4,68000,61000,S,80000,63000,,62000,64000,69000,56000,65000,81000
7777,r053,"Both sexes, all occupations -> Female -> S&E occupations -> 30&#8211;39","Both sexes, all occupations",Female,S&E occupations,30&#8211;39,,4,86000,77000,0.05,100000,84000,,84000,70000,88000,77000,85000,98000
7777,r054,"Both sexes, all occupations -> Female -> S&E occupations -> 40&#8211;49","Both sexes, all occupations",Female,S&E occupations,40&#8211;49,,4,95000,95000,S,114000,89000,,85000,113000,95000,84000,92000,102000
7777,r055,"Both sexes, all occupations -> Female -> S&E occupations -> 50&#8211;75","Both sexes, all occupations",Female,S&E occupations,50&#8211;75,,4,100000,73000,0.05,118000,78000,S,99000,91000,100000,87000,100000,76000
7777,r056,"Both sexes, all occupations -> Female -> S&E occupations -> Biological, agricultural, and other life scientists","Both sexes, all occupations",Female,S&E occupations,"Biological, agricultural, and other life scientists",,4,72000,58000,0.05,80000,65000,,75000,48000,74000,53000,75000,60000
7777,r057,"Both sexes, all occupations -> Female -> S&E occupations -> Biological, agricultural, and other life scientists -> 29 and younger","Both sexes, all occupations",Female,S&E occupations,"Biological, agricultural, and other life scientists",29 and younger,5,42000,34000,,42000,S,,43000,S,44000,32000,42000,39000
7777,r058,"Both sexes, all occupations -> Female -> S&E occupations -> Biological, agricultural, and other life scientists -> 30&#8211;39","Both sexes, all occupations",Female,S&E occupations,"Biological, agricultural, and other life scientists",30&#8211;39,5,67000,60000,,74000,59000,,69000,61000,69000,50000,70000,60000
7777,r059,"Both sexes, all occupations -> Female -> S&E occupations -> Biological, agricultural, and other life scientists -> 40&#8211;49","Both sexes, all occupations",Female,S&E occupations,"Biological, agricultural, and other life scientists",40&#8211;49,5,92000,79000,,94000,S,,90000,0.05,91000,114000,94000,70000
7777,r060,"Both sexes, all occupations -> Female -> S&E occupations -> Biological, agricultural, and other life scientists -> 50&#8211;75","Both sexes, all occupations",Female,S&E occupations,"Biological, agricultural, and other life scientists",50&#8211;75,5,102000,84000,,114000,S,,96000,,102000,104000,105000,84000
7777,r061,"Both sexes, all occupations -> Female -> S&E occupations -> Computer and mathematical scientists","Both sexes, all occupations",Female,S&E occupations,Computer and mathematical scientists,,4,92000,80000,,107000,86000,S,90000,91000,92000,97000,90000,106000
7777,r062,"Both sexes, all occupations -> Female -> S&E occupations -> Computer and mathematical scientists -> 29 and younger","Both sexes, all occupations",Female,S&E occupations,Computer and mathematical scientists,29 and younger,5,80000,69000,,89000,77000,,75000,79000,80000,70000,75000,99000
7777,r063,"Both sexes, all occupations -> Female -> S&E occupations -> Computer and mathematical scientists -> 30&#8211;39","Both sexes, all occupations",Female,S&E occupations,Computer and mathematical scientists,30&#8211;39,5,95000,97000,,107000,92000,,86000,99000,96000,88000,89000,110000
7777,r064,"Both sexes, all occupations -> Female -> S&E occupations -> Computer and mathematical scientists -> 40&#8211;49","Both sexes, all occupations",Female,S&E occupations,Computer and mathematical scientists,40&#8211;49,5,98000,100000,,114000,88000,,84000,115000,96000,104000,95000,113000
7777,r065,"Both sexes, all occupations -> Female -> S&E occupations -> Computer and mathematical scientists -> 50&#8211;75","Both sexes, all occupations",Female,S&E occupations,Computer and mathematical scientists,50&#8211;75,5,97000,S,,120000,69000,,95000,S,95000,108000,98000,S
7777,r066,"Both sexes, all occupations -> Female -> S&E occupations -> Physical and related scientists","Both sexes, all occupations",Female,S&E occupations,Physical and related scientists,,4,72000,50000,,69000,100000,,74000,71000,74000,55000,73000,66000
7777,r067,"Both sexes, all occupations -> Female -> S&E occupations -> Physical and related scientists -> 29 and younger","Both sexes, all occupations",Female,S&E occupations,Physical and related scientists,29 and younger,5,44000,31000,,43000,0.05,,46000,,45000,41000,45000,S
7777,r068,"Both sexes, all occupations -> Female -> S&E occupations -> Physical and related scientists -> 30&#8211;39","Both sexes, all occupations",Female,S&E occupations,Physical and related scientists,30&#8211;39,5,71000,S,,75000,S,,70000,96000,72000,54000,71000,69000
7777,r069,"Both sexes, all occupations -> Female -> S&E occupations -> Physical and related scientists -> 40&#8211;49","Both sexes, all occupations",Female,S&E occupations,Physical and related scientists,40&#8211;49,5,91000,S,,S,S,,102000,0.05,91000,S,89000,S
7777,r070,"Both sexes, all occupations -> Female -> S&E occupations -> Physical and related scientists -> 50&#8211;75","Both sexes, all occupations",Female,S&E occupations,Physical and related scientists,50&#8211;75,5,88000,,,95000,98000,,86000,,92000,73000,88000,88000
7777,r071,"Both sexes, all occupations -> Female -> S&E occupations -> Social and related scientists","Both sexes, all occupations",Female,S&E occupations,Social and related scientists,,4,75000,75000,0.05,80000,79000,,73000,64000,75000,65000,75000,71000
7777,r072,"Both sexes, all occupations -> Female -> S&E occupations -> Social and related scientists -> 29 and younger","Both sexes, all occupations",Female,S&E occupations,Social and related scientists,29 and younger,5,52000,52000,,41000,58000,,49000,S,52000,39000,51000,66000
7777,r073,"Both sexes, all occupations -> Female -> S&E occupations -> Social and related scientists -> 30&#8211;39","Both sexes, all occupations",Female,S&E occupations,Social and related scientists,30&#8211;39,5,77000,78000,,91000,79000,,75000,S,77000,76000,77000,62000
7777,r074,"Both sexes, all occupations -> Female -> S&E occupations -> Social and related scientists -> 40&#8211;49","Both sexes, all occupations",Female,S&E occupations,Social and related scientists,40&#8211;49,5,75000,74000,,97000,86000,,76000,64000,77000,57000,75000,101000
7777,r075,"Both sexes, all occupations -> Female -> S&E occupations -> Social and related scientists -> 50&#8211;75","Both sexes, all occupations",Female,S&E occupations,Social and related scientists,50&#8211;75,5,93000,85000,,92000,80000,,94000,0.05,100000,72000,94000,S
7777,r076,"Both sexes, all occupations -> Female -> S&E occupations -> Engineers","Both sexes, all occupations",Female,S&E occupations,Engineers,,4,93000,75000,,100000,96000,,94000,89000,95000,81000,93000,90000
7777,r077,"Both sexes, all occupations -> Female -> S&E occupations -> Engineers -> 29 and younger","Both sexes, all occupations",Female,S&E occupations,Engineers,29 and younger,5,74000,69000,,80000,86000,,72000,69000,74000,72000,75000,65000
7777,r078,"Both sexes, all occupations -> Female -> S&E occupations -> Engineers -> 30&#8211;39","Both sexes, all occupations",Female,S&E occupations,Engineers,30&#8211;39,5,100000,71000,,106000,81000,,102000,107000,100000,101000,100000,95000
7777,r079,"Both sexes, all occupations -> Female -> S&E occupations -> Engineers -> 40&#8211;49","Both sexes, all occupations",Female,S&E occupations,Engineers,40&#8211;49,5,119000,133000,,130000,84000,,104000,,126000,S,118000,152000
7777,r080,"Both sexes, all occupations -> Female -> S&E occupations -> Engineers -> 50&#8211;75","Both sexes, all occupations",Female,S&E occupations,Engineers,50&#8211;75,5,121000,119000,,107000,118000,,124000,0.05,124000,70000,121000,S
7777,r081,"Both sexes, all occupations -> Female -> S&E-related occupations","Both sexes, all occupations",Female,S&E-related occupations,,,3,75000,75000,68000,89000,70000,S,73000,78000,75000,65000,75000,55000
7777,r082,"Both sexes, all occupations -> Female -> S&E-related occupations -> 29 and younger","Both sexes, all occupations",Female,S&E-related occupations,29 and younger,,4,58000,59000,S,64000,49000,,58000,52000,58000,59000,58000,55000
7777,r083,"Both sexes, all occupations -> Female -> S&E-related occupations -> 30&#8211;39","Both sexes, all occupations",Female,S&E-related occupations,30&#8211;39,,4,74000,67000,64000,100000,66000,,72000,95000,75000,53000,74000,61000
7777,r084,"Both sexes, all occupations -> Female -> S&E-related occupations -> 40&#8211;49","Both sexes, all occupations",Female,S&E-related occupations,40&#8211;49,,4,84000,85000,S,91000,74000,S,84000,80000,85000,69000,85000,S
7777,r085,"Both sexes, all occupations -> Female -> S&E-related occupations -> 50&#8211;75","Both sexes, all occupations",Female,S&E-related occupations,50&#8211;75,,4,85000,98000,,89000,79000,,84000,66000,88000,72000,85000,74000
7777,r086,"Both sexes, all occupations -> Female -> Non-S&E occupations","Both sexes, all occupations",Female,Non-S&E occupations,,,3,62000,56000,57000,70000,58000,78000,62000,64000,62000,55000,62000,59000
7777,r087,"Both sexes, all occupations -> Female -> Non-S&E occupations -> 29 and younger","Both sexes, all occupations",Female,Non-S&E occupations,29 and younger,,4,47000,48000,S,54000,44000,S,46000,49000,49000,38000,47000,42000
7777,r088,"Both sexes, all occupations -> Female -> Non-S&E occupations -> 30&#8211;39","Both sexes, all occupations",Female,Non-S&E occupations,30&#8211;39,,4,61000,56000,S,76000,54000,S,60000,70000,62000,52000,60000,65000
7777,r089,"Both sexes, all occupations -> Female -> Non-S&E occupations -> 40&#8211;49","Both sexes, all occupations",Female,Non-S&E occupations,40&#8211;49,,4,70000,70000,S,84000,63000,S,70000,65000,70000,62000,70000,48000
7777,r090,"Both sexes, all occupations -> Female -> Non-S&E occupations -> 50&#8211;75","Both sexes, all occupations",Female,Non-S&E occupations,50&#8211;75,,4,68000,56000,41000,65000,64000,S,70000,S,69000,63000,69000,39000
7777,r091,"Both sexes, all occupations -> Male","Both sexes, all occupations",Male,,,,2,90000,78000,61000,107000,70000,79000,91000,90000,90000,82000,90000,103000
7777,r092,"Both sexes, all occupations -> Male -> 29 and younger","Both sexes, all occupations",Male,29 and younger,,,3,60000,54000,S,76000,50000,50000,60000,59000,60000,60000,60000,83000
7777,r093,"Both sexes, all occupations -> Male -> 30&#8211;39","Both sexes, all occupations",Male,30&#8211;39,,,3,85000,75000,58000,100000,63000,S,85000,94000,85000,75000,82000,106000
7777,r094,"Both sexes, all occupations -> Male -> 40&#8211;49","Both sexes, all occupations",Male,40&#8211;49,,,3,100000,84000,S,130000,84000,78000,101000,103000,101000,85000,100000,110000
7777,r095,"Both sexes, all occupations -> Male -> 50&#8211;75","Both sexes, all occupations",Male,50&#8211;75,,,3,101000,89000,62000,119000,79000,134000,105000,124000,105000,94000,101000,96000
7777,r096,"Both sexes, all occupations -> Male -> S&E occupations","Both sexes, all occupations",Male,S&E occupations,,,3,102000,91000,58000,115000,90000,89000,101000,100000,103000,98000,100000,110000
7777,r097,"Both sexes, all occupations -> Male -> S&E occupations -> 29 and younger","Both sexes, all occupations",Male,S&E occupations,29 and younger,,4,75000,67000,S,84000,67000,S,75000,70000,75000,67000,74000,89000
7777,r098,"Both sexes, all occupations -> Male -> S&E occupations -> 30&#8211;39","Both sexes, all occupations",Male,S&E occupations,30&#8211;39,,4,100000,90000,73000,110000,85000,116000,99000,100000,100000,85000,96000,115000
7777,r099,"Both sexes, all occupations -> Male -> S&E occupations -> 40&#8211;49","Both sexes, all occupations",Male,S&E occupations,40&#8211;49,,4,115000,109000,S,127000,90000,S,113000,123000,116000,110000,115000,118000
7777,r100,"Both sexes, all occupations -> Male -> S&E occupations -> 50&#8211;75","Both sexes, all occupations",Male,S&E occupations,50&#8211;75,,4,120000,105000,88000,130000,110000,99000,120000,131000,120000,109000,120000,119000
7777,r101,"Both sexes, all occupations -> Male -> S&E occupations -> Biological, agricultural, and other life scientists","Both sexes, all occupations",Male,S&E occupations,"Biological, agricultural, and other life scientists",,4,71000,65000,,87000,76000,,70000,S,71000,71000,75000,59000
7777,r102,"Both sexes, all occupations -> Male -> S&E occupations -> Biological, agricultural, and other life scientists -> 29 and younger","Both sexes, all occupations",Male,S&E occupations,"Biological, agricultural, and other life scientists",29 and younger,5,39000,42000,,32000,S,,39000,S,38000,41000,39000,38000
7777,r103,"Both sexes, all occupations -> Male -> S&E occupations -> Biological, agricultural, and other life scientists -> 30&#8211;39","Both sexes, all occupations",Male,S&E occupations,"Biological, agricultural, and other life scientists",30&#8211;39,5,62000,67000,,63000,48000,,61000,61000,62000,54000,63000,54000
7777,r104,"Both sexes, all occupations -> Male -> S&E occupations -> Biological, agricultural, and other life scientists -> 40&#8211;49","Both sexes, all occupations",Male,S&E occupations,"Biological, agricultural, and other life scientists",40&#8211;49,5,89000,72000,,114000,75000,,84000,,90000,85000,89000,85000
7777,r105,"Both sexes, all occupations -> Male -> S&E occupations -> Biological, agricultural, and other life scientists -> 50&#8211;75","Both sexes, all occupations",Male,S&E occupations,"Biological, agricultural, and other life scientists",50&#8211;75,5,107000,70000,,111000,111000,,109000,101000,111000,95000,109000,80000
7777,r106,"Both sexes, all occupations -> Male -> S&E occupations -> Computer and mathematical scientists","Both sexes, all occupations",Male,S&E occupations,Computer and mathematical scientists,,4,109000,95000,S,120000,90000,S,105000,115000,110000,101000,105000,120000
7777,r107,"Both sexes, all occupations -> Male -> S&E occupations -> Computer and mathematical scientists -> 29 and younger","Both sexes, all occupations",Male,S&E occupations,Computer and mathematical scientists,29 and younger,5,81000,61000,,99000,66000,,80000,87000,82000,75000,79000,104000
7777,r108,"Both sexes, all occupations -> Male -> S&E occupations -> Computer and mathematical scientists -> 30&#8211;39","Both sexes, all occupations",Male,S&E occupations,Computer and mathematical scientists,30&#8211;39,5,105000,92000,,120000,89000,S,104000,100000,108000,93000,100000,125000
7777,r109,"Both sexes, all occupations -> Male -> S&E occupations -> Computer and mathematical scientists -> 40&#8211;49","Both sexes, all occupations",Male,S&E occupations,Computer and mathematical scientists,40&#8211;49,5,120000,115000,,128000,89000,,119000,113000,120000,110000,120000,124000
7777,r110,"Both sexes, all occupations -> Male -> S&E occupations -> Computer and mathematical scientists -> 50&#8211;75","Both sexes, all occupations",Male,S&E occupations,Computer and mathematical scientists,50&#8211;75,5,120000,101000,,133000,115000,S,116000,142000,120000,111000,120000,120000
7777,r111,"Both sexes, all occupations -> Male -> S&E occupations -> Physical and related scientists","Both sexes, all occupations",Male,S&E occupations,Physical and related scientists,,4,80000,54000,0.05,63000,55000,S,90000,72000,80000,78000,84000,54000
7777,r112,"Both sexes, all occupations -> Male -> S&E occupations -> Physical and related scientists -> 29 and younger","Both sexes, all occupations",Male,S&E occupations,Physical and related scientists,29 and younger,5,40000,32000,,31000,,,49000,47000,41000,S,45000,31000
7777,r113,"Both sexes, all occupations -> Male -> S&E occupations -> Physical and related scientists -> 30&#8211;39","Both sexes, all occupations",Male,S&E occupations,Physical and related scientists,30&#8211;39,5,72000,72000,,65000,S,,74000,77000,72000,113000,74000,55000
7777,r114,"Both sexes, all occupations -> Male -> S&E occupations -> Physical and related scientists -> 40&#8211;49","Both sexes, all occupations",Male,S&E occupations,Physical and related scientists,40&#8211;49,5,92000,52000,,89000,S,,94000,,92000,69000,92000,86000
7777,r115,"Both sexes, all occupations -> Male -> S&E occupations -> Physical and related scientists -> 50&#8211;75","Both sexes, all occupations",Male,S&E occupations,Physical and related scientists,50&#8211;75,5,110000,84000,,108000,117000,,110000,0.05,110000,83000,110000,108000
7777,r116,"Both sexes, all occupations -> Male -> S&E occupations -> Social and related scientists","Both sexes, all occupations",Male,S&E occupations,Social and related scientists,,4,87000,92000,,104000,72000,,85000,69000,89000,78000,89000,56000
7777,r117,"Both sexes, all occupations -> Male -> S&E occupations -> Social and related scientists -> 29 and younger","Both sexes, all occupations",Male,S&E occupations,Social and related scientists,29 and younger,5,64000,41000,,58000,S,,68000,S,66000,S,65000,29000
7777,r118,"Both sexes, all occupations -> Male -> S&E occupations -> Social and related scientists -> 30&#8211;39","Both sexes, all occupations",Male,S&E occupations,Social and related scientists,30&#8211;39,5,84000,90000,,126000,73000,,80000,S,88000,72000,86000,S
7777,r119,"Both sexes, all occupations -> Male -> S&E occupations -> Social and related scientists -> 40&#8211;49","Both sexes, all occupations",Male,S&E occupations,Social and related scientists,40&#8211;49,5,98000,139000,,85000,S,,92000,0.05,100000,S,100000,S
7777,r120,"Both sexes, all occupations -> Male -> S&E occupations -> Social and related scientists -> 50&#8211;75","Both sexes, all occupations",Male,S&E occupations,Social and related scientists,50&#8211;75,5,100000,86000,,109000,95000,,103000,,100000,91000,99000,119000
7777,r121,"Both sexes, all occupations -> Male -> S&E occupations -> Engineers","Both sexes, all occupations",Male,S&E occupations,Engineers,,4,104000,91000,104000,108000,94000,85000,105000,109000,104000,100000,104000,100000
