table_id,row_id,source_of_funds_full_path,source_of_funds_level_1,source_of_funds_level_2,source_of_funds_level_3,source_of_funds_hierarchy_depth,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field__change_2019_20
5465,r001,All R&D expenditures,All R&D expenditures,,,1,61287,65274,65729,67013,67199,68550,71768,75147,79026,83534,86296,3.3
5465,r002,All R&D expenditures -> All federal R&D expenditures,All R&D expenditures,All federal R&D expenditures,,2,37478,40768,40142,39446,37961,37847,38789,40249,41863,44483,46144,3.7
5465,r003,All R&D expenditures -> All federal R&D expenditures -> DOD,All R&D expenditures,All federal R&D expenditures,DOD,3,4492,4814,4908,5023,4927,5090,5313,5635,5895,6655,7081,6.4
5465,r004,All R&D expenditures -> All federal R&D expenditures -> DOE,All R&D expenditures,All federal R&D expenditures,DOE,3,1555,1866,1955,1876,1806,1710,1772,1821,1819,1940,2038,5.0
5465,r005,All R&D expenditures -> All federal R&D expenditures -> HHS,All R&D expenditures,All federal R&D expenditures,HHS,3,21094,22995,21916,21211,20297,19993,20663,21627,22837,24425,25398,4.0
5465,r006,All R&D expenditures -> All federal R&D expenditures -> NASA,All R&D expenditures,All federal R&D expenditures,NASA,3,1474,1423,1331,1333,1329,1418,1491,1406,1516,1645,1758,6.9
5465,r007,All R&D expenditures -> All federal R&D expenditures -> NSF,All R&D expenditures,All federal R&D expenditures,NSF,3,4736,5140,5276,5393,5127,5120,5115,5207,5271,5333,5415,1.5
5465,r008,All R&D expenditures -> All federal R&D expenditures -> USDA,All R&D expenditures,All federal R&D expenditures,USDA,3,957,1006,1094,1092,1062,1119,1209,1223,1186,1224,1245,1.7
5465,r009,All R&D expenditures -> All federal R&D expenditures -> Other,All R&D expenditures,All federal R&D expenditures,Other,3,3171,3524,3663,3519,3414,3397,3226,3330,3340,3260,3210,-1.5
