table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_2000,field_2001,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010
3969,r001,All agencies,All agencies,,,,,1,75910.3,84492.5,93708.6,103527.7,112074.5,118848.5,121729.9,127262.9,127106.1,141090.1,140354.5
3969,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,,
3969,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,1746.8,1959.1,1971.8,2039.6,2102.2,2184.3,2213.7,2248.4,2202.1,2267.2,2364.2
3969,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,5.1,4.8,5.2,4.8,9.0,7.9,6.3,6.4,5.0,4.3,4.4
3969,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,884.7,994.4,1059.8,1062.0,1098.1,1107.7,1134.9,1142.0,1122.6,1141.2,1178.3
3969,r006,All agencies -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,20.6,25.4,23.7,28.0,24.4,24.4,25.5,26.0,28.4,28.9,30.1
3969,r007,All agencies -> Departments -> Department of Agriculture -> Economic Research Service,All agencies,Departments,Department of Agriculture,Economic Research Service,,4,64.2,65.6,67.0,68.4,70.8,74.0,75.0,92.0,77.8,78.9,86.4
3969,r008,All agencies -> Departments -> Department of Agriculture -> Food Safety and Inspection Service,All agencies,Departments,Department of Agriculture,Food Safety and Inspection Service,,4,2.3,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
3969,r009,All agencies -> Departments -> Department of Agriculture -> Foreign Agricultural Service,All agencies,Departments,Department of Agriculture,Foreign Agricultural Service,,4,1.4,1.4,1.4,1.6,1.6,1.5,0.9,0.6,0.4,0.4,0.4
3969,r010,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,223.0,237.0,253.0,292.0,296.0,300.7,308.1,320.3,295.0,344.1,356.5
3969,r011,"All agencies -> Departments -> Department of Agriculture -> Grain Inspection, Packers, and Stockyards Administration",All agencies,Departments,Department of Agriculture,"Grain Inspection, Packers, and Stockyards Administration",,4,3.6,6.1,6.0,5.3,6.7,6.7,7.1,6.7,6.6,6.5,6.3
3969,r012,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,3.9,4.2,4.6,5.5,6.1,6.1,6.5,6.8,6.9,7.2,7.5
3969,r013,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,535.0,615.1,546.7,568.1,585.7,651.6,645.1,626.6,655.1,651.5,689.6
3969,r014,All agencies -> Departments -> Department of Agriculture -> Rural Business-Cooperative Service,All agencies,Departments,Department of Agriculture,Rural Business-Cooperative Service,,4,3.1,2.4,4.2,3.8,3.8,3.6,4.1,21.0,4.2,4.1,4.8
3969,r015,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,1036.6,997.9,1151.4,1208.0,1058.9,1033.4,941.7,1027.7,1044.7,1146.9,1274.4
3969,r016,All agencies -> Departments -> Department of Commerce -> Economic Development Administration,All agencies,Departments,Department of Commerce,Economic Development Administration,,4,0.6,0.6,0.5,0.5,0.2,0.5,0.2,0.8,2.2,2.9,6.8
3969,r017,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,404.2,422.0,451.4,476.0,444.2,418.7,385.7,456.5,430.0,500.5,687.4
3969,r018,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,597.1,501.0,651.3,685.4,566.3,583.8,526.9,540.7,580.8,607.5,525.4
3969,r019,All agencies -> Departments -> Department of Commerce -> National Telecommunications and Information Administration,All agencies,Departments,Department of Commerce,National Telecommunications and Information Administration,,4,21.8,50.4,19.6,23.5,24.2,6.9,6.7,7.0,7.0,6.9,7.6
3969,r020,All agencies -> Departments -> Department of Commerce -> U.S. Census Bureau,All agencies,Departments,Department of Commerce,U.S. Census Bureau,,4,13.0,24.0,28.7,22.5,24.2,23.5,22.1,22.6,24.7,29.0,47.2
3969,r021,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,36214.0,39981.9,45412.7,51897.5,57792.9,63388.3,65870.7,72211.2,71833.3,75856.6,73471.1
3969,r022,All agencies -> Departments -> Department of Defense -> Defense agencies and activities,All agencies,Departments,Department of Defense,Defense agencies and activities,,4,7190.8,9376.1,12075.7,12503.4,13067.6,15324.5,14303.6,15903.8,15905.6,16240.9,16264.5
3969,r023,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,14102.0,14552.0,14740.0,18259.0,20319.0,19971.0,21687.9,25264.0,25232.3,27950.4,26521.4
3969,r024,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,5323.7,6223.7,7076.6,7609.5,9223.0,10208.3,11318.3,11628.6,11877.8,11908.5,10853.2
3969,r025,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,9307.6,9599.6,11287.0,13290.0,14885.2,17577.0,18381.9,19233.0,18633.0,19570.6,19635.0
