table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_hierarchy_depth,field_total,field_anthropology,field_economics,field_political_science,field_sociology,field_other_social_sciences
3888,r001,All agencies,All agencies,,,,1,451215.9,32658.3,85678.7,10281.0,36650.4,285947.5
3888,r002,All agencies -> Departments,All agencies,Departments,,,2,,,,,,
3888,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,3,42145.5,0.0,30256.2,0.0,11817.1,72.2
3888,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,4,1550.8,0.0,1550.8,0.0,0.0,0.0
3888,r005,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,4,9365.8,0.0,6293.9,0.0,2999.7,72.2
3888,r006,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,4,31228.9,0.0,22411.4,0.0,8817.4,0.0
3888,r007,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,3,35155.5,0.0,0.0,0.0,0.0,35155.5
3888,r008,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,4,11991.1,0.0,0.0,0.0,0.0,11991.1
3888,r009,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,4,2370.2,0.0,0.0,0.0,0.0,2370.2
3888,r010,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,4,7096.8,0.0,0.0,0.0,0.0,7096.8
3888,r011,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,4,13697.4,0.0,0.0,0.0,0.0,13697.4
3888,r012,All agencies -> Departments -> Department of Education,All agencies,Departments,Department of Education,,3,57276.0,0.0,0.0,0.0,0.0,57276.0
3888,r013,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,3,58395.2,0.0,0.0,0.0,0.0,58395.2
3888,r014,All agencies -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,4,220.0,0.0,0.0,0.0,0.0,220.0
3888,r015,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,4,58175.2,0.0,0.0,0.0,0.0,58175.2
3888,r016,All agencies -> Departments -> Department of Housing and Urban Development,All agencies,Departments,Department of Housing and Urban Development,,3,36206.1,0.0,30359.4,0.0,2194.3,3652.4
3888,r017,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,3,160.6,0.0,0.0,0.0,0.0,160.6
3888,r018,All agencies -> Departments -> Department of the Interior -> National Park Service,All agencies,Departments,Department of the Interior,National Park Service,4,160.6,0.0,0.0,0.0,0.0,160.6
3888,r019,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,3,19512.0,782.2,0.0,0.0,8668.9,10060.9
3888,r020,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,4,19512.0,782.2,0.0,0.0,8668.9,10060.9
3888,r021,All agencies -> Other agencies,All agencies,Other agencies,,,2,,,,,,
3888,r022,All agencies -> Other agencies -> National Science Foundation,All agencies,Other agencies,National Science Foundation,,3,190794.0,20305.1,25063.1,10281.0,13970.1,121174.8
3888,r023,All agencies -> Other agencies -> Smithsonian Institution,All agencies,Other agencies,Smithsonian Institution,,3,11571.0,11571.0,0.0,0.0,0.0,0.0
