table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022,field_2023_preliminary_
10867,r020,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,65129,61683,44927,45164,53444,59389,67007,70876,72607,89221
10867,r021,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,2822,2816,2933,2895,3018,3321,3664,3606,3609,4191
10867,r022,All agencies -> Departments -> Department of Defense -> Defense Health Agency,All agencies,Departments,Department of Defense,Defense Health Agency,,4,NA,NA,NA,NA,NA,NA,2886,2852,2136,2562
10867,r023,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,24331,22443,7441,8324,11413,15269,11924,12511,14029,16153
10867,r024,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,7332,6764,6373,7531,8581,10275,10786,11921,12060,15518
10867,r025,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,15591,15525,16682,15285,15525,15484,19159,16771,17551,22157
10867,r026,All agencies -> Departments -> Department of Defense -> Space Force,All agencies,Departments,Department of Defense,Space Force,,4,na,na,na,na,na,na,4386,5342,4951,8626
10867,r027,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,15052,14135,11497,11129,14907,15040,14202,17873,18272,20014
10867,r028,All agencies -> Departments -> Department of Education,All agencies,Departments,Department of Education,,,3,322,251,244,262,266,236,240,364,402,354
10867,r029,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,11296,12343,13343,13584,14894,16622,15778,16121,17977,18586
10867,r030,All agencies -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,261,242,299,274,160,405,438,315,403,470
10867,r031,All agencies -> Departments -> Department of Energy -> Bonneville Power Administration,All agencies,Departments,Department of Energy,Bonneville Power Administration,,4,16,16,16,14,NA,NA,NA,NA,NA,NA
10867,r032,All agencies -> Departments -> Department of Energy -> Electricity Delivery and Energy Reliability,All agencies,Departments,Department of Energy,Electricity Delivery and Energy Reliability,,4,104,97,112,133,146,138,140,129,114,156
10867,r033,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,870,1083,1291,1445,1913,2001,2150,2155,1659,1828
10867,r034,All agencies -> Departments -> Department of Energy -> Environmental Management,All agencies,Departments,Department of Energy,Environmental Management,,4,28,25,30,31,38,26,22,30,36,43
10867,r035,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,442,540,609,620,683,682,708,720,588,963
10867,r036,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,4532,4528,4819,4740,4531,6078,4558,5180,5219,5546
10867,r037,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,3120,3076,3198,3071,2831,3998,2625,3321,3456,3702
10867,r038,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Naval Nuclear Propulsion Program,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Naval Nuclear Propulsion Program,5,1115,1239,1375,1420,1420,1789,1634,1471,1382,1419
10867,r039,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,297,213,245,249,280,292,298,388,381,426
10867,r040,All agencies -> Departments -> Department of Energy -> Nuclear Energy,All agencies,Departments,Department of Energy,Nuclear Energy,,4,324,728,763,891,1116,606,573,455,1176,1636
10867,r041,"All agencies -> Departments -> Department of Energy -> Office of Cybersecurity, Energy Security, and Emergency Response",All agencies,Departments,Department of Energy,"Office of Cybersecurity, Energy Security, and Emergency Response",,4,na,na,na,na,0,52,51,2,37,63
10867,r042,All agencies -> Departments -> Department of Energy -> Office of Science,All agencies,Departments,Department of Energy,Office of Science,,4,4720,5085,5405,5436,6308,6634,7139,7135,8746,7882
10867,r043,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,30799,30425,32367,33902,37116,39434,61775,77050,74388,49677
10867,r044,All agencies -> Departments -> Department of Health and Human Services -> Administration for Children and Families,All agencies,Departments,Department of Health and Human Services,Administration for Children and Families,,4,3,2,3,2,3,2,2,5,5,9
10867,r045,All agencies -> Departments -> Department of Health and Human Services -> Administration for Community Living,All agencies,Departments,Department of Health and Human Services,Administration for Community Living,,4,0,76,83,83,83,83,90,107,107,113
10867,r046,All agencies -> Departments -> Department of Health and Human Services -> Agency for Healthcare Research and Quality,All agencies,Departments,Department of Health and Human Services,Agency for Healthcare Research and Quality,,4,364,364,334,324,334,338,338,338,350,374
10867,r047,All agencies -> Departments -> Department of Health and Human Services -> Agency for Toxic Substances and Disease Registry,All agencies,Departments,Department of Health and Human Services,Agency for Toxic Substances and Disease Registry,,4,1,2,2,3,3,7,10,11,12,12
10867,r048,All agencies -> Departments -> Department of Health and Human Services -> Biomedical Advanced Research and Development Authority,All agencies,Departments,Department of Health and Human Services,Biomedical Advanced Research and Development Authority,,4,NA,NA,NA,NA,NA,736,16962,34041,28414,818
10867,r049,All agencies -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,,4,409,489,521,475,451,419,497,696,565,459
10867,r050,All agencies -> Departments -> Department of Health and Human Services -> Centers for Medicare and Medicaid Services,All agencies,Departments,Department of Health and Human Services,Centers for Medicare and Medicaid Services,,4,34,24,30,29,231,133,224,421,419,427
10867,r051,All agencies -> Departments -> Department of Health and Human Services -> Food and Drug Administration,All agencies,Departments,Department of Health and Human Services,Food and Drug Administration,,4,395,382,491,380,485,519,484,597,571,641
10867,r052,All agencies -> Departments -> Department of Health and Human Services -> Health Resources and Services Administration,All agencies,Departments,Department of Health and Human Services,Health Resources and Services Administration,,4,38,42,41,46,36,33,35,42,40,50
10867,r053,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,29536,29026,30843,32542,35473,37146,43117,40775,43869,46736
10867,r054,All agencies -> Departments -> Department of Health and Human Services -> Office of the Secretary of Health and Human Services,All agencies,Departments,Department of Health and Human Services,Office of the Secretary of Health and Human Services,,4,19,18,18,17,17,17,16,17,36,38
10867,r055,All agencies -> Departments -> Department of Health and Human Services -> Office of the Secretary of Health and Human Services -> Office of the Assistant Secretary for Planning and Evaluation,All agencies,Departments,Department of Health and Human Services,Office of the Secretary of Health and Human Services,Office of the Assistant Secretary for Planning and Evaluation,5,19,18,18,17,17,17,16,17,36,38
10867,r056,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,944,1645,689,870,913,648,507,549,581,599
10867,r057,All agencies -> Departments -> Department of Homeland Security -> Coast Guard,All agencies,Departments,Department of Homeland Security,Coast Guard,,4,27,21,25,23,23,21,5,10,7,7
10867,r058,All agencies -> Departments -> Department of Homeland Security -> Countering Weapons of Mass Destruction Office,All agencies,Departments,Department of Homeland Security,Countering Weapons of Mass Destruction Office,,4,84,71,63,69,30,81,37,32,66,65
10867,r059,All agencies -> Departments -> Department of Homeland Security -> Cybersecurity and Infrastructure Security Agency,All agencies,Departments,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,,4,na,na,na,na,7,13,8,13,6,9
10867,r060,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,832,1553,601,778,832,511,422,463,502,514
10867,r061,All agencies -> Departments -> Department of Homeland Security -> Secret Service,All agencies,Departments,Department of Homeland Security,Secret Service,,4,NA,NA,NA,NA,1,2,13,1,1,4
10867,r062,All agencies -> Departments -> Department of Homeland Security -> Transportation Security Administration,All agencies,Departments,Department of Homeland Security,Transportation Security Administration,,4,NA,NA,NA,NA,20,21,23,30,0.05,0.05
10867,r063,All agencies -> Departments -> Department of Housing and Urban Development,All agencies,Departments,Department of Housing and Urban Development,,,3,54,58,67,64,62,61,NA,NA,NA,NA
10867,r064,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,762,809,860,868,769,831,844,915,947,1050
10867,r065,All agencies -> Departments -> Department of the Interior -> Bureau of Indian Affairs,All agencies,Departments,Department of the Interior,Bureau of Indian Affairs,,4,NA,NA,NA,NA,5,5,0.05,5,5,5
10867,r066,All agencies -> Departments -> Department of the Interior -> Bureau of Land Management,All agencies,Departments,Department of the Interior,Bureau of Land Management,,4,NA,16,18,18,21,21,21,10,12,13
10867,r067,All agencies -> Departments -> Department of the Interior -> Bureau of Ocean Energy Management,All agencies,Departments,Department of the Interior,Bureau of Ocean Energy Management,,4,48,50,72,76,78,86,73,77,86,88
10867,r068,All agencies -> Departments -> Department of the Interior -> Bureau of Reclamation,All agencies,Departments,Department of the Interior,Bureau of Reclamation,,4,14,13,22,29,23,24,29,40,29,46
10867,r069,All agencies -> Departments -> Department of the Interior -> Bureau of Safety and Environmental Enforcement,All agencies,Departments,Department of the Interior,Bureau of Safety and Environmental Enforcement,,4,36,25,30,16,7,13,13,32,14,22
10867,r070,All agencies -> Departments -> Department of the Interior -> Fish and Wildlife Service,All agencies,Departments,Department of the Interior,Fish and Wildlife Service,,4,NA,30,32,33,33,33,33,33,35,44
10867,r071,All agencies -> Departments -> Department of the Interior -> Geological Survey,All agencies,Departments,Department of the Interior,Geological Survey,,4,649,666,677,688,593,640,665,691,737,803
10867,r072,All agencies -> Departments -> Department of the Interior -> National Park Service,All agencies,Departments,Department of the Interior,National Park Service,,4,15,8,9,10,10,10,10,28,28,28
10867,r073,All agencies -> Departments -> Department of the Interior -> Office of Surface Mining Reclamation and Enforcement,All agencies,Departments,Department of the Interior,Office of Surface Mining Reclamation and Enforcement,,4,NA,NA,NA,NA,0,0.05,1,0,NA,NA
10867,r074,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,161,150,208,127,107,121,96,85,111,139
10867,r075,All agencies -> Departments -> Department of Justice -> Bureau of Prisons,All agencies,Departments,Department of Justice,Bureau of Prisons,,4,11,11,11,10,6,7,8,0.05,0.05,0.05
10867,r076,All agencies -> Departments -> Department of Justice -> Federal Bureau of Investigation,All agencies,Departments,Department of Justice,Federal Bureau of Investigation,,4,10,13,13,2,3,1,5,4,9,21
10867,r077,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,140,126,184,115,98,114,84,81,102,118
10867,r078,All agencies -> Departments -> Department of Labor,All agencies,Departments,Department of Labor,,,3,14,14,10,5,5,4,5,3,4,4
10867,r079,All agencies -> Departments -> Department of Labor -> Employee Benefits Security Administration,All agencies,Departments,Department of Labor,Employee Benefits Security Administration,,4,7,7,5,3,3,3,3,1,2,2
10867,r080,All agencies -> Departments -> Department of Labor -> Occupational Safety and Health Administration,All agencies,Departments,Department of Labor,Occupational Safety and Health Administration,,4,4,3,1,2,2,2,2,2,2,2
10867,r081,All agencies -> Departments -> Department of Labor -> Pension Benefit Guaranty Corp.,All agencies,Departments,Department of Labor,Pension Benefit Guaranty Corp.,,4,3,4,4,0,0,NA,NA,NA,NA,NA
10867,r082,All agencies -> Departments -> Department of State,All agencies,Departments,Department of State,,,3,NA,2,2,2,62,62,40,64,65,60
10867,r083,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,848,884,962,987,1077,1052,1224,1145,1111,1266
10867,r084,All agencies -> Departments -> Department of Transportation -> Federal Aviation Administration,All agencies,Departments,Department of Transportation,Federal Aviation Administration,,4,297,340,426,435,404,424,470,542,511,520
10867,r085,All agencies -> Departments -> Department of Transportation -> Federal Highway Administration,All agencies,Departments,Department of Transportation,Federal Highway Administration,,4,398,313,332,352,491,452,512,410,383,463
10867,r086,All agencies -> Departments -> Department of Transportation -> Federal Motor Carrier Safety Administration,All agencies,Departments,Department of Transportation,Federal Motor Carrier Safety Administration,,4,8,8,11,12,9,8,9,13,24,15
10867,r087,All agencies -> Departments -> Department of Transportation -> Federal Railroad Administration,All agencies,Departments,Department of Transportation,Federal Railroad Administration,,4,43,47,44,46,49,41,48,44,40,49
10867,r088,All agencies -> Departments -> Department of Transportation -> Federal Transit Administration,All agencies,Departments,Department of Transportation,Federal Transit Administration,,4,8,82,35,55,10,3,40,43,13,49
10867,r089,All agencies -> Departments -> Department of Transportation -> National Highway Traffic Safety Administration,All agencies,Departments,Department of Transportation,National Highway Traffic Safety Administration,,4,65,63,87,69,76,76,69,66,92,96
10867,r090,All agencies -> Departments -> Department of Transportation -> Office of the Secretary of Transportation,All agencies,Departments,Department of Transportation,Office of the Secretary of Transportation,,4,15,11,18,11,16,20,34,12,24,51
10867,r091,All agencies -> Departments -> Department of Transportation -> Pipeline and Hazardous Materials Safety Administration,All agencies,Departments,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,,4,14,22,10,7,22,28,41,16,24,22
10867,r092,All agencies -> Departments -> Department of the Treasury,All agencies,Departments,Department of the Treasury,,,3,74,73,85,8,38,61,61,54,47,90
10867,r093,All agencies -> Departments -> Department of the Treasury -> Bureau of Engraving and Printing,All agencies,Departments,Department of the Treasury,Bureau of Engraving and Printing,,4,9,9,19,7,38,59,60,54,47,90
10867,r094,All agencies -> Departments -> Department of the Treasury -> Internal Revenue Service,All agencies,Departments,Department of the Treasury,Internal Revenue Service,,4,64,64,65,0,0,0,0,NA,NA,NA
10867,r095,All agencies -> Departments -> Department of the Treasury -> Mint,All agencies,Departments,Department of the Treasury,Mint,,4,1,0.05,2,1,0,2,0.05,0.05,0,0
10867,r096,All agencies -> Departments -> Department of Veterans Affairs,All agencies,Departments,Department of Veterans Affairs,,,3,589,662,695,682,1349,1508,1565,1698,1696,1930
10867,r097,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,,,,,,
10867,r098,All agencies -> Other agencies -> Administrative Office of the U.S. Courts,All agencies,Other agencies,Administrative Office of the U.S. Courts,,,3,NA,NA,7,8,7,6,5,4,1,0
10867,r099,All agencies -> Other agencies -> Agency for Global Media,All agencies,Other agencies,Agency for Global Media,,,3,NA,NA,NA,NA,NA,6,5,5,8,8
10867,r100,All agencies -> Other agencies -> Agency for International Development,All agencies,Other agencies,Agency for International Development,,,3,60,212,193,192,167,221,194,82,221,221
10867,r101,All agencies -> Other agencies -> Appalachian Regional Commission,All agencies,Other agencies,Appalachian Regional Commission,,,3,1,0.05,1,0.05,1,1,1,1,1,1
10867,r102,All agencies -> Other agencies -> Consumer Product Safety Commission,All agencies,Other agencies,Consumer Product Safety Commission,,,3,2,2,2,2,1,1,0.05,0.05,0.05,0.05
10867,r103,All agencies -> Other agencies -> Environmental Protection Agency,All agencies,Other agencies,Environmental Protection Agency,,,3,538,521,513,498,492,490,493,526,531,574
10867,r104,All agencies -> Other agencies -> Federal Communications Commission,All agencies,Other agencies,Federal Communications Commission,,,3,7,5,5,7,5,2,2,0,NA,NA
10867,r105,All agencies -> Other agencies -> Federal Trade Commission,All agencies,Other agencies,Federal Trade Commission,,,3,3,2,3,6,6,6,6,8,3,10
10867,r106,All agencies -> Other agencies -> Library of Congress,All agencies,Other agencies,Library of Congress,,,3,1,1,2,2,3,2,3,3,3,3
10867,r107,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,10881,11413,12462,12638,10814,13616,10574,11267,11750,11858
10867,r108,All agencies -> Other agencies -> National Archives and Records Administration,All agencies,Other agencies,National Archives and Records Administration,,,3,1,1,1,1,1,1,0,NA,NA,NA
10867,r109,All agencies -> Other agencies -> National Science Foundation,All agencies,Other agencies,National Science Foundation,,,3,5800,5990,6022,5946,6358,6648,6793,7138,7425,8518
10867,r110,All agencies -> Other agencies -> Nuclear Regulatory Commission,All agencies,Other agencies,Nuclear Regulatory Commission,,,3,85,92,81,67,78,75,69,80,61,83
10867,r111,All agencies -> Other agencies -> Patient-Centered Outcomes Research Trust Fund,All agencies,Other agencies,Patient-Centered Outcomes Research Trust Fund,,,3,283,152,115,884,492,578,470,460,522,560
10867,r112,All agencies -> Other agencies -> Postal Service,All agencies,Other agencies,Postal Service,,,3,NA,28,29,73,53,27,18,15,14,14
10867,r113,All agencies -> Other agencies -> RESTORE Act Centers of Excellence Research Grants Program,All agencies,Other agencies,RESTORE Act Centers of Excellence Research Grants Program,,,3,na,na,na,na,na,na,9,0,7,23
10867,r114,All agencies -> Other agencies -> Smithsonian Institution,All agencies,Other agencies,Smithsonian Institution,,,3,231,229,235,241,261,269,276,63,297,316
10867,r115,All agencies -> Other agencies -> Social Security Administration,All agencies,Other agencies,Social Security Administration,,,3,60,59,129,110,72,146,70,105,79,106
10867,r116,All agencies -> Other agencies -> Tennessee Valley Authority,All agencies,Other agencies,Tennessee Valley Authority,,,3,NA,NA,NA,6,13,10,8,17,28,94
