table_id,row_id,_b_state_outlying_area_and_institution_b_full_path,_b_state_outlying_area_and_institution_b_level_1,_b_state_outlying_area_and_institution_b_level_2,_b_state_outlying_area_and_institution_b_level_3,_b_state_outlying_area_and_institution_b_hierarchy_depth,field_all_agencies,field_doe,field_dot,field_hhs,field_nsf
4325,r013,All states and outlying areas -> California,All states and outlying areas,California,,2,38222.1,0.0,0.0,0.0,38222.1
4325,r014,All states and outlying areas -> California -> California Institute of Technology,All states and outlying areas,California,California Institute of Technology,3,17261.2,0.0,0.0,0.0,17261.2
4325,r015,"All states and outlying areas -> California -> California State U., Chico",All states and outlying areas,California,"California State U., Chico",3,608.9,0.0,0.0,0.0,608.9
4325,r016,"All states and outlying areas -> California -> California State U., Fresno",All states and outlying areas,California,"California State U., Fresno",3,1423.1,0.0,0.0,0.0,1423.1
4325,r017,"All states and outlying areas -> California -> California State U., Long Beach",All states and outlying areas,California,"California State U., Long Beach",3,310.4,0.0,0.0,0.0,310.4
4325,r018,"All states and outlying areas -> California -> California State U., Los Angeles",All states and outlying areas,California,"California State U., Los Angeles",3,164.6,0.0,0.0,0.0,164.6
4325,r019,"All states and outlying areas -> California -> California State U., San Bernardino",All states and outlying areas,California,"California State U., San Bernardino",3,250.0,0.0,0.0,0.0,250.0
4325,r020,All states and outlying areas -> California -> Humboldt State U.,All states and outlying areas,California,Humboldt State U.,3,491.2,0.0,0.0,0.0,491.2
4325,r021,All states and outlying areas -> California -> Occidental C.,All states and outlying areas,California,Occidental C.,3,493.9,0.0,0.0,0.0,493.9
4325,r022,All states and outlying areas -> California -> Pomona C.,All states and outlying areas,California,Pomona C.,3,443.0,0.0,0.0,0.0,443.0
4325,r023,All states and outlying areas -> California -> San Jose State U.,All states and outlying areas,California,San Jose State U.,3,443.3,0.0,0.0,0.0,443.3
4325,r024,All states and outlying areas -> California -> Stanford U.,All states and outlying areas,California,Stanford U.,3,0.9,0.0,0.0,0.0,0.9
4325,r025,"All states and outlying areas -> California -> U. California, Berkeley",All states and outlying areas,California,"U. California, Berkeley",3,4499.9,0.0,0.0,0.0,4499.9
4325,r026,"All states and outlying areas -> California -> U. California, Irvine",All states and outlying areas,California,"U. California, Irvine",3,448.1,0.0,0.0,0.0,448.1
4325,r027,"All states and outlying areas -> California -> U. California, Los Angeles",All states and outlying areas,California,"U. California, Los Angeles",3,9.0,0.0,0.0,0.0,9.0
4325,r028,"All states and outlying areas -> California -> U. California, Riverside",All states and outlying areas,California,"U. California, Riverside",3,256.3,0.0,0.0,0.0,256.3
4325,r029,"All states and outlying areas -> California -> U. California, San Diego",All states and outlying areas,California,"U. California, San Diego",3,9284.6,0.0,0.0,0.0,9284.6
4325,r030,"All states and outlying areas -> California -> U. California, Santa Barbara",All states and outlying areas,California,"U. California, Santa Barbara",3,1011.2,0.0,0.0,0.0,1011.2
4325,r031,All states and outlying areas -> California -> U. San Diego,All states and outlying areas,California,U. San Diego,3,263.8,0.0,0.0,0.0,263.8
4325,r032,All states and outlying areas -> California -> U. Southern California,All states and outlying areas,California,U. Southern California,3,558.8,0.0,0.0,0.0,558.8
4325,r033,All states and outlying areas -> Colorado,All states and outlying areas,Colorado,,2,4115.1,0.0,0.0,0.0,4115.1
4325,r034,All states and outlying areas -> Colorado -> Colorado School of Mines,All states and outlying areas,Colorado,Colorado School of Mines,3,675.7,0.0,0.0,0.0,675.7
4325,r035,All states and outlying areas -> Colorado -> U. Colorado Boulder,All states and outlying areas,Colorado,U. Colorado Boulder,3,3439.5,0.0,0.0,0.0,3439.5
4325,r036,All states and outlying areas -> Connecticut,All states and outlying areas,Connecticut,,2,175.4,0.0,0.0,0.0,175.4
4325,r037,All states and outlying areas -> Connecticut -> Fairfield U.,All states and outlying areas,Connecticut,Fairfield U.,3,175.4,0.0,0.0,0.0,175.4
4325,r038,All states and outlying areas -> Delaware,All states and outlying areas,Delaware,,2,9559.9,0.0,0.0,0.0,9559.9
4325,r039,All states and outlying areas -> Delaware -> U. Delaware,All states and outlying areas,Delaware,U. Delaware,3,9559.9,0.0,0.0,0.0,9559.9
4325,r040,All states and outlying areas -> District of Columbia,All states and outlying areas,District of Columbia,,2,82358.0,0.0,0.0,0.0,82358.0
4325,r041,All states and outlying areas -> District of Columbia -> Association of Universities for Research in Astronomy,All states and outlying areas,District of Columbia,Association of Universities for Research in Astronomy,3,82158.8,0.0,0.0,0.0,82158.8
4325,r042,All states and outlying areas -> District of Columbia -> U. of the District of Columbia,All states and outlying areas,District of Columbia,U. of the District of Columbia,3,199.2,0.0,0.0,0.0,199.2
4325,r043,All states and outlying areas -> Florida,All states and outlying areas,Florida,,2,5254.8,0.0,0.0,0.0,5254.8
4325,r044,All states and outlying areas -> Florida -> Embry-Riddle Aeronautical U.,All states and outlying areas,Florida,Embry-Riddle Aeronautical U.,3,29.5,0.0,0.0,0.0,29.5
4325,r045,All states and outlying areas -> Florida -> Florida Atlantic U.,All states and outlying areas,Florida,Florida Atlantic U.,3,233.3,0.0,0.0,0.0,233.3
4325,r046,All states and outlying areas -> Florida -> Florida Gulf Coast U.,All states and outlying areas,Florida,Florida Gulf Coast U.,3,345.2,0.0,0.0,0.0,345.2
4325,r047,All states and outlying areas -> Florida -> Florida International U.,All states and outlying areas,Florida,Florida International U.,3,2954.7,0.0,0.0,0.0,2954.7
4325,r048,All states and outlying areas -> Florida -> Florida Polytechnic U.,All states and outlying areas,Florida,Florida Polytechnic U.,3,350.1,0.0,0.0,0.0,350.1
4325,r049,All states and outlying areas -> Florida -> Florida State U.,All states and outlying areas,Florida,Florida State U.,3,321.5,0.0,0.0,0.0,321.5
4325,r050,All states and outlying areas -> Florida -> Stetson U.,All states and outlying areas,Florida,Stetson U.,3,266.1,0.0,0.0,0.0,266.1
4325,r051,All states and outlying areas -> Florida -> U. Central Florida,All states and outlying areas,Florida,U. Central Florida,3,424.9,0.0,0.0,0.0,424.9
4325,r052,All states and outlying areas -> Florida -> U. Miami,All states and outlying areas,Florida,U. Miami,3,329.5,0.0,0.0,0.0,329.5
4325,r053,All states and outlying areas -> Georgia,All states and outlying areas,Georgia,,2,2681.6,0.0,0.0,0.0,2681.6
4325,r054,All states and outlying areas -> Georgia -> Emory U.,All states and outlying areas,Georgia,Emory U.,3,448.9,0.0,0.0,0.0,448.9
4325,r055,All states and outlying areas -> Georgia -> Georgia Institute of Technology,All states and outlying areas,Georgia,Georgia Institute of Technology,3,332.5,0.0,0.0,0.0,332.5
4325,r056,All states and outlying areas -> Georgia -> Georgia State U.,All states and outlying areas,Georgia,Georgia State U.,3,900.0,0.0,0.0,0.0,900.0
4325,r057,All states and outlying areas -> Georgia -> U. Georgia,All states and outlying areas,Georgia,U. Georgia,3,1000.3,0.0,0.0,0.0,1000.3
4325,r058,All states and outlying areas -> Hawaii,All states and outlying areas,Hawaii,,2,9438.2,0.0,0.0,6478.2,2960.0
4325,r059,"All states and outlying areas -> Hawaii -> U. Hawaii, Hilo",All states and outlying areas,Hawaii,"U. Hawaii, Hilo",3,264.8,0.0,0.0,0.0,264.8
4325,r060,"All states and outlying areas -> Hawaii -> U. Hawaii, Manoa",All states and outlying areas,Hawaii,"U. Hawaii, Manoa",3,9173.4,0.0,0.0,6478.2,2695.2
4325,r061,All states and outlying areas -> Idaho,All states and outlying areas,Idaho,,2,405.0,0.0,0.0,0.0,405.0
4325,r062,All states and outlying areas -> Idaho -> Boise State U.,All states and outlying areas,Idaho,Boise State U.,3,405.0,0.0,0.0,0.0,405.0
4325,r063,All states and outlying areas -> Illinois,All states and outlying areas,Illinois,,2,10218.5,0.0,0.0,3269.5,6949.0
4325,r064,"All states and outlying areas -> Illinois -> Northwestern U., Evanston",All states and outlying areas,Illinois,"Northwestern U., Evanston",3,607.5,0.0,0.0,0.0,607.5
4325,r065,"All states and outlying areas -> Illinois -> Southern Illinois U., Carbondale",All states and outlying areas,Illinois,"Southern Illinois U., Carbondale",3,128.3,0.0,0.0,0.0,128.3
4325,r066,All states and outlying areas -> Illinois -> U. Chicago,All states and outlying areas,Illinois,U. Chicago,3,2144.9,0.0,0.0,0.0,2144.9
4325,r067,"All states and outlying areas -> Illinois -> U. Illinois, Chicago",All states and outlying areas,Illinois,"U. Illinois, Chicago",3,32.0,0.0,0.0,0.0,32.0
4325,r068,"All states and outlying areas -> Illinois -> U. Illinois, Urbana-Champaign",All states and outlying areas,Illinois,"U. Illinois, Urbana-Champaign",3,7305.8,0.0,0.0,3269.5,4036.3
4325,r069,All states and outlying areas -> Indiana,All states and outlying areas,Indiana,,2,6302.3,0.0,0.0,0.0,6302.3
4325,r070,"All states and outlying areas -> Indiana -> Indiana U., Bloomington",All states and outlying areas,Indiana,"Indiana U., Bloomington",3,2665.9,0.0,0.0,0.0,2665.9
4325,r071,"All states and outlying areas -> Indiana -> Purdue U., West Lafayette",All states and outlying areas,Indiana,"Purdue U., West Lafayette",3,535.8,0.0,0.0,0.0,535.8
4325,r072,All states and outlying areas -> Indiana -> U. Notre Dame,All states and outlying areas,Indiana,U. Notre Dame,3,3100.5,0.0,0.0,0.0,3100.5
4325,r073,All states and outlying areas -> Iowa,All states and outlying areas,Iowa,,2,702.1,0.0,13.3,0.0,688.8
4325,r074,All states and outlying areas -> Iowa -> Drake U.,All states and outlying areas,Iowa,Drake U.,3,38.3,0.0,0.0,0.0,38.3
4325,r075,All states and outlying areas -> Iowa -> Grinnell C.,All states and outlying areas,Iowa,Grinnell C.,3,349.7,0.0,0.0,0.0,349.7
4325,r076,All states and outlying areas -> Iowa -> U. Iowa,All states and outlying areas,Iowa,U. Iowa,3,314.1,0.0,13.3,0.0,300.8
4325,r077,All states and outlying areas -> Kansas,All states and outlying areas,Kansas,,2,1000.6,0.0,0.0,0.0,1000.6
4325,r078,All states and outlying areas -> Kansas -> Kansas State U.,All states and outlying areas,Kansas,Kansas State U.,3,624.4,0.0,0.0,0.0,624.4
4325,r079,"All states and outlying areas -> Kansas -> U. Kansas, Lawrence",All states and outlying areas,Kansas,"U. Kansas, Lawrence",3,376.2,0.0,0.0,0.0,376.2
4325,r080,All states and outlying areas -> Kentucky,All states and outlying areas,Kentucky,,2,6702.5,0.0,0.0,6000.0,702.5
4325,r081,All states and outlying areas -> Kentucky -> U. Kentucky,All states and outlying areas,Kentucky,U. Kentucky,3,6012.8,0.0,0.0,6000.0,12.8
4325,r082,All states and outlying areas -> Kentucky -> U. Louisville,All states and outlying areas,Kentucky,U. Louisville,3,8.0,0.0,0.0,0.0,8.0
4325,r083,All states and outlying areas -> Kentucky -> Western Kentucky U.,All states and outlying areas,Kentucky,Western Kentucky U.,3,681.7,0.0,0.0,0.0,681.7
4325,r084,All states and outlying areas -> Louisiana,All states and outlying areas,Louisiana,,2,3535.7,0.0,0.0,1803.0,1732.7
4325,r085,All states and outlying areas -> Louisiana -> Tulane U.,All states and outlying areas,Louisiana,Tulane U.,3,2538.1,0.0,0.0,1803.0,735.1
4325,r086,"All states and outlying areas -> Louisiana -> U. Louisiana, Lafayette",All states and outlying areas,Louisiana,"U. Louisiana, Lafayette",3,997.6,0.0,0.0,0.0,997.6
4325,r087,All states and outlying areas -> Maine,All states and outlying areas,Maine,,2,350.0,0.0,0.0,0.0,350.0
4325,r088,All states and outlying areas -> Maine -> U. Maine,All states and outlying areas,Maine,U. Maine,3,350.0,0.0,0.0,0.0,350.0
4325,r089,All states and outlying areas -> Maryland,All states and outlying areas,Maryland,,2,3559.3,0.0,0.0,0.0,3559.3
4325,r090,All states and outlying areas -> Maryland -> Johns Hopkins U.,All states and outlying areas,Maryland,Johns Hopkins U.,3,3011.5,0.0,0.0,0.0,3011.5
4325,r091,All states and outlying areas -> Maryland -> St. Mary's C. Maryland,All states and outlying areas,Maryland,St. Mary's C. Maryland,3,121.8,0.0,0.0,0.0,121.8
4325,r092,"All states and outlying areas -> Maryland -> U. Maryland, Baltimore County",All states and outlying areas,Maryland,"U. Maryland, Baltimore County",3,300.0,0.0,0.0,0.0,300.0
4325,r093,"All states and outlying areas -> Maryland -> U. Maryland, College Park",All states and outlying areas,Maryland,"U. Maryland, College Park",3,126.0,0.0,0.0,0.0,126.0
4325,r094,All states and outlying areas -> Massachusetts,All states and outlying areas,Massachusetts,,2,9485.9,0.0,0.0,0.0,9485.9
4325,r095,All states and outlying areas -> Massachusetts -> Boston U.,All states and outlying areas,Massachusetts,Boston U.,3,700.0,0.0,0.0,0.0,700.0
4325,r096,All states and outlying areas -> Massachusetts -> Brandeis U.,All states and outlying areas,Massachusetts,Brandeis U.,3,390.0,0.0,0.0,0.0,390.0
4325,r097,All states and outlying areas -> Massachusetts -> Harvard U.,All states and outlying areas,Massachusetts,Harvard U.,3,899.5,0.0,0.0,0.0,899.5
4325,r098,All states and outlying areas -> Massachusetts -> Massachusetts Institute of Technology,All states and outlying areas,Massachusetts,Massachusetts Institute of Technology,3,3483.8,0.0,0.0,0.0,3483.8
4325,r099,All states and outlying areas -> Massachusetts -> Northeast Radio Observatory Corp.,All states and outlying areas,Massachusetts,Northeast Radio Observatory Corp.,3,100.0,0.0,0.0,0.0,100.0
4325,r100,All states and outlying areas -> Massachusetts -> Northeastern U.,All states and outlying areas,Massachusetts,Northeastern U.,3,537.4,0.0,0.0,0.0,537.4
4325,r101,"All states and outlying areas -> Massachusetts -> U. Massachusetts, Amherst",All states and outlying areas,Massachusetts,"U. Massachusetts, Amherst",3,1386.1,0.0,0.0,0.0,1386.1
4325,r102,"All states and outlying areas -> Massachusetts -> U. Massachusetts, Boston",All states and outlying areas,Massachusetts,"U. Massachusetts, Boston",3,426.5,0.0,0.0,0.0,426.5
4325,r103,All states and outlying areas -> Massachusetts -> Woods Hole Oceanographic Institution,All states and outlying areas,Massachusetts,Woods Hole Oceanographic Institution,3,1554.6,0.0,0.0,0.0,1554.6
4325,r104,All states and outlying areas -> Massachusetts -> Worcester Polytechnic Institute,All states and outlying areas,Massachusetts,Worcester Polytechnic Institute,3,7.9,0.0,0.0,0.0,7.9
4325,r105,All states and outlying areas -> Michigan,All states and outlying areas,Michigan,,2,84121.3,75000.0,0.0,0.0,9121.3
4325,r106,All states and outlying areas -> Michigan -> Grand Valley State U.,All states and outlying areas,Michigan,Grand Valley State U.,3,143.8,0.0,0.0,0.0,143.8
4325,r107,All states and outlying areas -> Michigan -> Hope C.,All states and outlying areas,Michigan,Hope C.,3,400.4,0.0,0.0,0.0,400.4
4325,r108,All states and outlying areas -> Michigan -> Lawrence Technological U.,All states and outlying areas,Michigan,Lawrence Technological U.,3,72.1,0.0,0.0,0.0,72.1
4325,r109,All states and outlying areas -> Michigan -> Michigan State U.,All states and outlying areas,Michigan,Michigan State U.,3,75279.8,75000.0,0.0,0.0,279.8
4325,r110,All states and outlying areas -> Michigan -> Oakland U.,All states and outlying areas,Michigan,Oakland U.,3,735.3,0.0,0.0,0.0,735.3
4325,r111,All states and outlying areas -> Michigan -> U. Michigan,All states and outlying areas,Michigan,U. Michigan,3,7489.9,0.0,0.0,0.0,7489.9
4325,r112,All states and outlying areas -> Minnesota,All states and outlying areas,Minnesota,,2,2764.0,0.0,0.0,0.0,2764.0
4325,r113,All states and outlying areas -> Minnesota -> U. Minnesota,All states and outlying areas,Minnesota,U. Minnesota,3,2764.0,0.0,0.0,0.0,2764.0
4325,r114,All states and outlying areas -> Mississippi,All states and outlying areas,Mississippi,,2,132.9,0.0,0.0,0.0,132.9
4325,r115,"All states and outlying areas -> Mississippi -> U. Mississippi, Oxford",All states and outlying areas,Mississippi,"U. Mississippi, Oxford",3,132.9,0.0,0.0,0.0,132.9
4325,r116,All states and outlying areas -> Missouri,All states and outlying areas,Missouri,,2,11129.3,0.0,3.0,7972.4,3153.9
4325,r117,"All states and outlying areas -> Missouri -> Missouri State U., West Plains",All states and outlying areas,Missouri,"Missouri State U., West Plains",3,242.8,0.0,0.0,0.0,242.8
4325,r118,All states and outlying areas -> Missouri -> Missouri U. of Science and Technology,All states and outlying areas,Missouri,Missouri U. of Science and Technology,3,1979.0,0.0,3.0,0.0,1976.0
4325,r119,All states and outlying areas -> Missouri -> Saint Louis U.,All states and outlying areas,Missouri,Saint Louis U.,3,706.7,0.0,0.0,0.0,706.7
4325,r120,All states and outlying areas -> Missouri -> Southeast Missouri State U.,All states and outlying areas,Missouri,Southeast Missouri State U.,3,228.4,0.0,0.0,0.0,228.4
4325,r121,"All states and outlying areas -> Missouri -> Washington U., Saint Louis",All states and outlying areas,Missouri,"Washington U., Saint Louis",3,7972.4,0.0,0.0,7972.4,0.0
4325,r122,All states and outlying areas -> Nebraska,All states and outlying areas,Nebraska,,2,841.6,0.0,0.0,0.0,841.6
4325,r123,"All states and outlying areas -> Nebraska -> U. Nebraska, Lincoln",All states and outlying areas,Nebraska,"U. Nebraska, Lincoln",3,562.8,0.0,0.0,0.0,562.8
4325,r124,"All states and outlying areas -> Nebraska -> U. Nebraska, Omaha",All states and outlying areas,Nebraska,"U. Nebraska, Omaha",3,278.8,0.0,0.0,0.0,278.8
4325,r125,All states and outlying areas -> Nevada,All states and outlying areas,Nevada,,2,977.4,0.0,0.0,0.0,977.4
4325,r126,All states and outlying areas -> Nevada -> Nevada System of Higher Education,All states and outlying areas,Nevada,Nevada System of Higher Education,3,302.1,0.0,0.0,0.0,302.1
4325,r127,"All states and outlying areas -> Nevada -> U. Nevada, Las Vegas",All states and outlying areas,Nevada,"U. Nevada, Las Vegas",3,675.3,0.0,0.0,0.0,675.3
4325,r128,All states and outlying areas -> New Hampshire,All states and outlying areas,New Hampshire,,2,1002.9,0.0,0.0,0.0,1002.9
4325,r129,All states and outlying areas -> New Hampshire -> Dartmouth C.,All states and outlying areas,New Hampshire,Dartmouth C.,3,400.0,0.0,0.0,0.0,400.0
4325,r130,"All states and outlying areas -> New Hampshire -> U. New Hampshire, Durham",All states and outlying areas,New Hampshire,"U. New Hampshire, Durham",3,602.9,0.0,0.0,0.0,602.9
4325,r131,All states and outlying areas -> New Jersey,All states and outlying areas,New Jersey,,2,3663.2,0.0,170.0,0.0,3493.2
4325,r132,All states and outlying areas -> New Jersey -> C. New Jersey,All states and outlying areas,New Jersey,C. New Jersey,3,245.6,0.0,0.0,0.0,245.6
4325,r133,All states and outlying areas -> New Jersey -> Princeton U.,All states and outlying areas,New Jersey,Princeton U.,3,860.1,0.0,0.0,0.0,860.1
4325,r134,"All states and outlying areas -> New Jersey -> Rutgers, State U. New Jersey",All states and outlying areas,New Jersey,"Rutgers, State U. New Jersey",3,2557.5,0.0,170.0,0.0,2387.5
4325,r135,All states and outlying areas -> New Mexico,All states and outlying areas,New Mexico,,2,4385.9,0.0,0.0,4000.0,385.9
4325,r136,All states and outlying areas -> New Mexico -> New Mexico Highlands U.,All states and outlying areas,New Mexico,New Mexico Highlands U.,3,153.9,0.0,0.0,0.0,153.9
4325,r137,All states and outlying areas -> New Mexico -> U. New Mexico,All states and outlying areas,New Mexico,U. New Mexico,3,4232.0,0.0,0.0,4000.0,232.0
4325,r138,All states and outlying areas -> New York,All states and outlying areas,New York,,2,10104.3,0.0,0.0,0.0,10104.3
4325,r139,All states and outlying areas -> New York -> Clarkson U.,All states and outlying areas,New York,Clarkson U.,3,288.4,0.0,0.0,0.0,288.4
4325,r140,All states and outlying areas -> New York -> Cold Spring Harbor Laboratory,All states and outlying areas,New York,Cold Spring Harbor Laboratory,3,12.6,0.0,0.0,0.0,12.6
4325,r141,All states and outlying areas -> New York -> Colgate U.,All states and outlying areas,New York,Colgate U.,3,297.4,0.0,0.0,0.0,297.4
4325,r142,All states and outlying areas -> New York -> Columbia U. in the City of New York,All states and outlying areas,New York,Columbia U. in the City of New York,3,132.4,0.0,0.0,0.0,132.4
4325,r143,"All states and outlying areas -> New York -> Cornell U., Ithaca",All states and outlying areas,New York,"Cornell U., Ithaca",3,2114.9,0.0,0.0,0.0,2114.9
4325,r144,"All states and outlying areas -> New York -> CUNY, Brooklyn C.",All states and outlying areas,New York,"CUNY, Brooklyn C.",3,154.4,0.0,0.0,0.0,154.4
4325,r145,"All states and outlying areas -> New York -> CUNY, Hunter C.",All states and outlying areas,New York,"CUNY, Hunter C.",3,656.9,0.0,0.0,0.0,656.9
4325,r146,"All states and outlying areas -> New York -> CUNY, Queensborough Community C.",All states and outlying areas,New York,"CUNY, Queensborough Community C.",3,48.7,0.0,0.0,0.0,48.7
4325,r147,All states and outlying areas -> New York -> Manhattan C.,All states and outlying areas,New York,Manhattan C.,3,293.5,0.0,0.0,0.0,293.5
4325,r148,All states and outlying areas -> New York -> Molloy C.,All states and outlying areas,New York,Molloy C.,3,190.6,0.0,0.0,0.0,190.6
4325,r149,All states and outlying areas -> New York -> New York U.,All states and outlying areas,New York,New York U.,3,160.0,0.0,0.0,0.0,160.0
4325,r150,"All states and outlying areas -> New York -> Pace U., New York City",All states and outlying areas,New York,"Pace U., New York City",3,372.3,0.0,0.0,0.0,372.3
4325,r151,All states and outlying areas -> New York -> St. Lawrence U.,All states and outlying areas,New York,St. Lawrence U.,3,236.5,0.0,0.0,0.0,236.5
4325,r152,"All states and outlying areas -> New York -> SUNY, Binghamton U.",All states and outlying areas,New York,"SUNY, Binghamton U.",3,1825.2,0.0,0.0,0.0,1825.2
4325,r153,"All states and outlying areas -> New York -> SUNY, Fashion Institute of Technology",All states and outlying areas,New York,"SUNY, Fashion Institute of Technology",3,186.6,0.0,0.0,0.0,186.6
4325,r154,"All states and outlying areas -> New York -> SUNY, Stony Brook U., Stony Brook",All states and outlying areas,New York,"SUNY, Stony Brook U., Stony Brook",3,572.0,0.0,0.0,0.0,572.0
4325,r155,"All states and outlying areas -> New York -> SUNY, system office",All states and outlying areas,New York,"SUNY, system office",3,1423.7,0.0,0.0,0.0,1423.7
4325,r156,"All states and outlying areas -> New York -> SUNY, U. Albany",All states and outlying areas,New York,"SUNY, U. Albany",3,118.4,0.0,0.0,0.0,118.4
4325,r157,"All states and outlying areas -> New York -> Syracuse U., Syracuse",All states and outlying areas,New York,"Syracuse U., Syracuse",3,619.6,0.0,0.0,0.0,619.6
4325,r158,All states and outlying areas -> New York -> U. Rochester,All states and outlying areas,New York,U. Rochester,3,15.5,0.0,0.0,0.0,15.5
4325,r159,"All states and outlying areas -> New York -> Union C., Schenectady",All states and outlying areas,New York,"Union C., Schenectady",3,384.7,0.0,0.0,0.0,384.7
4325,r160,All states and outlying areas -> North Carolina,All states and outlying areas,North Carolina,,2,18341.6,0.0,3.0,0.0,18338.6
4325,r161,All states and outlying areas -> North Carolina -> Duke U.,All states and outlying areas,North Carolina,Duke U.,3,1152.5,0.0,0.0,0.0,1152.5
4325,r162,All states and outlying areas -> North Carolina -> Elizabeth City State U.,All states and outlying areas,North Carolina,Elizabeth City State U.,3,176.8,0.0,0.0,0.0,176.8
4325,r163,All states and outlying areas -> North Carolina -> High Point U.,All states and outlying areas,North Carolina,High Point U.,3,299.5,0.0,0.0,0.0,299.5
4325,r164,All states and outlying areas -> North Carolina -> North Carolina Central U.,All states and outlying areas,North Carolina,North Carolina Central U.,3,40.6,0.0,0.0,0.0,40.6
4325,r165,All states and outlying areas -> North Carolina -> North Carolina State U.,All states and outlying areas,North Carolina,North Carolina State U.,3,177.4,0.0,0.0,0.0,177.4
4325,r166,"All states and outlying areas -> North Carolina -> U. North Carolina, Chapel Hill",All states and outlying areas,North Carolina,"U. North Carolina, Chapel Hill",3,16494.8,0.0,3.0,0.0,16491.8
4325,r167,All states and outlying areas -> North Dakota,All states and outlying areas,North Dakota,,2,229.4,0.0,0.0,0.0,229.4
4325,r168,All states and outlying areas -> North Dakota -> U. North Dakota,All states and outlying areas,North Dakota,U. North Dakota,3,229.4,0.0,0.0,0.0,229.4
4325,r169,All states and outlying areas -> Ohio,All states and outlying areas,Ohio,,2,18721.0,0.0,0.0,0.0,18721.0
4325,r170,All states and outlying areas -> Ohio -> Denison U.,All states and outlying areas,Ohio,Denison U.,3,398.0,0.0,0.0,0.0,398.0
4325,r171,All states and outlying areas -> Ohio -> Miami U.,All states and outlying areas,Ohio,Miami U.,3,1007.6,0.0,0.0,0.0,1007.6
4325,r172,All states and outlying areas -> Ohio -> Ohio State U.,All states and outlying areas,Ohio,Ohio State U.,3,16988.8,0.0,0.0,0.0,16988.8
4325,r173,All states and outlying areas -> Ohio -> U. Cincinnati,All states and outlying areas,Ohio,U. Cincinnati,3,35.0,0.0,0.0,0.0,35.0
4325,r174,All states and outlying areas -> Ohio -> Wittenberg U.,All states and outlying areas,Ohio,Wittenberg U.,3,291.7,0.0,0.0,0.0,291.7
4325,r175,All states and outlying areas -> Oklahoma,All states and outlying areas,Oklahoma,,2,8492.2,0.0,0.0,8000.0,492.2
4325,r176,"All states and outlying areas -> Oklahoma -> Oklahoma State U., Stillwater",All states and outlying areas,Oklahoma,"Oklahoma State U., Stillwater",3,492.2,0.0,0.0,0.0,492.2
4325,r177,"All states and outlying areas -> Oklahoma -> U. Oklahoma, Norman",All states and outlying areas,Oklahoma,"U. Oklahoma, Norman",3,8000.0,0.0,0.0,8000.0,0.0
4325,r178,All states and outlying areas -> Oregon,All states and outlying areas,Oregon,,2,120716.8,0.0,2.5,11000.0,109714.3
4325,r179,All states and outlying areas -> Oregon -> Lewis and Clark C.,All states and outlying areas,Oregon,Lewis and Clark C.,3,382.4,0.0,0.0,0.0,382.4
4325,r180,All states and outlying areas -> Oregon -> Oregon Health and Science U.,All states and outlying areas,Oregon,Oregon Health and Science U.,3,3000.0,0.0,0.0,3000.0,0.0
4325,r181,All states and outlying areas -> Oregon -> Oregon State U.,All states and outlying areas,Oregon,Oregon State U.,3,109331.9,0.0,0.0,0.0,109331.9
