table_id,row_id,_b_ffrdc_b_full_path,_b_ffrdc_b_level_1,_b_ffrdc_b_level_2,_b_ffrdc_b_level_3,_b_ffrdc_b_hierarchy_depth,field_total,field_dhs,field_doc,field_dod,field_doe,field_hhs,field_nasa,field_nsf,field_othera
3857,r001,All FFRDCs,All FFRDCs,,,1,14691030.2,69443.0,29428.3,1551156.2,9632400.0,548509.3,2358911.8,308907.7,192274.0
3857,r002,All FFRDCs -> Administered by industrial firms,All FFRDCs,Administered by industrial firms,,2,6077581.3,13427.5,0.0,379985.2,5170580.3,495720.0,4989.8,0.0,12878.5
3857,r003,All FFRDCs -> Administered by industrial firms -> Frederick National Laboratory for Cancer Research,All FFRDCs,Administered by industrial firms,Frederick National Laboratory for Cancer Research,3,492255.4,0.0,0.0,1316.4,0.0,490939.0,0.0,0.0,0.0
3857,r004,All FFRDCs -> Administered by industrial firms -> Idaho National Laboratory,All FFRDCs,Administered by industrial firms,Idaho National Laboratory,3,2140631.3,1532.4,0.0,13026.7,2119704.8,0.0,0.0,0.0,6367.5
3857,r005,All FFRDCs -> Administered by industrial firms -> Lawrence Livermore National Laboratory,All FFRDCs,Administered by industrial firms,Lawrence Livermore National Laboratory,3,1049427.2,5929.6,0.0,90122.4,950111.5,3169.2,75.2,0.0,19.3
3857,r006,All FFRDCs -> Administered by industrial firms -> Los Alamos National Laboratory,All FFRDCs,Administered by industrial firms,Los Alamos National Laboratory,3,845660.7,1608.2,0.0,21286.5,817851.4,0.0,4914.6,0.0,0.0
3857,r007,All FFRDCs -> Administered by industrial firms -> Sandia National Laboratories,All FFRDCs,Administered by industrial firms,Sandia National Laboratories,3,1515400.6,3202.1,0.0,247878.7,1256241.2,1611.8,0.0,0.0,6466.8
3857,r008,All FFRDCs -> Administered by industrial firms -> Savannah River National Laboratory,All FFRDCs,Administered by industrial firms,Savannah River National Laboratory,3,34206.1,1155.3,0.0,6354.4,26671.4,0.0,0.0,0.0,25.0
3857,r009,All FFRDCs -> Administered by universities and colleges<sup>b</sup>,All FFRDCs,Administered by universities and colleges<sup>b</sup>,,2,5351919.6,6321.3,9928.6,450700.5,2240021.1,20551.4,2315936.7,303201.7,5258.3
3857,r010,All FFRDCs -> Administered by universities and colleges<sup>b</sup> -> Ames Laboratory,All FFRDCs,Administered by universities and colleges<sup>b</sup>,Ames Laboratory,3,29851.2,0.0,0.0,379.6,29471.6,0.0,0.0,0.0,0.0
3857,r011,All FFRDCs -> Administered by universities and colleges<sup>b</sup> -> Argonne National Laboratory,All FFRDCs,Administered by universities and colleges<sup>b</sup>,Argonne National Laboratory,3,640037.0,1108.3,0.0,2253.0,632031.7,0.0,0.0,0.0,4644.0
3857,r012,All FFRDCs -> Administered by universities and colleges<sup>b</sup> -> Fermi National Accelerator Laboratory,All FFRDCs,Administered by universities and colleges<sup>b</sup>,Fermi National Accelerator Laboratory,3,315886.4,0.0,0.0,0.0,315886.4,0.0,0.0,0.0,0.0
3857,r013,All FFRDCs -> Administered by universities and colleges<sup>b</sup> -> Jet Propulsion Laboratory,All FFRDCs,Administered by universities and colleges<sup>b</sup>,Jet Propulsion Laboratory,3,2315344.0,914.7,0.0,11893.8,0.0,0.0,2302535.5,0.0,0.0
3857,r014,All FFRDCs -> Administered by universities and colleges<sup>b</sup> -> Lawrence Berkeley National Laboratory,All FFRDCs,Administered by universities and colleges<sup>b</sup>,Lawrence Berkeley National Laboratory,3,757025.3,0.0,0.0,1584.1,734889.9,20551.4,0.0,0.0,0.0
3857,r015,All FFRDCs -> Administered by universities and colleges<sup>b</sup> -> Lincoln Laboratory,All FFRDCs,Administered by universities and colleges<sup>b</sup>,Lincoln Laboratory,3,397940.7,2100.8,0.0,395839.9,0.0,0.0,0.0,0.0,0.0
3857,r016,All FFRDCs -> Administered by universities and colleges<sup>b</sup> -> National Center for Atmospheric Research,All FFRDCs,Administered by universities and colleges<sup>b</sup>,National Center for Atmospheric Research,3,176293.3,0.0,9928.6,0.0,0.0,0.0,13401.2,152349.2,614.4
3857,r017,All FFRDCs -> Administered by universities and colleges<sup>b</sup> -> National Optical Astronomy Observatory,All FFRDCs,Administered by universities and colleges<sup>b</sup>,National Optical Astronomy Observatory,3,29159.5,0.0,0.0,0.0,0.0,0.0,0.0,29159.5,0.0
3857,r018,All FFRDCs -> Administered by universities and colleges<sup>b</sup> -> National Radio Astronomy Observatory,All FFRDCs,Administered by universities and colleges<sup>b</sup>,National Radio Astronomy Observatory,3,105300.2,0.0,0.0,0.0,0.0,0.0,0.0,105300.2,0.0
3857,r019,All FFRDCs -> Administered by universities and colleges<sup>b</sup> -> National Solar Observatory,All FFRDCs,Administered by universities and colleges<sup>b</sup>,National Solar Observatory,3,16392.8,0.0,0.0,0.0,0.0,0.0,0.0,16392.8,0.0
3857,r020,All FFRDCs -> Administered by universities and colleges<sup>b</sup> -> Princeton Plasma Physics Laboratory,All FFRDCs,Administered by universities and colleges<sup>b</sup>,Princeton Plasma Physics Laboratory,3,127714.1,0.0,0.0,2206.1,125508.0,0.0,0.0,0.0,0.0
3857,r021,All FFRDCs -> Administered by universities and colleges<sup>b</sup> -> SLAC National Accelerator Laboratory,All FFRDCs,Administered by universities and colleges<sup>b</sup>,SLAC National Accelerator Laboratory,3,274281.9,1947.4,0.0,1616.0,270718.5,0.0,0.0,0.0,0.0
3857,r022,All FFRDCs -> Administered by universities and colleges<sup>b</sup> -> Software Engineering Institute,All FFRDCs,Administered by universities and colleges<sup>b</sup>,Software Engineering Institute,3,35178.0,250.0,0.0,34928.0,0.0,0.0,0.0,0.0,0.0
3857,r023,All FFRDCs -> Administered by universities and colleges<sup>b</sup> -> Thomas Jefferson National Accelerator Facility,All FFRDCs,Administered by universities and colleges<sup>b</sup>,Thomas Jefferson National Accelerator Facility,3,131515.1,0.0,0.0,0.0,131515.1,0.0,0.0,0.0,0.0
3857,r024,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup>,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,,2,3261529.2,49694.2,19499.7,720470.5,2221798.7,32237.8,37985.2,5706.0,174137.1
3857,r025,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Aerospace FFRDC,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Aerospace FFRDC,3,259675.9,333.3,0.0,229907.5,0.0,0.0,28469.1,966.0,0.0
3857,r026,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Arroyo Center,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Arroyo Center,3,21788.9,0.0,0.0,21788.9,0.0,0.0,0.0,0.0,0.0
3857,r027,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Brookhaven National Laboratory,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Brookhaven National Laboratory,3,479732.3,0.0,0.0,389.0,465142.1,3600.0,9516.1,0.0,1085.2
3857,r028,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Center for Advanced Aviation System Development,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Center for Advanced Aviation System Development,3,96961.9,0.0,0.0,17677.3,0.0,0.0,0.0,0.0,79284.6
