table_id,row_id,_b_ffrdc_b_full_path,_b_ffrdc_b_level_1,_b_ffrdc_b_level_2,_b_ffrdc_b_level_3,_b_ffrdc_b_hierarchy_depth,field_total,field_dhs,field_doc,field_dod,field_doe,field_hhs,field_nasa,field_nsf,field_othera
3857,r029,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Center for Communications and Computing,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Center for Communications and Computing,3,55859.9,333.3,450.0,55076.6,0.0,0.0,0.0,0.0,0.0
3857,r030,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Center for Enterprise Modernization,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Center for Enterprise Modernization,3,138385.2,0.0,0.0,54495.8,0.0,12837.6,0.0,0.0,71051.9
3857,r031,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Center for Naval Analyses,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Center for Naval Analyses,3,72034.0,1213.3,0.0,70820.7,0.0,0.0,0.0,0.0,0.0
3857,r032,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Center for Nuclear Waste Regulatory Analyses,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Center for Nuclear Waste Regulatory Analyses,3,5300.5,0.0,0.0,4024.6,0.0,0.0,0.0,0.0,1275.8
3857,r033,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> CMS Alliance to Modernize Healthcare,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,CMS Alliance to Modernize Healthcare,3,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
3857,r034,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Homeland Security Operational Analysis Center,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Homeland Security Operational Analysis Center,3,6252.4,3517.0,0.0,2735.4,0.0,0.0,0.0,0.0,0.0
3857,r035,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Homeland Security Systems Engineering and Development Institute,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Homeland Security Systems Engineering and Development Institute,3,21734.5,21734.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3857,r036,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Judiciary Engineering and Modernization Center,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Judiciary Engineering and Modernization Center,3,7478.3,0.0,0.0,1030.0,0.0,0.0,0.0,0.0,6448.3
3857,r037,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> National Biodefense Analysis and Countermeasures Center,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,National Biodefense Analysis and Countermeasures Center,3,17510.3,17314.3,0.0,196.0,0.0,0.0,0.0,0.0,0.0
3857,r038,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> National Cybersecurity Center of Excellence,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,National Cybersecurity Center of Excellence,3,18952.9,0.0,18752.9,200.0,0.0,0.0,0.0,0.0,0.0
3857,r039,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> National Defense Research Institute,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,National Defense Research Institute,3,13406.8,0.0,0.0,13406.8,0.0,0.0,0.0,0.0,0.0
3857,r040,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> National Renewable Energy Laboratory,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,National Renewable Energy Laboratory,3,347383.6,0.0,0.0,3546.1,343637.5,0.0,0.0,0.0,200.0
3857,r041,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> National Security Engineering Center,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,National Security Engineering Center,3,164966.8,0.0,0.0,164966.8,0.0,0.0,0.0,0.0,0.0
3857,r042,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Oak Ridge National Laboratory,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Oak Ridge National Laboratory,3,1073088.2,1912.9,0.0,9948.6,1054455.8,340.8,0.0,0.0,6430.0
3857,r043,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Pacific Northwest National Laboratory,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Pacific Northwest National Laboratory,3,413897.1,3335.5,296.8,27880.6,358563.3,15459.5,0.0,0.0,8361.4
3857,r044,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Project Air Force,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Project Air Force,3,2226.0,0.0,0.0,2226.0,0.0,0.0,0.0,0.0,0.0
3857,r045,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Science and Technology Policy Institute,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Science and Technology Policy Institute,3,7222.9,0.0,0.0,2482.9,0.0,0.0,0.0,4740.0,0.0
3857,r046,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Systems and Analyses Center,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Systems and Analyses Center,3,37670.8,0.0,0.0,37670.8,0.0,0.0,0.0,0.0,0.0
