table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_worldwide_total,field_worldwide_male,field_worldwide_female,field_domestic_total,field_domestic_male,field_domestic_female,field_foreign_total,field_foreign_male,field_foreign_female
9692,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['211', '  ']","['99', '  ']","['113', '  ']","['157', '  ']","['76', '  ']","['82', '  ']","['54', '  ']","['23', '  ']","['31', '  ']"
9692,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparations",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparations",,4,3256,"['18', '  ']","['9', '  ']","['9', '  ']","['11', '  ']","['6', 'i ']","['6', '  ']","['6', '  ']","['3', '  ']","['3', '  ']"
9692,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['14', '  ']","['10', '  ']","['4', '  ']","['9', '  ']","['7', '  ']","['3', '  ']","['4', '  ']","['3', '  ']","['1', '  ']"
9692,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['29', '  ']","['23', '  ']","['6', '  ']","['23', '  ']","['18', '  ']","['5', '  ']","['6', '  ']","['4', 'i ']","['1', 'i ']"
9692,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['9', '  ']","['7', '  ']","['2', '  ']","['8', '  ']","['6', '  ']","['2', '  ']","['1', '  ']","['1', '  ']","['*', '  ']"
9692,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['10', '  ']","['9', '  ']","['1', '  ']","['9', '  ']","['8', '  ']","['1', '  ']","['1', '  ']","['*', 'i ']","['*', '  ']"
9692,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['52', '  ']","['45', '  ']","['7', '  ']","['50', '  ']","['43', '  ']","['7', '  ']","['2', '  ']","['2', '  ']","['*', '  ']"
9692,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['159', '  ']","['135', '  ']","['24', '  ']","['100', '  ']","['86', '  ']","['14', '  ']","['59', '  ']","['49', '  ']","['10', '  ']"
9692,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['17', '  ']","['15', '  ']","['2', '  ']","['10', '  ']","['9', '  ']","['1', '  ']","['7', '  ']","['6', '  ']","['1', '  ']"
9692,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['27', '  ']","['23', '  ']","['4', '  ']","['14', '  ']","['12', '  ']","['2', '  ']","['13', '  ']","['11', '  ']","['2', '  ']"
9692,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['11', '  ']","['9', '  ']","['2', '  ']","['8', '  ']","['6', '  ']","['1', '  ']","['3', '  ']","['3', '  ']","['1', '  ']"
9692,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['104', '  ']","['88', '  ']","['16', '  ']","['68', '  ']","['59', '  ']","['10', '  ']","['35', '  ']","['29', '  ']","['6', '  ']"
9692,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['464', '  ']","['353', '  ']","['111', '  ']","['256', '  ']","['199', '  ']","['57', '  ']","['208', '  ']","['154', '  ']","['54', '  ']"
9692,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['81', '  ']","['66', '  ']","['15', '  ']","['49', '  ']","['40', '  ']","['9', '  ']","['32', '  ']","['26', '  ']","['6', '  ']"
9692,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['188', '  ']","['137', '  ']","['51', '  ']","['93', '  ']","['69', '  ']","['24', '  ']","['95', '  ']","['68', '  ']","['28', '  ']"
9692,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['86', '  ']","['66', '  ']","['20', '  ']","['54', '  ']","['43', '  ']","['12', '  ']","['31', '  ']","['23', '  ']","['8', '  ']"
9692,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['10', '  ']","['7', '  ']","['3', '  ']","['8', '  ']","['5', '  ']","['2', '  ']","['3', '  ']","['2', '  ']","['1', '  ']"
9692,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",5,334511,"['25', '  ']","['20', '  ']","['5', '  ']","['21', '  ']","['18', '  ']","['4', '  ']","['3', '  ']","['3', '  ']","['1', '  ']"
9692,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices,5,other 3345,"['51', '  ']","['38', '  ']","['12', '  ']","['25', '  ']","['20', '  ']","['6', '  ']","['25', '  ']","['19', '  ']","['7', '  ']"
9692,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['109', '  ']","['85', '  ']","['24', '  ']","['60', '  ']","['47', '  ']","['13', '  ']","['49', '  ']","['37', '  ']","['12', '  ']"
9692,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['47', '  ']","['36', '  ']","['12', '  ']","['26', '  ']","['20', '  ']","['7', '  ']","['21', 'i ']","['16', 'i ']","['5', 'i ']"
9692,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['272', '  ']","['223', '  ']","['49', '  ']","['196', '  ']","['162', '  ']","['34', '  ']","['77', '  ']","['62', '  ']","['15', '  ']"
9692,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['168', '  ']","['137', 'i ']","['31', '  ']","['108', '  ']","['89', '  ']","['18', '  ']","['60', '  ']","['48', '  ']","['13', '  ']"
9692,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['86', '  ']","['72', '  ']","['14', '  ']","['75', '  ']","['63', '  ']","['12', '  ']","['11', '  ']","['9', '  ']","['2', '  ']"
9692,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['79', '  ']","['66', '  ']","['13', '  ']","['69', '  ']","['58', '  ']","['11', '  ']","['10', '  ']","['9', '  ']","['2', '  ']"
9692,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['7', '  ']","['5', '  ']","['1', '  ']","['7', '  ']","['5', '  ']","['1', '  ']","['*', '  ']","['*', '  ']","['*', '  ']"
9692,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank components",,4,336992,"['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9692,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['18', '  ']","['14', '  ']","['4', '  ']","['12', '  ']","['9', '  ']","['3', '  ']","['6', '  ']","['5', '  ']","['1', '  ']"
9692,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['4', '  ']","['3', '  ']","['1', '  ']","['4', '  ']","['3', '  ']","['1', '  ']","['*', '  ']","['*', '  ']","['*', 'i ']"
9692,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['118', '  ']","['80', '  ']","['39', '  ']","['83', '  ']","['56', '  ']","['26', '  ']","['35', '  ']","['23', '  ']","['12', '  ']"
9692,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['96', '  ']","['63', '  ']","['33', '  ']","['65', '  ']","['43', '  ']","['22', '  ']","['31', '  ']","['20', '  ']","['11', '  ']"
9692,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['22', '  ']","['17', '  ']","['6', '  ']","['18', '  ']","['13', '  ']","['4', '  ']","['4', 'i ']","['3', 'i ']","['1', 'i ']"
9692,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['1,637', '  ']","['1,125', '  ']","['512', '  ']","['1,117', '  ']","['791', '  ']","['326', '  ']","['520', '  ']","['334', '  ']","['186', '  ']"
9692,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['9 - 91', '  ']","['7 - 90', 'i ']","['1 - 46', '  ']","['9', 'i ']","['8', 'i ']","['2', '  ']","['0 - 82', '  ']","['0 - 82', '  ']","['0 - 44', '  ']"
9692,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['3 - 33', '  ']","['3 - 14', '  ']","['0 - 30', '  ']","['3 - 24', '  ']","['4', '  ']","['0 - 20', '  ']","['0 - 10', '  ']","['0 - 10', '  ']","['0 - 10', '  ']"
9692,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['23 - 127', 'i ']","['18 - 106', 'i ']","['4 - 50', 'i ']","['24', 'i ']","['19', 'i ']","['5', 'i ']","['0 - 103', 'i ']","['0 - 86', 'i ']","['0 - 44', 'i ']"
9692,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['98 - 221', '  ']","['59 - 203', '  ']","['0 - 72', '  ']","['98 - 120', '  ']","['59 - 120', '  ']","['0 - 56', '  ']","['0 - 103', '  ']","['0 - 86', '  ']","['0 - 44', '  ']"
9692,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['21 - 125', '  ']","['16 - 103', '  ']","['5 - 50', '  ']","['22', '  ']","['16', '  ']","['5', '  ']","['0 - 103', '  ']","['0 - 86', '  ']","['0 - 44', '  ']"
9692,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['692', '  ']","['504', '  ']","['188', '  ']","['449', '  ']","['330', '  ']","['119', '  ']","['242', '  ']","['174', '  ']","['68', '  ']"
9692,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['216', '  ']","['150', '  ']","['66', '  ']","['127', '  ']","['92', '  ']","['35', '  ']","['90', '  ']","['58', '  ']","['31', '  ']"
9692,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['1', 'i ']","['1', 'i ']","['*', 'i ']","['1', 'i ']","['1', 'i ']","['*', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']"
9692,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['215', '  ']","['149', '  ']","['66', '  ']","['125', '  ']","['91', '  ']","['34', '  ']","['90', '  ']","['58', '  ']","['31', '  ']"
9692,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['23', '  ']","['16', 'i ']","['6', '  ']","['22', '  ']","['16', 'i ']","['6', '  ']","['1', '  ']","['1', '  ']","['*', 'i ']"
9692,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['282', '  ']","['207', '  ']","['76', '  ']","['168', '  ']","['120', '  ']","['48', '  ']","['114', '  ']","['86', '  ']","['28', '  ']"
9692,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['171', '  ']","['131', '  ']","['39', '  ']","['133', '  ']","['102', '  ']","['31', '  ']","['38', '  ']","['29', '  ']","['9', '  ']"
9692,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['113', '  ']","['69', '  ']","['44', '  ']","['87', '  ']","['42 - 70', '  ']","['17 - 45', '  ']","['26', '  ']","['0 - 27', '  ']","['0 - 27', '  ']"
9692,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['4 - 22', '  ']","['2 - 21', '  ']","['0 - 19', '  ']","['4', '  ']","['3', '  ']","['1', '  ']","['0 - 17', '  ']","['0 - 17', '  ']","['0 - 17', '  ']"
9692,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9692,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['4 - 22', '  ']","['2 - 21', '  ']","['0 - 19', '  ']","['4', '  ']","['3', '  ']","['1', '  ']","['0 - 17', '  ']","['0 - 17', '  ']","['0 - 17', '  ']"
9692,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['494', '  ']","['300', '  ']","['194', '  ']","['343', '  ']","['224', '  ']","['119', '  ']","['150', '  ']","['75', '  ']","['75', 'i ']"
9692,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['68', '  ']","['51', '  ']","['16', '  ']","['65', '  ']","['49', '  ']","['16', '  ']","['3', 'r ']","['2', 'r ']","['1', '  ']"
9692,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['145', '  ']","['108', '  ']","['37', '  ']","['102', '  ']","['76', '  ']","['26', '  ']","['44', '  ']","['32', '  ']","['12', '  ']"
9692,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['229', 'i ']","['106', 'i ']","['123', 'i ']","['130', '  ']","['68', 'i ']","['62', 'i ']","['99', 'i ']","['38', 'i ']","['61', 'i ']"
9692,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['1', '  ']","['1', '  ']","['*', '  ']","['1', '  ']","['1', '  ']","['*', '  ']","['*', 'i ']","['*', '  ']","['*', 'i ']"
9692,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),5,541714,"['79', '  ']","['34', '  ']","['45', '  ']","['36', '  ']","['16', '  ']","['20', '  ']","['43', '  ']","['18', '  ']","['25', '  ']"
9692,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",5,541715,"['139', 'i ']","['69', 'i ']","['71', 'i ']","['84', 'i ']","['49', 'i ']","['35', 'i ']","['55', 'i ']","['20', 'i ']","['36', 'i ']"
9692,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['9', '  ']","['2', '  ']","['7', '  ']","['9', '  ']","['2', '  ']","['7', '  ']","['*', '  ']","['*', '  ']","['*', '  ']"
9692,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['52', '  ']","['35', '  ']","['17', '  ']","['47', '  ']","['31', '  ']","['16', '  ']","['5', '  ']","['4', '  ']","['2', 'i ']"
9692,r072,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['8 - 22', '  ']","['3 - 17', '  ']","['4 - 18', '  ']","['9', '  ']","['4', '  ']","['5', '  ']","['0 - 13', '  ']","['0 - 13', '  ']","['0 - 13', 'i ']"
9692,r073,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['49 - 153', '  ']","['0 - 137', '  ']","['0 - 72', '  ']","['50', '  ']","['0 - 51', '  ']","['0 - 51', '  ']","['0 - 103', '  ']","['0 - 86', '  ']","['0 - 44', '  ']"
9692,r074,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['3,161', '  ']","['2,229', '  ']","['933', '  ']","['2,132', '  ']","['1,536', '  ']","['596', '  ']","['1,029', '  ']","['693', '  ']","['336', '  ']"
9692,r075,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
9692,r076,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>a</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>a</sup>,,,3,–,"['40', '  ']","['32', '  ']","['9', '  ']","['36', '  ']","['28', '  ']","['8', '  ']","['5', '  ']","['4', '  ']","['1', '  ']"
9692,r077,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['110', '  ']","['86', '  ']","['24', '  ']","['99', '  ']","['77', '  ']","['21', '  ']","['12', '  ']","['9', '  ']","['3', '  ']"
9692,r078,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
9692,r079,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['102', '  ']","['81', '  ']","['20', '  ']","['92', '  ']","['74', '  ']","['18', '  ']","['9', '  ']","['7', '  ']","['2', '  ']"
9692,r080,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['178', '  ']","['139', '  ']","['39', '  ']","['157', '  ']","['124', '  ']","['34', '  ']","['21', '  ']","['16', '  ']","['5', '  ']"
9692,r081,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
9692,r082,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['148', '  ']","['110', '  ']","['38', '  ']","['110', '  ']","['82', '  ']","['29', '  ']","['38', '  ']","['29', '  ']","['9', '  ']"
9692,r083,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['154', '  ']","['113', '  ']","['41', '  ']","['110', '  ']","['82', '  ']","['29', '  ']","['43', '  ']","['31', '  ']","['12', '  ']"
9692,r084,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['507', '  ']","['359', '  ']","['148', '  ']","['340', '  ']","['242', '  ']","['98', '  ']","['168', '  ']","['117', '  ']","['50', '  ']"
9692,r085,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['315', '  ']","['223', '  ']","['92', '  ']","['211', '  ']","['149', '  ']","['62', '  ']","['103', '  ']","['74', '  ']","['30', '  ']"
